segment_name,parent_name,parent_start_fraction,parent_end_fraction,refinement_level,segment_type,s_start_m,s_end_m,T_in_K,T_out_K,T_avg_K,Q_source_W,Q_hx_sink_W,Q_ambient_W,q_ambient_W_per_m,h_inner_W_m2K,h_outer_W_m2K,h_rad_W_m2K,reynolds_inner,prandtl_inner,nusselt_inner,h_inner_multiplier,profile_descriptor_htc_signal,profile_descriptor_friction_signal,profile_descriptor_developing_signal,profile_descriptor_htc_shape_signal,profile_descriptor_friction_shape_signal,profile_descriptor_htc_shape_contribution,profile_descriptor_htc_developing_contribution,profile_descriptor_friction_shape_contribution,profile_descriptor_friction_developing_contribution,profile_descriptor_source_kind,profile_descriptor_source_case_id,profile_descriptor_reference_path,profile_descriptor_section_id,profile_descriptor_section_label,profile_descriptor_htc_multiplier,profile_descriptor_friction_multiplier,outer_conv_multiplier,outer_rad_multiplier,outer_insulation_multiplier,R_i_prime_K_m_W,R_wall_prime_K_m_W,R_ins_prime_K_m_W,R_o_prime_K_m_W,R_total_prime_K_m_W,T_pipe_outer_wall_K,T_outer_surface_K,external_boundary_source,external_boundary_drive_selector,external_ambient_temperature_K,external_surroundings_temperature_K,external_emissivity,external_prescribed_h_W_m2K,external_boundary_coverage_multiplier,upcomer_exchange_Q_main_to_reservoir_W,upcomer_exchange_Q_reservoir_to_main_W,upcomer_reservoir_setup_heat_W,upcomer_exchange_reservoir_energy_residual_W,upcomer_main_stream_temperature_K,upcomer_reservoir_temperature_K,upcomer_prediction_stream,tswfc2_mode,tswfc2_node_ids,tswfc2_node_count,tswfc2_q_fluid_to_inner_wall_W,tswfc2_q_wall_conduction_W,tswfc2_q_external_W,tswfc2_energy_residual_W,tswfc2_inner_wall_temperature_K,tswfc2_outer_wall_temperature_K,tswfc2_external_drive_temperature_K,notes
left_lower_vertical__s00,left_lower_vertical,0.0,0.3333333333333333,1,vertical,0.0,0.12141199999999998,567.2857333595355,567.0189047855196,567.1523190725275,0.0,0.0,9.277202081883631,76.41091557575555,420.8136127624269,6.237238615167236,0.0,451.50059401039414,7.56785766734333,15.876465477772445,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disabled,,,,,1.0,1.0,1.0,1.0,1.0,0.03423003773041282,0.001220634935682016,2.7910749078920216,0.6697346938302865,3.496260274388403,564.4436303009675,351.1750411484205,,,300.0,300.0,0.85,,1.0,0.0,0.0,0.0,0.0,,,,,,0,0.0,0.0,0.0,0.0,,,,Left vertical leg below the test section.
left_lower_vertical__s01,left_lower_vertical,0.3333333333333333,0.5,1,vertical,0.12141199999999998,0.182118,567.0189047855196,566.8827191069216,566.9508119462206,0.0,0.0,4.734972224324343,77.99842230297405,530.1232523457024,6.943116166876424,0.0,450.95119230071344,7.578550162079445,20.00438869268612,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disabled,,,,,1.0,1.0,1.0,1.0,1.0,0.02717191856533734,0.001220847846259352,2.7924780464991676,0.6016455715092485,3.4225163844200126,564.7362873059186,346.92740536329256,,,300.0,300.0,0.85,,1.0,0.0,0.0,0.0,0.0,,,,,,0,0.0,0.0,0.0,0.0,,,,Left vertical leg below the test section.
left_lower_vertical__s02,left_lower_vertical,0.5,0.6666666666666666,1,vertical,0.182118,0.24282399999999998,566.8827191069216,566.7466444101287,566.8146817585252,0.0,0.0,4.731113560235295,77.93485916112571,530.0769136806484,6.942030019593993,0.0,450.5801556813482,7.585785427908409,20.00526305297745,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disabled,,,,,1.0,1.0,1.0,1.0,1.0,0.02717429390069109,0.0012209916771189159,2.7934260569625096,0.6017397047383812,3.423561047278701,564.6017654668351,346.8964991404431,,,300.0,300.0,0.85,,1.0,0.0,0.0,0.0,0.0,,,,,,0,0.0,0.0,0.0,0.0,,,,Left vertical leg below the test section.
left_lower_vertical__s03,left_lower_vertical,0.6666666666666666,1.0,1,vertical,0.24282399999999998,0.364236,566.7466444101287,566.4430425889182,566.5948434995234,0.0,0.0,10.555767825915359,86.94171767136162,420.6630088950337,6.233131488204104,0.0,449.98118863701,7.5974894799959545,15.8793072336202,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disabled,,,,,1.0,1.0,1.0,1.0,1.0,0.03424229261366665,0.0012212239366894096,2.794957128191961,0.670175994551181,3.500596639293498,563.894195647884,351.0386033551861,,,300.0,300.0,0.85,,1.0,0.0,0.0,0.0,0.0,,,,distributed_wall_fluid_nodes_v1,TSWFC2_N01_pre_test_bracket,1,10.555767825915359,10.555767825915359,10.555767825915359,0.0,563.6179074774496,563.5117321707324,563.894195647884,Left vertical leg below the test section.
test_section__s00,test_section,0.0,0.5,1,test_section,0.364236,0.4572,566.4430425889182,566.6033183681011,566.5231804785096,18.5,0.0,12.927463603624597,139.05881420361212,479.06674021981894,9.076433354069438,0.0,468.6385243690884,7.601324670749565,17.357632831118536,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disabled,,,,,1.0,1.0,1.0,1.0,1.0,0.03132808977891011,0.013827672229927042,0.0,1.4641632259010866,1.5093189879099238,558.5492720724919,558.5492720724919,,,300.0,300.0,0.95,,1.0,0.0,0.0,0.0,0.0,,,,distributed_wall_fluid_nodes_v1,TSWFC2_N02_test_section_lower,1,12.927463603624597,12.927463603624597,12.927463603624597,0.0,562.1666555631256,560.2437958596357,558.5492720724919,Transparent quartz test section. Uninsulated by user instruction.
test_section__s01,test_section,0.5,1.0,1,test_section,0.4572,0.550164,566.6033183681011,566.7633708955309,566.683344631816,18.5,0.0,12.935225715611246,139.142310094351,479.11594896858753,9.077232883528298,0.0,469.09336353213257,7.592784422464802,17.356741429644657,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disabled,,,,,1.0,1.0,1.0,1.0,1.0,0.0313248721525659,0.013827672229927042,0.0,1.4640342613094859,1.5091868056919788,558.7045143122249,558.7045143122249,,,300.0,300.0,0.95,,1.0,0.0,0.0,0.0,0.0,,,,distributed_wall_fluid_nodes_v1,TSWFC2_N03_test_section_upper,1,12.935225715611246,12.935225715611246,12.935225715611246,0.0,562.3246517661435,560.4006375088439,558.7045143122249,Transparent quartz test section. Uninsulated by user instruction.
left_upper_vertical__s00,left_upper_vertical,0.0,0.3333333333333333,1,vertical,0.550164,0.671576,566.7633708955309,566.4597501185701,566.6115605070505,0.0,0.0,10.556426888185374,86.94714598380209,420.6675186625691,6.233254711591843,0.0,450.0267522600682,7.596598100284939,15.87922211630903,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disabled,,,,,1.0,1.0,1.0,1.0,1.0,0.0342419255190546,0.0012212062654779023,2.7948406290560976,0.6701627460381248,3.5004665068787553,563.9106722046344,351.04269221342844,,,300.0,300.0,0.85,,1.0,0.0,0.0,0.0,0.0,,,,distributed_wall_fluid_nodes_v1,TSWFC2_N04_post_test_bracket,1,10.556426888185374,10.556426888185374,10.556426888185374,0.0,563.6344705341656,563.5282901347248,563.9106722046344,Left vertical leg above the test section.
left_upper_vertical__s01,left_upper_vertical,0.3333333333333333,0.49999999999999994,1,vertical,0.671576,0.732282,566.4597501185701,566.3240197751612,566.3918849468657,0.0,0.0,4.719140930632821,77.73763599368795,529.9332091141056,6.938655069715735,0.0,449.4277874985602,7.608329711141183,20.00797533137025,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disabled,,,,,1.0,1.0,1.0,1.0,1.0,0.027181662886176326,0.0012214386070470182,2.796372484760473,0.602032389894632,3.4268079761483285,564.1839611051133,346.8005747820389,,,300.0,300.0,0.85,,1.0,0.0,0.0,0.0,0.0,,,,,,0,0.0,0.0,0.0,0.0,,,,Left vertical leg above the test section.
left_upper_vertical__s02,left_upper_vertical,0.49999999999999994,0.6666666666666666,1,vertical,0.732282,0.792988,566.3240197751612,566.188399826493,566.256209800827,0.0,0.0,4.715302677814466,77.67440908336022,529.8871634896456,6.937571548988129,0.0,449.05799652935406,7.615587580367025,20.008844629372298,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disabled,,,,,1.0,1.0,1.0,1.0,1.0,0.0271840248921423,0.0012215820958414777,2.7973186551567895,0.6021264162507619,3.427850678395535,564.0498871329229,346.7698135757593,,,300.0,300.0,0.85,,1.0,0.0,0.0,0.0,0.0,,,,,,0,0.0,0.0,0.0,0.0,,,,Left vertical leg above the test section.
left_upper_vertical__s03,left_upper_vertical,0.6666666666666666,1.0,1,vertical,0.792988,0.9144000000000001,566.188399826493,565.9233135402906,566.0558566833918,0.0,0.0,9.216625741769372,75.91198350879131,420.5178173997999,6.229156445977174,0.0,448.51209612704974,7.626322894692336,15.882048308185839,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disabled,,,,,1.0,1.0,1.0,1.0,1.0,0.0342541153937228,0.0012217939827323927,2.7987160285766874,0.6706036572533334,3.504795595206476,563.3629387774536,350.90685377035015,,,300.0,300.0,0.85,,1.0,0.0,0.0,0.0,0.0,,,,,,0,0.0,0.0,0.0,0.0,,,,Left vertical leg above the test section.
top_horizontal_inlet,top_horizontal_inlet,0.0,1.0,0,horizontal,0.9144000000000001,0.9398000000000001,565.9233135402906,565.8680660256089,565.8956897829497,0.0,0.0,1.9208770385519787,75.62508025795192,708.2977510800598,6.014137042255577,0.0,448.07528003888706,7.634931077799881,26.754986142191697,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disabled,,,,,1.0,1.0,1.0,1.0,1.0,0.02033673807429758,0.0012219635836148617,2.7998346872449633,0.694579299561287,3.5159726884641627,564.2653382067324,352.5276152748344,,,300.0,300.0,0.85,,1.0,0.0,0.0,0.0,0.0,,,,,,0,0.0,0.0,0.0,0.0,,,,1 inch horizontal run between the upcomer and the cooled incline.
cooled_incline_pre_hx__s00,cooled_incline_pre_hx,0.0,0.3333333333333333,1,incline,0.9398000000000001,1.0414,565.8680660256089,565.6440302069465,565.7560481162777,0.0,0.0,7.78937407840413,76.66706770082803,446.1598371132043,6.609123261755643,0.0,447.6949092922312,7.642440020854511,16.855336595977235,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disabled,,,,,1.0,1.0,1.0,1.0,1.0,0.03228543818630262,0.0012221113080502137,2.8008091663835706,0.6320498088525307,3.466366524730454,563.1872314618213,348.4574054855924,,,300.0,300.0,0.85,,1.0,0.0,0.0,0.0,0.0,,,,,,0,0.0,0.0,0.0,0.0,,,,Cooled top incline before the active 12 inch cooling jacket region.
cooled_incline_pre_hx__s01,cooled_incline_pre_hx,0.3333333333333333,0.6666666666666666,1,incline,1.0414,1.143,565.6440302069465,565.4202949997771,565.5321626033617,0.0,0.0,7.778922319972962,76.56419606272603,446.09607382548126,6.607404623775279,0.0,447.08471336263244,7.654511541765837,16.856541172006494,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disabled,,,,,1.0,1.0,1.0,1.0,1.0,0.03229005294488295,0.0012223483663959462,2.802373166714968,0.6322142099856273,3.468099778011874,562.9664213042682,348.404972726981,,,300.0,300.0,0.85,,1.0,0.0,0.0,0.0,0.0,,,,,,0,0.0,0.0,0.0,0.0,,,,Cooled top incline before the active 12 inch cooling jacket region.
cooled_incline_pre_hx__s02,cooled_incline_pre_hx,0.6666666666666666,0.7499999999999999,1,incline,1.143,1.1683999999999999,565.4202949997771,565.362417310253,565.391356155015,0.0,0.0,2.012324310432763,79.22536655247106,708.069745046051,7.958195309986417,0.0,446.70073259014873,7.66212404303228,26.759293491369974,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disabled,,,,,1.0,1.0,1.0,1.0,1.0,0.020343286721553642,0.0012224975898325265,2.8033578127407703,0.5249048222068075,3.349828419258964,563.682827236615,341.585776944494,,,300.0,300.0,0.85,,1.0,0.0,0.0,0.0,0.0,,,,,,0,0.0,0.0,0.0,0.0,,,,Cooled top incline before the active 12 inch cooling jacket region.
cooled_incline_pre_hx__s03,cooled_incline_pre_hx,0.7499999999999999,1.0,1,incline,1.1683999999999999,1.2446,565.362417310253,565.1938693740474,565.2781433421502,0.0,0.0,5.860154977287506,76.90492096177825,490.9127284450433,6.795473040612462,0.0,446.3923253683635,7.66824737087643,18.554527021137226,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disabled,,,,,1.0,1.0,1.0,1.0,1.0,0.029342212999762855,0.0012226174710065123,2.8041489226979315,0.614717337455433,3.449431090624134,562.9276395159849,347.27478825084484,,,300.0,300.0,0.85,,1.0,0.0,0.0,0.0,0.0,,,,,,0,0.0,0.0,0.0,0.0,,,,Cooled top incline before the active 12 inch cooling jacket region.
cooled_incline_hx_active__s00,cooled_incline_hx_active,0.0,0.3333333333333333,1,hx,1.2446,1.3461999999999998,565.1938693740474,564.6098408641216,564.9018551190845,0.0,20.30584988602165,0.0,0.0,445.9170241743284,10.2470425058989,0.0,445.3673476527561,7.6886563717333445,16.85992504696806,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disabled,,,,,1.0,1.0,1.0,1.0,1.0,0.03230301841245215,0.0012230160661283439,0.0,1.2229758269873665,1.2565018614659471,558.2016027625425,557.9608241036675,,,,,,,1.0,0.0,0.0,0.0,0.0,,,,,,0,0.0,0.0,0.0,0.0,,,,12 inch active cooling jacket region. Air flows axially and counter-currently.
cooled_incline_hx_active__s01,cooled_incline_hx_active,0.3333333333333333,0.5000000000000028,1,hx,1.3461999999999998,1.3970000000000007,564.6098408641216,564.2729881254766,564.4414144947991,0.0,11.711898887853698,0.0,0.0,561.6558496805002,13.001260089576355,0.0,444.11217819172504,7.713771862617208,21.245283010609775,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disabled,,,,,1.0,1.0,1.0,1.0,1.0,0.025646427168030443,0.0012235045479705876,0.0,0.9638977450250173,0.9907676767410184,558.2467380650485,558.1418401721221,,,,,,,1.0,0.0,0.0,0.0,0.0,,,,,,0,0.0,0.0,0.0,0.0,,,,12 inch active cooling jacket region. Air flows axially and counter-currently.
cooled_incline_hx_active__s02,cooled_incline_hx_active,0.5000000000000028,0.6666666666666666,1,hx,1.3970000000000007,1.4478,564.2729881254766,563.9604482744296,564.1167181999531,0.0,10.866574069567934,0.0,0.0,561.540193405919,13.057962093642535,0.0,443.22727945493915,7.731560332877881,21.247470764761136,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disabled,,,,,1.0,1.0,1.0,1.0,1.0,0.02565170937268365,0.0012238491754617382,0.0,0.9597121811930931,0.9865877397412385,558.3679487096884,558.2598282521831,,,,,,,1.0,0.0,0.0,0.0,0.0,,,,,,0,0.0,0.0,0.0,0.0,,,,12 inch active cooling jacket region. Air flows axially and counter-currently.
cooled_incline_hx_active__s03,cooled_incline_hx_active,0.6666666666666666,1.0,1,hx,1.4478,1.5493999999999999,563.9604482744296,563.5131283996759,563.7367883370528,0.0,15.55268535592264,0.0,0.0,445.58756350655295,10.407497487339924,0.0,442.1921043775185,7.752456342435803,16.866156881333506,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disabled,,,,,1.0,1.0,1.0,1.0,1.0,0.03232690277298856,0.0012242525888663067,0.0,1.2041209039993206,1.2376720593611754,558.6010761356847,558.3304121452775,,,,,,,1.0,0.0,0.0,0.0,0.0,,,,,,0,0.0,0.0,0.0,0.0,,,,12 inch active cooling jacket region. Air flows axially and counter-currently.
cooled_incline_post_hx__s00,cooled_incline_post_hx,0.0,0.2499999999999991,1,incline,1.5493999999999999,1.6255999999999997,563.5131283996759,563.3464461020485,563.4297872508622,0.0,0.0,5.795289713790457,76.05367078465194,490.33736637842554,6.780966939589007,0.0,441.3551455988148,7.769419895462247,18.565409774420967,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disabled,,,,,1.0,1.0,1.0,1.0,1.0,0.02937664316451936,0.0012245789626542888,2.817102820930234,0.6160323640404969,3.4637364070979046,561.1025331169691,346.85152260742683,,,300.0,300.0,0.85,,1.0,0.0,0.0,0.0,0.0,,,,,,0,0.0,0.0,0.0,0.0,,,,Cooled top incline after the active cooling jacket region.
cooled_incline_post_hx__s01,cooled_incline_post_hx,0.2499999999999991,0.3333333333333333,1,incline,1.6255999999999997,1.651,563.3464461020485,563.2892894050806,563.3178677535645,0.0,0.0,1.9872564525717902,78.23844301463647,707.1388541309302,7.9401500955932445,0.0,441.0500247955377,7.7756194712982705,26.776900917732693,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disabled,,,,,1.0,1.0,1.0,1.0,1.0,0.020370067007606605,0.0012246979912526254,2.817889487410192,0.526097749284847,3.365582001693898,561.6283548598365,341.161068777551,,,300.0,300.0,0.85,,1.0,0.0,0.0,0.0,0.0,,,,,,0,0.0,0.0,0.0,0.0,,,,Cooled top incline after the active cooling jacket region.
cooled_incline_post_hx__s02,cooled_incline_post_hx,0.3333333333333333,0.6666666666666666,1,incline,1.651,1.7526,563.2892894050806,563.0686996387093,563.178994521895,0.0,0.0,7.66956060395504,75.48780122002995,445.43054628385215,6.589300840822278,0.0,440.6718231705691,7.783315366008415,16.86912933550234,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disabled,,,,,1.0,1.0,1.0,1.0,1.0,0.032338298220683556,0.0012248455632294626,2.818864891490469,0.6339511877187541,3.4863792229931363,560.6454938366691,347.8555812417152,,,300.0,300.0,0.85,,1.0,0.0,0.0,0.0,0.0,,,,,,0,0.0,0.0,0.0,0.0,,,,Cooled top incline after the active cooling jacket region.
cooled_incline_post_hx__s03,cooled_incline_post_hx,0.6666666666666666,1.0,1,incline,1.7526,1.8542,563.0686996387093,562.8484032124215,562.9585514255655,0.0,0.0,7.659361659422639,75.38741790770311,445.3686366724616,6.587601143723287,0.0,440.07114725225586,7.795564397857598,16.870301763087777,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disabled,,,,,1.0,1.0,1.0,1.0,1.0,0.032342793488897396,0.0012250800216251328,2.820414798351358,0.6341147563640257,3.488097428225906,560.4280632158401,347.80427413945614,,,300.0,300.0,0.85,,1.0,0.0,0.0,0.0,0.0,,,,,,0,0.0,0.0,0.0,0.0,,,,Cooled top incline after the active cooling jacket region.
