source_id,family,span_name,sample_count,mean_delta99_u_over_dh,mean_delta99_t_over_dh,mean_delta99_t_over_delta99_u,mean_shape_factor_u,usable_fraction,case_order,fit_status,fit_reason
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,20,0.10724134418984826,1.316783673367251e-08,1.7651807901766245e-07,2.771041807445725,0.75,0,context_ready,landmark_support_usable
val_salt_test_2_coarse_mesh_laminar,salt,left_upper_leg,20,0.33952674789750453,8.868940965345828e-09,2.0504095335938243e-08,4.384774835144194,0.75,0,context_ready,landmark_support_usable
val_salt_test_2_coarse_mesh_laminar,salt,lower_leg,30,11.702820006431518,1.6988023999472268,0.3088456271780451,5.056169722142203,0.6666666666666666,0,screening_only,landmark_support_marginal
val_salt_test_2_coarse_mesh_laminar,salt,right_leg,30,18.33098850390708,17.76764877269623,0.9409339315851739,72.70033400673421,1.0,0,context_ready,landmark_support_usable
val_salt_test_2_coarse_mesh_laminar,salt,test_section_span,15,0.09586093678895233,1.1024805135415086e-08,1.1920779174577294e-07,2.3946338429964102,1.0,0,context_ready,landmark_support_usable
val_salt_test_2_coarse_mesh_laminar,salt,upper_leg,30,0.35192164464690734,0.05233332183263245,0.12478448101677042,2.4854061815074346,0.6666666666666666,0,screening_only,landmark_support_marginal
viscosity_screening_salt_test_1_jin_coarse_mesh,salt,left_lower_leg,16,0.202843239362245,1.3167836733672508e-08,1.3945134024040337e-07,3.217692611899963,0.75,1,context_ready,landmark_support_usable
viscosity_screening_salt_test_1_jin_coarse_mesh,salt,left_upper_leg,16,0.3552156562294602,8.868940965345827e-09,2.0346446634148417e-08,4.695959506049174,0.75,1,context_ready,landmark_support_usable
viscosity_screening_salt_test_1_jin_coarse_mesh,salt,lower_leg,24,11.562099233989917,1.3346719180395772,0.18878538010003232,5.856535520480334,0.6666666666666666,1,screening_only,landmark_support_marginal
viscosity_screening_salt_test_1_jin_coarse_mesh,salt,right_leg,24,18.372704352133525,17.767811208937587,0.8737407069210811,114.52792086267492,1.0,1,context_ready,landmark_support_usable
viscosity_screening_salt_test_1_jin_coarse_mesh,salt,test_section_span,12,0.12434526813873366,0.029573969036913148,0.27073855405067315,2.401532456482888,1.0,1,context_ready,landmark_support_usable
viscosity_screening_salt_test_1_jin_coarse_mesh,salt,upper_leg,24,0.35114401365067127,0.04948233461068411,0.11618671838901182,2.463275497004441,0.6666666666666666,1,screening_only,landmark_support_marginal
viscosity_screening_salt_test_1_kirst_coarse_mesh,salt,left_lower_leg,16,0.20840059743894215,1.3167836733672508e-08,1.2309635101234522e-07,3.373121798577062,0.75,2,context_ready,landmark_support_usable
viscosity_screening_salt_test_1_kirst_coarse_mesh,salt,left_upper_leg,16,0.36746937271049757,8.868940965345827e-09,2.029325084764133e-08,4.783007661152994,0.75,2,context_ready,landmark_support_usable
viscosity_screening_salt_test_1_kirst_coarse_mesh,salt,lower_leg,24,11.507307490208653,1.355696982148345,0.19304437078198244,5.8543458075551165,0.6666666666666666,2,screening_only,landmark_support_marginal
viscosity_screening_salt_test_1_kirst_coarse_mesh,salt,right_leg,24,18.367218004114147,17.709508355440178,0.8803990790588423,134.26124104939962,1.0,2,context_ready,landmark_support_usable
viscosity_screening_salt_test_1_kirst_coarse_mesh,salt,test_section_span,12,0.15016547844514605,1.1024805135415086e-08,7.001609796550685e-08,2.4332150151437957,1.0,2,context_ready,landmark_support_usable
viscosity_screening_salt_test_1_kirst_coarse_mesh,salt,upper_leg,24,0.3504524716991869,0.049611700030191226,0.11630333770251718,2.4563742443123124,0.6666666666666666,2,screening_only,landmark_support_marginal
viscosity_screening_salt_test_2_jin_coarse_mesh,salt,left_lower_leg,16,0.12695010187436528,1.3167836733672508e-08,1.710156474208982e-07,2.8183439707777764,0.75,3,context_ready,landmark_support_usable
viscosity_screening_salt_test_2_jin_coarse_mesh,salt,left_upper_leg,16,0.3400278090143795,8.868940965345827e-09,2.0484020901160027e-08,4.414862789684138,0.75,3,context_ready,landmark_support_usable
viscosity_screening_salt_test_2_jin_coarse_mesh,salt,lower_leg,24,11.700108347549993,1.5512740784358106,0.21619744354826093,5.233505500964072,0.6666666666666666,3,screening_only,landmark_support_marginal
viscosity_screening_salt_test_2_jin_coarse_mesh,salt,right_leg,24,18.335287645383985,17.801464428585735,0.9329129597443954,76.39277530960378,1.0,3,context_ready,landmark_support_usable
viscosity_screening_salt_test_2_jin_coarse_mesh,salt,test_section_span,12,0.09442551853522707,1.1024805135415086e-08,1.1788990930059225e-07,2.369630534071032,1.0,3,context_ready,landmark_support_usable
viscosity_screening_salt_test_2_jin_coarse_mesh,salt,upper_leg,24,0.3537978955712662,0.050527959975825085,0.11992278765045081,2.483954431295201,0.6666666666666666,3,screening_only,landmark_support_marginal
viscosity_screening_salt_test_2_kirst_coarse_mesh,salt,left_lower_leg,16,0.1976926983388376,1.3167836733672508e-08,1.6256174902618297e-07,2.932672454135811,0.75,4,context_ready,landmark_support_usable
viscosity_screening_salt_test_2_kirst_coarse_mesh,salt,left_upper_leg,16,0.3473515526937045,8.868940965345827e-09,2.040368746881314e-08,4.5262310264101,0.75,4,context_ready,landmark_support_usable
viscosity_screening_salt_test_2_kirst_coarse_mesh,salt,lower_leg,24,11.668618806252827,1.4813556325523642,0.20723433614764902,5.5945951763133905,0.6666666666666666,4,screening_only,landmark_support_marginal
viscosity_screening_salt_test_2_kirst_coarse_mesh,salt,right_leg,24,18.344835171622204,17.823344096543053,0.9083125173581091,87.04575893232833,1.0,4,context_ready,landmark_support_usable
viscosity_screening_salt_test_2_kirst_coarse_mesh,salt,test_section_span,12,0.10038920760727815,1.1024805135415086e-08,1.1284670728993375e-07,2.3648750146963144,1.0,4,context_ready,landmark_support_usable
viscosity_screening_salt_test_2_kirst_coarse_mesh,salt,upper_leg,24,0.35343493569840245,0.04905345690053576,0.11559554082530772,2.498066319408176,0.6666666666666666,4,screening_only,landmark_support_marginal
viscosity_screening_salt_test_3_jin_coarse_mesh,salt,left_lower_leg,16,0.08320277013059303,0.16038166740929227,1.1363307035194905,2.7192153773819685,0.75,5,context_ready,landmark_support_usable
viscosity_screening_salt_test_3_jin_coarse_mesh,salt,left_upper_leg,16,0.33874793044902046,8.868940965345827e-09,2.052195961230519e-08,4.285071060819966,0.75,5,context_ready,landmark_support_usable
viscosity_screening_salt_test_3_jin_coarse_mesh,salt,lower_leg,24,11.712811034965142,1.8233906243222682,0.3940760385428119,4.818501357095427,0.6666666666666666,5,screening_only,landmark_support_marginal
viscosity_screening_salt_test_3_jin_coarse_mesh,salt,right_leg,24,18.310425895923824,11.903059131589897,0.7855509639410784,35.70423929281878,1.0,5,context_ready,landmark_support_usable
viscosity_screening_salt_test_3_jin_coarse_mesh,salt,test_section_span,12,0.09731595255162294,1.1024805135415086e-08,1.2241621654531353e-07,2.420776530718374,1.0,5,context_ready,landmark_support_usable
viscosity_screening_salt_test_3_jin_coarse_mesh,salt,upper_leg,24,0.34653072875735774,0.05686505657412925,0.13741350996448976,2.5045689728747895,0.6666666666666666,5,screening_only,landmark_support_marginal
viscosity_screening_salt_test_3_kirst_coarse_mesh,salt,left_lower_leg,16,0.10897746775587887,1.3167836733672508e-08,1.777668284985235e-07,2.76939186484081,0.75,6,context_ready,landmark_support_usable
viscosity_screening_salt_test_3_kirst_coarse_mesh,salt,left_upper_leg,16,0.3402030751827502,8.868940965345827e-09,2.049482143059911e-08,4.389375558277871,0.75,6,context_ready,landmark_support_usable
viscosity_screening_salt_test_3_kirst_coarse_mesh,salt,lower_leg,24,11.706764381877552,1.7553629047395403,0.3692332594133331,4.95005459712304,0.6666666666666666,6,screening_only,landmark_support_marginal
viscosity_screening_salt_test_3_kirst_coarse_mesh,salt,right_leg,24,18.3283869168576,17.742720468433195,0.9469271053715632,70.68459983420632,1.0,6,context_ready,landmark_support_usable
