source_id,family,span_name,landmark_name,landmark_role,time_s,distance_from_wall_m,distance_over_dh,u_tangent_abs_m_s,u_over_ucore,t_k,theta_norm,case_order
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_end_TP4,end,8598.0,4.499999765178453e-12,1.7608163180616768e-10,1.28575231e-17,4.895690869215648e-16,463.23335,-2.04065784450354,0
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_midpoint_midpoint,midpoint,8598.0,3.5002892857644576e-10,1.7206065811164096e-08,3.16754146e-18,1.828364532009612e-16,455.153843,1.0443111058863686,0
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_anchor_TW7,anchor,8598.0,4.5002250891229754e-10,2.2121362758047262e-08,6.84386379e-17,3.1189563306861224e-15,462.550226,-2.362551046378856,0
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_end_TP4,end,8598.0,0.00017250208843859816,0.006749877957168222,0.00162932483,0.06203893729125277,463.336686,-2.0781275246544277,0
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_midpoint_midpoint,midpoint,8598.0,0.00017231868476169572,0.008470518829861346,0.000659380768,0.03806069863724715,455.276508,0.9770837231921843,0
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_anchor_TW7,anchor,8598.0,0.00017249640343607216,0.008479254791256394,0.0044531036,0.20294143908467766,462.684687,-2.420405094512685,0
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_end_TP4,end,8598.0,0.00034500417511164496,0.013499755845251737,0.00455950992,0.17361004067293623,463.437587,-2.1147142727083983,0
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_midpoint_midpoint,midpoint,8598.0,0.0003446373524658788,0.016941036821241467,0.0013015686,0.07512898865789133,455.393069,0.9132016789723904,0
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_anchor_TW7,anchor,8598.0,0.00034499283321479243,0.016958510877415296,0.00857022094,0.39057096512132317,462.82367,-2.480204807230755,0
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_end_TP4,end,8598.0,0.000517506184881597,0.02024963072417456,0.00705368605,0.26857946216171913,463.55039,-2.155616691323978,0
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_midpoint_midpoint,midpoint,8598.0,0.0005169560185065337,0.02541155473084899,0.00200140533,0.11552488154478625,455.515389,0.8461633758610395,0
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_anchor_TW7,anchor,8598.0,0.0005174891867269365,0.025437763214604836,0.0126850638,0.5780968362049671,462.98554,-2.5498520266581357,0
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_end_TP4,end,8598.0,0.0006900082620977876,0.02699950824221835,0.0110289539,0.4199436274412007,463.681948,-2.203319681388324,0
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_end_TP4,end,8598.0,0.0008625103425241644,0.03374938588587433,0.0150279079,0.5722096776901276,463.804974,-2.247928964409188,0
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_midpoint_midpoint,midpoint,8598.0,0.0006892746767439913,0.033882072256881564,0.00273816709,0.15805215664239392,455.638847,0.778501384154703,0
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_anchor_TW7,anchor,8598.0,0.0006899856070485898,0.03391701883589097,0.0166587173,0.75918827986998,463.185145,-2.635735348050598,0
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_end_TP4,end,8598.0,0.001035012410283884,0.04049926303389347,0.0183330315,0.6980571158343309,463.953711,-2.3018610676123434,0
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_midpoint_midpoint,midpoint,8598.0,0.0008615933381952153,0.04235258994089045,0.00343338368,0.19818136635511122,455.758207,0.7130853290584585,0
