source_id,case_label,case_family,element_name,element_kind,measurement_kind,dp_pa,resistance_pa_s_kg,reference_length_m,start_patch,end_patch,adjacent_major_spans,package_root,element_order_index,feature_endpoint_dp_pa,feature_endpoint_resistance_pa_s_kg,feature_probe_dp_pa,feature_probe_resistance_pa_s_kg,feature_probe_status
val_salt_test_2_coarse_mesh_laminar,Salt 2 Val,Salt 2,left_lower_leg,major_span,direct_prgh_terminal,5.4231106659126835,1298.6803313365474,nan,ncc_pipeleg_left_07_lower_end,ncc_pipeleg_left_06_connector_start,left_lower_leg,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/val_salt_test_2_coarse_mesh_laminar,0,,,,,
val_salt_test_2_coarse_mesh_laminar,Salt 2 Val,Salt 2,corner_lower_left,minor_feature,feature_endpoint_or_probe,370.07711820419297,27031.76607787146,0.20635081146333206,ncc_pipeleg_left_07_lower_end,ncc_pipeleg_lower_01_fitting_start,left_lower_leg|lower_leg,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/val_salt_test_2_coarse_mesh_laminar,1,0.5283361605999998,38.59157673169027,370.07711820419297,27031.76607787146,probe_ready_for_downstream_review
val_salt_test_2_coarse_mesh_laminar,Salt 2 Val,Salt 2,lower_leg,major_span,direct_prgh_terminal,7.388111704688853,599.2907511384207,nan,ncc_pipeleg_lower_01_fitting_start,ncc_pipeleg_lower_09_fitting_end,lower_leg,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/val_salt_test_2_coarse_mesh_laminar,2,,,,,
val_salt_test_2_coarse_mesh_laminar,Salt 2 Val,Salt 2,corner_lower_right,minor_feature,feature_endpoint_or_probe,353.09002166100527,25790.967342932367,0.20635044403436092,ncc_pipeleg_lower_09_fitting_end,ncc_pipeleg_right_01_lower_start,lower_leg|right_leg,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/val_salt_test_2_coarse_mesh_laminar,3,2.646708314,193.32511117569268,353.09002166100527,25790.967342932367,probe_ready_for_downstream_review
val_salt_test_2_coarse_mesh_laminar,Salt 2 Val,Salt 2,right_leg,major_span,direct_prgh_terminal,14.876892906083452,1269.8951232578136,nan,ncc_pipeleg_right_01_lower_start,ncc_pipeleg_right_03_upper_end,right_leg,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/val_salt_test_2_coarse_mesh_laminar,4,,,,,
val_salt_test_2_coarse_mesh_laminar,Salt 2 Val,Salt 2,corner_upper_right,minor_feature,feature_endpoint_or_probe,221.16387393843962,16154.606191785939,0.2294842671364168,ncc_pipeleg_right_03_upper_end,ncc_pipeleg_upper_01_straight_start,right_leg|upper_leg,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/val_salt_test_2_coarse_mesh_laminar,5,7.842606016600001,572.8521998613979,221.16387393843962,16154.606191785939,probe_ready_for_downstream_review
val_salt_test_2_coarse_mesh_laminar,Salt 2 Val,Salt 2,upper_leg,major_span,direct_prgh_terminal,nan,4328.221463971921,nan,ncc_pipeleg_upper_09_straight_end,ncc_pipeleg_upper_01_straight_start,upper_leg,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/val_salt_test_2_coarse_mesh_laminar,6,,,,,
val_salt_test_2_coarse_mesh_laminar,Salt 2 Val,Salt 2,corner_upper_left,minor_feature,feature_endpoint_or_probe,571.7396260453094,41761.92222773151,0.24229320516510972,ncc_pipeleg_upper_09_straight_end,ncc_pipeleg_left_01_upper_start,upper_leg|left_upper_leg,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/val_salt_test_2_coarse_mesh_laminar,7,2.4385526680000007,178.12067282034545,571.7396260453094,41761.92222773151,probe_ready_for_downstream_review
val_salt_test_2_coarse_mesh_laminar,Salt 2 Val,Salt 2,left_upper_leg,major_span,direct_prgh_terminal,nan,1845.9584880420318,nan,ncc_pipeleg_left_02_connector_end,ncc_pipeleg_left_01_upper_start,left_upper_leg,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/val_salt_test_2_coarse_mesh_laminar,8,,,,,
val_salt_test_2_coarse_mesh_laminar,Salt 2 Val,Salt 2,test_section_complex,minor_feature,feature_endpoint_or_probe,4838.711752704905,353436.93998718687,0.25127800000000006,ncc_pipeleg_left_02_connector_end,ncc_pipeleg_left_06_connector_start,left_upper_leg|test_section_span|left_lower_leg,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/val_salt_test_2_coarse_mesh_laminar,9,5.078562711400001,370.95651817797267,4838.711752704905,353436.93998718687,probe_ready_for_downstream_review
val_salt_test_2_coarse_mesh_laminar,Salt 2 Val,Salt 2,test_section_span,major_span,direct_prgh_terminal,4.2107775680865895,1355.374355068523,nan,ncc_pipeleg_left_05_fitting_end,ncc_pipeleg_left_03_fitting_start,test_section_span,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/val_salt_test_2_coarse_mesh_laminar,10,,,,,
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,Salt 1,left_lower_leg,major_span,direct_prgh_terminal,4.5343098175204535,1366.8736814668316,nan,ncc_pipeleg_left_07_lower_end,ncc_pipeleg_left_06_connector_start,left_lower_leg,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_1_jin_coarse_mesh,0,,,,,
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,Salt 1,corner_lower_left,minor_feature,feature_endpoint_or_probe,373.4794604629848,33154.13245837851,0.20635081146333206,ncc_pipeleg_left_07_lower_end,ncc_pipeleg_lower_01_fitting_start,left_lower_leg|lower_leg,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_1_jin_coarse_mesh,1,0.3543893075000004,31.45948114020189,373.4794604629848,33154.13245837851,probe_ready_for_downstream_review
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,Salt 1,lower_leg,major_span,direct_prgh_terminal,6.174964704788593,598.0656961676723,nan,ncc_pipeleg_lower_01_fitting_start,ncc_pipeleg_lower_09_fitting_end,lower_leg,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_1_jin_coarse_mesh,2,,,,,
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,Salt 1,corner_lower_right,minor_feature,feature_endpoint_or_probe,356.4209116539122,31639.828603321508,0.2063504440343609,ncc_pipeleg_lower_09_fitting_end,ncc_pipeleg_right_01_lower_start,lower_leg|right_leg,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_1_jin_coarse_mesh,3,2.3307559152499997,206.90345393172245,356.4209116539122,31639.828603321508,probe_ready_for_downstream_review
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,Salt 1,right_leg,major_span,direct_prgh_terminal,19.892528646018686,2070.9113561686218,nan,ncc_pipeleg_right_01_lower_start,ncc_pipeleg_right_03_upper_end,right_leg,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_1_jin_coarse_mesh,4,,,,,
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,Salt 1,corner_upper_right,minor_feature,feature_endpoint_or_probe,214.58328957560252,19048.765886950867,0.2294842671364168,ncc_pipeleg_right_03_upper_end,ncc_pipeleg_upper_01_straight_start,right_leg|upper_leg,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_1_jin_coarse_mesh,5,4.638925369,411.8018858592663,214.58328957560252,19048.765886950867,probe_ready_for_downstream_review
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,Salt 1,upper_leg,major_span,direct_prgh_terminal,nan,5652.568525562019,nan,ncc_pipeleg_upper_09_straight_end,ncc_pipeleg_upper_01_straight_start,upper_leg,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_1_jin_coarse_mesh,6,,,,,
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,Salt 1,corner_upper_left,minor_feature,feature_endpoint_or_probe,564.1299866282593,50078.363820144456,0.24229320516510972,ncc_pipeleg_upper_09_straight_end,ncc_pipeleg_left_01_upper_start,upper_leg|left_upper_leg,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_1_jin_coarse_mesh,7,10.628120410000001,943.468514760958,564.1299866282593,50078.363820144456,probe_ready_for_downstream_review
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,Salt 1,left_upper_leg,major_span,direct_prgh_terminal,nan,1854.2074318741434,nan,ncc_pipeleg_left_02_connector_end,ncc_pipeleg_left_01_upper_start,left_upper_leg,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_1_jin_coarse_mesh,8,,,,,
