source_id,case_id,feature,feature_type,downstream_span,adjacent_spans,status,delta_p_rgh_pa,delta_q_dyn_pa,feature_total_pressure_loss_pa,adjacent_straight_loss_subtracted_pa,local_minor_loss_upper_bound_pa,K_apparent,K_local_upper_bound,closure_grade_K_available,refinement_status,raw_extraction_blocker,recirculation_adjacent_spans,fit_eligible,validation_eligible,quality_flags,notes
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,corner_lower_left,bend/junction_corner,lower_leg,left_lower_leg;lower_leg,computed_from_preserved_two_tap_feature_rows,0.4335881985069445,-0.004631826022571284,0.49951598888872795,0.37368540109087495,0.125830587797853,8.211480628569191,2.068513235146338,False,current_best_upper_bound_dz_proxy,full_centerline_tap_to_tap_length_missing,left_lower_leg,False,yes,coarse_no_gci;tap_length_proxy_abs_dz_not_centerline_length;K_local_still_upper_bound;recirculation_adjacent,K_apparent reproduces the preserved total-pressure feature loss. K_local subtracts a minimum adjacent straight-loss estimate based on abs(dz); full centerline tap length is unavailable in preserved evidence.
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,corner_lower_right,bend/junction_corner,right_leg,lower_leg;right_leg,computed_from_preserved_two_tap_feature_rows,3.4748058650243063,-0.07053315531299637,0.764693936138507,0.3593775973257073,0.4053163388127997,16.503825877025502,8.747643945836534,False,current_best_upper_bound_dz_proxy,full_centerline_tap_to_tap_length_missing,,no,yes,coarse_no_gci;tap_length_proxy_abs_dz_not_centerline_length;K_local_still_upper_bound,K_apparent reproduces the preserved total-pressure feature loss. K_local subtracts a minimum adjacent straight-loss estimate based on abs(dz); full centerline tap length is unavailable in preserved evidence.
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,corner_upper_right,bend/junction_corner,upper_leg,right_leg;upper_leg,computed_from_preserved_two_tap_feature_rows,4.439770264134722,-0.005017649356393067,0.5996790416038161,0.3375586270047289,0.26212041459908725,15.923062359144723,6.959989290443755,False,current_best_upper_bound_dz_proxy,full_centerline_tap_to_tap_length_missing,,no,yes,coarse_no_gci;tap_length_proxy_abs_dz_not_centerline_length;K_local_still_upper_bound,K_apparent reproduces the preserved total-pressure feature loss. K_local subtracts a minimum adjacent straight-loss estimate based on abs(dz); full centerline tap length is unavailable in preserved evidence.
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,corner_upper_left,bend/junction_corner,left_upper_leg,upper_leg;left_upper_leg,computed_from_preserved_two_tap_feature_rows,6.8118943831942715,0.1241293754821548,0.397984716988182,0.3300474592911758,0.0679372576970062,6.245177796682506,1.0660717239286341,False,current_best_upper_bound_dz_proxy,full_centerline_tap_to_tap_length_missing,left_upper_leg,False,yes,coarse_no_gci;tap_length_proxy_abs_dz_not_centerline_length;K_local_still_upper_bound;recirculation_adjacent;downstream_span_recirculation_invalid_single_stream,K_apparent reproduces the preserved total-pressure feature loss. K_local subtracts a minimum adjacent straight-loss estimate based on abs(dz); full centerline tap length is unavailable in preserved evidence.
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,test_section_complex,connector_expansion_contraction,left_lower_leg,left_upper_leg;test_section_span;left_lower_leg,missing_preserved_two_tap_feature_output,nan,nan,nan,0.0,nan,nan,nan,False,raw_extraction_required,feature_missing_from_preserved_two_tap_output,,no,yes,feature_not_in_preserved_bend_minor_loss;requires_raw_two_tap_extraction;coarse_no_gci,Expected feature is present in case-analysis profile but absent from preserved July 1 bend-minor-loss CSV.
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,corner_lower_left,bend/junction_corner,lower_leg,left_lower_leg;lower_leg,computed_from_preserved_two_tap_feature_rows,0.5954714883680561,-0.006490294590173543,0.656791856335483,0.3693900231152213,0.2874018332202617,8.304110933357741,3.6337489304866963,False,current_best_upper_bound_dz_proxy,full_centerline_tap_to_tap_length_missing,left_lower_leg,False,yes,coarse_no_gci;tap_length_proxy_abs_dz_not_centerline_length;K_local_still_upper_bound;recirculation_adjacent,K_apparent reproduces the preserved total-pressure feature loss. K_local subtracts a minimum adjacent straight-loss estimate based on abs(dz); full centerline tap length is unavailable in preserved evidence.
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,corner_lower_right,bend/junction_corner,right_leg,lower_leg;right_leg,computed_from_preserved_two_tap_feature_rows,3.5837661939206606,-0.09085735944126429,0.8372878613242898,0.39878369422962623,0.43850416709466356,13.810210784371353,7.232679771356456,False,current_best_upper_bound_dz_proxy,full_centerline_tap_to_tap_length_missing,,no,yes,coarse_no_gci;tap_length_proxy_abs_dz_not_centerline_length;K_local_still_upper_bound,K_apparent reproduces the preserved total-pressure feature loss. K_local subtracts a minimum adjacent straight-loss estimate based on abs(dz); full centerline tap length is unavailable in preserved evidence.
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,corner_upper_right,bend/junction_corner,upper_leg,right_leg;upper_leg,computed_from_preserved_two_tap_feature_rows,7.604486162099479,-0.007886324168415733,0.7097390466380116,0.3793135541355117,0.33042549250249986,14.333759374743044,6.6732125324752225,False,current_best_upper_bound_dz_proxy,full_centerline_tap_to_tap_length_missing,,no,yes,coarse_no_gci;tap_length_proxy_abs_dz_not_centerline_length;K_local_still_upper_bound,K_apparent reproduces the preserved total-pressure feature loss. K_local subtracts a minimum adjacent straight-loss estimate based on abs(dz); full centerline tap length is unavailable in preserved evidence.
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,corner_upper_left,bend/junction_corner,left_upper_leg,upper_leg;left_upper_leg,computed_from_preserved_two_tap_feature_rows,4.015382471021354,0.15791009867399255,0.5025792250818311,0.3304497416344269,0.17212948344740414,6.224711684075602,2.1319154340581776,False,current_best_upper_bound_dz_proxy,full_centerline_tap_to_tap_length_missing,left_upper_leg,False,yes,coarse_no_gci;tap_length_proxy_abs_dz_not_centerline_length;K_local_still_upper_bound;recirculation_adjacent;downstream_span_recirculation_invalid_single_stream,K_apparent reproduces the preserved total-pressure feature loss. K_local subtracts a minimum adjacent straight-loss estimate based on abs(dz); full centerline tap length is unavailable in preserved evidence.
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,test_section_complex,connector_expansion_contraction,left_lower_leg,left_upper_leg;test_section_span;left_lower_leg,missing_preserved_two_tap_feature_output,nan,nan,nan,0.0,nan,nan,nan,False,raw_extraction_required,feature_missing_from_preserved_two_tap_output,,no,yes,feature_not_in_preserved_bend_minor_loss;requires_raw_two_tap_extraction;coarse_no_gci,Expected feature is present in case-analysis profile but absent from preserved July 1 bend-minor-loss CSV.
