source_id,case_id,span,station_count_used,early_total_pressure_proxy_slope_pa_m,late_total_pressure_proxy_slope_pa_m,slope_relaxation_ratio,profile_shape_metric,profile_shape_status,x_plus,flow_reset_flag,post_bend_reset_flag,development_loss_proxy_pa,development_model_status,fit_use_status,quality_flags
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,lower_leg,3,nan,nan,nan,0.009600114306539953,insufficient_nonfitting_stations,0.24049193569385008,True,True,1.282016419920414,diagnostic_shah_minus_f1_proxy,diagnostic_only,coarse_no_gci
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,right_leg,3,nan,nan,nan,3.3836389756736196e-07,insufficient_nonfitting_stations,0.2741457353306351,True,True,1.385941057806892,diagnostic_shah_minus_f1_proxy,diagnostic_only,coarse_no_gci
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,left_lower_leg,3,nan,nan,nan,0.13248929039002666,insufficient_nonfitting_stations,0.07857727373726343,True,True,0.7655269557534745,diagnostic_shah_minus_f1_proxy,diagnostic_only,recirculation_invalid_single_f;coarse_no_gci
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,test_section_span,3,nan,nan,nan,0.11097741699474317,insufficient_nonfitting_stations,0.06889224189463358,False,False,0.0,diagnostic_shah_minus_f1_proxy,diagnostic_only,coarse_no_gci
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,left_upper_leg,3,nan,nan,nan,0.13228900343922345,insufficient_nonfitting_stations,0.098417288955016,False,False,0.0,diagnostic_shah_minus_f1_proxy,diagnostic_only,recirculation_invalid_single_f;coarse_no_gci
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,upper_leg,3,nan,nan,nan,0.008616023515000792,insufficient_nonfitting_stations,0.2608088221623587,True,True,1.30088784272575,diagnostic_shah_minus_f1_proxy,diagnostic_only,coarse_no_gci
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,lower_leg,3,nan,nan,nan,0.00938316096214542,insufficient_nonfitting_stations,0.18128735852321934,True,True,1.4202603308614044,diagnostic_shah_minus_f1_proxy,diagnostic_only,coarse_no_gci
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,right_leg,3,nan,nan,nan,3.413243284677847e-07,insufficient_nonfitting_stations,0.19783645233155353,True,True,1.616219651946336,diagnostic_shah_minus_f1_proxy,diagnostic_only,coarse_no_gci
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,left_lower_leg,3,nan,nan,nan,0.11163165405025677,insufficient_nonfitting_stations,0.05775355349813778,True,True,0.8510894868542376,diagnostic_shah_minus_f1_proxy,diagnostic_only,recirculation_invalid_single_f;coarse_no_gci
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,test_section_span,3,nan,nan,nan,0.11592579886031873,insufficient_nonfitting_stations,0.05205460374938122,False,False,0.0,diagnostic_shah_minus_f1_proxy,diagnostic_only,coarse_no_gci
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,left_upper_leg,3,nan,nan,nan,0.1202440350052284,insufficient_nonfitting_stations,0.07416353194321063,False,False,0.0,diagnostic_shah_minus_f1_proxy,diagnostic_only,recirculation_invalid_single_f;coarse_no_gci
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,upper_leg,3,nan,nan,nan,0.008639546232347417,insufficient_nonfitting_stations,0.1950121663908511,True,True,1.4514521262637978,diagnostic_shah_minus_f1_proxy,diagnostic_only,coarse_no_gci
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,lower_leg,3,nan,nan,nan,0.009340229601800254,insufficient_nonfitting_stations,0.13338135105933951,True,True,1.5827901558356592,diagnostic_shah_minus_f1_proxy,diagnostic_only,coarse_no_gci
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,right_leg,3,nan,nan,nan,1.599834199550454e-05,insufficient_nonfitting_stations,0.14209479409217013,True,True,1.8552346025050652,diagnostic_shah_minus_f1_proxy,diagnostic_only,coarse_no_gci
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,left_lower_leg,3,nan,nan,nan,0.09953937648896216,insufficient_nonfitting_stations,0.041434537231078226,True,True,0.9513494159679482,diagnostic_shah_minus_f1_proxy,diagnostic_only,recirculation_invalid_single_f;coarse_no_gci
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,test_section_span,3,nan,nan,nan,0.13148454883871796,insufficient_nonfitting_stations,0.038327110161419105,False,False,0.0,diagnostic_shah_minus_f1_proxy,diagnostic_only,coarse_no_gci
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,left_upper_leg,3,nan,nan,nan,0.11616237090089832,insufficient_nonfitting_stations,0.05473681183994518,False,False,0.0,diagnostic_shah_minus_f1_proxy,diagnostic_only,recirculation_invalid_single_f;coarse_no_gci
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,upper_leg,3,nan,nan,nan,0.009203637262539366,insufficient_nonfitting_stations,0.14236074479989513,True,True,1.632051335209415,diagnostic_shah_minus_f1_proxy,diagnostic_only,coarse_no_gci
