source_id,case_id,run_class,mesh_level,mesh_status,feature,feature_type,downstream_span,adjacent_spans,join_key,pressure_ledger_join_key,status,start_patch,end_patch,delta_p_rgh_pa,buoyancy_term_pa,delta_q_dyn_pa,feature_total_pressure_loss_pa,adjacent_straight_loss_subtracted_pa,local_minor_loss_pa,q_ref_local_pa,K_apparent,K_local,legacy_K_minor_loss,q_ref_basis,tap_length_proxy_m,straight_loss_gradient_pa_m,straight_loss_gradient_basis,straight_loss_subtraction_status,recirculation_adjacent_spans,missing_adjacent_spans,downstream_span_fit_use_status,fit_eligible,validation_eligible,quality_flags,source_bend_minor_loss_csv,notes
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,mainline_jin_continuation,coarse,coarse_no_gci,corner_lower_left,bend/junction_corner,lower_leg,left_lower_leg;lower_leg,viscosity_screening_salt_test_2_jin_coarse_mesh:corner_lower_left:lower_leg,viscosity_screening_salt_test_2_jin_coarse_mesh:lower_leg,computed_from_preserved_two_tap_feature_rows,ncc_pipeleg_left_07_lower_end,ncc_pipeleg_lower_01_fitting_start,0.4335881985069445,0.07055961640435471,-0.004631826022571284,0.49951598888872795,0.37368540109087495,0.125830587797853,0.06083141536628894,8.211480628569191,2.068513235146338,8.211480628569191,mean,0.01755775,21.283216875218915,fit_eligible_adjacent_average,subtracted_minimum_dz_proxy_straight_loss,left_lower_leg,,fit_target,no,yes,coarse_no_gci;tap_length_proxy_abs_dz_not_centerline_length;K_local_still_upper_bound;recirculation_adjacent,work_products/2026-07-01_claude_bend_minor_loss/bend_minor_loss_viscosity_screening_salt_test_2_jin_coarse_mesh.csv,K_apparent reproduces the preserved total-pressure feature loss. K_local subtracts a minimum adjacent straight-loss estimate based on abs(dz); full centerline tap length is unavailable in preserved evidence.
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,mainline_jin_continuation,coarse,coarse_no_gci,corner_lower_right,bend/junction_corner,right_leg,lower_leg;right_leg,viscosity_screening_salt_test_2_jin_coarse_mesh:corner_lower_right:right_leg,viscosity_screening_salt_test_2_jin_coarse_mesh:right_leg,computed_from_preserved_two_tap_feature_rows,ncc_pipeleg_lower_09_fitting_end,ncc_pipeleg_right_01_lower_start,3.4748058650243063,-2.639578773572803,-0.07053315531299637,0.764693936138507,0.3593775973257073,0.4053163388127997,0.04633434343263493,16.503825877025502,8.747643945836534,16.503825877025502,mean,0.017557749985416676,20.468317274377604,fit_eligible_adjacent_average,subtracted_minimum_dz_proxy_straight_loss,,,fit_target,no,yes,coarse_no_gci;tap_length_proxy_abs_dz_not_centerline_length;K_local_still_upper_bound,work_products/2026-07-01_claude_bend_minor_loss/bend_minor_loss_viscosity_screening_salt_test_2_jin_coarse_mesh.csv,K_apparent reproduces the preserved total-pressure feature loss. K_local subtracts a minimum adjacent straight-loss estimate based on abs(dz); full centerline tap length is unavailable in preserved evidence.
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,mainline_jin_continuation,coarse,coarse_no_gci,corner_upper_right,bend/junction_corner,upper_leg,right_leg;upper_leg,viscosity_screening_salt_test_2_jin_coarse_mesh:corner_upper_right:upper_leg,viscosity_screening_salt_test_2_jin_coarse_mesh:upper_leg,computed_from_preserved_two_tap_feature_rows,ncc_pipeleg_right_03_upper_end,ncc_pipeleg_upper_01_straight_start,4.439770264134722,-3.835073573174513,-0.005017649356393067,0.5996790416038161,0.3375586270047289,0.26212041459908725,0.03766103705920717,15.923062359144723,6.959989290443755,15.923062359144723,mean,0.017557750014583262,19.225619838780972,fit_eligible_adjacent_average,subtracted_minimum_dz_proxy_straight_loss,,,fit_target,no,yes,coarse_no_gci;tap_length_proxy_abs_dz_not_centerline_length;K_local_still_upper_bound,work_products/2026-07-01_claude_bend_minor_loss/bend_minor_loss_viscosity_screening_salt_test_2_jin_coarse_mesh.csv,K_apparent reproduces the preserved total-pressure feature loss. K_local subtracts a minimum adjacent straight-loss estimate based on abs(dz); full centerline tap length is unavailable in preserved evidence.
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,mainline_jin_continuation,coarse,coarse_no_gci,corner_upper_left,bend/junction_corner,left_upper_leg,upper_leg;left_upper_leg,viscosity_screening_salt_test_2_jin_coarse_mesh:corner_upper_left:left_upper_leg,viscosity_screening_salt_test_2_jin_coarse_mesh:left_upper_leg,computed_from_preserved_two_tap_feature_rows,ncc_pipeleg_upper_09_straight_end,ncc_pipeleg_left_01_upper_start,6.8118943831942715,-6.538039041688244,0.1241293754821548,0.397984716988182,0.3300474592911758,0.0679372576970062,0.06372672323269885,6.245177796682506,1.0660717239286341,6.245177796682506,mean,0.017557749999999706,18.797822004025647,fit_eligible_adjacent_average,subtracted_minimum_dz_proxy_straight_loss,left_upper_leg,,not_fit_recirculation,no,yes,coarse_no_gci;tap_length_proxy_abs_dz_not_centerline_length;K_local_still_upper_bound;recirculation_adjacent;downstream_span_recirculation_invalid_single_stream,work_products/2026-07-01_claude_bend_minor_loss/bend_minor_loss_viscosity_screening_salt_test_2_jin_coarse_mesh.csv,K_apparent reproduces the preserved total-pressure feature loss. K_local subtracts a minimum adjacent straight-loss estimate based on abs(dz); full centerline tap length is unavailable in preserved evidence.
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,mainline_jin_continuation,coarse,coarse_no_gci,test_section_complex,connector_expansion_contraction,left_lower_leg,left_upper_leg;test_section_span;left_lower_leg,viscosity_screening_salt_test_2_jin_coarse_mesh:test_section_complex:left_lower_leg,viscosity_screening_salt_test_2_jin_coarse_mesh:left_lower_leg,missing_preserved_two_tap_feature_output,,,,,,,,,0.20336177441512363,,,,,,,,,,,,no,yes,feature_not_in_preserved_bend_minor_loss;requires_raw_two_tap_extraction;coarse_no_gci,work_products/2026-07-01_claude_bend_minor_loss/bend_minor_loss_viscosity_screening_salt_test_2_jin_coarse_mesh.csv,Expected feature is present in case-analysis profile but absent from preserved July 1 bend-minor-loss CSV.
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,mainline_jin_continuation,coarse,coarse_no_gci,corner_lower_left,bend/junction_corner,lower_leg,left_lower_leg;lower_leg,viscosity_screening_salt_test_3_jin_coarse_mesh:corner_lower_left:lower_leg,viscosity_screening_salt_test_3_jin_coarse_mesh:lower_leg,computed_from_preserved_two_tap_feature_rows,ncc_pipeleg_left_07_lower_end,ncc_pipeleg_lower_01_fitting_start,0.5954714883680561,0.06781066255760049,-0.006490294590173543,0.656791856335483,0.3693900231152213,0.2874018332202617,0.07909237504247926,8.304110933357741,3.6337489304866963,8.304110933357741,mean,0.01755775,21.038574026582065,fit_eligible_adjacent_average,subtracted_minimum_dz_proxy_straight_loss,left_lower_leg,,fit_target,no,yes,coarse_no_gci;tap_length_proxy_abs_dz_not_centerline_length;K_local_still_upper_bound;recirculation_adjacent,work_products/2026-07-01_claude_bend_minor_loss/bend_minor_loss_viscosity_screening_salt_test_3_jin_coarse_mesh.csv,K_apparent reproduces the preserved total-pressure feature loss. K_local subtracts a minimum adjacent straight-loss estimate based on abs(dz); full centerline tap length is unavailable in preserved evidence.
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,mainline_jin_continuation,coarse,coarse_no_gci,corner_lower_right,bend/junction_corner,right_leg,lower_leg;right_leg,viscosity_screening_salt_test_3_jin_coarse_mesh:corner_lower_right:right_leg,viscosity_screening_salt_test_3_jin_coarse_mesh:right_leg,computed_from_preserved_two_tap_feature_rows,ncc_pipeleg_lower_09_fitting_end,ncc_pipeleg_right_01_lower_start,3.5837661939206606,-2.6556209731551066,-0.09085735944126429,0.8372878613242898,0.39878369422962623,0.43850416709466356,0.060628173921271795,13.810210784371353,7.232679771356456,13.810210784371353,mean,0.017557749985416676,22.712687819387604,fit_eligible_adjacent_average,subtracted_minimum_dz_proxy_straight_loss,,,fit_target,no,yes,coarse_no_gci;tap_length_proxy_abs_dz_not_centerline_length;K_local_still_upper_bound,work_products/2026-07-01_claude_bend_minor_loss/bend_minor_loss_viscosity_screening_salt_test_3_jin_coarse_mesh.csv,K_apparent reproduces the preserved total-pressure feature loss. K_local subtracts a minimum adjacent straight-loss estimate based on abs(dz); full centerline tap length is unavailable in preserved evidence.
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,mainline_jin_continuation,coarse,coarse_no_gci,corner_upper_right,bend/junction_corner,upper_leg,right_leg;upper_leg,viscosity_screening_salt_test_3_jin_coarse_mesh:corner_upper_right:upper_leg,viscosity_screening_salt_test_3_jin_coarse_mesh:upper_leg,computed_from_preserved_two_tap_feature_rows,ncc_pipeleg_right_03_upper_end,ncc_pipeleg_upper_01_straight_start,7.604486162099479,-6.886860791293052,-0.007886324168415733,0.7097390466380116,0.3793135541355117,0.33042549250249986,0.049515205891387776,14.333759374743044,6.6732125324752225,14.333759374743044,mean,0.017557750014583262,21.603767784622647,fit_eligible_adjacent_average,subtracted_minimum_dz_proxy_straight_loss,,,fit_target,no,yes,coarse_no_gci;tap_length_proxy_abs_dz_not_centerline_length;K_local_still_upper_bound,work_products/2026-07-01_claude_bend_minor_loss/bend_minor_loss_viscosity_screening_salt_test_3_jin_coarse_mesh.csv,K_apparent reproduces the preserved total-pressure feature loss. K_local subtracts a minimum adjacent straight-loss estimate based on abs(dz); full centerline tap length is unavailable in preserved evidence.
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,mainline_jin_continuation,coarse,coarse_no_gci,corner_upper_left,bend/junction_corner,left_upper_leg,upper_leg;left_upper_leg,viscosity_screening_salt_test_3_jin_coarse_mesh:corner_upper_left:left_upper_leg,viscosity_screening_salt_test_3_jin_coarse_mesh:left_upper_leg,computed_from_preserved_two_tap_feature_rows,ncc_pipeleg_upper_09_straight_end,ncc_pipeleg_left_01_upper_start,4.015382471021354,-3.6707133446135156,0.15791009867399255,0.5025792250818311,0.3304497416344269,0.17212948344740414,0.0807393579958983,6.224711684075602,2.1319154340581776,6.224711684075602,mean,0.017557749999999706,18.820733957052155,fit_eligible_adjacent_average,subtracted_minimum_dz_proxy_straight_loss,left_upper_leg,,not_fit_recirculation,no,yes,coarse_no_gci;tap_length_proxy_abs_dz_not_centerline_length;K_local_still_upper_bound;recirculation_adjacent;downstream_span_recirculation_invalid_single_stream,work_products/2026-07-01_claude_bend_minor_loss/bend_minor_loss_viscosity_screening_salt_test_3_jin_coarse_mesh.csv,K_apparent reproduces the preserved total-pressure feature loss. K_local subtracts a minimum adjacent straight-loss estimate based on abs(dz); full centerline tap length is unavailable in preserved evidence.
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,mainline_jin_continuation,coarse,coarse_no_gci,test_section_complex,connector_expansion_contraction,left_lower_leg,left_upper_leg;test_section_span;left_lower_leg,viscosity_screening_salt_test_3_jin_coarse_mesh:test_section_complex:left_lower_leg,viscosity_screening_salt_test_3_jin_coarse_mesh:left_lower_leg,missing_preserved_two_tap_feature_output,,,,,,,,,0.27114189012083084,,,,,,,,,,,,no,yes,feature_not_in_preserved_bend_minor_loss;requires_raw_two_tap_extraction;coarse_no_gci,work_products/2026-07-01_claude_bend_minor_loss/bend_minor_loss_viscosity_screening_salt_test_3_jin_coarse_mesh.csv,Expected feature is present in case-analysis profile but absent from preserved July 1 bend-minor-loss CSV.
