source_id,case_id,mesh_level,quantity,monitor,family,segment_count,source_file_count,source_files,first_time_s,last_time_s,time_window_start_s,time_window_end_s,n_samples,mean_value,last_value,std_value,relative_std,drift_fraction,amplitude_fraction,series_verdict,units
salt_test_2_jin_coarse_mesh_external_20260707,salt_test_2_jin,coarse,mdot,mdot_pipeleg_left_04_test_section,mdot_pipeleg_left_04_test_section,1,1,/home1/09748/andresfierro231/bubble_flow_loop/tamu_loop_box/ethan_data/modern_runs/salt/coarse/viscosity_screening_salt_test_2_jin_coarse_mesh/postProcessing/mdot_pipeleg_left_04_test_section/0/surfaceFieldValue.dat,0.0,2432.0,1824.0,2432.0,609,-0.013156767446929393,-0.01316158445,4.463149051944565e-06,0.00033900231591116943,0.0011097989381823534,0.0013985547064638156,stationary,kg/s
salt_test_2_jin_coarse_mesh_external_20260707,salt_test_2_jin,coarse,mdot,mdot_pipeleg_lower_05_straight,mdot_pipeleg_lower_05_straight,1,1,/home1/09748/andresfierro231/bubble_flow_loop/tamu_loop_box/ethan_data/modern_runs/salt/coarse/viscosity_screening_salt_test_2_jin_coarse_mesh/postProcessing/mdot_pipeleg_lower_05_straight/0/surfaceFieldValue.dat,0.0,2432.0,1824.0,2432.0,609,-0.013156758758587848,-0.01316159621,4.45376575866663e-06,0.0003382900086279374,0.0011079033994909734,0.0013945892172992824,stationary,kg/s
salt_test_2_jin_coarse_mesh_external_20260707,salt_test_2_jin,coarse,mdot,mdot_pipeleg_right_02_middle,mdot_pipeleg_right_02_middle,1,1,/home1/09748/andresfierro231/bubble_flow_loop/tamu_loop_box/ethan_data/modern_runs/salt/coarse/viscosity_screening_salt_test_2_jin_coarse_mesh/postProcessing/mdot_pipeleg_right_02_middle/0/surfaceFieldValue.dat,0.0,2432.0,1824.0,2432.0,609,-0.013156841734236454,-0.01316157834,4.447225519896904e-06,0.00033779213146645627,0.001104618516445252,0.0013951376040518201,stationary,kg/s
salt_test_2_jin_coarse_mesh_external_20260707,salt_test_2_jin,coarse,mdot,mdot_pipeleg_upper_05_cooler,mdot_pipeleg_upper_05_cooler,1,1,/home1/09748/andresfierro231/bubble_flow_loop/tamu_loop_box/ethan_data/modern_runs/salt/coarse/viscosity_screening_salt_test_2_jin_coarse_mesh/postProcessing/mdot_pipeleg_upper_05_cooler/0/surfaceFieldValue.dat,0.0,2432.0,1824.0,2432.0,609,-0.013156857684302135,-0.01316166352,4.454599318953554e-06,0.0003383509159652776,0.0011075346330706214,0.0013962487982364053,stationary,kg/s
salt_test_2_jin_coarse_mesh_external_20260707,salt_test_2_jin,coarse,mdot_abs_mean_kg_s,mdot_monitor_mean,mdot_composite,,,derived_from_mdot_monitor_rows,,,,,4,0.013156806406013957,,4.377680215633812e-08,,,,derived_composite,kg/s
salt_test_2_jin_coarse_mesh_external_20260707,salt_test_2_jin,coarse,wall_gross_duty_w,wallHeatFlux,wallHeatFlux,1,1,/home1/09748/andresfierro231/bubble_flow_loop/tamu_loop_box/ethan_data/modern_runs/salt/coarse/viscosity_screening_salt_test_2_jin_coarse_mesh/postProcessing/wallHeatFlux/1/wallHeatFlux.dat,1.0,2432.0,1825.0,2432.0,608,486.86950027088136,486.83075409439994,0.035085266797598304,7.205151909678362e-05,0.0002395316181172804,0.00029132872822564335,stationary,W
salt_test_2_jin_coarse_mesh_external_20260707,salt_test_2_jin,coarse,wall_heat_in_w,wallHeatFlux,wallHeatFlux,1,1,/home1/09748/andresfierro231/bubble_flow_loop/tamu_loop_box/ethan_data/modern_runs/salt/coarse/viscosity_screening_salt_test_2_jin_coarse_mesh/postProcessing/wallHeatFlux/1/wallHeatFlux.dat,1.0,2432.0,1825.0,2432.0,608,243.60873153021382,243.59637937000002,0.007536237101273508,3.0934075044726285e-05,0.0001068881241643979,0.00010727120278339451,stationary,W
salt_test_2_jin_coarse_mesh_external_20260707,salt_test_2_jin,coarse,wall_heat_out_w,wallHeatFlux,wallHeatFlux,1,1,/home1/09748/andresfierro231/bubble_flow_loop/tamu_loop_box/ethan_data/modern_runs/salt/coarse/viscosity_screening_salt_test_2_jin_coarse_mesh/postProcessing/wallHeatFlux/1/wallHeatFlux.dat,1.0,2432.0,1825.0,2432.0,608,-243.26076874066763,-243.2343747244,0.027881107123632735,0.00011458395305059836,0.00037233717568605314,0.0004777997394765266,stationary,W
salt_test_2_jin_coarse_mesh_external_20260707,salt_test_2_jin,coarse,wall_net_q_w,wallHeatFlux,wallHeatFlux,1,1,/home1/09748/andresfierro231/bubble_flow_loop/tamu_loop_box/ethan_data/modern_runs/salt/coarse/viscosity_screening_salt_test_2_jin_coarse_mesh/postProcessing/wallHeatFlux/1/wallHeatFlux.dat,1.0,2432.0,1825.0,2432.0,608,0.3479627895461946,0.3620046456000239,0.020912342334455714,0.05387273534252505,0.16631049493834638,0.23354945956018167,drifting_or_oscillatory,W
salt_test_2_jin_coarse_mesh_external_20260707,salt_test_2_jin,coarse,yplus_global_max,yPlus,yPlus,1,1,/home1/09748/andresfierro231/bubble_flow_loop/tamu_loop_box/ethan_data/modern_runs/salt/coarse/viscosity_screening_salt_test_2_jin_coarse_mesh/postProcessing/yPlus/1/yPlus.dat,1.0,2432.0,1825.0,2432.0,608,161.17295220246712,161.2088647,0.16968252618020785,0.0010494820012289423,0.0016247006293087162,0.005086528747079327,stationary,dimensionless
