segment_name,parent_name,parent_start_fraction,parent_end_fraction,refinement_level,segment_type,s_start_m,s_end_m,T_in_K,T_out_K,T_avg_K,Q_source_W,Q_hx_sink_W,Q_ambient_W,q_ambient_W_per_m,h_inner_W_m2K,h_outer_W_m2K,h_rad_W_m2K,reynolds_inner,prandtl_inner,nusselt_inner,h_inner_multiplier,profile_descriptor_htc_signal,profile_descriptor_friction_signal,profile_descriptor_developing_signal,profile_descriptor_htc_shape_signal,profile_descriptor_friction_shape_signal,profile_descriptor_htc_shape_contribution,profile_descriptor_htc_developing_contribution,profile_descriptor_friction_shape_contribution,profile_descriptor_friction_developing_contribution,profile_descriptor_source_kind,profile_descriptor_source_case_id,profile_descriptor_reference_path,profile_descriptor_section_id,profile_descriptor_section_label,profile_descriptor_htc_multiplier,profile_descriptor_friction_multiplier,outer_conv_multiplier,outer_rad_multiplier,outer_insulation_multiplier,R_i_prime_K_m_W,R_wall_prime_K_m_W,R_ins_prime_K_m_W,R_o_prime_K_m_W,R_total_prime_K_m_W,T_pipe_outer_wall_K,T_outer_surface_K,external_boundary_source,external_boundary_drive_selector,external_ambient_temperature_K,external_surroundings_temperature_K,external_emissivity,external_prescribed_h_W_m2K,external_boundary_coverage_multiplier,upcomer_exchange_Q_main_to_reservoir_W,upcomer_exchange_Q_reservoir_to_main_W,upcomer_reservoir_setup_heat_W,upcomer_exchange_reservoir_energy_residual_W,upcomer_main_stream_temperature_K,upcomer_reservoir_temperature_K,upcomer_prediction_stream,tswfc2_mode,tswfc2_node_ids,tswfc2_node_count,tswfc2_q_fluid_to_inner_wall_W,tswfc2_q_wall_conduction_W,tswfc2_q_external_W,tswfc2_energy_residual_W,tswfc2_inner_wall_temperature_K,tswfc2_outer_wall_temperature_K,tswfc2_external_drive_temperature_K,notes
left_lower_vertical__s00,left_lower_vertical,0.0,0.3333333333333333,1,vertical,0.0,0.12141199999999998,528.7836316485078,528.5241757557758,528.6539037021419,0.0,0.0,7.279276834797214,59.95516781534951,383.08639118019454,5.942623791865165,0.0,280.3019311018143,10.173142338087844,14.947565545143437,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disabled,,,,,1.0,1.0,1.0,1.0,1.0,0.03760108992113398,0.0012626930398947228,3.071948523295362,0.7029378336205216,3.8137501398769125,526.3239450127652,342.1447557784766,,,300.0,300.0,0.85,,1.0,0.0,0.0,0.0,0.0,,,,,,0,0.0,0.0,0.0,0.0,,,,Left vertical leg below the test section.
left_lower_vertical__s01,left_lower_vertical,0.3333333333333333,0.5,1,vertical,0.12141199999999998,0.182118,528.5241757557758,528.3918302436327,528.4580029997043,0.0,0.0,3.7130888177753802,61.16510423640793,482.6094648084824,6.624835122518325,0.0,279.8809390043532,10.190000853629671,18.83371130547994,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disabled,,,,,1.0,1.0,1.0,1.0,1.0,0.029847043816360785,0.0012629145365831815,3.0734439265191997,0.6305508011930019,3.735104686065146,526.5552236116222,338.5677054813205,,,300.0,300.0,0.85,,1.0,0.0,0.0,0.0,0.0,,,,,,0,0.0,0.0,0.0,0.0,,,,Left vertical leg below the test section.
left_lower_vertical__s02,left_lower_vertical,0.5,0.6666666666666666,1,vertical,0.182118,0.24282399999999998,528.3918302436327,528.2596010019636,528.3257156227982,0.0,0.0,3.7098267368409688,61.11136851120104,482.57632784832543,6.623705374161327,0.0,279.596801257905,10.20140700717917,18.83435791948886,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disabled,,,,,1.0,1.0,1.0,1.0,1.0,0.02984909331660493,0.0012630641054355734,3.0744537935358522,0.6306583488104474,3.73622429976834,526.4244735062503,338.5403947588208,,,300.0,300.0,0.85,,1.0,0.0,0.0,0.0,0.0,,,,,,0,0.0,0.0,0.0,0.0,,,,Left vertical leg below the test section.
left_lower_vertical__s03,left_lower_vertical,0.6666666666666666,1.0,1,vertical,0.24282399999999998,0.364236,528.2596010019636,527.9377063973268,528.0986536996452,0.0,0.0,9.031064101344596,74.38362024630675,382.9760167957567,5.938227561352345,0.0,279.1094096438721,10.221025040541981,14.949719347757414,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disabled,,,,,1.0,1.0,1.0,1.0,1.0,0.03761192662362245,0.0012633208081644393,3.0761871517992967,0.703458237515598,3.8185206367466815,525.7766025336149,342.02098200523125,,,300.0,300.0,0.85,,1.0,0.0,0.0,0.0,0.0,,,,distributed_wall_fluid_nodes_v1,TSWFC2_N01_pre_test_bracket,1,9.031064101344596,9.031064101344596,9.031064101344596,0.0,525.3010988773437,525.2071285021,525.7766025336149,Left vertical leg below the test section.
test_section__s00,test_section,0.0,0.5,1,test_section,0.364236,0.4572,527.9377063973268,528.2033132245404,528.0705098109336,18.5,0.0,11.048153073597422,118.84334875432879,436.16106667361925,8.861468468057684,0.0,290.745009493137,10.223486604971331,16.341246255822686,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disabled,,,,,1.0,1.0,1.0,1.0,1.0,0.03440987056033365,0.013827672229927042,0.0,1.4996814565524696,1.5479189993427303,520.9630614719484,520.9630614719485,,,300.0,300.0,0.95,,1.0,0.0,0.0,0.0,0.0,,,,distributed_wall_fluid_nodes_v1,TSWFC2_N02_test_section_lower,1,11.048153073597422,11.048153073597422,11.048153073597422,0.0,523.9809966395884,522.3376697663066,520.9630614719484,Transparent quartz test section. Uninsulated by user instruction.
test_section__s01,test_section,0.5,1.0,1,test_section,0.4572,0.550164,528.2033132245404,528.4684629028013,528.3358880636708,18.5,0.0,11.060978813632534,118.98131334314932,436.2210766796944,8.863101421267702,0.0,291.338758788907,10.200545844376688,16.340122201910674,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disabled,,,,,1.0,1.0,1.0,1.0,1.0,0.034405136867599016,0.013827672229927042,0.0,1.499405152634452,1.5476379617319782,521.2195762726507,521.2195762726507,,,300.0,300.0,0.95,,1.0,0.0,0.0,0.0,0.0,,,,distributed_wall_fluid_nodes_v1,TSWFC2_N03_test_section_upper,1,11.060978813632534,11.060978813632534,11.060978813632534,0.0,524.2421909915648,522.5969563891695,521.2195762726507,Transparent quartz test section. Uninsulated by user instruction.
left_upper_vertical__s00,left_upper_vertical,0.0,0.3333333333333333,1,vertical,0.550164,0.671576,528.4684629028013,528.1462749481227,528.307368925462,0.0,0.0,9.03929432050995,74.45140777278979,383.017457868768,5.939880747162348,0.0,279.5575965233884,10.202982576575883,14.948910573696415,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disabled,,,,,1.0,1.0,1.0,1.0,1.0,0.037607857152204674,0.001263084747413437,3.074593169841581,0.7032624512320527,3.8167265629732516,525.9823580127487,342.0674909185862,,,300.0,300.0,0.85,,1.0,0.0,0.0,0.0,0.0,,,,distributed_wall_fluid_nodes_v1,TSWFC2_N04_post_test_bracket,1,9.03929432050995,9.03929432050995,9.03929432050995,0.0,525.507567604142,525.4135291665607,525.9823580127487,Left vertical leg above the test section.
left_upper_vertical__s01,left_upper_vertical,0.3333333333333333,0.49999999999999994,1,vertical,0.671576,0.732282,528.1462749481227,528.014261285321,528.0802681167219,0.0,0.0,3.703778462562378,61.0117362791549,482.51492643571476,6.62160846812372,0.0,279.06973714694374,10.22262483716012,18.835556244483854,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disabled,,,,,1.0,1.0,1.0,1.0,1.0,0.029852891699606934,0.0012633417110549984,3.0763283040854925,0.6308580633217558,3.73830260081791,526.1818769859293,338.48974578896537,,,300.0,300.0,0.85,,1.0,0.0,0.0,0.0,0.0,,,,,,0,0.0,0.0,0.0,0.0,,,,Left vertical leg above the test section.
left_upper_vertical__s02,left_upper_vertical,0.49999999999999994,0.6666666666666666,1,vertical,0.732282,0.792988,528.014261285321,527.8823634395951,527.9483123624581,0.0,0.0,3.7005291021202904,60.958210096535595,482.4819599069501,6.6204807366719445,0.0,278.7864499169603,10.234061301915228,18.836199721703633,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disabled,,,,,1.0,1.0,1.0,1.0,1.0,0.02985493145714132,0.0012634910058697344,3.0773364903848646,0.6309655235663985,3.739420436414274,526.0514532678471,338.4625289492311,,,300.0,300.0,0.85,,1.0,0.0,0.0,0.0,0.0,,,,,,0,0.0,0.0,0.0,0.0,,,,Left vertical leg above the test section.
left_upper_vertical__s03,left_upper_vertical,0.6666666666666666,1.0,1,vertical,0.792988,0.9144000000000001,527.8823634395951,527.6244528150512,527.7534081273232,0.0,0.0,7.235923055179912,59.59808795819121,382.9075941505016,5.935491176226324,0.0,278.368242754053,10.250985984944467,14.951054988088451,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disabled,,,,,1.0,1.0,1.0,1.0,1.0,0.0376186475859435,0.0012637115161037047,3.0788257013524354,0.7037825464229425,3.821490606877425,525.4362190622965,341.9440941051543,,,300.0,300.0,0.85,,1.0,0.0,0.0,0.0,0.0,,,,,,0,0.0,0.0,0.0,0.0,,,,Left vertical leg above the test section.
