case_key,source_key,canonical_policy_role,corrected_scorecard_role,canonical_fit_allowed,canonical_model_selection_allowed,canonical_score_allowed,final_fit_allowed,final_model_selection_allowed,blind_score_allowed_now,current_readiness,use_in_final_scorecard,guardrail,source_paths
salt1_nominal,salt1_jin_nominal_continuation_corrected,final_training,final_training,yes,yes,yes,yes,yes,no,ready_schema_promoted,fit_training_and_internal_training_score,may_train_final_freeze,work_products/2026-07/2026-07-17/2026-07-17_canonical_final_predictive_split_policy/canonical_final_predictive_split_policy.csv;operational_notes/07-26/17/2026-07-17_CANONICAL_FINAL_PREDICTIVE_SPLIT_POLICY.md
salt2_jin_nominal,viscosity_screening_salt_test_2_jin_coarse_mesh,final_training,final_training,yes,yes,yes,yes,yes,no,ready_current_schema,fit_training_and_internal_training_score,may_train_final_freeze,work_products/2026-07/2026-07-17/2026-07-17_canonical_final_predictive_split_policy/canonical_final_predictive_split_policy.csv;operational_notes/07-26/17/2026-07-17_CANONICAL_FINAL_PREDICTIVE_SPLIT_POLICY.md
salt3_jin_nominal,viscosity_screening_salt_test_3_jin_coarse_mesh,final_training,final_training,yes,yes,yes,yes,yes,no,ready_current_schema,fit_training_and_internal_training_score,may_train_final_freeze,work_products/2026-07/2026-07-17/2026-07-17_canonical_final_predictive_split_policy/canonical_final_predictive_split_policy.csv;operational_notes/07-26/17/2026-07-17_CANONICAL_FINAL_PREDICTIVE_SPLIT_POLICY.md
salt4_nominal,viscosity_screening_salt_test_4_jin_coarse_mesh,final_training,final_training,yes,yes,yes,yes,yes,no,ready_current_schema,fit_training_and_internal_training_score,may_train_final_freeze,work_products/2026-07/2026-07-17/2026-07-17_canonical_final_predictive_split_policy/canonical_final_predictive_split_policy.csv;operational_notes/07-26/17/2026-07-17_CANONICAL_FINAL_PREDICTIVE_SPLIT_POLICY.md
salt1_lo10q,salt1_jin_lo10q_corrected,training_support,support_diagnostic_not_final_training,yes_with_label,yes_with_label,yes,no,no,no,admitted_support_only_not_corrected_final_training,diagnostic_support_only,do_not_expand_training_set_without_new_policy,work_products/2026-07/2026-07-17/2026-07-17_canonical_final_predictive_split_policy/canonical_final_predictive_split_policy.csv;operational_notes/07-26/17/2026-07-17_CANONICAL_FINAL_PREDICTIVE_SPLIT_POLICY.md
salt1_hi10q,salt1_jin_hi10q_corrected,training_support,support_diagnostic_not_final_training,yes_with_label,yes_with_label,yes,no,no,no,admitted_support_only_not_corrected_final_training,diagnostic_support_only,do_not_expand_training_set_without_new_policy,work_products/2026-07/2026-07-17/2026-07-17_canonical_final_predictive_split_policy/canonical_final_predictive_split_policy.csv;operational_notes/07-26/17/2026-07-17_CANONICAL_FINAL_PREDICTIVE_SPLIT_POLICY.md
salt4_lo5q,salt4_jin_lo5q_corrected,training_support,support_diagnostic_not_final_training,yes_with_label,yes_with_label,yes,no,no,no,admitted_support_only_not_corrected_final_training,diagnostic_support_only,do_not_expand_training_set_without_new_policy,work_products/2026-07/2026-07-17/2026-07-17_canonical_final_predictive_split_policy/canonical_final_predictive_split_policy.csv;operational_notes/07-26/17/2026-07-17_CANONICAL_FINAL_PREDICTIVE_SPLIT_POLICY.md
salt4_hi5q,salt4_jin_hi5q_corrected,training_support,support_diagnostic_not_final_training,yes_with_label,yes_with_label,yes,no,no,no,admitted_support_only_not_corrected_final_training,diagnostic_support_only,do_not_expand_training_set_without_new_policy,work_products/2026-07/2026-07-17/2026-07-17_canonical_final_predictive_split_policy/canonical_final_predictive_split_policy.csv;operational_notes/07-26/17/2026-07-17_CANONICAL_FINAL_PREDICTIVE_SPLIT_POLICY.md
salt2_lo5q,salt2_jin_lo5q_corrected,holdout_testing,blind_holdout_salt2_pm5q,no,no,yes,no,no,yes_after_final_freeze,holdout_pm5_ready_score_only,blind_holdout_score_only_after_freeze,fit_and_model_selection_forbidden,work_products/2026-07/2026-07-17/2026-07-17_canonical_final_predictive_split_policy/canonical_final_predictive_split_policy.csv;operational_notes/07-26/17/2026-07-17_CANONICAL_FINAL_PREDICTIVE_SPLIT_POLICY.md
salt2_hi5q,salt2_jin_hi5q_corrected,holdout_testing,blind_holdout_salt2_pm5q,no,no,yes,no,no,yes_after_final_freeze,holdout_pm5_ready_score_only,blind_holdout_score_only_after_freeze,fit_and_model_selection_forbidden,work_products/2026-07/2026-07-17/2026-07-17_canonical_final_predictive_split_policy/canonical_final_predictive_split_policy.csv;operational_notes/07-26/17/2026-07-17_CANONICAL_FINAL_PREDICTIVE_SPLIT_POLICY.md
