case_key,job_id,job_name,partition,job_state,job_elapsed,job_time_limit,job_exit_code,job_start,job_end,q_ratio,restart_time_s,target_end_time_s,control_end_time_s,latest_solver_time_s,advance_since_restart_s,advance_fraction_of_target,remaining_to_control_end_s,solver_log_has_end,convergence_monitor_triggered,fatal_error_count,warning_count,log_scan_scope,preflight_audit_rows,preflight_bad_ok_count,mdot_monitor,mdot_latest_kg_s,nominal_mdot_kg_s,mdot_moved_pct,expected_move_pct,moved_enough,mdot_direction_ok,late_window_drift_pct,late_window_amp_pct,plateau_like,needs_special_gate_scrutiny,scrutiny_reason,closure_fit_admissible_without_coordinator_review,recommendation,log_path
salt1_jin_lo10q_corrected,3275448,corr_saltq_g1,NuclearEnergy,RUNNING,3-01:30:03,5-00:00:00,0:0,2026-07-04T10:26:47,Unknown,0.9,3756.33125,9756.33125,9756.33125,5440.123376623,1683.7921266229996,0.2806320211038333,4316.2078733769995,False,False,0,0,tail_bytes:8000000,1,0,mdot_pipeleg_left_04_test_section,-0.01046558337,nan,nan,3.451061539437028,False,False,-0.18406623698295696,0.18406623698295696,True,True,missing nominal mdot reference,False,hold_for_coordinator_review,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_lo10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/logs/log.foamRun_corrected_q
salt1_jin_hi10q_corrected,3275448,corr_saltq_g1,NuclearEnergy,RUNNING,3-01:30:03,5-00:00:00,0:0,2026-07-04T10:26:47,Unknown,1.1,3756.33125,9756.33125,9756.33125,4010.590361446,254.25911144599968,0.042376518574333284,5745.740888553999,True,True,0,0,tail_bytes:8000000,1,0,mdot_pipeleg_left_04_test_section,-0.01170269243,nan,nan,3.228011545636722,False,False,-4.070821334843825,4.070950891915672,False,True,missing nominal mdot reference; ended early after 254s past restart (4.24% of target extension),False,hold_for_coordinator_review,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/logs/log.foamRun_corrected_q
salt2_jin_lo10q_corrected,3275448,corr_saltq_g1,NuclearEnergy,RUNNING,3-01:30:03,5-00:00:00,0:0,2026-07-04T10:26:47,Unknown,0.9,7915.0,13915.0,13915.0,9430.902439024,1515.9024390239992,0.2526504065039999,4484.097560976001,False,False,0,0,tail_bytes:8000000,1,0,mdot_pipeleg_left_04_test_section,-0.01228433811,-0.0132,-6.936832500000006,3.451061539437028,True,True,-0.2675461974003056,0.29152702103449096,True,False,,False,hold_running_wait_for_formal_gate,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt2_jin_lo10q_corrected/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation/logs/log.foamRun_corrected_q
salt2_jin_lo5q_corrected,3275448,corr_saltq_g1,NuclearEnergy,RUNNING,3-01:30:03,5-00:00:00,0:0,2026-07-04T10:26:47,Unknown,0.95,7915.0,13915.0,13915.0,9432.94047619,1517.9404761900005,0.25299007936500006,4482.0595238099995,False,False,0,0,tail_bytes:8000000,1,0,mdot_pipeleg_left_04_test_section,-0.01274190179,-0.0132,-3.470440984848489,1.6952427508441503,True,True,-0.166043708615029,0.166043708615029,True,False,,False,hold_running_wait_for_formal_gate,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt2_jin_lo5q_corrected/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation/logs/log.foamRun_corrected_q
salt2_jin_hi5q_corrected,3275449,corr_saltq_g2,NuclearEnergy,RUNNING,3-01:20:15,5-00:00:00,0:0,2026-07-04T10:36:35,Unknown,1.05,7915.0,13915.0,13915.0,9110.3125,1195.3125,0.19921875,4804.6875,False,False,0,0,tail_bytes:8000000,1,0,mdot_pipeleg_left_04_test_section,-0.01363116804,-0.0132,3.2664245454545506,1.6396356814853519,True,True,0.1638139325461284,0.1745268847565386,True,False,,False,hold_running_wait_for_formal_gate,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt2_jin_hi5q_corrected/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation/logs/log.foamRun_corrected_q
salt2_jin_hi10q_corrected,3275449,corr_saltq_g2,NuclearEnergy,RUNNING,3-01:20:15,5-00:00:00,0:0,2026-07-04T10:36:35,Unknown,1.1,7915.0,13915.0,13915.0,9039.811111111,1124.8111111109993,0.18746851851849988,4875.188888889001,False,False,0,0,tail_bytes:8000000,1,0,mdot_pipeleg_left_04_test_section,-0.01404400611,-0.0132,6.393985681818182,3.228011545636722,True,True,0.31968754666649335,0.32214319808940206,True,False,,False,hold_running_wait_for_formal_gate,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt2_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation/logs/log.foamRun_corrected_q
salt3_jin_lo10q_corrected,3275449,corr_saltq_g2,NuclearEnergy,RUNNING,3-01:20:15,5-00:00:00,0:0,2026-07-04T10:36:35,Unknown,0.9,7618.0,13618.0,13618.0,8777.988636364,1159.9886363639998,0.19333143939399997,4840.011363636,False,False,0,0,tail_bytes:8000000,1,0,mdot_pipeleg_left_04_test_section,-0.01408437682,-0.01499,-6.041515543695801,3.451061539437028,True,True,-0.27319172494995575,0.27319172494995575,True,False,,False,hold_running_wait_for_formal_gate,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt3_jin_lo10q_corrected/case_stage/viscosity_screening_salt_test_3_jin_coarse_mesh_continuation/logs/log.foamRun_corrected_q
salt3_jin_lo5q_corrected,3275449,corr_saltq_g2,NuclearEnergy,RUNNING,3-01:20:15,5-00:00:00,0:0,2026-07-04T10:36:35,Unknown,0.95,7618.0,13618.0,13618.0,8757.243093923,1139.2430939229998,0.18987384898716664,4860.756906077,False,False,0,0,tail_bytes:8000000,1,0,mdot_pipeleg_left_04_test_section,-0.01454668681,-0.01499,-2.9573928619079326,1.6952427508441503,True,True,-0.09998543026473514,0.15442223926157184,True,False,,False,hold_running_wait_for_formal_gate,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt3_jin_lo5q_corrected/case_stage/viscosity_screening_salt_test_3_jin_coarse_mesh_continuation/logs/log.foamRun_corrected_q
salt3_jin_hi5q_corrected,3275450,corr_saltq_g3,NuclearEnergy,CANCELLED by 890970,01:41:54,,0:0,2026-07-04T10:39:11,2026-07-04T12:21:05,1.05,7618.0,13618.0,13618.0,7639.476190476,21.47619047599983,0.003579365079333305,5978.523809524,False,False,3,1,full,1,0,mdot_pipeleg_left_04_test_section,-0.01523409169,-0.01499,1.6283635090060036,1.6396356814853519,True,True,1.6206914982708227,1.6206914982708227,False,True,fatal/error markers=3; terminal/non-success scheduler state=CANCELLED by 890970; terminal short advance after 21.5s past restart (0.36% of target extension),False,investigate,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt3_jin_hi5q_corrected/case_stage/viscosity_screening_salt_test_3_jin_coarse_mesh_continuation/logs/log.foamRun_corrected_q
salt3_jin_hi10q_corrected,3275450,corr_saltq_g3,NuclearEnergy,CANCELLED by 890970,01:41:54,,0:0,2026-07-04T10:39:11,2026-07-04T12:21:05,1.1,7618.0,13618.0,13618.0,7637.875696673,19.875696672999766,0.0033126161121666275,5980.124303327,False,False,4,1,full,1,0,mdot_pipeleg_left_04_test_section,-0.01541195655,-0.01499,2.8149202801867896,3.228011545636722,True,True,2.78785501033947,2.78785501033947,False,True,fatal/error markers=4; terminal/non-success scheduler state=CANCELLED by 890970; terminal short advance after 19.9s past restart (0.33% of target extension),False,investigate,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt3_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_3_jin_coarse_mesh_continuation/logs/log.foamRun_corrected_q
