case_key,case_id,source_id,split_role,physical_junction_bucket,physical_junction_label,patch_count,stub_patch_count,extension_patch_count,step_patch_count,area_m2,loss_positive_W,case_junction_loss_positive_W,fraction_of_case_junction_loss,loss_flux_W_m2,area_weighted_T_wall_shell_K,area_weighted_T_wall_to_ambient_drive_K,setup_metadata_status,model_use,admission_status,source_path
salt2_mainline,salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,mainline_training_validation_holdout_source,lower_left,lower-left junction/stub group,8,,,,0.0079104,7.683512014,39.128349537,0.19636688245013825,971.3177606694984,411.5320860743975,112.34208607439746,setup_metadata_partial,training_or_holdout_target_only_not_runtime_input,diagnostic_named_loss_not_coefficient_admitted,work_products/2026-07/2026-07-14/2026-07-14_external_bc_thermal_profile_parity_study/external_bc_patch_contract.csv
salt2_mainline,salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,mainline_training_validation_holdout_source,lower_right,lower-right junction/stub group,8,,,,0.009544391,7.553582814,39.128349537,0.19304629260831171,791.4159021775198,401.09522510350496,101.90522510350496,setup_metadata_partial,training_or_holdout_target_only_not_runtime_input,diagnostic_named_loss_not_coefficient_admitted,work_products/2026-07/2026-07-14/2026-07-14_external_bc_thermal_profile_parity_study/external_bc_patch_contract.csv
salt2_mainline,salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,mainline_training_validation_holdout_source,upper_left,upper-left junction/stub group,5,,,,0.013707404,9.75294856,39.128349537,0.24925530147336153,711.5095287189318,450.85231386285074,151.66231386285068,setup_metadata_partial,training_or_holdout_target_only_not_runtime_input,diagnostic_named_loss_not_coefficient_admitted,work_products/2026-07/2026-07-14/2026-07-14_external_bc_thermal_profile_parity_study/external_bc_patch_contract.csv
salt2_mainline,salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,mainline_training_validation_holdout_source,upper_right,upper-right junction/stub group,8,,,,0.011316601,14.138306148999998,39.128349537,0.36133152346818853,1249.3421080234248,442.7005056373062,143.51050563730632,setup_metadata_partial,training_or_holdout_target_only_not_runtime_input,diagnostic_named_loss_not_coefficient_admitted,work_products/2026-07/2026-07-14/2026-07-14_external_bc_thermal_profile_parity_study/external_bc_patch_contract.csv
salt3_mainline,salt_3,viscosity_screening_salt_test_3_jin_coarse_mesh,mainline_training_validation_holdout_source,lower_left,lower-left junction/stub group,8,,,,0.0079104,8.590457165000002,43.234690515,0.19869361993049536,1085.9700097340212,422.2032012206191,122.41320122061916,setup_metadata_partial,training_or_holdout_target_only_not_runtime_input,diagnostic_named_loss_not_coefficient_admitted,work_products/2026-07/2026-07-14/2026-07-14_external_bc_thermal_profile_parity_study/external_bc_patch_contract.csv
salt3_mainline,salt_3,viscosity_screening_salt_test_3_jin_coarse_mesh,mainline_training_validation_holdout_source,lower_right,lower-right junction/stub group,8,,,,0.009544391,8.414947398999999,43.234690515,0.19463415370304288,881.6641521706308,412.2943761681844,112.50437616818441,setup_metadata_partial,training_or_holdout_target_only_not_runtime_input,diagnostic_named_loss_not_coefficient_admitted,work_products/2026-07/2026-07-14/2026-07-14_external_bc_thermal_profile_parity_study/external_bc_patch_contract.csv
salt3_mainline,salt_3,viscosity_screening_salt_test_3_jin_coarse_mesh,mainline_training_validation_holdout_source,upper_left,upper-left junction/stub group,5,,,,0.013707404,10.589009284,43.234690515,0.24491928027855805,772.5028958072586,462.89715702097016,163.1071570209702,setup_metadata_partial,training_or_holdout_target_only_not_runtime_input,diagnostic_named_loss_not_coefficient_admitted,work_products/2026-07/2026-07-14/2026-07-14_external_bc_thermal_profile_parity_study/external_bc_patch_contract.csv
salt3_mainline,salt_3,viscosity_screening_salt_test_3_jin_coarse_mesh,mainline_training_validation_holdout_source,upper_right,upper-right junction/stub group,8,,,,0.011316601,15.640276667,43.234690515,0.3617529460879038,1382.0648679758172,455.49985394520013,155.70985394520014,setup_metadata_partial,training_or_holdout_target_only_not_runtime_input,diagnostic_named_loss_not_coefficient_admitted,work_products/2026-07/2026-07-14/2026-07-14_external_bc_thermal_profile_parity_study/external_bc_patch_contract.csv
salt4_mainline,salt_4,viscosity_screening_salt_test_4_jin_coarse_mesh,mainline_training_validation_holdout_source,lower_left,lower-left junction/stub group,8,,,,0.0079104,9.765766433,48.485215891,0.20141740638949607,1234.547738799555,434.9633317623099,134.99333176230994,setup_metadata_partial,training_or_holdout_target_only_not_runtime_input,diagnostic_named_loss_not_coefficient_admitted,work_products/2026-07/2026-07-14/2026-07-14_external_bc_thermal_profile_parity_study/external_bc_patch_contract.csv
salt4_mainline,salt_4,viscosity_screening_salt_test_4_jin_coarse_mesh,mainline_training_validation_holdout_source,lower_right,lower-right junction/stub group,8,,,,0.009544391,9.496767318,48.485215891,0.19586934168447878,995.0102964138833,422.3473169813665,122.37731698136655,setup_metadata_partial,training_or_holdout_target_only_not_runtime_input,diagnostic_named_loss_not_coefficient_admitted,work_products/2026-07/2026-07-14/2026-07-14_external_bc_thermal_profile_parity_study/external_bc_patch_contract.csv
