source_id,runtime_root,extract_case_root,latest_time,kind,target_name,selection,faces,area,time,areaAverage_p,areaAverage_p_rgh
val_salt_test_2_coarse_mesh_laminar,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/salt2/2026-06-01_continuation_candidate/case_stage/val_salt_test_2_coarse_mesh_laminar_continuation,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/tmp_extract/ethan_section_transport/val_salt_test_2_coarse_mesh_laminar,3358,patch,ncc_pipeleg_left_01_upper_start,patch(ncc_pipeleg_left_01_upper_start),576,2.178628694e-17,3358,-1.785467634e+04,-2.154587713e+01
val_salt_test_2_coarse_mesh_laminar,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/salt2/2026-06-01_continuation_candidate/case_stage/val_salt_test_2_coarse_mesh_laminar_continuation,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/tmp_extract/ethan_section_transport/val_salt_test_2_coarse_mesh_laminar,3358,patch,ncc_pipeleg_left_02_connector_end,patch(ncc_pipeleg_left_02_connector_end),576,3.749456178e-05,3358,-1.099320898e+04,-6.579708812e+00
val_salt_test_2_coarse_mesh_laminar,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/salt2/2026-06-01_continuation_candidate/case_stage/val_salt_test_2_coarse_mesh_laminar_continuation,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/tmp_extract/ethan_section_transport/val_salt_test_2_coarse_mesh_laminar,3358,patch,ncc_pipeleg_left_03_fitting_start,patch(ncc_pipeleg_left_03_fitting_start),460,3.145968839e-18,3358,-1.099319133e+04,-1.150343185e+01
val_salt_test_2_coarse_mesh_laminar,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/salt2/2026-06-01_continuation_candidate/case_stage/val_salt_test_2_coarse_mesh_laminar_continuation,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/tmp_extract/ethan_section_transport/val_salt_test_2_coarse_mesh_laminar,3358,patch,ncc_pipeleg_left_05_fitting_end,patch(ncc_pipeleg_left_05_fitting_end),460,3.310330730e-18,3358,-6.224413600e+03,-1.280755918e+01
val_salt_test_2_coarse_mesh_laminar,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/salt2/2026-06-01_continuation_candidate/case_stage/val_salt_test_2_coarse_mesh_laminar_continuation,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/tmp_extract/ethan_section_transport/val_salt_test_2_coarse_mesh_laminar,3358,patch,ncc_pipeleg_left_06_connector_start,patch(ncc_pipeleg_left_06_connector_start),576,3.749456178e-05,3358,-6.224295117e+03,-1.158872499e+01
val_salt_test_2_coarse_mesh_laminar,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/salt2/2026-06-01_continuation_candidate/case_stage/val_salt_test_2_coarse_mesh_laminar_continuation,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/tmp_extract/ethan_section_transport/val_salt_test_2_coarse_mesh_laminar,3358,patch,ncc_pipeleg_left_07_lower_end,patch(ncc_pipeleg_left_07_lower_end),576,8.879097011e-19,3358,-3.424257624e+02,-6.072553068e+00
val_salt_test_2_coarse_mesh_laminar,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/salt2/2026-06-01_continuation_candidate/case_stage/val_salt_test_2_coarse_mesh_laminar_continuation,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/tmp_extract/ethan_section_transport/val_salt_test_2_coarse_mesh_laminar,3358,patch,ncc_pipeleg_lower_01_fitting_start,patch(ncc_pipeleg_lower_01_fitting_start),576,8.765241034e-19,3358,-3.830981693e+00,-5.547259811e+00
val_salt_test_2_coarse_mesh_laminar,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/salt2/2026-06-01_continuation_candidate/case_stage/val_salt_test_2_coarse_mesh_laminar_continuation,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/tmp_extract/ethan_section_transport/val_salt_test_2_coarse_mesh_laminar,3358,patch,ncc_pipeleg_lower_09_fitting_end,patch(ncc_pipeleg_lower_09_fitting_end),576,2.706616623e-17,3358,4.709366046e+03,-7.548534572e+00
val_salt_test_2_coarse_mesh_laminar,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/salt2/2026-06-01_continuation_candidate/case_stage/val_salt_test_2_coarse_mesh_laminar_continuation,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/tmp_extract/ethan_section_transport/val_salt_test_2_coarse_mesh_laminar,3358,patch,ncc_pipeleg_right_01_lower_start,patch(ncc_pipeleg_right_01_lower_start),576,3.102175040e-17,3358,4.371457877e+03,-4.923479734e+00
val_salt_test_2_coarse_mesh_laminar,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/salt2/2026-06-01_continuation_candidate/case_stage/val_salt_test_2_coarse_mesh_laminar_continuation,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/tmp_extract/ethan_section_transport/val_salt_test_2_coarse_mesh_laminar,3358,patch,ncc_pipeleg_right_03_upper_end,patch(ncc_pipeleg_right_03_upper_end),576,4.519177216e-17,3358,-1.316453790e+04,4.698060368e+00
val_salt_test_2_coarse_mesh_laminar,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/salt2/2026-06-01_continuation_candidate/case_stage/val_salt_test_2_coarse_mesh_laminar_continuation,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/tmp_extract/ethan_section_transport/val_salt_test_2_coarse_mesh_laminar,3358,patch,ncc_pipeleg_upper_01_straight_start,patch(ncc_pipeleg_upper_01_straight_start),576,3.896667600e-17,3358,-1.349839034e+04,1.264865796e+01
val_salt_test_2_coarse_mesh_laminar,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/salt2/2026-06-01_continuation_candidate/case_stage/val_salt_test_2_coarse_mesh_laminar_continuation,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/tmp_extract/ethan_section_transport/val_salt_test_2_coarse_mesh_laminar,3358,patch,ncc_pipeleg_upper_09_straight_end,patch(ncc_pipeleg_upper_09_straight_end),576,2.278727329e-17,3358,-1.818547220e+04,-2.410060453e+01
viscosity_screening_salt_test_1_jin_coarse_mesh,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/staging/modern_runs/2026-06-01_full_extractable_batch/salt/viscosity_screening_salt_test_1_jin_coarse_mesh,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/tmp_extract/ethan_section_transport/viscosity_screening_salt_test_1_jin_coarse_mesh,3229,patch,ncc_pipeleg_left_01_upper_start,patch(ncc_pipeleg_left_01_upper_start),576,2.178628694e-17,3229,-1.802093877e+04,-2.613136110e+01
viscosity_screening_salt_test_1_jin_coarse_mesh,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/staging/modern_runs/2026-06-01_full_extractable_batch/salt/viscosity_screening_salt_test_1_jin_coarse_mesh,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/tmp_extract/ethan_section_transport/viscosity_screening_salt_test_1_jin_coarse_mesh,3229,patch,ncc_pipeleg_left_02_connector_end,patch(ncc_pipeleg_left_02_connector_end),576,3.749456178e-05,3229,-1.109710045e+04,-1.289160470e+01
viscosity_screening_salt_test_1_jin_coarse_mesh,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/staging/modern_runs/2026-06-01_full_extractable_batch/salt/viscosity_screening_salt_test_1_jin_coarse_mesh,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/tmp_extract/ethan_section_transport/viscosity_screening_salt_test_1_jin_coarse_mesh,3229,patch,ncc_pipeleg_left_03_fitting_start,patch(ncc_pipeleg_left_03_fitting_start),460,3.145968839e-18,3229,-1.109707097e+04,-1.670259320e+01
viscosity_screening_salt_test_1_jin_coarse_mesh,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/staging/modern_runs/2026-06-01_full_extractable_batch/salt/viscosity_screening_salt_test_1_jin_coarse_mesh,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/tmp_extract/ethan_section_transport/viscosity_screening_salt_test_1_jin_coarse_mesh,3229,patch,ncc_pipeleg_left_05_fitting_end,patch(ncc_pipeleg_left_05_fitting_end),460,3.310330730e-18,3229,-6.285514052e+03,-1.680238300e+01
viscosity_screening_salt_test_1_jin_coarse_mesh,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/staging/modern_runs/2026-06-01_full_extractable_batch/salt/viscosity_screening_salt_test_1_jin_coarse_mesh,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/tmp_extract/ethan_section_transport/viscosity_screening_salt_test_1_jin_coarse_mesh,3229,patch,ncc_pipeleg_left_06_connector_start,patch(ncc_pipeleg_left_06_connector_start),576,3.749456178e-05,3229,-6.285418857e+03,-1.522536225e+01
viscosity_screening_salt_test_1_jin_coarse_mesh,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/staging/modern_runs/2026-06-01_full_extractable_batch/salt/viscosity_screening_salt_test_1_jin_coarse_mesh,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/tmp_extract/ethan_section_transport/viscosity_screening_salt_test_1_jin_coarse_mesh,3229,patch,ncc_pipeleg_left_07_lower_end,patch(ncc_pipeleg_left_07_lower_end),576,8.879097011e-19,3229,-3.500110040e+02,-1.062051423e+01
viscosity_screening_salt_test_1_jin_coarse_mesh,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/staging/modern_runs/2026-06-01_full_extractable_batch/salt/viscosity_screening_salt_test_1_jin_coarse_mesh,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/tmp_extract/ethan_section_transport/viscosity_screening_salt_test_1_jin_coarse_mesh,3229,patch,ncc_pipeleg_lower_01_fitting_start,patch(ncc_pipeleg_lower_01_fitting_start),576,8.765241034e-19,3229,-8.564387051e+00,-1.026749448e+01
viscosity_screening_salt_test_1_jin_coarse_mesh,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/staging/modern_runs/2026-06-01_full_extractable_batch/salt/viscosity_screening_salt_test_1_jin_coarse_mesh,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/tmp_extract/ethan_section_transport/viscosity_screening_salt_test_1_jin_coarse_mesh,3229,patch,ncc_pipeleg_lower_09_fitting_end,patch(ncc_pipeleg_lower_09_fitting_end),576,2.706616623e-17,3229,4.747700490e+03,-1.135764781e+01
viscosity_screening_salt_test_1_jin_coarse_mesh,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/staging/modern_runs/2026-06-01_full_extractable_batch/salt/viscosity_screening_salt_test_1_jin_coarse_mesh,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/tmp_extract/ethan_section_transport/viscosity_screening_salt_test_1_jin_coarse_mesh,3229,patch,ncc_pipeleg_right_01_lower_start,patch(ncc_pipeleg_right_01_lower_start),576,3.102175040e-17,3229,4.406695352e+03,-9.029476181e+00
viscosity_screening_salt_test_1_jin_coarse_mesh,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/staging/modern_runs/2026-06-01_full_extractable_batch/salt/viscosity_screening_salt_test_1_jin_coarse_mesh,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/tmp_extract/ethan_section_transport/viscosity_screening_salt_test_1_jin_coarse_mesh,3229,patch,ncc_pipeleg_right_03_upper_end,patch(ncc_pipeleg_right_03_upper_end),576,4.519177216e-17,3229,-1.329043534e+04,1.298007398e+00
viscosity_screening_salt_test_1_jin_coarse_mesh,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/staging/modern_runs/2026-06-01_full_extractable_batch/salt/viscosity_screening_salt_test_1_jin_coarse_mesh,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/tmp_extract/ethan_section_transport/viscosity_screening_salt_test_1_jin_coarse_mesh,3229,patch,ncc_pipeleg_upper_01_straight_start,patch(ncc_pipeleg_upper_01_straight_start),576,3.896667600e-17,3229,-1.362734958e+04,5.940067693e+00
viscosity_screening_salt_test_1_jin_coarse_mesh,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/staging/modern_runs/2026-06-01_full_extractable_batch/salt/viscosity_screening_salt_test_1_jin_coarse_mesh,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/tmp_extract/ethan_section_transport/viscosity_screening_salt_test_1_jin_coarse_mesh,3229,patch,ncc_pipeleg_upper_09_straight_end,patch(ncc_pipeleg_upper_09_straight_end),576,2.278727329e-17,3229,-1.835467403e+04,-3.676038152e+01
viscosity_screening_salt_test_1_kirst_coarse_mesh,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/staging/modern_runs/2026-06-01_full_extractable_batch/salt/viscosity_screening_salt_test_1_kirst_coarse_mesh,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/tmp_extract/ethan_section_transport/viscosity_screening_salt_test_1_kirst_coarse_mesh,3279,patch,ncc_pipeleg_left_01_upper_start,patch(ncc_pipeleg_left_01_upper_start),576,2.178628694e-17,3279,-1.802108618e+04,-2.698857041e+01
viscosity_screening_salt_test_1_kirst_coarse_mesh,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/staging/modern_runs/2026-06-01_full_extractable_batch/salt/viscosity_screening_salt_test_1_kirst_coarse_mesh,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/tmp_extract/ethan_section_transport/viscosity_screening_salt_test_1_kirst_coarse_mesh,3279,patch,ncc_pipeleg_left_02_connector_end,patch(ncc_pipeleg_left_02_connector_end),576,3.749456178e-05,3279,-1.109757347e+04,-1.262254725e+01
viscosity_screening_salt_test_1_kirst_coarse_mesh,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/staging/modern_runs/2026-06-01_full_extractable_batch/salt/viscosity_screening_salt_test_1_kirst_coarse_mesh,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/tmp_extract/ethan_section_transport/viscosity_screening_salt_test_1_kirst_coarse_mesh,3279,patch,ncc_pipeleg_left_03_fitting_start,patch(ncc_pipeleg_left_03_fitting_start),460,3.145968839e-18,3279,-1.109754601e+04,-1.758358911e+01
viscosity_screening_salt_test_1_kirst_coarse_mesh,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/staging/modern_runs/2026-06-01_full_extractable_batch/salt/viscosity_screening_salt_test_1_kirst_coarse_mesh,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/tmp_extract/ethan_section_transport/viscosity_screening_salt_test_1_kirst_coarse_mesh,3279,patch,ncc_pipeleg_left_05_fitting_end,patch(ncc_pipeleg_left_05_fitting_end),460,3.310330730e-18,3279,-6.286183640e+03,-1.727266591e+01
viscosity_screening_salt_test_1_kirst_coarse_mesh,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/staging/modern_runs/2026-06-01_full_extractable_batch/salt/viscosity_screening_salt_test_1_kirst_coarse_mesh,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/tmp_extract/ethan_section_transport/viscosity_screening_salt_test_1_kirst_coarse_mesh,3279,patch,ncc_pipeleg_left_06_connector_start,patch(ncc_pipeleg_left_06_connector_start),576,3.749456178e-05,3279,-6.286097211e+03,-1.530734137e+01
viscosity_screening_salt_test_1_kirst_coarse_mesh,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/staging/modern_runs/2026-06-01_full_extractable_batch/salt/viscosity_screening_salt_test_1_kirst_coarse_mesh,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/tmp_extract/ethan_section_transport/viscosity_screening_salt_test_1_kirst_coarse_mesh,3279,patch,ncc_pipeleg_left_07_lower_end,patch(ncc_pipeleg_left_07_lower_end),576,8.879097011e-19,3279,-3.507985900e+02,-1.141949286e+01
viscosity_screening_salt_test_1_kirst_coarse_mesh,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/staging/modern_runs/2026-06-01_full_extractable_batch/salt/viscosity_screening_salt_test_1_kirst_coarse_mesh,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/tmp_extract/ethan_section_transport/viscosity_screening_salt_test_1_kirst_coarse_mesh,3279,patch,ncc_pipeleg_lower_01_fitting_start,patch(ncc_pipeleg_lower_01_fitting_start),576,8.765241034e-19,3279,-9.366821402e+00,-1.108379158e+01
viscosity_screening_salt_test_1_kirst_coarse_mesh,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/staging/modern_runs/2026-06-01_full_extractable_batch/salt/viscosity_screening_salt_test_1_kirst_coarse_mesh,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/tmp_extract/ethan_section_transport/viscosity_screening_salt_test_1_kirst_coarse_mesh,3279,patch,ncc_pipeleg_lower_09_fitting_end,patch(ncc_pipeleg_lower_09_fitting_end),576,2.706616623e-17,3279,4.747029575e+03,-1.203378641e+01
viscosity_screening_salt_test_1_kirst_coarse_mesh,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/staging/modern_runs/2026-06-01_full_extractable_batch/salt/viscosity_screening_salt_test_1_kirst_coarse_mesh,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/tmp_extract/ethan_section_transport/viscosity_screening_salt_test_1_kirst_coarse_mesh,3279,patch,ncc_pipeleg_right_01_lower_start,patch(ncc_pipeleg_right_01_lower_start),576,3.102175040e-17,3279,4.406027660e+03,-9.708107492e+00
viscosity_screening_salt_test_1_kirst_coarse_mesh,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/staging/modern_runs/2026-06-01_full_extractable_batch/salt/viscosity_screening_salt_test_1_kirst_coarse_mesh,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/tmp_extract/ethan_section_transport/viscosity_screening_salt_test_1_kirst_coarse_mesh,3279,patch,ncc_pipeleg_right_03_upper_end,patch(ncc_pipeleg_right_03_upper_end),576,4.519177216e-17,3279,-1.329112277e+04,5.438700134e-01
viscosity_screening_salt_test_1_kirst_coarse_mesh,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/staging/modern_runs/2026-06-01_full_extractable_batch/salt/viscosity_screening_salt_test_1_kirst_coarse_mesh,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/tmp_extract/ethan_section_transport/viscosity_screening_salt_test_1_kirst_coarse_mesh,3279,patch,ncc_pipeleg_upper_01_straight_start,patch(ncc_pipeleg_upper_01_straight_start),576,3.896667600e-17,3279,-1.362803874e+04,4.879890531e+00
viscosity_screening_salt_test_1_kirst_coarse_mesh,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/staging/modern_runs/2026-06-01_full_extractable_batch/salt/viscosity_screening_salt_test_1_kirst_coarse_mesh,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/tmp_extract/ethan_section_transport/viscosity_screening_salt_test_1_kirst_coarse_mesh,3279,patch,ncc_pipeleg_upper_09_straight_end,patch(ncc_pipeleg_upper_09_straight_end),576,2.278727329e-17,3279,-1.835479458e+04,-3.909802939e+01
viscosity_screening_salt_test_2_jin_coarse_mesh,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/staging/modern_runs/2026-06-01_full_extractable_batch/salt/viscosity_screening_salt_test_2_jin_coarse_mesh,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/tmp_extract/ethan_section_transport/viscosity_screening_salt_test_2_jin_coarse_mesh,2431,patch,ncc_pipeleg_left_01_upper_start,patch(ncc_pipeleg_left_01_upper_start),576,2.178628694e-17,2431,-1.789016355e+04,-2.255180275e+01
viscosity_screening_salt_test_2_jin_coarse_mesh,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/staging/modern_runs/2026-06-01_full_extractable_batch/salt/viscosity_screening_salt_test_2_jin_coarse_mesh,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/tmp_extract/ethan_section_transport/viscosity_screening_salt_test_2_jin_coarse_mesh,2431,patch,ncc_pipeleg_left_02_connector_end,patch(ncc_pipeleg_left_02_connector_end),576,3.749456178e-05,2431,-1.101529545e+04,-7.458417214e+00
viscosity_screening_salt_test_2_jin_coarse_mesh,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/staging/modern_runs/2026-06-01_full_extractable_batch/salt/viscosity_screening_salt_test_2_jin_coarse_mesh,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/tmp_extract/ethan_section_transport/viscosity_screening_salt_test_2_jin_coarse_mesh,2431,patch,ncc_pipeleg_left_03_fitting_start,patch(ncc_pipeleg_left_03_fitting_start),460,3.145968839e-18,2431,-1.101527174e+04,-1.228651934e+01
viscosity_screening_salt_test_2_jin_coarse_mesh,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/staging/modern_runs/2026-06-01_full_extractable_batch/salt/viscosity_screening_salt_test_2_jin_coarse_mesh,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/tmp_extract/ethan_section_transport/viscosity_screening_salt_test_2_jin_coarse_mesh,2431,patch,ncc_pipeleg_left_05_fitting_end,patch(ncc_pipeleg_left_05_fitting_end),460,3.310330730e-18,2431,-6.237222802e+03,-1.337309671e+01
viscosity_screening_salt_test_2_jin_coarse_mesh,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/staging/modern_runs/2026-06-01_full_extractable_batch/salt/viscosity_screening_salt_test_2_jin_coarse_mesh,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/tmp_extract/ethan_section_transport/viscosity_screening_salt_test_2_jin_coarse_mesh,2431,patch,ncc_pipeleg_left_06_connector_start,patch(ncc_pipeleg_left_06_connector_start),576,3.749456178e-05,2431,-6.237104008e+03,-1.208213324e+01
viscosity_screening_salt_test_2_jin_coarse_mesh,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/staging/modern_runs/2026-06-01_full_extractable_batch/salt/viscosity_screening_salt_test_2_jin_coarse_mesh,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/tmp_extract/ethan_section_transport/viscosity_screening_salt_test_2_jin_coarse_mesh,2431,patch,ncc_pipeleg_left_07_lower_end,patch(ncc_pipeleg_left_07_lower_end),576,8.879097011e-19,2431,-3.436458949e+02,-6.650675092e+00
viscosity_screening_salt_test_2_jin_coarse_mesh,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/staging/modern_runs/2026-06-01_full_extractable_batch/salt/viscosity_screening_salt_test_2_jin_coarse_mesh,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/tmp_extract/ethan_section_transport/viscosity_screening_salt_test_2_jin_coarse_mesh,2431,patch,ncc_pipeleg_lower_01_fitting_start,patch(ncc_pipeleg_lower_01_fitting_start),576,8.765241034e-19,2431,-4.456218552e+00,-6.167291309e+00
viscosity_screening_salt_test_2_jin_coarse_mesh,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/staging/modern_runs/2026-06-01_full_extractable_batch/salt/viscosity_screening_salt_test_2_jin_coarse_mesh,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/tmp_extract/ethan_section_transport/viscosity_screening_salt_test_2_jin_coarse_mesh,2431,patch,ncc_pipeleg_lower_09_fitting_end,patch(ncc_pipeleg_lower_09_fitting_end),576,2.706616623e-17,2431,4.718005879e+03,-8.164528198e+00
viscosity_screening_salt_test_2_jin_coarse_mesh,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/staging/modern_runs/2026-06-01_full_extractable_batch/salt/viscosity_screening_salt_test_2_jin_coarse_mesh,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/tmp_extract/ethan_section_transport/viscosity_screening_salt_test_2_jin_coarse_mesh,2431,patch,ncc_pipeleg_right_01_lower_start,patch(ncc_pipeleg_right_01_lower_start),576,3.102175040e-17,2431,4.379420689e+03,-5.640155636e+00
viscosity_screening_salt_test_2_jin_coarse_mesh,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/staging/modern_runs/2026-06-01_full_extractable_batch/salt/viscosity_screening_salt_test_2_jin_coarse_mesh,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/tmp_extract/ethan_section_transport/viscosity_screening_salt_test_2_jin_coarse_mesh,2431,patch,ncc_pipeleg_right_03_upper_end,patch(ncc_pipeleg_right_03_upper_end),576,4.519177216e-17,2431,-1.319136214e+04,4.715227143e+00
viscosity_screening_salt_test_2_jin_coarse_mesh,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/staging/modern_runs/2026-06-01_full_extractable_batch/salt/viscosity_screening_salt_test_2_jin_coarse_mesh,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/tmp_extract/ethan_section_transport/viscosity_screening_salt_test_2_jin_coarse_mesh,2431,patch,ncc_pipeleg_upper_01_straight_start,patch(ncc_pipeleg_upper_01_straight_start),576,3.896667600e-17,2431,-1.352588671e+04,1.157815498e+01
