source_id,case_label,case_family,attempt_name,cfd_drive_pa,total_resistance_pa_s_kg,predicted_mdot_kg_s,cfd_mdot_kg_s,mdot_abs_error_kg_s,mdot_relative_error_pct,note
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,Salt 1,major_only_baseline,6421.008757707454,12282.621197059885,0.5227718623484426,0.01126494445094736,0.5115069178974953,4540.696317898652,Hydraulic-only replay using major-span CFD resistance only.
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,Salt 1,major_plus_feature_endpoint_baseline,6421.008757707454,14083.32160553319,0.4559299956044962,0.01126494445094736,0.4446650511535489,3947.3346103908516,Add endpoint-to-endpoint connector losses from the frozen CFD reduction.
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,Salt 1,major_plus_feature_probe_baseline,6421.008757707454,579421.8231513248,0.011081751672357205,0.01126494445094736,0.00018319277859015458,-1.6262199905899084,Use the best available feature-path hydro probe where available.
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,Salt 1,major_plus_feature_probe_external_losses,6421.008757707454,579421.8231513248,0.011081751672357205,0.01126494445094736,0.00018319277859015458,-1.6262199905899084,Same hydraulic replay as the probe attempt; thermal corrections enter only in the true 1D lane.
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,Salt 1,major_plus_feature_probe_hybrid_external,6421.008757707454,579421.8231513248,0.011081751672357205,0.01126494445094736,0.00018319277859015458,-1.6262199905899084,Same hydraulic replay as the probe attempt; hybrid thermal corrections enter only in the true 1D lane.
viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,Salt 1,major_only_baseline,6415.1346677098045,12688.570204566811,0.5055837312072324,0.010932096642500016,0.49465163456473243,4524.764560182415,Hydraulic-only replay using major-span CFD resistance only.
viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,Salt 1,major_plus_feature_endpoint_baseline,6415.1346677098045,14681.939308815925,0.43694055211478566,0.010932096642500016,0.42600845547228566,3896.8595815016834,Add endpoint-to-endpoint connector losses from the frozen CFD reduction.
viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,Salt 1,major_plus_feature_probe_baseline,6415.1346677098045,596629.3863365739,0.010752294162210211,0.010932096642500016,0.0001798024802898042,-1.6447209183167806,Use the best available feature-path hydro probe where available.
viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,Salt 1,major_plus_feature_probe_external_losses,6415.1346677098045,596629.3863365739,0.010752294162210211,0.010932096642500016,0.0001798024802898042,-1.6447209183167806,Same hydraulic replay as the probe attempt; thermal corrections enter only in the true 1D lane.
viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,Salt 1,major_plus_feature_probe_hybrid_external,6415.1346677098045,596629.3863365739,0.010752294162210211,0.010932096642500016,0.0001798024802898042,-1.6447209183167806,Same hydraulic replay as the probe attempt; hybrid thermal corrections enter only in the true 1D lane.
val_salt_test_2_coarse_mesh_laminar,Salt 2 Val,Salt 2,major_only_baseline,6386.681285398624,10697.420512815257,0.5970300295989609,0.01369045282273076,0.5833395767762302,4260.92244230001,Hydraulic-only replay using major-span CFD resistance only.
val_salt_test_2_coarse_mesh_laminar,Salt 2 Val,Salt 2,major_plus_feature_endpoint_baseline,6386.681285398624,12051.266591582356,0.529959339697923,0.01369045282273076,0.5162688868751922,3771.0139581213275,Add endpoint-to-endpoint connector losses from the frozen CFD reduction.
val_salt_test_2_coarse_mesh_laminar,Salt 2 Val,Salt 2,major_plus_feature_probe_baseline,6386.681285398624,474873.6223403234,0.013449223087867236,0.01369045282273076,0.000241229734863525,-1.762028896977041,Use the best available feature-path hydro probe where available.
val_salt_test_2_coarse_mesh_laminar,Salt 2 Val,Salt 2,major_plus_feature_probe_external_losses,6386.681285398624,474873.6223403234,0.013449223087867236,0.01369045282273076,0.000241229734863525,-1.762028896977041,Same hydraulic replay as the probe attempt; thermal corrections enter only in the true 1D lane.
val_salt_test_2_coarse_mesh_laminar,Salt 2 Val,Salt 2,major_plus_feature_probe_hybrid_external,6386.681285398624,474873.6223403234,0.013449223087867236,0.01369045282273076,0.000241229734863525,-1.762028896977041,Same hydraulic replay as the probe attempt; hybrid thermal corrections enter only in the true 1D lane.
viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,Salt 2,major_only_baseline,6397.129165868786,11331.689968061739,0.5645344325426335,0.013162662028633206,0.5513717705140002,4188.907755244202,Hydraulic-only replay using major-span CFD resistance only.
viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,Salt 2,major_plus_feature_endpoint_baseline,6397.129165868786,12769.710670832566,0.500961167466428,0.013162662028633206,0.48779850543779485,3705.925931826476,Add endpoint-to-endpoint connector losses from the frozen CFD reduction.
