case_id,input_lane,status,required_input,available_input,consumer,blocking_reason
salt_2,exchange_interface_vtk,blocked,"released topology CV with face ids, areas, normals, and wall-band ownership",,mdot_exchange integration,largest_face_component_fraction_below_0.75;missing_positive_right_leg_wall_faces_or_area;selected_cv_touches_non_wall_or_unreleased_boundary_faces
salt_2,wall_core_vtk,blocked,"released topology CV with face ids, areas, normals, and wall-band ownership",,wall/core thermal contrast and Q_wall_W integration,largest_face_component_fraction_below_0.75;missing_positive_right_leg_wall_faces_or_area;selected_cv_touches_non_wall_or_unreleased_boundary_faces
salt_2,Q_wall_W,blocked,"released topology CV with face ids, areas, normals, and wall-band ownership",,energy residual,largest_face_component_fraction_below_0.75;missing_positive_right_leg_wall_faces_or_area;selected_cv_touches_non_wall_or_unreleased_boundary_faces
salt_2,surface_vtk_extraction,blocked,"released topology CV with face ids, areas, normals, and wall-band ownership",,downstream sampler manifest,largest_face_component_fraction_below_0.75;missing_positive_right_leg_wall_faces_or_area;selected_cv_touches_non_wall_or_unreleased_boundary_faces
salt_3,exchange_interface_vtk,blocked,"released topology CV with face ids, areas, normals, and wall-band ownership",,mdot_exchange integration,largest_face_component_fraction_below_0.75;missing_positive_right_leg_wall_faces_or_area;selected_cv_touches_non_wall_or_unreleased_boundary_faces
salt_3,wall_core_vtk,blocked,"released topology CV with face ids, areas, normals, and wall-band ownership",,wall/core thermal contrast and Q_wall_W integration,largest_face_component_fraction_below_0.75;missing_positive_right_leg_wall_faces_or_area;selected_cv_touches_non_wall_or_unreleased_boundary_faces
salt_3,Q_wall_W,blocked,"released topology CV with face ids, areas, normals, and wall-band ownership",,energy residual,largest_face_component_fraction_below_0.75;missing_positive_right_leg_wall_faces_or_area;selected_cv_touches_non_wall_or_unreleased_boundary_faces
salt_3,surface_vtk_extraction,blocked,"released topology CV with face ids, areas, normals, and wall-band ownership",,downstream sampler manifest,largest_face_component_fraction_below_0.75;missing_positive_right_leg_wall_faces_or_area;selected_cv_touches_non_wall_or_unreleased_boundary_faces
salt_4,exchange_interface_vtk,blocked,"released topology CV with face ids, areas, normals, and wall-band ownership",,mdot_exchange integration,largest_face_component_fraction_below_0.75;missing_positive_right_leg_wall_faces_or_area;selected_cv_touches_non_wall_or_unreleased_boundary_faces
salt_4,wall_core_vtk,blocked,"released topology CV with face ids, areas, normals, and wall-band ownership",,wall/core thermal contrast and Q_wall_W integration,largest_face_component_fraction_below_0.75;missing_positive_right_leg_wall_faces_or_area;selected_cv_touches_non_wall_or_unreleased_boundary_faces
salt_4,Q_wall_W,blocked,"released topology CV with face ids, areas, normals, and wall-band ownership",,energy residual,largest_face_component_fraction_below_0.75;missing_positive_right_leg_wall_faces_or_area;selected_cv_touches_non_wall_or_unreleased_boundary_faces
salt_4,surface_vtk_extraction,blocked,"released topology CV with face ids, areas, normals, and wall-band ownership",,downstream sampler manifest,largest_face_component_fraction_below_0.75;missing_positive_right_leg_wall_faces_or_area;selected_cv_touches_non_wall_or_unreleased_boundary_faces
