source_id,case_label,family,scope_type,scope_name,variable_family,scrutiny_status,reason_code,metric_value,primary_source_path
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt2,branch,left_lower_leg,effective_htc,paper_safe,thermal_qc_pass,111.80750634709729,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/val_salt_test_2_coarse_mesh_laminar/branch_thermal_summary.csv
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt2,branch,left_lower_leg,effective_ua,paper_safe,thermal_qc_pass,7.764647499083133,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/val_salt_test_2_coarse_mesh_laminar/branch_thermal_summary.csv
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt2,branch,left_lower_leg,thermal_resistance,paper_safe,thermal_qc_pass,0.1461119885312405,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/val_salt_test_2_coarse_mesh_laminar/branch_thermal_summary.csv
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt2,branch,left_upper_leg,effective_htc,paper_safe,thermal_qc_pass,123.64610419901696,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/val_salt_test_2_coarse_mesh_laminar/branch_thermal_summary.csv
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt2,branch,left_upper_leg,effective_ua,paper_safe,thermal_qc_pass,8.510968737706175,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/val_salt_test_2_coarse_mesh_laminar/branch_thermal_summary.csv
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt2,branch,left_upper_leg,thermal_resistance,paper_safe,thermal_qc_pass,0.11870343693562609,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/val_salt_test_2_coarse_mesh_laminar/branch_thermal_summary.csv
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt2,branch,lower_leg,effective_htc,internal_only,thermal_qc_marginal,234.34655905111703,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/val_salt_test_2_coarse_mesh_laminar/branch_thermal_summary.csv
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt2,branch,lower_leg,effective_ua,internal_only,thermal_qc_marginal,16.32304958147679,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/val_salt_test_2_coarse_mesh_laminar/branch_thermal_summary.csv
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt2,branch,lower_leg,thermal_resistance,internal_only,thermal_qc_marginal,0.1005750881712985,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/val_salt_test_2_coarse_mesh_laminar/branch_thermal_summary.csv
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt2,branch,right_leg,effective_htc,do_not_promote,thermal_low_usable_fraction,31.12603087790422,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/val_salt_test_2_coarse_mesh_laminar/branch_thermal_summary.csv
