case_id,boundary_lane,patch_name,face_id,released,classification,Q_wall_W_released,source_sink_terms_released,blocking_reason,source_paths
salt_2,classified_seed_ncc_caps,ncc_pipeleg_right_01_lower_start,6479192,true,classified_ncc_cap,false,false,Q_wall_W/source integration requires later surface extraction/preflight row,work_products/2026-07/2026-07-21/2026-07-21_s13_right_leg_geometry_seed/geometry_seed_surface_contract.csv
salt_2,classified_seed_ncc_caps,ncc_pipeleg_right_01_lower_start,6479193,true,classified_ncc_cap,false,false,Q_wall_W/source integration requires later surface extraction/preflight row,work_products/2026-07/2026-07-21/2026-07-21_s13_right_leg_geometry_seed/geometry_seed_surface_contract.csv
salt_2,classified_seed_ncc_caps,ncc_pipeleg_right_01_lower_start,6479194,true,classified_ncc_cap,false,false,Q_wall_W/source integration requires later surface extraction/preflight row,work_products/2026-07/2026-07-21/2026-07-21_s13_right_leg_geometry_seed/geometry_seed_surface_contract.csv
salt_2,classified_seed_ncc_caps,ncc_pipeleg_right_01_lower_start,6479195,true,classified_ncc_cap,false,false,Q_wall_W/source integration requires later surface extraction/preflight row,work_products/2026-07/2026-07-21/2026-07-21_s13_right_leg_geometry_seed/geometry_seed_surface_contract.csv
salt_2,classified_seed_ncc_caps,ncc_pipeleg_right_01_lower_start,6479196,true,classified_ncc_cap,false,false,Q_wall_W/source integration requires later surface extraction/preflight row,work_products/2026-07/2026-07-21/2026-07-21_s13_right_leg_geometry_seed/geometry_seed_surface_contract.csv
salt_2,classified_seed_ncc_caps,ncc_pipeleg_right_01_lower_start,6479197,true,classified_ncc_cap,false,false,Q_wall_W/source integration requires later surface extraction/preflight row,work_products/2026-07/2026-07-21/2026-07-21_s13_right_leg_geometry_seed/geometry_seed_surface_contract.csv
salt_2,classified_seed_ncc_caps,ncc_pipeleg_right_01_lower_start,6479246,true,classified_ncc_cap,false,false,Q_wall_W/source integration requires later surface extraction/preflight row,work_products/2026-07/2026-07-21/2026-07-21_s13_right_leg_geometry_seed/geometry_seed_surface_contract.csv
salt_2,classified_seed_ncc_caps,ncc_pipeleg_right_01_lower_start,6479247,true,classified_ncc_cap,false,false,Q_wall_W/source integration requires later surface extraction/preflight row,work_products/2026-07/2026-07-21/2026-07-21_s13_right_leg_geometry_seed/geometry_seed_surface_contract.csv
salt_2,classified_seed_ncc_caps,ncc_pipeleg_right_01_lower_start,6479248,true,classified_ncc_cap,false,false,Q_wall_W/source integration requires later surface extraction/preflight row,work_products/2026-07/2026-07-21/2026-07-21_s13_right_leg_geometry_seed/geometry_seed_surface_contract.csv
salt_2,classified_seed_ncc_caps,ncc_pipeleg_right_01_lower_start,6479249,true,classified_ncc_cap,false,false,Q_wall_W/source integration requires later surface extraction/preflight row,work_products/2026-07/2026-07-21/2026-07-21_s13_right_leg_geometry_seed/geometry_seed_surface_contract.csv
salt_2,classified_seed_ncc_caps,ncc_pipeleg_right_01_lower_start,6479250,true,classified_ncc_cap,false,false,Q_wall_W/source integration requires later surface extraction/preflight row,work_products/2026-07/2026-07-21/2026-07-21_s13_right_leg_geometry_seed/geometry_seed_surface_contract.csv
salt_2,classified_seed_ncc_caps,ncc_pipeleg_right_01_lower_start,6479251,true,classified_ncc_cap,false,false,Q_wall_W/source integration requires later surface extraction/preflight row,work_products/2026-07/2026-07-21/2026-07-21_s13_right_leg_geometry_seed/geometry_seed_surface_contract.csv
salt_2,classified_seed_ncc_caps,ncc_pipeleg_right_01_lower_start,6479300,true,classified_ncc_cap,false,false,Q_wall_W/source integration requires later surface extraction/preflight row,work_products/2026-07/2026-07-21/2026-07-21_s13_right_leg_geometry_seed/geometry_seed_surface_contract.csv
salt_2,classified_seed_ncc_caps,ncc_pipeleg_right_01_lower_start,6479301,true,classified_ncc_cap,false,false,Q_wall_W/source integration requires later surface extraction/preflight row,work_products/2026-07/2026-07-21/2026-07-21_s13_right_leg_geometry_seed/geometry_seed_surface_contract.csv
salt_2,classified_seed_ncc_caps,ncc_pipeleg_right_01_lower_start,6479302,true,classified_ncc_cap,false,false,Q_wall_W/source integration requires later surface extraction/preflight row,work_products/2026-07/2026-07-21/2026-07-21_s13_right_leg_geometry_seed/geometry_seed_surface_contract.csv
