case_id,mesh_level,branch,endpoint_pair,endpoint_role,station_label,sample_time_s,source_case_path,x_m,y_m,z_m,expected_positive_normal_x,expected_positive_normal_y,expected_positive_normal_z,expected_positive_normal_policy,time_dir_exists,mandatory_fields,mandatory_fields_missing,launch_preflight_status,expected_surface_file,static_pressure_basis_status,admission_guardrail
salt_2,coarse,right_leg,right_leg__s03->right_leg__s01,upstream,right_leg__s03,7915,tmp/2026-06-30_claude_action_items/recon_salt2_of13,0.8875193571787647,0.41221215280995294,0,0,-1,0,branch_endpoint_upstream_to_downstream_y_axis,true,p_rgh;U;rho;T,,pass,tmp/2026-07-21_f6_coarse_vtk_sampler_submit/staged_reconstructed/salt_2_coarse/postProcessing/agentF6CoarseRawFaceSurfaces/7915/plane_right_leg__s03.vtk,,coarse_vtk_raw_diagnostic_only_no_static_p_no_F6_fit
salt_2,coarse,right_leg,right_leg__s03->right_leg__s01,downstream,right_leg__s01,7915,tmp/2026-06-30_claude_action_items/recon_salt2_of13,0.8875193571720976,0.04645215281941273,0,0,-1,0,branch_endpoint_upstream_to_downstream_y_axis,true,p_rgh;U;rho;T,,pass,tmp/2026-07-21_f6_coarse_vtk_sampler_submit/staged_reconstructed/salt_2_coarse/postProcessing/agentF6CoarseRawFaceSurfaces/7915/plane_right_leg__s01.vtk,,coarse_vtk_raw_diagnostic_only_no_static_p_no_F6_fit
salt_2,coarse,test_section_span,test_section_span__s03->test_section_span__s01,upstream,test_section_span__s03,7915,tmp/2026-06-30_claude_action_items/recon_salt2_of13,1.044776638940577e-19,0.4001033863515353,0,0,1,0,branch_endpoint_upstream_to_downstream_y_axis,true,p_rgh;U;rho;T,,pass,tmp/2026-07-21_f6_coarse_vtk_sampler_submit/staged_reconstructed/salt_2_coarse/postProcessing/agentF6CoarseRawFaceSurfaces/7915/plane_test_section_span__s03.vtk,,coarse_vtk_raw_diagnostic_only_no_static_p_no_F6_fit
salt_2,coarse,test_section_span,test_section_span__s03->test_section_span__s01,downstream,test_section_span__s01,7915,tmp/2026-06-30_claude_action_items/recon_salt2_of13,1.0842021724855044e-19,0.49817611362540076,0,0,1,0,branch_endpoint_upstream_to_downstream_y_axis,true,p_rgh;U;rho;T,,pass,tmp/2026-07-21_f6_coarse_vtk_sampler_submit/staged_reconstructed/salt_2_coarse/postProcessing/agentF6CoarseRawFaceSurfaces/7915/plane_test_section_span__s01.vtk,,coarse_vtk_raw_diagnostic_only_no_static_p_no_F6_fit
salt_3,coarse,right_leg,right_leg__s03->right_leg__s01,upstream,right_leg__s03,7618,tmp/2026-06-30_claude_action_items/recon_salt3_of13,0.8875193571787647,0.41221215280995294,0,0,-1,0,branch_endpoint_upstream_to_downstream_y_axis,true,p_rgh;U;rho;T,,pass,tmp/2026-07-21_f6_coarse_vtk_sampler_submit/staged_reconstructed/salt_3_coarse/postProcessing/agentF6CoarseRawFaceSurfaces/7618/plane_right_leg__s03.vtk,,coarse_vtk_raw_diagnostic_only_no_static_p_no_F6_fit
salt_3,coarse,right_leg,right_leg__s03->right_leg__s01,downstream,right_leg__s01,7618,tmp/2026-06-30_claude_action_items/recon_salt3_of13,0.8875193571720976,0.04645215281941273,0,0,-1,0,branch_endpoint_upstream_to_downstream_y_axis,true,p_rgh;U;rho;T,,pass,tmp/2026-07-21_f6_coarse_vtk_sampler_submit/staged_reconstructed/salt_3_coarse/postProcessing/agentF6CoarseRawFaceSurfaces/7618/plane_right_leg__s01.vtk,,coarse_vtk_raw_diagnostic_only_no_static_p_no_F6_fit
salt_3,coarse,test_section_span,test_section_span__s03->test_section_span__s01,upstream,test_section_span__s03,7618,tmp/2026-06-30_claude_action_items/recon_salt3_of13,1.044776638940577e-19,0.4001033863515353,0,0,1,0,branch_endpoint_upstream_to_downstream_y_axis,true,p_rgh;U;rho;T,,pass,tmp/2026-07-21_f6_coarse_vtk_sampler_submit/staged_reconstructed/salt_3_coarse/postProcessing/agentF6CoarseRawFaceSurfaces/7618/plane_test_section_span__s03.vtk,,coarse_vtk_raw_diagnostic_only_no_static_p_no_F6_fit
salt_3,coarse,test_section_span,test_section_span__s03->test_section_span__s01,downstream,test_section_span__s01,7618,tmp/2026-06-30_claude_action_items/recon_salt3_of13,1.0842021724855044e-19,0.49817611362540076,0,0,1,0,branch_endpoint_upstream_to_downstream_y_axis,true,p_rgh;U;rho;T,,pass,tmp/2026-07-21_f6_coarse_vtk_sampler_submit/staged_reconstructed/salt_3_coarse/postProcessing/agentF6CoarseRawFaceSurfaces/7618/plane_test_section_span__s01.vtk,,coarse_vtk_raw_diagnostic_only_no_static_p_no_F6_fit
salt_4,coarse,right_leg,right_leg__s03->right_leg__s01,upstream,right_leg__s03,10000,tmp/2026-06-30_claude_action_items/recon_salt4_of13,0.8875193571787647,0.41221215280995294,0,0,-1,0,branch_endpoint_upstream_to_downstream_y_axis,true,p_rgh;U;rho;T,,pass,tmp/2026-07-21_f6_coarse_vtk_sampler_submit/staged_reconstructed/salt_4_coarse/postProcessing/agentF6CoarseRawFaceSurfaces/10000/plane_right_leg__s03.vtk,,coarse_vtk_raw_diagnostic_only_no_static_p_no_F6_fit
salt_4,coarse,right_leg,right_leg__s03->right_leg__s01,downstream,right_leg__s01,10000,tmp/2026-06-30_claude_action_items/recon_salt4_of13,0.8875193571720976,0.04645215281941273,0,0,-1,0,branch_endpoint_upstream_to_downstream_y_axis,true,p_rgh;U;rho;T,,pass,tmp/2026-07-21_f6_coarse_vtk_sampler_submit/staged_reconstructed/salt_4_coarse/postProcessing/agentF6CoarseRawFaceSurfaces/10000/plane_right_leg__s01.vtk,,coarse_vtk_raw_diagnostic_only_no_static_p_no_F6_fit
