candidate_id,candidate_family,qoi_name,pressure_or_velocity_basis,finite_qoi_status,geometry_or_source_status,same_window_status,neighbor_window_status,mesh_gci_status,source_property_status,split_status,admission_status,blocking_reason,next_evidence_needed,source_paths
S12-HIAX1,thermal_shape_exchange,candidate_score_mdot_TP_TW_all_probe_residual,thermal/residual score basis,fail,blocked_no_source_property_release,blocked_until_QOI_harvest_exists,blocked_missing_neighbor_window,blocked_missing_same_QOI_mesh_GCI,blocked_no_source_property_release,train_support_only_until_candidate_freeze,not_admitted,score row not produced,"release S13 exchange geometry/source inputs, harvest exchange QOIs, then run same-QOI UQ for the finite candidate score",work_products/2026-07/2026-07-21/2026-07-21_thesis_study_s12_thermal_shape_ownership_candidate/candidate_contract.csv;work_products/2026-07/2026-07-21/2026-07-21_thesis_study_s12_thermal_shape_ownership_candidate/admission_gate_matrix.csv;work_products/2026-07/2026-07-21/2026-07-21_same_qoi_uq_phase_c_admission_table/same_qoi_uq_admission_table.csv;work_products/2026-07/2026-07-21/2026-07-21_same_qoi_uq_phase_c_admission_table/next_task_queue.csv;work_products/2026-07/2026-07-21/2026-07-21_same_qoi_neighbor_window_preflight/compute_needed_queue.csv
S12-HIAX1,thermal_shape_exchange,V_recirc_mdot_exchange_tau_recirc,exchange-state basis,fail,blocked_no_source_property_release,blocked_until_QOI_harvest_exists,blocked_missing_neighbor_window,blocked_missing_same_QOI_mesh_GCI,blocked_no_source_property_release,train_support_only_until_candidate_freeze,not_admitted,S13 exchange QOIs not harvested,"release S13 exchange geometry/source inputs, harvest exchange QOIs, then run same-QOI UQ for the finite candidate score",work_products/2026-07/2026-07-21/2026-07-21_thesis_study_s12_thermal_shape_ownership_candidate/candidate_contract.csv;work_products/2026-07/2026-07-21/2026-07-21_thesis_study_s12_thermal_shape_ownership_candidate/admission_gate_matrix.csv;work_products/2026-07/2026-07-21/2026-07-21_same_qoi_uq_phase_c_admission_table/same_qoi_uq_admission_table.csv;work_products/2026-07/2026-07-21/2026-07-21_same_qoi_uq_phase_c_admission_table/next_task_queue.csv;work_products/2026-07/2026-07-21/2026-07-21_same_qoi_neighbor_window_preflight/compute_needed_queue.csv
S12-HIAX1,thermal_shape_exchange,wall_core_delta_T_pressure_energy_residual,same-window thermal/pressure residual basis,fail,blocked_no_source_property_release,blocked_until_QOI_harvest_exists,blocked_missing_neighbor_window,blocked_missing_same_QOI_mesh_GCI,blocked_no_source_property_release,train_support_only_until_candidate_freeze,not_admitted,wall/core band and source ledger unreleased,"release S13 exchange geometry/source inputs, harvest exchange QOIs, then run same-QOI UQ for the finite candidate score",work_products/2026-07/2026-07-21/2026-07-21_thesis_study_s12_thermal_shape_ownership_candidate/candidate_contract.csv;work_products/2026-07/2026-07-21/2026-07-21_thesis_study_s12_thermal_shape_ownership_candidate/admission_gate_matrix.csv;work_products/2026-07/2026-07-21/2026-07-21_same_qoi_uq_phase_c_admission_table/same_qoi_uq_admission_table.csv;work_products/2026-07/2026-07-21/2026-07-21_same_qoi_uq_phase_c_admission_table/next_task_queue.csv;work_products/2026-07/2026-07-21/2026-07-21_same_qoi_neighbor_window_preflight/compute_needed_queue.csv
S13-EXCH1,upcomer_exchange_onset,V_recirc,cell-volume recirculation mask,fail,blocked_missing_geometry_source_Q_wall,blocked_until_QOI_harvest_exists,blocked_missing_neighbor_window,blocked_missing_same_QOI_mesh_GCI,blocked_missing_geometry_source_Q_wall,support_only_until_one_runtime_legal_candidate_exists,not_admitted,recirculation mask not defined,"define trusted exchange interface, recirculation mask, wall/core band, Q_wall_W, and sampler manifest before harvest",work_products/2026-07/2026-07-21/2026-07-21_s13_upcomer_exchange_geometry_contract/geometry_source_ledger.csv;work_products/2026-07/2026-07-21/2026-07-21_s13_upcomer_exchange_sampler_manifest_preflight/sampler_input_gap_matrix.csv;work_products/2026-07/2026-07-21/2026-07-21_same_qoi_uq_phase_c_admission_table/same_qoi_uq_admission_table.csv;work_products/2026-07/2026-07-21/2026-07-21_same_qoi_uq_phase_c_admission_table/next_task_queue.csv;work_products/2026-07/2026-07-21/2026-07-21_same_qoi_neighbor_window_preflight/compute_needed_queue.csv
S13-EXCH1,upcomer_exchange_onset,mdot_exchange,interface velocity/normal/area basis,fail,blocked_missing_geometry_source_Q_wall,blocked_until_QOI_harvest_exists,blocked_missing_neighbor_window,blocked_missing_same_QOI_mesh_GCI,blocked_missing_geometry_source_Q_wall,support_only_until_one_runtime_legal_candidate_exists,not_admitted,trusted exchange interface not released,"define trusted exchange interface, recirculation mask, wall/core band, Q_wall_W, and sampler manifest before harvest",work_products/2026-07/2026-07-21/2026-07-21_s13_upcomer_exchange_geometry_contract/geometry_source_ledger.csv;work_products/2026-07/2026-07-21/2026-07-21_s13_upcomer_exchange_sampler_manifest_preflight/sampler_input_gap_matrix.csv;work_products/2026-07/2026-07-21/2026-07-21_same_qoi_uq_phase_c_admission_table/same_qoi_uq_admission_table.csv;work_products/2026-07/2026-07-21/2026-07-21_same_qoi_uq_phase_c_admission_table/next_task_queue.csv;work_products/2026-07/2026-07-21/2026-07-21_same_qoi_neighbor_window_preflight/compute_needed_queue.csv
S13-EXCH1,upcomer_exchange_onset,tau_recirc,V_recirc divided by exchange flow basis,fail,blocked_missing_geometry_source_Q_wall,blocked_until_QOI_harvest_exists,blocked_missing_neighbor_window,blocked_missing_same_QOI_mesh_GCI,blocked_missing_geometry_source_Q_wall,support_only_until_one_runtime_legal_candidate_exists,not_admitted,V_recirc and mdot_exchange both unavailable,"define trusted exchange interface, recirculation mask, wall/core band, Q_wall_W, and sampler manifest before harvest",work_products/2026-07/2026-07-21/2026-07-21_s13_upcomer_exchange_geometry_contract/geometry_source_ledger.csv;work_products/2026-07/2026-07-21/2026-07-21_s13_upcomer_exchange_sampler_manifest_preflight/sampler_input_gap_matrix.csv;work_products/2026-07/2026-07-21/2026-07-21_same_qoi_uq_phase_c_admission_table/same_qoi_uq_admission_table.csv;work_products/2026-07/2026-07-21/2026-07-21_same_qoi_uq_phase_c_admission_table/next_task_queue.csv;work_products/2026-07/2026-07-21/2026-07-21_same_qoi_neighbor_window_preflight/compute_needed_queue.csv
S13-EXCH1,upcomer_exchange_onset,wall_core_bulk_temperature_contrast,wall/core band thermal basis,fail,blocked_missing_geometry_source_Q_wall,blocked_until_QOI_harvest_exists,blocked_missing_neighbor_window,blocked_missing_same_QOI_mesh_GCI,blocked_missing_geometry_source_Q_wall,support_only_until_one_runtime_legal_candidate_exists,not_admitted,wall/core band not tied to recirculation region,"define trusted exchange interface, recirculation mask, wall/core band, Q_wall_W, and sampler manifest before harvest",work_products/2026-07/2026-07-21/2026-07-21_s13_upcomer_exchange_geometry_contract/geometry_source_ledger.csv;work_products/2026-07/2026-07-21/2026-07-21_s13_upcomer_exchange_sampler_manifest_preflight/sampler_input_gap_matrix.csv;work_products/2026-07/2026-07-21/2026-07-21_same_qoi_uq_phase_c_admission_table/same_qoi_uq_admission_table.csv;work_products/2026-07/2026-07-21/2026-07-21_same_qoi_uq_phase_c_admission_table/next_task_queue.csv;work_products/2026-07/2026-07-21/2026-07-21_same_qoi_neighbor_window_preflight/compute_needed_queue.csv
S13-EXCH1,upcomer_exchange_onset,pressure_energy_residual_support,same-window residual basis,fail,blocked_missing_geometry_source_Q_wall,blocked_until_QOI_harvest_exists,blocked_missing_neighbor_window,blocked_missing_same_QOI_mesh_GCI,blocked_missing_geometry_source_Q_wall,support_only_until_one_runtime_legal_candidate_exists,not_admitted,source/sink sign convention and Q_wall_W missing,"define trusted exchange interface, recirculation mask, wall/core band, Q_wall_W, and sampler manifest before harvest",work_products/2026-07/2026-07-21/2026-07-21_s13_upcomer_exchange_geometry_contract/geometry_source_ledger.csv;work_products/2026-07/2026-07-21/2026-07-21_s13_upcomer_exchange_sampler_manifest_preflight/sampler_input_gap_matrix.csv;work_products/2026-07/2026-07-21/2026-07-21_same_qoi_uq_phase_c_admission_table/same_qoi_uq_admission_table.csv;work_products/2026-07/2026-07-21/2026-07-21_same_qoi_uq_phase_c_admission_table/next_task_queue.csv;work_products/2026-07/2026-07-21/2026-07-21_same_qoi_neighbor_window_preflight/compute_needed_queue.csv
S14-F6-RIGHT-LEG,pressure_F6_ordinary_branch,F6_endpoint_pressure_delta,endpoint static pressure and ordinary-flow dynamic pressure basis,partial_diagnostic_only,blocked_no_fit_release,partial_or_pending_endpoint_windows,blocked_missing_neighbor_window,blocked_missing_same_QOI_mesh_GCI,blocked_no_fit_release,support_or_future_only_until_endpoint_UQ_passes,not_admitted,ordinary-flow and same-QOI UQ not passed,refresh terminal low-recirculation readiness and face endpoint UQ before F3-vs-F6 review,work_products/2026-07/2026-07-21/2026-07-21_thesis_study_s14_pressure_f6_nonrecirc_anchor_evidence/f6_branch_decision_table.csv;work_products/2026-07/2026-07-21/2026-07-21_thesis_study_s14_pressure_f6_nonrecirc_anchor_evidence/f3_vs_f6_comparison_readiness.csv;work_products/2026-07/2026-07-21/2026-07-21_same_qoi_uq_phase_c_admission_table/same_qoi_uq_admission_table.csv;work_products/2026-07/2026-07-21/2026-07-21_same_qoi_uq_phase_c_admission_table/next_task_queue.csv;work_products/2026-07/2026-07-21/2026-07-21_same_qoi_neighbor_window_preflight/compute_needed_queue.csv
S14-F6-RIGHT-LEG,pressure_F6_ordinary_branch,F6_endpoint_face_raw_pressure_velocity,face endpoint pressure/velocity basis,partial_diagnostic_only,blocked_no_fit_release,partial_or_pending_endpoint_windows,blocked_missing_neighbor_window,blocked_missing_same_QOI_mesh_GCI,blocked_no_fit_release,support_or_future_only_until_endpoint_UQ_passes,not_admitted,neighbor windows and mesh/GCI missing,refresh terminal low-recirculation readiness and face endpoint UQ before F3-vs-F6 review,work_products/2026-07/2026-07-21/2026-07-21_thesis_study_s14_pressure_f6_nonrecirc_anchor_evidence/f6_branch_decision_table.csv;work_products/2026-07/2026-07-21/2026-07-21_thesis_study_s14_pressure_f6_nonrecirc_anchor_evidence/f3_vs_f6_comparison_readiness.csv;work_products/2026-07/2026-07-21/2026-07-21_same_qoi_uq_phase_c_admission_table/same_qoi_uq_admission_table.csv;work_products/2026-07/2026-07-21/2026-07-21_same_qoi_uq_phase_c_admission_table/next_task_queue.csv;work_products/2026-07/2026-07-21/2026-07-21_same_qoi_neighbor_window_preflight/compute_needed_queue.csv
