source_id,case_id,base_case_id,fluid,variant_label,display_label,run_status,latest_heat_time_s,heater_power_w,cooling_power_w,ambient_proxy_w,ambient_noncooling_proxy_w,cooling_branch_total_removal_w,cooling_branch_excess_w,net_total_q_w,net_total_q_pct_of_heater,heater_section_gap_w,section_downcomer_net_q_w,section_heater_net_q_w,section_upcomer_net_q_w,section_test_section_net_q_w,section_cooling_branch_net_q_w,section_upper_transport_net_q_w,section_lower_transport_net_q_w,section_junctions_net_q_w,section_other_net_q_w,dominant_loss_section,dominant_loss_magnitude_w,exp_q_external_loss_reference_w,ambient_error_w,ambient_error_pct,exp_tw_rmse_k,note
val_salt_test_2_coarse_mesh_laminar,salt_test_2,salt_test_2,hitec_salt,,S2,running,8602.0,265.7,56.34,188.09800293490002,108.08726293490002,136.35074,80.01074,0.193062345099988,0.07266177835904704,21.06893471999996,-22.211309145999998,244.63106528000003,-19.25206693,-7.45849322,-136.35074,-11.8609897351,-6.3783173346,-40.9260865692,0.0,Cooling branch,136.35074,236.41196517975052,-48.3139622448505,-20.436343908446457,6.2626823688395215,latest wall-heat time 8602.0 s extends beyond the June 4 metadata snapshot at 3871.0 s; TW RMSE provenance remains the June 4 direct-validation package
viscosity_screening_salt_test_1_jin_coarse_mesh,salt_test_1_jin,salt_test_1,hitec_salt_jin,jin,S1 jin,terminated,3230.0,232.3,55.58,167.774126774,87.750948914,135.60317786,80.02317785999999,-9.456096029600017,-4.070639702798113,19.14954319000003,-19.814175403,213.15045680999998,-17.2064186887,0.7475739344,-135.60317786,-10.628555641,-5.7288339956000005,-34.372965185700004,0.0,Cooling branch,135.60317786,230.96692873748583,-63.192801963485834,-27.360108353568656,17.804909804082378,
viscosity_screening_salt_test_1_kirst_coarse_mesh,salt_test_1_kirst,salt_test_1,hitec_salt_kirst,kirst,S1 kirst,completed,3279.163522,232.3,55.58,167.80591747262997,87.78273961262998,135.60317786,80.02317785999999,-9.48782502563005,-4.084298332169629,19.208120330000014,-19.821262675,213.09187967,-17.181574135730003,0.806212777,-135.60317786,-10.6454664296,-5.740452810600001,-34.393983561700004,0.0,Cooling branch,135.60317786,230.96692873748583,-63.16101126485586,-27.346344175812238,17.690732707468666,
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_test_2_jin,salt_test_2,hitec_salt_jin,jin,S2 jin,terminated,2432.0,265.7,56.34,186.8943747244,106.8836348244,136.3507399,80.0107399,0.36200464559998835,0.13624563251787292,22.103620629999966,-23.022580644,243.59637937000002,-20.001287434800002,-5.499522598,-136.3507399,-12.318511763100002,-6.6431023273,-39.3986300572,0.0,Cooling branch,136.3507399,236.41196517975052,-49.51759045535053,-20.945467128832053,6.615343578414548,
viscosity_screening_salt_test_2_kirst_coarse_mesh,salt_test_2_kirst,salt_test_2,hitec_salt_kirst,kirst,S2 kirst,completed,586.560241,265.7,56.34,188.09286214599,108.08212226599001,136.35073988,80.01073987999999,-0.7733511059899865,-0.2910617636394379,22.040488960000005,-22.847201978,243.65951103999998,-19.80404464489,-5.039731247,-136.35073988,-12.248754186100001,-6.6119376016,-41.530452608400005,0.0,Cooling branch,136.35073988,236.41196517975052,-48.31910303376051,-20.43851841298395,6.971738348376763,
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_test_3_jin,salt_test_3,hitec_salt_jin,jin,S3 jin,terminated,2515.0,297.5,60.55,211.76299764877,121.54335894876999,150.76963870000003,90.21963870000003,0.9724962812299758,0.32688950629579017,24.21450606999997,-25.193505609,273.28549393000003,-21.94500801107,-10.24342229,-150.76963870000003,-13.4887361561,-7.2843608153999995,-43.3883260672,0.0,Cooling branch,150.76963870000003,261.467043710691,-49.70404606192096,-19.009679138345895,6.904353795656094,
viscosity_screening_salt_test_3_kirst_coarse_mesh,salt_test_3_kirst,salt_test_3,hitec_salt_kirst,kirst,S3 kirst,terminated,3298.0,297.5,60.55,211.73729728346,121.51765852346001,150.76963876,90.21963876,0.868638036540025,0.2919791719462269,24.34406468000003,-25.267407880999997,273.15593531999997,-21.957635345760004,-10.2680828,-150.76963876,-13.5273113223,-7.3023636868,-43.194857487600004,0.0,Cooling branch,150.76963876,261.467043710691,-49.729746427230964,-19.01950843267885,6.6414913375364,
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_test_4_jin,salt_test_4,hitec_salt_jin,jin,S4 jin,terminated,2083.0,337.6,65.98,244.24024581527993,140.99343219527995,169.22681362,103.24681362,0.37240998471996534,0.11031101443126935,27.007344200000034,-28.005468852,310.5926558,-24.459976878379997,-16.52275142,-169.22681362,-15.0272776934,-8.123735682700001,-48.854221668799994,0.0,Cooling branch,169.22681362,295.69622118054673,-51.455975365266795,-17.40163440703854,7.555170550541495,
viscosity_screening_salt_test_4_kirst_coarse_mesh,salt_test_4_kirst,salt_test_4,hitec_salt_kirst,kirst,S4 kirst,terminated,2984.0,337.6,65.98,244.09050705061998,140.84369180061998,169.22681525,103.24681524999998,0.41683114937993615,0.12346894235187682,27.11266180000007,-28.087377630000002,310.48733819999995,-24.46965738422,-16.54605165,-169.22681525,-15.056133675100002,-8.1430515508,-48.5414199105,0.0,Cooling branch,169.22681525,295.69622118054673,-51.60571412992675,-17.45227379771527,7.272489858169521,
val_water_test_1_coarse_mesh_laminar,water_test_1,water_test_1,water,,W1,terminated,5274.0,58.8,26.86,26.37464932014,22.840689932740002,30.3939593874,3.5339593873999995,0.20410911985999158,0.34712435350338705,5.361241559999996,-5.070428153,53.43875844,-4.52175686772,-2.783556867,-30.3939593874,-2.7697190940299996,-1.55224731167,-6.142981639319999,0.0,Cooling branch,30.3939593874,27.95017023606933,-1.575520915929328,-5.6368920211303,1.6726777853082744,
val_water_test_2_coarse_mesh_laminar,water_test_2,water_test_2,water,,W2,terminated,3985.0,77.6,35.63,35.23596008134,30.03946593474,40.8264941466,5.196494146599996,-0.20540415133998202,-0.2646960713144098,6.939444069999979,-6.682036601,70.66055593000002,-5.88377091185,-3.751008791,-40.8264941466,-3.61643041468,-2.02522644061,-8.0809927756,0.0,Cooling branch,40.8264941466,37.887199915806505,-2.6512398344665087,-6.997719125082173,2.048164218012501,
val_water_test_3_coarse_mesh_laminar,water_test_3,water_test_3,water,,W3,terminated,3732.0,93.0,43.02,42.01837268819,35.61516696419,49.423205724,6.403205723999996,-0.22549567818999927,-0.24246847117204226,8.187122990000006,-7.929411872,84.81287701,-6.93637855265,-4.530681863,-49.423205724,-4.279441159639999,-2.3978360876,-9.5414174293,0.0,Cooling branch,49.423205724,44.9628041907559,-2.944431502565898,-6.548594011338947,2.253674015309304,
val_water_test_4_coarse_mesh_laminar,water_test_4,water_test_4,water,,W4,terminated,2542.0,129.0,58.06,59.585540226640006,49.734151471640004,67.911388755,9.851388755000002,0.13164142335999518,0.10204761500774821,11.222818349999983,-11.069846975,117.77718165000002,-9.59980147604,-6.549621464,-67.911388755,-5.9331566582,-3.3149809888000004,-13.2667439096,0.0,Cooling branch,67.911388755,62.48007382531839,-2.894533598678386,-4.632730759523292,2.902493919375731,
