source_id,case_id,span,property_mode,orientation,heating_cooling_sign,T_basis_K,delta_T_basis_K,rho_kg_m3,mu_pa_s,cp_jkgk,k_w_mk,Re,Pr,Gr,Gr_star,Ri,Ra,Gz,Bo,L_m,D_h_m,L_over_D,reset_distance_m,reset_distance_basis,flow_reset_flag,fit_use_status,quality_flags
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,left_lower_leg,jin_viscosity_cp_1560_k_060,mostly_horizontal,heating_expected,450,1,1956.235,0.0089505564,1560,0.6,68.783683,23.271447,1863.77,333.48151,0.39393219,43372.625,286.41005,2.2936087,0.12192,0.021814959,5.5888256,0.12192,section_length_since_local_endpoint_only; upstream reset map handled by TODO-LITREV-RESET-NAMED-LOSSES,True,not_fit_recirculation,recirculation_invalid_single_f;coarse_no_gci;thermal_deltaT_default_1K_no_segment_match;historical_constant_cp_k_sensitivity
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,left_lower_leg,jin_viscosity_parida_cp_santini_k,mostly_horizontal,heating_expected,450,1,1956.235,0.0089505564,1423.5,0.5415,68.783683,23.529302,1863.77,333.48151,0.39393219,43853.208,289.58357,2.2936087,0.12192,0.021814959,5.5888256,0.12192,section_length_since_local_endpoint_only; upstream reset map handled by TODO-LITREV-RESET-NAMED-LOSSES,True,not_fit_recirculation,recirculation_invalid_single_f;coarse_no_gci;thermal_deltaT_default_1K_no_segment_match;updated_candidate_sensitivity
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,left_lower_leg,replication_reis_jadyn,mostly_horizontal,heating_expected,450,1,1956.235,0.011596125,2397.5132,0.5415,53.091204,51.342315,1110.3672,198.6763,0.39393219,57008.821,487.72774,2.2936087,0.12192,0.021814959,5.5888256,0.12192,section_length_since_local_endpoint_only; upstream reset map handled by TODO-LITREV-RESET-NAMED-LOSSES,True,not_fit_recirculation,recirculation_invalid_single_f;coarse_no_gci;thermal_deltaT_default_1K_no_segment_match;replication_plus_measured_k_candidate
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,left_lower_leg,shen_celsius_comparison,mostly_horizontal,heating_expected,450,1,1956.235,0.0089505564,1522.4725,0.61547215,68.783683,22.140687,1863.77,333.48151,0.39393219,41265.148,272.49338,2.2936087,0.12192,0.021814959,5.5888256,0.12192,section_length_since_local_endpoint_only; upstream reset map handled by TODO-LITREV-RESET-NAMED-LOSSES,True,not_fit_recirculation,recirculation_invalid_single_f;coarse_no_gci;thermal_deltaT_default_1K_no_segment_match;clean_celsius_basis_comparison
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,left_lower_leg,sohal_janz_full,mostly_horizontal,heating_expected,450,1,1956.235,0.011596125,2397.5132,0.5,53.091204,55.603727,1110.3672,198.6763,0.39393219,61740.554,528.20914,2.2936087,0.12192,0.021814959,5.5888256,0.12192,section_length_since_local_endpoint_only; upstream reset map handled by TODO-LITREV-RESET-NAMED-LOSSES,True,not_fit_recirculation,recirculation_invalid_single_f;coarse_no_gci;thermal_deltaT_default_1K_no_segment_match;source_supported_sensitivity_k_screening
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,left_upper_leg,jin_viscosity_cp_1560_k_060,mostly_horizontal,cooling_expected,450,1,1956.235,0.0089505564,1560,0.6,64.770238,23.271447,1863.77,284.14248,0.44426422,43372.625,229.79614,7.6797823,0.14309042,0.021814959,6.5592798,0.14309042,section_length_since_local_endpoint_only; upstream reset map handled by TODO-LITREV-RESET-NAMED-LOSSES,False,not_fit_recirculation,recirculation_invalid_single_f;coarse_no_gci;thermal_deltaT_default_1K_no_segment_match;historical_constant_cp_k_sensitivity
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,left_upper_leg,jin_viscosity_parida_cp_santini_k,mostly_horizontal,cooling_expected,450,1,1956.235,0.0089505564,1423.5,0.5415,64.770238,23.529302,1863.77,284.14248,0.44426422,43853.208,232.34235,7.6797823,0.14309042,0.021814959,6.5592798,0.14309042,section_length_since_local_endpoint_only; upstream reset map handled by TODO-LITREV-RESET-NAMED-LOSSES,False,not_fit_recirculation,recirculation_invalid_single_f;coarse_no_gci;thermal_deltaT_default_1K_no_segment_match;updated_candidate_sensitivity
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,left_upper_leg,replication_reis_jadyn,mostly_horizontal,cooling_expected,450,1,1956.235,0.011596125,2397.5132,0.5415,49.993396,51.342315,1110.3672,169.28188,0.44426422,57008.821,391.31989,7.6797823,0.14309042,0.021814959,6.5592798,0.14309042,section_length_since_local_endpoint_only; upstream reset map handled by TODO-LITREV-RESET-NAMED-LOSSES,False,not_fit_recirculation,recirculation_invalid_single_f;coarse_no_gci;thermal_deltaT_default_1K_no_segment_match;replication_plus_measured_k_candidate
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,left_upper_leg,shen_celsius_comparison,mostly_horizontal,cooling_expected,450,1,1956.235,0.0089505564,1522.4725,0.61547215,64.770238,22.140687,1863.77,284.14248,0.44426422,41265.148,218.63034,7.6797823,0.14309042,0.021814959,6.5592798,0.14309042,section_length_since_local_endpoint_only; upstream reset map handled by TODO-LITREV-RESET-NAMED-LOSSES,False,not_fit_recirculation,recirculation_invalid_single_f;coarse_no_gci;thermal_deltaT_default_1K_no_segment_match;clean_celsius_basis_comparison
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,left_upper_leg,sohal_janz_full,mostly_horizontal,cooling_expected,450,1,1956.235,0.011596125,2397.5132,0.5,49.993396,55.603727,1110.3672,169.28188,0.44426422,61740.554,423.79945,7.6797823,0.14309042,0.021814959,6.5592798,0.14309042,section_length_since_local_endpoint_only; upstream reset map handled by TODO-LITREV-RESET-NAMED-LOSSES,False,not_fit_recirculation,recirculation_invalid_single_f;coarse_no_gci;thermal_deltaT_default_1K_no_segment_match;source_supported_sensitivity_k_screening
