source_id,case_label,branch_name,branch_profile_index,branch_s_fraction,branch_s_mid_m,branch_total_length_m,component_span_name,component_span_order_index,time_sample_count,mean_reverse_area_fraction,max_reverse_area_fraction,mean_reverse_abs_shear_fraction,mean_reverse_abs_heat_fraction,mean_signed_wall_shear_pa
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,upcomer,1,0.010324281981917722,0.009803060606060605,0.949515,left_lower_leg,0,4,0.5416666666566944,0.5416666666566944,0.6873985677268205,0.5471937280577512,-0.01783320164987831
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,upcomer,2,0.020648563963835444,0.01960612121212121,0.949515,left_lower_leg,0,4,0.5416666666566944,0.5416666666566944,0.8453459596652521,0.5477520556451527,-0.05034449325097061
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,upcomer,3,0.030972845945753162,0.029409181818181813,0.949515,left_lower_leg,0,4,0.6250000000035179,0.6250000000035179,0.9006767156681719,0.631753348649061,-0.07308126655190225
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,upcomer,4,0.04129712792767089,0.03921224242424242,0.949515,left_lower_leg,0,4,0.6250000000035179,0.6250000000035179,0.9078236282162016,0.632728215596204,-0.07918129792516504
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,upcomer,5,0.051621409909588606,0.04901530303030303,0.949515,left_lower_leg,0,4,0.6666666666667062,0.6666666666667062,0.9037306783277004,0.6746168182289037,-0.08059718207443888
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,upcomer,6,0.061945691891506324,0.05881836363636363,0.949515,left_lower_leg,0,4,0.6666666666667063,0.6666666666667063,0.8954054375400866,0.6752254459323918,-0.0794880962557793
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,upcomer,7,0.07226997387342404,0.06862142424242423,0.949515,left_lower_leg,0,4,0.6666666666667062,0.6666666666667062,0.8858130686019677,0.6757425253155301,-0.07725847446214333
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,upcomer,8,0.08259425585534177,0.07842448484848484,0.949515,left_lower_leg,0,4,0.6250000000035179,0.6250000000035179,0.8758395254183051,0.6352669861652721,-0.074659923988197
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,upcomer,9,0.0929185378372595,0.08822754545454545,0.949515,left_lower_leg,0,4,0.6250000000035179,0.6250000000035179,0.8670904606162952,0.6356884731087561,-0.07229503842333869
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,upcomer,10,0.10324281981917721,0.09803060606060605,0.949515,left_lower_leg,0,4,0.625000000003518,0.625000000003518,0.8602851056305719,0.6360152162763232,-0.07033695163969535
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,upcomer,11,0.11356710180109494,0.10783366666666666,0.949515,left_lower_leg,0,4,0.6250000000035179,0.6250000000035179,0.8553259426010065,0.6362626526411905,-0.06880727998214081
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,upcomer,12,0.12389138378301265,0.11763672727272725,0.949515,left_lower_leg,0,4,0.6250000000035182,0.6250000000035182,0.8519499405310235,0.6364478831311078,-0.06766270522801268
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,upcomer,13,0.13421566576493038,0.12743978787878787,0.949515,left_lower_leg,0,4,0.6250000000035181,0.6250000000035181,0.8499270879515137,0.6365790976324149,-0.06687112270737007
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,upcomer,14,0.14453994774684809,0.13724284848484847,0.949515,left_lower_leg,0,4,0.6250000000035179,0.6250000000035179,0.8488039419498186,0.6366763400615693,-0.06630286550908807
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,upcomer,15,0.15486422972876585,0.1470459090909091,0.949515,left_lower_leg,0,4,0.625000000003518,0.625000000003518,0.8483260354278164,0.6367506873371332,-0.06587487228143823
