source_id,case_label,branch_name,latest_time_s,time_row_count,nu_mean,nu_latest,nu_latest_vs_mean_fraction,htc_mean_w_m2_k,htc_latest_w_m2_k,htc_latest_vs_mean_fraction,residual_mean_fraction,residual_latest_fraction,residual_latest_vs_mean_fraction
val_salt_test_2_coarse_mesh_laminar,Salt 2 Val,left_lower_leg,8602.0,5,4.230616665159522,4.230806076619209,4.477159588749585e-05,104.4579128869769,104.46258775439375,4.475359776631595e-05,0.43860221336602845,0.4398100790640114,0.0027538978627428276
val_salt_test_2_coarse_mesh_laminar,Salt 2 Val,left_upper_leg,8602.0,5,4.940646095492157,4.9406969169135895,1.02863917896203e-05,121.88386662638689,121.88512203183447,1.030001330223778e-05,0.5580134275453461,0.5572619791192932,0.001346649361751851
val_salt_test_2_coarse_mesh_laminar,Salt 2 Val,lower_leg,8602.0,5,10.058278636156809,10.057165387120188,0.0001106798764372036,247.4630826838139,247.43573385292743,0.00011051681159816065,1.6972813509159181,1.6973432935485426,3.649520604881638e-05
val_salt_test_2_coarse_mesh_laminar,Salt 2 Val,right_leg,8602.0,5,2.4818500260017204,2.481864340251064,5.7675722520095005e-06,61.12072240337699,61.12107776325,5.814065329053245e-06,7.567109782014688,7.572052907632476,0.0006532382587519459
val_salt_test_2_coarse_mesh_laminar,Salt 2 Val,test_section_span,8602.0,5,6.20035613169017,6.199796042456465,9.033178446675926e-05,163.75188731436998,163.73712080711516,9.017610420862298e-05,2.0457727714787346,2.0455792460202415,9.459772912764113e-05
val_salt_test_2_coarse_mesh_laminar,Salt 2 Val,upcomer,8602.0,5,5.037740589659533,5.037716374851291,4.80668025896571e-06,127.10793860540313,127.10733405281438,4.75621424898681e-06,1.0507478344432057,1.0507788389694868,2.950710462082398e-05
val_salt_test_2_coarse_mesh_laminar,Salt 2 Val,upper_leg,8602.0,5,13.086775122622706,13.086812673832355,2.8694013076154137e-06,319.8408665834525,319.8417936290847,2.898458980818217e-06,2.003344509975443,2.003398266959067,2.683361915856696e-05
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,left_lower_leg,3229.0,4,2.676696164431798,2.676671691690206,9.142891119857716e-06,65.564723862979,65.5641190090449,9.225295226689806e-06,0.6125985425996792,0.6125840884829123,2.35947619226724e-05
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,left_upper_leg,3229.0,4,3.3988115461676247,3.398781612389732,8.807130812120334e-06,83.19650900099747,83.19576968506179,8.886381707030019e-06,0.711600314753554,0.7116047659868348,6.255243552395085e-06
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,lower_leg,3229.0,4,8.81678216309508,8.816772647780013,1.0792276469368715e-06,215.38774054369912,215.38749244812675,1.1518555872668421e-06,1.779331981736541,1.7793455731508867,7.638492695722152e-06
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,right_leg,3229.0,4,2.487951929567605,2.487946697215016,2.1030762398568743e-06,60.795643937321344,60.79551118230179,2.1836271640409447e-06,7.787809779692853,7.787959301271794,1.9199439017014894e-05
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,test_section_span,3229.0,4,0.894758225588929,0.8946740240324329,9.410537292430203e-05,23.44544485251533,23.443236608782087,9.418647191955496e-05,4.840081225432819,4.840364965376602,5.862297150969707e-05
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,upcomer,3229.0,4,2.587541706334145,2.587506421367938,1.3636482117472179e-05,64.77414397292162,64.77325544024498,1.3717397438888535e-05,0.9426571684547387,0.9426478603090809,9.874369992924662e-06
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,upper_leg,3229.0,4,12.789771518166372,12.789773254791644,1.3578235307519808e-07,310.2929972980027,310.2930159351992,6.006321977092828e-08,1.990001856375562,1.9899865286118144,7.7023866578152e-06
viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,left_lower_leg,3279.0,4,2.434920589647474,2.434920609174985,8.0197733127953e-09,59.64690500966448,59.64690548723719,8.006663748367223e-09,0.49690830092027105,0.49690797423459354,6.57436546953811e-07
viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,left_upper_leg,3279.0,4,3.084991130898513,3.0849911222476756,2.8041692869489656e-09,75.52081648175034,75.52081627021845,2.8009747196907226e-09,0.7503263733398928,0.7503263514811681,2.913228895561882e-08
viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,lower_leg,3279.0,4,8.621030856325483,8.621030858956034,3.051319291446107e-10,210.6091233243343,210.60912338928236,3.083820265318462e-10,1.779589350305454,1.7795893602102455,5.565773603770354e-09
viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,right_leg,3279.0,4,2.45162358809613,2.451623585883317,9.025908604631373e-10,59.911914283329246,59.91191422894469,9.077419400223288e-10,7.7619121835892635,7.761912190109697,8.400549926529102e-10
viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,test_section_span,3279.0,4,0.7254321006638069,0.7254321012213671,7.68590498966748e-10,19.010075421294353,19.010075435892627,7.679230232200497e-10,4.843955953338735,4.843955251946686,1.4479736316467654e-07
viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,upcomer,3279.0,4,2.317920759753452,2.3179207653581324,2.4179775136211405e-09,58.029198673572,58.02919881368168,2.414468699508789e-09,0.8982802211953438,0.8982800252878664,2.1809171874112823e-07
viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,upper_leg,3279.0,4,12.774493046046729,12.774493021000605,1.9606354089517773e-09,309.93499820851457,309.93499760195897,1.9570413334908437e-09,1.989796667769295,1.989796682821881,7.56488644707549e-09
viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,left_lower_leg,2431.0,4,3.9243500348142626,3.9244693332327376,3.0399535570651167e-05,96.69312883691161,96.69608062045644,3.052733508922782e-05,0.3765956073903398,0.3783307065248276,0.004607327064995075
viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,left_upper_leg,2431.0,4,4.704566811788064,4.704638804794518,1.5302791805127978e-05,115.82150306855671,115.8232899261821,1.5427684653104995e-05,0.5976099063470286,0.5974408126107377,0.00028295002223864476
viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,lower_leg,2431.0,4,9.85923153744784,9.85985748584552,6.34885584441659e-05,242.09839923699883,242.11386305896434,6.387411901213408e-05,1.7035150509247905,1.7035630120117653,2.815419033061362e-05
viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,right_leg,2431.0,4,2.5757206495401297,2.5759003208522935,6.975574474501564e-05,63.30210905973618,63.306535563873,6.99266454556701e-05,7.249171679786825,7.253824510666315,0.0006418431077393754
viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,test_section_span,2431.0,4,5.123534001841174,5.123272230307624,5.109198718227194e-05,135.0330943842812,135.0262241840787,5.087789947967842e-05,2.119556658155104,2.1200158106094693,0.00021662664812413884
viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,upcomer,2431.0,4,4.503370712728384,4.503393311961773,5.01829292551444e-06,113.38979951544545,113.39038617890408,5.173864502283508e-06,0.981312885578792,0.9819525707097613,0.000651866637409883
viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,upper_leg,2431.0,4,12.971690884840246,12.971767742435086,5.925025158391198e-06,316.402020126382,316.40392575425693,6.022805651360308e-06,2.004396128865758,2.0044123821280277,8.108807453662334e-06
viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,left_lower_leg,586.0,4,3.1465036613965633,3.1465036375427955,7.581039279410842e-09,77.51253363455604,77.51253304788126,7.56877301325577e-09,0.08269527727037376,0.08269472570131925,6.669897879535386e-06
viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,left_upper_leg,586.0,4,3.8687494519608787,3.8687495650435837,2.9229782487069274e-08,95.22802908431576,95.22803186371,2.918672436326189e-08,0.6803407183754665,0.6803408186096543,1.4732939706740973e-07
viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,lower_leg,586.0,4,9.4653084312197,9.465308430707097,5.4156005255464894e-11,232.35264665797746,232.35264664681264,4.805116279502465e-11,1.7051791975967954,1.7051792714461476,4.3308851229885354e-08
viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,right_leg,586.0,4,2.5171567794349885,2.517156802151745,9.02476820733222e-09,61.85027056100587,61.85027111613174,8.975318300803445e-09,7.251995187470625,7.251994542517102,8.89346319068999e-08
viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,test_section_span,586.0,4,3.9293112739297023,3.9293113978477696,3.153684163050877e-08,103.54045312642955,103.54045638665458,3.1487451813938276e-08,1.9854518439043933,1.9854520364398218,9.697310417293836e-08
viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,upcomer,586.0,4,3.595913414318261,3.5959134707606704,1.5696264873396188e-08,90.52461510139702,90.52461651986857,1.5669456906685096e-08,0.8595068917823633,0.859506804529285,1.0151527480726883e-07
viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,upper_leg,586.0,4,12.918022575148239,12.918022552209203,1.775738928036379e-09,315.0130609010175,315.01306034306555,1.7712026807941492e-09,2.0075453415351214,2.0075453606123475,9.502762217333941e-09
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,left_lower_leg,2514.0,4,5.090273089410228,5.090431263572199,3.1073806688291855e-05,126.07875770540457,126.08269740640367,3.1247936375636684e-05,0.4244389053438508,0.4207861517128111,0.008606076363524033
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,left_upper_leg,2514.0,4,5.47135076286456,5.471000235221657,6.406601552250965e-05,135.3880317851401,135.37940327370242,6.373171486362423e-05,0.533690805133786,0.5337816252531072,0.0001701736631915547
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,lower_leg,2514.0,4,10.595374131769242,10.595164386356048,1.979594213339597e-05,261.38868826242043,261.38361138688987,1.9422705566606844e-05,1.6924617006564104,1.692511484990478,2.9415338644502887e-05
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,right_leg,2514.0,4,2.524614860325285,2.5248135860177117,7.871525100709138e-05,62.363364759397726,62.368284892969875,7.889461370680332e-05,7.378919318419615,7.379355756591881,5.914662478781563e-05
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,test_section_span,2514.0,4,7.414379462727057,7.414626842361266,3.3364846708061575e-05,196.4188861598382,196.4254797932989,3.356924371999815e-05,2.045267195677533,2.044021592053779,0.0006090175534942557
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,upcomer,2514.0,4,5.947312364082096,5.9473023417495465,1.6851868434187653e-06,150.52176501003868,150.52154716355318,1.4472756513538186e-06,1.0932760886548982,1.0917943144739957,0.001355352226467926
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,upper_leg,2514.0,4,13.411182966211854,13.41221415567886,7.68902690839976e-05,328.6990363669046,328.7243081365413,7.688422185857005e-05,2.0039970948783594,2.0041053169052905,5.4003085736822696e-05
viscosity_screening_salt_test_3_kirst_coarse_mesh,Salt 3 Kirst,left_lower_leg,3297.0,4,4.1526168448897165,4.152758506702628,3.4113865594327704e-05,102.88348887215926,102.88701373144076,3.426068964163871e-05,0.2531083019533079,0.253679408313661,0.0022563715055795497
viscosity_screening_salt_test_3_kirst_coarse_mesh,Salt 3 Kirst,left_upper_leg,3297.0,4,4.840659031924227,4.840556344039474,2.121361659154696e-05,119.81756099318746,119.8150450300585,2.099828362471764e-05,0.5949981826647517,0.5942157831913053,0.0013149611145740607
viscosity_screening_salt_test_3_kirst_coarse_mesh,Salt 3 Kirst,lower_leg,3297.0,4,10.182680308430776,10.182196987879248,4.7464963731345735e-05,251.2261589134918,251.21425587934172,4.737975615893106e-05,1.6934172303688446,1.693461810704478,2.6325665544203573e-05
viscosity_screening_salt_test_3_kirst_coarse_mesh,Salt 3 Kirst,right_leg,3297.0,4,2.5597936514405304,2.55995710374598,6.385370373806918e-05,63.249117324530246,63.25316691923608,6.402610624674502e-05,7.303332226352014,7.311223438008009,0.0010804946853604184
viscosity_screening_salt_test_3_kirst_coarse_mesh,Salt 3 Kirst,test_section_span,3297.0,4,6.420442101840402,6.420102065019195,5.296158984277869e-05,170.13961530311065,170.13065645828385,5.265584273734641e-05,1.9218848399384765,1.921537336880471,0.00018081367352723167
