case_id,source_id,run_class,job_id,campaign,fluid,condition,qoi_name,qoi_units,role,window_id,is_primary_window,window_fraction,window_start_s,window_end_s,window_duration_s,n_samples,mean,std,min,max,p05,p95,peak_to_peak_abs,peak_to_peak_rel,rms_fluctuation,coefficient_of_variation,linear_slope,drift_abs,drift_rel,lag1_autocorr,integrated_autocorr_time_samples,integrated_autocorr_time_s,effective_sample_size,autocorr_corrected_standard_error,block_count,block_mean_std,block_mean_standard_error,dominant_period_s,cycles_in_window,oscillation_envelope_abs,oscillation_envelope_rel,uncertainty_random,uncertainty_block,uncertainty_oscillation,uncertainty_drift,uncertainty_total,uncertainty_method,window_state,fit_use_status,independence_group_id,gate_status,needs_special_gate_scrutiny,pass_through_target,pass_through_risk,source_path,qoi_source_path,raw_observation,interpretation,notes
viscosity_screening_salt_test_1_jin_coarse_mesh,viscosity_screening_salt_test_1_jin_coarse_mesh,jin_mainline,,,salt,,mdot::mdot_pipeleg_left_04_test_section,kg/s,hydraulic,viscosity_screening_salt_test_1_jin_coarse_mesh::mdot::mdot_pipeleg_left_04_test_section::last_0.10,True,0.1,2907.0,3230.0,323.0,324,-0.011286963838148147,1.5211680574643642e-05,-0.01131405836,-0.01126477119,-0.0113112500465,-0.0112651257085,4.928717000000048e-05,0.004356276804639045,8.646435605808021e-07,0.0013444937343105275,1.6212453545376903e-07,5.2366224951567397e-05,0.004628420968439073,0.9640974821924718,35.94392795976085,35.94392795976085,9.014039877965406,5.0666098102808835e-06,5,1.6683093391088722e-05,7.460906179490373e-06,324.0,0.9969135802469136,2.3062168999999667e-05,0.002038363977468441,5.0666098102808835e-06,7.460906179490373e-06,2.3062168999999667e-05,2.6183112475783698e-05,3.525747513469619e-05,"sqrt(random_autocorr^2 + max(block_se, oscillation_envelope)^2 + drift_halfspan^2); coherent oscillation is a non-shrinking floor",stationary,fit_admissible,viscosity_screening_salt_test_1_jin_coarse_mesh::mdot::mdot_pipeleg_left_04_test_section::relaxation_path,not_flagged,False,,False,staging/modern_runs/2026-06-01_full_extractable_batch/salt/viscosity_screening_salt_test_1_jin_coarse_mesh,staging/modern_runs/2026-06-01_full_extractable_batch/salt/viscosity_screening_salt_test_1_jin_coarse_mesh/postProcessing/mdot_pipeleg_left_04_test_section/0/surfaceFieldValue.dat,"mdot::mdot_pipeleg_left_04_test_section last 0.10 window: mean=-0.011287, drift_rel=0.00462842, peak_to_peak_rel=0.00435628, n_eff=9.01404, uncertainty_total=3.52575e-05.","Closure-fit admissibility follows state, special gate, and pass-through rules; raw time samples are correlated and not independent training rows.",
viscosity_screening_salt_test_1_jin_coarse_mesh,viscosity_screening_salt_test_1_jin_coarse_mesh,jin_mainline,,,salt,,mdot::mdot_pipeleg_lower_05_straight,kg/s,hydraulic,viscosity_screening_salt_test_1_jin_coarse_mesh::mdot::mdot_pipeleg_lower_05_straight::last_0.10,True,0.1,2907.0,3230.0,323.0,324,-0.011287507133919752,1.5311304759227775e-05,-0.01131468847,-0.0112646168,-0.011311877587,-0.011265302037,5.0071670000000415e-05,0.004425368858609009,7.72349510358894e-07,0.001353223714450865,1.632426690076129e-07,5.272738208945897e-05,0.004660082531592579,0.9470319829730763,33.35155292205268,33.35155292205268,9.71469007027151,4.9124452822027826e-06,5,1.679115569291938e-05,7.509233110030064e-06,324.0,0.9969135802469136,2.3287775000000246e-05,0.002058189676343802,4.9124452822027826e-06,7.509233110030064e-06,2.3287775000000246e-05,2.6363691044729484e-05,3.551755606180164e-05,"sqrt(random_autocorr^2 + max(block_se, oscillation_envelope)^2 + drift_halfspan^2); coherent oscillation is a non-shrinking floor",stationary,fit_admissible,viscosity_screening_salt_test_1_jin_coarse_mesh::mdot::mdot_pipeleg_lower_05_straight::relaxation_path,not_flagged,False,,False,staging/modern_runs/2026-06-01_full_extractable_batch/salt/viscosity_screening_salt_test_1_jin_coarse_mesh,staging/modern_runs/2026-06-01_full_extractable_batch/salt/viscosity_screening_salt_test_1_jin_coarse_mesh/postProcessing/mdot_pipeleg_lower_05_straight/0/surfaceFieldValue.dat,"mdot::mdot_pipeleg_lower_05_straight last 0.10 window: mean=-0.0112875, drift_rel=0.00466008, peak_to_peak_rel=0.00442537, n_eff=9.71469, uncertainty_total=3.55176e-05.","Closure-fit admissibility follows state, special gate, and pass-through rules; raw time samples are correlated and not independent training rows.",
viscosity_screening_salt_test_1_jin_coarse_mesh,viscosity_screening_salt_test_1_jin_coarse_mesh,jin_mainline,,,salt,,mdot::mdot_pipeleg_right_02_middle,kg/s,hydraulic,viscosity_screening_salt_test_1_jin_coarse_mesh::mdot::mdot_pipeleg_right_02_middle::last_0.10,True,0.1,2907.0,3230.0,323.0,324,-0.01128815330447531,1.5444246293569205e-05,-0.01131544968,-0.01126455263,-0.01131263407,-0.011265161126,5.089705000000007e-05,0.0044980139048261016,6.636764369443103e-07,0.0013648813551676016,1.6471780703165907e-07,5.320385167122588e-05,0.0047018769183573336,0.8477615900987117,27.940976305962867,27.940976305962867,11.595872544040466,4.535393802118242e-06,5,1.6933115156759913e-05,7.5727193122694345e-06,324.0,0.9969135802469136,2.3736472000000612e-05,0.0020977047020901613,4.535393802118242e-06,7.5727193122694345e-06,2.3736472000000612e-05,2.660192583561294e-05,3.5939565357841444e-05,"sqrt(random_autocorr^2 + max(block_se, oscillation_envelope)^2 + drift_halfspan^2); coherent oscillation is a non-shrinking floor",stationary,fit_admissible,viscosity_screening_salt_test_1_jin_coarse_mesh::mdot::mdot_pipeleg_right_02_middle::relaxation_path,not_flagged,False,,False,staging/modern_runs/2026-06-01_full_extractable_batch/salt/viscosity_screening_salt_test_1_jin_coarse_mesh,staging/modern_runs/2026-06-01_full_extractable_batch/salt/viscosity_screening_salt_test_1_jin_coarse_mesh/postProcessing/mdot_pipeleg_right_02_middle/0/surfaceFieldValue.dat,"mdot::mdot_pipeleg_right_02_middle last 0.10 window: mean=-0.0112882, drift_rel=0.00470188, peak_to_peak_rel=0.00449801, n_eff=11.5959, uncertainty_total=3.59396e-05.","Closure-fit admissibility follows state, special gate, and pass-through rules; raw time samples are correlated and not independent training rows.",
viscosity_screening_salt_test_1_jin_coarse_mesh,viscosity_screening_salt_test_1_jin_coarse_mesh,jin_mainline,,,salt,,mdot::mdot_pipeleg_upper_05_cooler,kg/s,hydraulic,viscosity_screening_salt_test_1_jin_coarse_mesh::mdot::mdot_pipeleg_upper_05_cooler::last_0.20,True,0.2,2584.0,3230.0,646.0,647,-0.011314805457310666,3.286420078260434e-05,-0.0113741239,-0.01126430712,-0.011367772454,-0.011265853996,0.00010981677999999905,0.009654966040944837,1.4650451872623274e-06,0.0028893830480081492,1.756472792746381e-07,0.0001134681424114162,0.009975989659424776,0.9783425674680901,104.46621413477146,104.46621413477146,6.193389942946604,1.3205622035314131e-05,5,3.598333601546858e-05,1.6092237077560834e-05,647.0,0.9984544049459042,5.095922900000011e-05,0.00448027728975241,1.3205622035314131e-05,1.6092237077560834e-05,5.095922900000011e-05,5.67340712057081e-05,7.739500183596085e-05,"sqrt(random_autocorr^2 + max(block_se, oscillation_envelope)^2 + drift_halfspan^2); coherent oscillation is a non-shrinking floor",stationary,fit_admissible,viscosity_screening_salt_test_1_jin_coarse_mesh::mdot::mdot_pipeleg_upper_05_cooler::relaxation_path,not_flagged,False,,False,staging/modern_runs/2026-06-01_full_extractable_batch/salt/viscosity_screening_salt_test_1_jin_coarse_mesh,staging/modern_runs/2026-06-01_full_extractable_batch/salt/viscosity_screening_salt_test_1_jin_coarse_mesh/postProcessing/mdot_pipeleg_upper_05_cooler/0/surfaceFieldValue.dat,"mdot::mdot_pipeleg_upper_05_cooler last 0.20 window: mean=-0.0113148, drift_rel=0.00997599, peak_to_peak_rel=0.00965497, n_eff=6.19339, uncertainty_total=7.7395e-05.","Closure-fit admissibility follows state, special gate, and pass-through rules; raw time samples are correlated and not independent training rows.",
viscosity_screening_salt_test_1_jin_coarse_mesh,viscosity_screening_salt_test_1_jin_coarse_mesh,jin_mainline,,,salt,,wall_duty::gross,W,thermal_duty,viscosity_screening_salt_test_1_jin_coarse_mesh::wall_duty::gross::last_0.50,True,0.5,1616.0,3230.0,1614.0,1615,438.1812467861888,0.7791732161990682,437.2521575184001,440.03958094018014,437.289885705217,439.7570484458711,2.7874234217800336,0.00633448340220777,0.23387107925368933,0.001770688933332546,-0.0015936875411391314,2.572211691398558,0.00584540982859501,0.9974136471485229,287.42789267736475,287.42789267736475,5.6188005449172715,0.32870946345142193,5,0.8436944209956092,0.37731161551670156,1615.0,0.9993808049535604,1.2335813703270446,0.0028033418441391076,0.32870946345142193,0.37731161551670156,1.2335813703270446,1.286105845699279,1.8121371788367262,"sqrt(random_autocorr^2 + max(block_se, oscillation_envelope)^2 + drift_halfspan^2); coherent oscillation is a non-shrinking floor",stationary,fit_admissible,viscosity_screening_salt_test_1_jin_coarse_mesh::wall_duty::gross::relaxation_path,not_flagged,False,,False,staging/modern_runs/2026-06-01_full_extractable_batch/salt/viscosity_screening_salt_test_1_jin_coarse_mesh,staging/modern_runs/2026-06-01_full_extractable_batch/salt/viscosity_screening_salt_test_1_jin_coarse_mesh/postProcessing/wallHeatFlux,"wall_duty::gross last 0.50 window: mean=438.181, drift_rel=0.00584541, peak_to_peak_rel=0.00633448, n_eff=5.6188, uncertainty_total=1.81214.","Closure-fit admissibility follows state, special gate, and pass-through rules; raw time samples are correlated and not independent training rows.",
viscosity_screening_salt_test_1_jin_coarse_mesh,viscosity_screening_salt_test_1_jin_coarse_mesh,jin_mainline,,,salt,,wall_duty::heat_in,W,thermal_duty,viscosity_screening_salt_test_1_jin_coarse_mesh::wall_duty::heat_in::last_0.50,True,0.5,1616.0,3230.0,1614.0,1615,213.14403195436205,0.4256868910846833,212.57140089,213.8980307444,212.60698608299998,213.85174847137003,1.3266298543999824,0.0062021602058845255,0.06593605063167655,0.0019901393650199753,0.0009017732605182435,1.455462042476445,0.006804466770503684,0.9982237798936311,293.44433648549506,293.44433648549506,5.503599147090131,0.18145413903315824,5,0.4669855773056453,0.2088422990734812,1615.0,0.9993808049535604,0.6223811941850244,0.002909709790310067,0.18145413903315824,0.2088422990734812,0.6223811941850244,0.7277310212382225,0.9746160242474305,"sqrt(random_autocorr^2 + max(block_se, oscillation_envelope)^2 + drift_halfspan^2); coherent oscillation is a non-shrinking floor",stationary,fit_admissible,viscosity_screening_salt_test_1_jin_coarse_mesh::wall_duty::heat_in::relaxation_path,not_flagged,False,,False,staging/modern_runs/2026-06-01_full_extractable_batch/salt/viscosity_screening_salt_test_1_jin_coarse_mesh,staging/modern_runs/2026-06-01_full_extractable_batch/salt/viscosity_screening_salt_test_1_jin_coarse_mesh/postProcessing/wallHeatFlux,"wall_duty::heat_in last 0.50 window: mean=213.144, drift_rel=0.00680447, peak_to_peak_rel=0.00620216, n_eff=5.5036, uncertainty_total=0.974616.","Closure-fit admissibility follows state, special gate, and pass-through rules; raw time samples are correlated and not independent training rows.",
viscosity_screening_salt_test_1_jin_coarse_mesh,viscosity_screening_salt_test_1_jin_coarse_mesh,jin_mainline,,,salt,,wall_duty::heat_out,W,thermal_duty,viscosity_screening_salt_test_1_jin_coarse_mesh::wall_duty::heat_out::last_0.25,True,0.25,2423.0,3230.0,807.0,808,-224.045240679395,0.4473526095966778,-224.85707795513,-223.354126774,-224.76851990789703,-223.37153096967853,1.502951181129987,0.0066840287830739285,0.018868100848751828,0.0019894975673656425,0.0019150210223337094,1.5454219650233034,0.006872907800268092,0.9855706152557522,138.89245210727057,138.89245210727057,5.817450752298323,0.1854742473436899,5,0.4900052162365668,0.2191369945668894,808.0,0.9987623762376238,0.6984944691092494,0.003106393071818861,0.1854742473436899,0.2191369945668894,0.6984944691092494,0.7727109825116517,1.0580063715772428,"sqrt(random_autocorr^2 + max(block_se, oscillation_envelope)^2 + drift_halfspan^2); coherent oscillation is a non-shrinking floor",stationary,fit_admissible,viscosity_screening_salt_test_1_jin_coarse_mesh::wall_duty::heat_out::relaxation_path,not_flagged,False,,False,staging/modern_runs/2026-06-01_full_extractable_batch/salt/viscosity_screening_salt_test_1_jin_coarse_mesh,staging/modern_runs/2026-06-01_full_extractable_batch/salt/viscosity_screening_salt_test_1_jin_coarse_mesh/postProcessing/wallHeatFlux,"wall_duty::heat_out last 0.25 window: mean=-224.045, drift_rel=0.00687291, peak_to_peak_rel=0.00668403, n_eff=5.81745, uncertainty_total=1.05801.","Closure-fit admissibility follows state, special gate, and pass-through rules; raw time samples are correlated and not independent training rows.",
viscosity_screening_salt_test_1_jin_coarse_mesh,viscosity_screening_salt_test_1_jin_coarse_mesh,jin_mainline,,,salt,,wall_duty::net,W,conservation,viscosity_screening_salt_test_1_jin_coarse_mesh::wall_duty::net::last_0.50,True,0.5,1616.0,3230.0,1614.0,1615,-11.893182877464719,1.5881740177427077,-14.896779160179987,-9.456096029600017,-14.543076279871018,-9.586388762477014,5.44068313057997,0.36522546733613753,0.11059915268332249,0.1066119058801647,0.003397234062175582,5.483135776351389,0.3680752542138874,0.9958970325466435,272.80114993756797,272.80114993756797,5.920063021617033,0.6527320261196385,5,1.7383333903165639,0.7774063256611022,1615.0,0.9993808049535604,2.478343758697002,0.16636775856366107,0.6527320261196385,0.7774063256611022,2.478343758697002,2.7415678881756946,3.75292437569301,"sqrt(random_autocorr^2 + max(block_se, oscillation_envelope)^2 + drift_halfspan^2); coherent oscillation is a non-shrinking floor",moving_not_plateaued,diagnostic_only,viscosity_screening_salt_test_1_jin_coarse_mesh::wall_duty::net::relaxation_path,not_flagged,False,,False,staging/modern_runs/2026-06-01_full_extractable_batch/salt/viscosity_screening_salt_test_1_jin_coarse_mesh,staging/modern_runs/2026-06-01_full_extractable_batch/salt/viscosity_screening_salt_test_1_jin_coarse_mesh/postProcessing/wallHeatFlux,"wall_duty::net last 0.50 window: mean=-11.8932, drift_rel=0.368075, peak_to_peak_rel=0.365225, n_eff=5.92006, uncertainty_total=3.75292.","Closure-fit admissibility follows state, special gate, and pass-through rules; raw time samples are correlated and not independent training rows.",
viscosity_screening_salt_test_1_jin_coarse_mesh,viscosity_screening_salt_test_1_jin_coarse_mesh,jin_mainline,,,salt,,total_Q_net,W,conservation,viscosity_screening_salt_test_1_jin_coarse_mesh::total_Q_net::last_0.50,True,0.5,1616.0,3230.0,1614.0,1615,-11.893183665634675,1.588173335672059,-14.8968,-9.4561,-14.54309,-9.586393,5.440700000000001,0.36522608882444557,0.1105980112566666,0.10661171094946961,0.0033972327670217396,5.483133685973088,0.36807459897246975,0.9958965731032952,272.8012401372305,272.8012401372305,5.920061064193063,0.6527318537022501,5,1.7383327992480484,0.7774060613272262,1615.0,0.9993808049535604,2.4783485,0.16636784410074645,0.6527318537022501,0.7774060613272262,2.4783485,2.741566842986544,3.752926713227029,"sqrt(random_autocorr^2 + max(block_se, oscillation_envelope)^2 + drift_halfspan^2); coherent oscillation is a non-shrinking floor",moving_not_plateaued,diagnostic_only,viscosity_screening_salt_test_1_jin_coarse_mesh::total_Q_net::relaxation_path,not_flagged,False,,False,staging/modern_runs/2026-06-01_full_extractable_batch/salt/viscosity_screening_salt_test_1_jin_coarse_mesh,staging/modern_runs/2026-06-01_full_extractable_batch/salt/viscosity_screening_salt_test_1_jin_coarse_mesh/postProcessing/total_Q.dat,"total_Q_net last 0.50 window: mean=-11.8932, drift_rel=0.368075, peak_to_peak_rel=0.365226, n_eff=5.92006, uncertainty_total=3.75293.","Closure-fit admissibility follows state, special gate, and pass-through rules; raw time samples are correlated and not independent training rows.",
viscosity_screening_salt_test_2_jin_coarse_mesh,viscosity_screening_salt_test_2_jin_coarse_mesh,jin_mainline,,,salt,,mdot::mdot_pipeleg_left_04_test_section,kg/s,hydraulic,viscosity_screening_salt_test_2_jin_coarse_mesh::mdot::mdot_pipeleg_left_04_test_section::last_0.50,True,0.5,1216.0,2432.0,1216.0,1217,-0.013147977069778143,1.0342804599169773e-05,-0.01316554148,-0.01312632076,-0.013162525684,-0.013130449136,3.922071999999839e-05,0.0029790434415158133,1.7169609003608264e-06,0.0007855965981256225,-2.901929469702799e-08,3.5287462351586036e-05,0.002680289481841049,0.9407778857179515,6.233461983107114,6.233461983107114,195.23661222256746,7.402146706571962e-07,5,1.1199922811414945e-05,5.008757749814875e-06,15.805194805194803,76.93672966310601,1.603827400000011e-05,0.00121820086354702,7.402146706571962e-07,5.008757749814875e-06,1.603827400000011e-05,1.7643731175793018e-05,2.3855301307285685e-05,"sqrt(random_autocorr^2 + max(block_se, oscillation_envelope)^2 + drift_halfspan^2); coherent oscillation is a non-shrinking floor",stationary,fit_admissible,viscosity_screening_salt_test_2_jin_coarse_mesh::mdot::mdot_pipeleg_left_04_test_section::relaxation_path,not_flagged,False,,False,staging/modern_runs/2026-06-01_full_extractable_batch/salt/viscosity_screening_salt_test_2_jin_coarse_mesh,staging/modern_runs/2026-06-01_full_extractable_batch/salt/viscosity_screening_salt_test_2_jin_coarse_mesh/postProcessing/mdot_pipeleg_left_04_test_section/0/surfaceFieldValue.dat,"mdot::mdot_pipeleg_left_04_test_section last 0.50 window: mean=-0.013148, drift_rel=0.00268029, peak_to_peak_rel=0.00297904, n_eff=195.237, uncertainty_total=2.38553e-05.","Closure-fit admissibility follows state, special gate, and pass-through rules; raw time samples are correlated and not independent training rows.",
