case_id,source_id,run_class,job_id,campaign,fluid,condition,qoi_name,qoi_units,role,window_id,is_primary_window,window_fraction,window_start_s,window_end_s,window_duration_s,n_samples,mean,std,min,max,p05,p95,peak_to_peak_abs,peak_to_peak_rel,rms_fluctuation,coefficient_of_variation,linear_slope,drift_abs,drift_rel,lag1_autocorr,integrated_autocorr_time_samples,integrated_autocorr_time_s,effective_sample_size,autocorr_corrected_standard_error,block_count,block_mean_std,block_mean_standard_error,dominant_period_s,cycles_in_window,oscillation_envelope_abs,oscillation_envelope_rel,uncertainty_random,uncertainty_block,uncertainty_oscillation,uncertainty_drift,uncertainty_total,uncertainty_method,window_state,fit_use_status,independence_group_id,gate_status,needs_special_gate_scrutiny,pass_through_target,pass_through_risk,source_path,qoi_source_path,raw_observation,interpretation,notes
viscosity_screening_salt_test_1_jin_coarse_mesh,viscosity_screening_salt_test_1_jin_coarse_mesh,jin_mainline,,,salt,,mdot::mdot_pipeleg_left_04_test_section,kg/s,hydraulic,viscosity_screening_salt_test_1_jin_coarse_mesh::mdot::mdot_pipeleg_left_04_test_section::last_0.50,False,0.5,1615.0,3230.0,1615.0,1616,-0.011415302907258661,9.823577837910092e-05,-0.01160082424,-0.01126477119,-0.0115793425925,-0.0112731602425,0.00033605305,0.028968032188719725,6.976792815646357e-06,0.008467999889213124,2.099838473558778e-07,0.0003391239134797427,0.029232742989970743,0.9960611259382942,273.30308967235766,273.30308967235766,5.9128493641886735,4.039906214130846e-05,5,0.00010748428462224507,4.8068433385655055e-05,1616.0,0.9993811881188119,0.0001530911749999999,0.01319657740112438,4.039906214130846e-05,4.8068433385655055e-05,0.0001530911749999999,0.00016956195673987134,0.00023199191636398,"sqrt(random_autocorr^2 + max(block_se, oscillation_envelope)^2 + drift_halfspan^2); coherent oscillation is a non-shrinking floor",quasi_stationary,provisional_sensitivity_only,viscosity_screening_salt_test_1_jin_coarse_mesh::mdot::mdot_pipeleg_left_04_test_section::relaxation_path,not_flagged,False,,False,staging/modern_runs/2026-06-01_full_extractable_batch/salt/viscosity_screening_salt_test_1_jin_coarse_mesh,staging/modern_runs/2026-06-01_full_extractable_batch/salt/viscosity_screening_salt_test_1_jin_coarse_mesh/postProcessing/mdot_pipeleg_left_04_test_section/0/surfaceFieldValue.dat,"mdot::mdot_pipeleg_left_04_test_section last 0.50 window: mean=-0.0114153, drift_rel=0.0292327, peak_to_peak_rel=0.028968, n_eff=5.91285, uncertainty_total=0.000231992.","Closure-fit admissibility follows state, special gate, and pass-through rules; raw time samples are correlated and not independent training rows.",
viscosity_screening_salt_test_1_jin_coarse_mesh,viscosity_screening_salt_test_1_jin_coarse_mesh,jin_mainline,,,salt,,mdot::mdot_pipeleg_left_04_test_section,kg/s,hydraulic,viscosity_screening_salt_test_1_jin_coarse_mesh::mdot::mdot_pipeleg_left_04_test_section::last_0.25,False,0.25,2423.0,3230.0,807.0,808,-0.011330539952351483,4.2459291635525063e-05,-0.01140755591,-0.01126477119,-0.011399231128,-0.011266899393,0.00014278472000000056,0.012516679394473425,1.8628961566899041e-06,0.003722032306526303,1.817458466490526e-07,0.00014666889824578545,0.012857171106846274,0.987200881155308,149.5021463354015,149.5021463354015,5.4046046816430815,1.8263784655739574e-05,5,4.650449256942205e-05,2.0797441328872313e-05,808.0,0.9987623762376238,6.616586750000063e-05,0.005800179111285252,1.8263784655739574e-05,2.0797441328872313e-05,6.616586750000063e-05,7.333444912289272e-05,0.00010044615114645762,"sqrt(random_autocorr^2 + max(block_se, oscillation_envelope)^2 + drift_halfspan^2); coherent oscillation is a non-shrinking floor",quasi_stationary,provisional_sensitivity_only,viscosity_screening_salt_test_1_jin_coarse_mesh::mdot::mdot_pipeleg_left_04_test_section::relaxation_path,not_flagged,False,,False,staging/modern_runs/2026-06-01_full_extractable_batch/salt/viscosity_screening_salt_test_1_jin_coarse_mesh,staging/modern_runs/2026-06-01_full_extractable_batch/salt/viscosity_screening_salt_test_1_jin_coarse_mesh/postProcessing/mdot_pipeleg_left_04_test_section/0/surfaceFieldValue.dat,"mdot::mdot_pipeleg_left_04_test_section last 0.25 window: mean=-0.0113305, drift_rel=0.0128572, peak_to_peak_rel=0.0125167, n_eff=5.4046, uncertainty_total=0.000100446.","Closure-fit admissibility follows state, special gate, and pass-through rules; raw time samples are correlated and not independent training rows.",
viscosity_screening_salt_test_1_jin_coarse_mesh,viscosity_screening_salt_test_1_jin_coarse_mesh,jin_mainline,,,salt,,mdot::mdot_pipeleg_left_04_test_section,kg/s,hydraulic,viscosity_screening_salt_test_1_jin_coarse_mesh::mdot::mdot_pipeleg_left_04_test_section::last_0.20,False,0.2,2584.0,3230.0,646.0,647,-0.011315450179783616,3.294461528254776e-05,-0.01137485841,-0.01126477119,-0.01136850076,-0.011266014829,0.00011008722000000089,0.009678117830743255,1.3834925832579112e-06,0.002896265966140299,1.7609683109682313e-07,0.00011375855288854775,0.010000876387924,0.9815533054748095,109.09289221908874,109.09289221908874,5.930725520601698,1.3527904474088476e-05,5,3.606757099990872e-05,1.612990810781919e-05,647.0,0.9984544049459042,5.1242965500000216e-05,0.004504932162931443,1.3527904474088476e-05,1.612990810781919e-05,5.1242965500000216e-05,5.6879276444273874e-05,7.774379590371443e-05,"sqrt(random_autocorr^2 + max(block_se, oscillation_envelope)^2 + drift_halfspan^2); coherent oscillation is a non-shrinking floor",quasi_stationary,provisional_sensitivity_only,viscosity_screening_salt_test_1_jin_coarse_mesh::mdot::mdot_pipeleg_left_04_test_section::relaxation_path,not_flagged,False,,False,staging/modern_runs/2026-06-01_full_extractable_batch/salt/viscosity_screening_salt_test_1_jin_coarse_mesh,staging/modern_runs/2026-06-01_full_extractable_batch/salt/viscosity_screening_salt_test_1_jin_coarse_mesh/postProcessing/mdot_pipeleg_left_04_test_section/0/surfaceFieldValue.dat,"mdot::mdot_pipeleg_left_04_test_section last 0.20 window: mean=-0.0113155, drift_rel=0.0100009, peak_to_peak_rel=0.00967812, n_eff=5.93073, uncertainty_total=7.77438e-05.","Closure-fit admissibility follows state, special gate, and pass-through rules; raw time samples are correlated and not independent training rows.",
viscosity_screening_salt_test_1_jin_coarse_mesh,viscosity_screening_salt_test_1_jin_coarse_mesh,jin_mainline,,,salt,,mdot::mdot_pipeleg_left_04_test_section,kg/s,hydraulic,viscosity_screening_salt_test_1_jin_coarse_mesh::mdot::mdot_pipeleg_left_04_test_section::last_0.10,True,0.1,2907.0,3230.0,323.0,324,-0.011286963838148147,1.5211680574643642e-05,-0.01131405836,-0.01126477119,-0.0113112500465,-0.0112651257085,4.928717000000048e-05,0.004356276804639045,8.646435605808021e-07,0.0013444937343105275,1.6212453545376903e-07,5.2366224951567397e-05,0.004628420968439073,0.9640974821924718,35.94392795976085,35.94392795976085,9.014039877965406,5.0666098102808835e-06,5,1.6683093391088722e-05,7.460906179490373e-06,324.0,0.9969135802469136,2.3062168999999667e-05,0.002038363977468441,5.0666098102808835e-06,7.460906179490373e-06,2.3062168999999667e-05,2.6183112475783698e-05,3.525747513469619e-05,"sqrt(random_autocorr^2 + max(block_se, oscillation_envelope)^2 + drift_halfspan^2); coherent oscillation is a non-shrinking floor",stationary,fit_admissible,viscosity_screening_salt_test_1_jin_coarse_mesh::mdot::mdot_pipeleg_left_04_test_section::relaxation_path,not_flagged,False,,False,staging/modern_runs/2026-06-01_full_extractable_batch/salt/viscosity_screening_salt_test_1_jin_coarse_mesh,staging/modern_runs/2026-06-01_full_extractable_batch/salt/viscosity_screening_salt_test_1_jin_coarse_mesh/postProcessing/mdot_pipeleg_left_04_test_section/0/surfaceFieldValue.dat,"mdot::mdot_pipeleg_left_04_test_section last 0.10 window: mean=-0.011287, drift_rel=0.00462842, peak_to_peak_rel=0.00435628, n_eff=9.01404, uncertainty_total=3.52575e-05.","Closure-fit admissibility follows state, special gate, and pass-through rules; raw time samples are correlated and not independent training rows.",
viscosity_screening_salt_test_1_jin_coarse_mesh,viscosity_screening_salt_test_1_jin_coarse_mesh,jin_mainline,,,salt,,mdot::mdot_pipeleg_lower_05_straight,kg/s,hydraulic,viscosity_screening_salt_test_1_jin_coarse_mesh::mdot::mdot_pipeleg_lower_05_straight::last_0.50,False,0.5,1615.0,3230.0,1615.0,1616,-0.011416034063749999,9.836392702874018e-05,-0.01160178374,-0.0112646168,-0.0115802753725,-0.011273747375,0.00033716693999999957,0.029061646687787646,6.961750849356947e-06,0.008478345160805435,2.1026145111584888e-07,0.0003395722435520959,0.029268968562251096,0.9961469912103523,274.16636248273676,274.16636248273676,5.894231463576257,4.051559915640885e-05,5,0.00010762229590370854,4.813015390705789e-05,1616.0,0.9993811881188119,0.00015326399875000007,0.013210382315745534,4.051559915640885e-05,4.813015390705789e-05,0.00015326399875000007,0.00016978612177604796,0.00023229010791592873,"sqrt(random_autocorr^2 + max(block_se, oscillation_envelope)^2 + drift_halfspan^2); coherent oscillation is a non-shrinking floor",quasi_stationary,provisional_sensitivity_only,viscosity_screening_salt_test_1_jin_coarse_mesh::mdot::mdot_pipeleg_lower_05_straight::relaxation_path,not_flagged,False,,False,staging/modern_runs/2026-06-01_full_extractable_batch/salt/viscosity_screening_salt_test_1_jin_coarse_mesh,staging/modern_runs/2026-06-01_full_extractable_batch/salt/viscosity_screening_salt_test_1_jin_coarse_mesh/postProcessing/mdot_pipeleg_lower_05_straight/0/surfaceFieldValue.dat,"mdot::mdot_pipeleg_lower_05_straight last 0.50 window: mean=-0.011416, drift_rel=0.029269, peak_to_peak_rel=0.0290616, n_eff=5.89423, uncertainty_total=0.00023229.","Closure-fit admissibility follows state, special gate, and pass-through rules; raw time samples are correlated and not independent training rows.",
viscosity_screening_salt_test_1_jin_coarse_mesh,viscosity_screening_salt_test_1_jin_coarse_mesh,jin_mainline,,,salt,,mdot::mdot_pipeleg_lower_05_straight,kg/s,hydraulic,viscosity_screening_salt_test_1_jin_coarse_mesh::mdot::mdot_pipeleg_lower_05_straight::last_0.25,False,0.25,2423.0,3230.0,807.0,808,-0.011331164748366337,4.2540622739349016e-05,-0.01140828553,-0.0112646168,-0.011399953189,-0.011267142772000001,0.00014366872999999926,0.012593367305034419,1.8082399658364835e-06,0.0037289233888371147,1.821047803882479e-07,0.00014695855777331604,0.012881739099785317,0.986809250365952,153.08946623746758,153.08946623746758,5.277959482507149,1.8517008125889192e-05,5,4.658998299776807e-05,2.0835673810713764e-05,808.0,0.9987623762376238,6.640520849999967e-05,0.0058207877358412916,1.8517008125889192e-05,2.0835673810713764e-05,6.640520849999967e-05,7.347927888665802e-05,0.00010075582232092566,"sqrt(random_autocorr^2 + max(block_se, oscillation_envelope)^2 + drift_halfspan^2); coherent oscillation is a non-shrinking floor",quasi_stationary,provisional_sensitivity_only,viscosity_screening_salt_test_1_jin_coarse_mesh::mdot::mdot_pipeleg_lower_05_straight::relaxation_path,not_flagged,False,,False,staging/modern_runs/2026-06-01_full_extractable_batch/salt/viscosity_screening_salt_test_1_jin_coarse_mesh,staging/modern_runs/2026-06-01_full_extractable_batch/salt/viscosity_screening_salt_test_1_jin_coarse_mesh/postProcessing/mdot_pipeleg_lower_05_straight/0/surfaceFieldValue.dat,"mdot::mdot_pipeleg_lower_05_straight last 0.25 window: mean=-0.0113312, drift_rel=0.0128817, peak_to_peak_rel=0.0125934, n_eff=5.27796, uncertainty_total=0.000100756.","Closure-fit admissibility follows state, special gate, and pass-through rules; raw time samples are correlated and not independent training rows.",
viscosity_screening_salt_test_1_jin_coarse_mesh,viscosity_screening_salt_test_1_jin_coarse_mesh,jin_mainline,,,salt,,mdot::mdot_pipeleg_lower_05_straight,kg/s,hydraulic,viscosity_screening_salt_test_1_jin_coarse_mesh::mdot::mdot_pipeleg_lower_05_straight::last_0.20,False,0.2,2584.0,3230.0,646.0,647,-0.011316053032627511,3.302429848722738e-05,-0.01137555345,-0.0112646168,-0.011369189689,-0.011266335308,0.00011093665000000072,0.009752198034813041,1.3155860185395452e-06,0.0029030937819757136,1.765383911801689e-07,0.0001140438007023891,0.010025340850768812,0.9796937644291233,112.9451826742432,112.9451826742432,5.728442636336949,1.3797973823888907e-05,5,3.61509016028388e-05,1.6167174686370732e-05,647.0,0.9984544049459042,5.1427190500000046e-05,0.004520851730515146,1.3797973823888907e-05,1.6167174686370732e-05,5.1427190500000046e-05,5.702190035119455e-05,7.801690280977309e-05,"sqrt(random_autocorr^2 + max(block_se, oscillation_envelope)^2 + drift_halfspan^2); coherent oscillation is a non-shrinking floor",quasi_stationary,provisional_sensitivity_only,viscosity_screening_salt_test_1_jin_coarse_mesh::mdot::mdot_pipeleg_lower_05_straight::relaxation_path,not_flagged,False,,False,staging/modern_runs/2026-06-01_full_extractable_batch/salt/viscosity_screening_salt_test_1_jin_coarse_mesh,staging/modern_runs/2026-06-01_full_extractable_batch/salt/viscosity_screening_salt_test_1_jin_coarse_mesh/postProcessing/mdot_pipeleg_lower_05_straight/0/surfaceFieldValue.dat,"mdot::mdot_pipeleg_lower_05_straight last 0.20 window: mean=-0.0113161, drift_rel=0.0100253, peak_to_peak_rel=0.0097522, n_eff=5.72844, uncertainty_total=7.80169e-05.","Closure-fit admissibility follows state, special gate, and pass-through rules; raw time samples are correlated and not independent training rows.",
viscosity_screening_salt_test_1_jin_coarse_mesh,viscosity_screening_salt_test_1_jin_coarse_mesh,jin_mainline,,,salt,,mdot::mdot_pipeleg_lower_05_straight,kg/s,hydraulic,viscosity_screening_salt_test_1_jin_coarse_mesh::mdot::mdot_pipeleg_lower_05_straight::last_0.10,True,0.1,2907.0,3230.0,323.0,324,-0.011287507133919752,1.5311304759227775e-05,-0.01131468847,-0.0112646168,-0.011311877587,-0.011265302037,5.0071670000000415e-05,0.004425368858609009,7.72349510358894e-07,0.001353223714450865,1.632426690076129e-07,5.272738208945897e-05,0.004660082531592579,0.9470319829730763,33.35155292205268,33.35155292205268,9.71469007027151,4.9124452822027826e-06,5,1.679115569291938e-05,7.509233110030064e-06,324.0,0.9969135802469136,2.3287775000000246e-05,0.002058189676343802,4.9124452822027826e-06,7.509233110030064e-06,2.3287775000000246e-05,2.6363691044729484e-05,3.551755606180164e-05,"sqrt(random_autocorr^2 + max(block_se, oscillation_envelope)^2 + drift_halfspan^2); coherent oscillation is a non-shrinking floor",stationary,fit_admissible,viscosity_screening_salt_test_1_jin_coarse_mesh::mdot::mdot_pipeleg_lower_05_straight::relaxation_path,not_flagged,False,,False,staging/modern_runs/2026-06-01_full_extractable_batch/salt/viscosity_screening_salt_test_1_jin_coarse_mesh,staging/modern_runs/2026-06-01_full_extractable_batch/salt/viscosity_screening_salt_test_1_jin_coarse_mesh/postProcessing/mdot_pipeleg_lower_05_straight/0/surfaceFieldValue.dat,"mdot::mdot_pipeleg_lower_05_straight last 0.10 window: mean=-0.0112875, drift_rel=0.00466008, peak_to_peak_rel=0.00442537, n_eff=9.71469, uncertainty_total=3.55176e-05.","Closure-fit admissibility follows state, special gate, and pass-through rules; raw time samples are correlated and not independent training rows.",
viscosity_screening_salt_test_1_jin_coarse_mesh,viscosity_screening_salt_test_1_jin_coarse_mesh,jin_mainline,,,salt,,mdot::mdot_pipeleg_right_02_middle,kg/s,hydraulic,viscosity_screening_salt_test_1_jin_coarse_mesh::mdot::mdot_pipeleg_right_02_middle::last_0.50,False,0.5,1615.0,3230.0,1615.0,1616,-0.011416913174183169,9.851924434206241e-05,-0.01160292954,-0.01126455263,-0.01158138958,-0.011274452022500001,0.0003383769099999986,0.029163058246064175,6.938410591145781e-06,0.008490893959359716,2.1059866603885353e-07,0.00034011684565274846,0.0293130148278698,0.9960677081152456,275.2649117774793,275.2649117774793,5.870708291750436,4.066079085081364e-05,5,0.00010778931863799706,4.8204848744589294e-05,1616.0,0.9993811881188119,0.00015346877874999974,0.013226726769384462,4.066079085081364e-05,4.8204848744589294e-05,0.00015346877874999974,0.00017005842282637423,0.00023264959303171767,"sqrt(random_autocorr^2 + max(block_se, oscillation_envelope)^2 + drift_halfspan^2); coherent oscillation is a non-shrinking floor",quasi_stationary,provisional_sensitivity_only,viscosity_screening_salt_test_1_jin_coarse_mesh::mdot::mdot_pipeleg_right_02_middle::relaxation_path,not_flagged,False,,False,staging/modern_runs/2026-06-01_full_extractable_batch/salt/viscosity_screening_salt_test_1_jin_coarse_mesh,staging/modern_runs/2026-06-01_full_extractable_batch/salt/viscosity_screening_salt_test_1_jin_coarse_mesh/postProcessing/mdot_pipeleg_right_02_middle/0/surfaceFieldValue.dat,"mdot::mdot_pipeleg_right_02_middle last 0.50 window: mean=-0.0114169, drift_rel=0.029313, peak_to_peak_rel=0.0291631, n_eff=5.87071, uncertainty_total=0.00023265.","Closure-fit admissibility follows state, special gate, and pass-through rules; raw time samples are correlated and not independent training rows.",
viscosity_screening_salt_test_1_jin_coarse_mesh,viscosity_screening_salt_test_1_jin_coarse_mesh,jin_mainline,,,salt,,mdot::mdot_pipeleg_right_02_middle,kg/s,hydraulic,viscosity_screening_salt_test_1_jin_coarse_mesh::mdot::mdot_pipeleg_right_02_middle::last_0.25,False,0.25,2423.0,3230.0,807.0,808,-0.01133191497253713,4.264509041513452e-05,-0.011409169,-0.01126455263,-0.011400824987,-0.0112674954295,0.00014461636999999958,0.012675451647705418,1.7399382941948583e-06,0.003737791106007328,1.825649875065514e-07,0.00014732994491778697,0.01291329323965549,0.9818803470849802,157.6158162908204,157.6158162908204,5.12638908337182,1.8834897318027197e-05,5,4.669918335935245e-05,2.088450969704781e-05,808.0,0.9987623762376238,6.666477874999951e-05,0.005843088024202246,1.8834897318027197e-05,2.088450969704781e-05,6.666477874999951e-05,7.366497245889349e-05,0.0001011210870695947,"sqrt(random_autocorr^2 + max(block_se, oscillation_envelope)^2 + drift_halfspan^2); coherent oscillation is a non-shrinking floor",quasi_stationary,provisional_sensitivity_only,viscosity_screening_salt_test_1_jin_coarse_mesh::mdot::mdot_pipeleg_right_02_middle::relaxation_path,not_flagged,False,,False,staging/modern_runs/2026-06-01_full_extractable_batch/salt/viscosity_screening_salt_test_1_jin_coarse_mesh,staging/modern_runs/2026-06-01_full_extractable_batch/salt/viscosity_screening_salt_test_1_jin_coarse_mesh/postProcessing/mdot_pipeleg_right_02_middle/0/surfaceFieldValue.dat,"mdot::mdot_pipeleg_right_02_middle last 0.25 window: mean=-0.0113319, drift_rel=0.0129133, peak_to_peak_rel=0.0126755, n_eff=5.12639, uncertainty_total=0.000101121.","Closure-fit admissibility follows state, special gate, and pass-through rules; raw time samples are correlated and not independent training rows.",
