span_name,span_kind,bin_index,target_ds_m,wall_patch_count,s_start_m,s_end_m,s_mid_m,bin_width_m,x_m,y_m,z_m,tangent_x,tangent_y,tangent_z,segment_start_label,segment_end_label
left_lower_leg,main_loop_leg,0,0.01,2,0.0,0.0049015303030303025,0.0,0.0049015303030303025,0.0,0.0,0.0,0.0,1.0,0.0,TP3,TW7
left_lower_leg,main_loop_leg,1,0.01,2,0.0049015303030303025,0.014704590909090907,0.009803060606060605,0.009803060606060603,0.0,0.009803060606060605,0.0,0.0,1.0,0.0,TP3,TW7
left_lower_leg,main_loop_leg,2,0.01,2,0.014704590909090907,0.02450765151515151,0.01960612121212121,0.009803060606060603,0.0,0.01960612121212121,0.0,0.0,1.0,0.0,TP3,TW7
left_lower_leg,main_loop_leg,3,0.01,2,0.02450765151515151,0.03431071212121212,0.029409181818181813,0.009803060606060607,0.0,0.02940918181818181,0.0,0.0,1.0,0.0,TP3,TW7
left_lower_leg,main_loop_leg,4,0.01,2,0.03431071212121212,0.044113772727272724,0.03921224242424242,0.009803060606060607,0.0,0.03921224242424242,0.0,0.0,1.0,0.0,TP3,TW7
left_lower_leg,main_loop_leg,5,0.01,2,0.044113772727272724,0.05391683333333333,0.04901530303030303,0.009803060606060607,0.0,0.04901530303030303,0.0,0.0,1.0,0.0,TP3,TW7
left_lower_leg,main_loop_leg,6,0.01,2,0.05391683333333333,0.06371989393939392,0.05881836363636363,0.009803060606060593,0.0,0.05881836363636362,0.0,0.0,1.0,0.0,TP3,TW7
left_lower_leg,main_loop_leg,7,0.01,2,0.06371989393939392,0.07352295454545454,0.06862142424242423,0.00980306060606062,0.0,0.06862142424242423,0.0,0.0,1.0,0.0,TP3,TW7
left_lower_leg,main_loop_leg,8,0.01,2,0.07352295454545454,0.08332601515151514,0.07842448484848484,0.009803060606060593,0.0,0.07842448484848484,0.0,0.0,1.0,0.0,TP3,TW7
left_lower_leg,main_loop_leg,9,0.01,2,0.08332601515151514,0.09312907575757576,0.08822754545454545,0.00980306060606062,0.0,0.08822754545454545,0.0,0.0,1.0,0.0,TP3,TW7
left_lower_leg,main_loop_leg,10,0.01,2,0.09312907575757576,0.10293213636363635,0.09803060606060605,0.009803060606060593,0.0,0.09803060606060605,0.0,0.0,1.0,0.0,TP3,TW7
left_lower_leg,main_loop_leg,11,0.01,2,0.10293213636363635,0.11273519696969696,0.10783366666666666,0.009803060606060607,0.0,0.10783366666666665,0.0,0.0,1.0,0.0,TP3,TW7
left_lower_leg,main_loop_leg,12,0.01,2,0.11273519696969696,0.12253825757575756,0.11763672727272725,0.009803060606060607,0.0,0.11763672727272724,0.0,0.0,1.0,0.0,TP3,TW7
left_lower_leg,main_loop_leg,13,0.01,2,0.12253825757575756,0.13234131818181816,0.12743978787878787,0.009803060606060593,0.0,0.12743978787878787,0.0,0.0,1.0,0.0,TP3,TW7
left_lower_leg,main_loop_leg,14,0.01,2,0.13234131818181816,0.14214437878787878,0.13724284848484847,0.00980306060606062,0.0,0.13724284848484847,0.0,0.0,1.0,0.0,TP3,TW7
left_lower_leg,main_loop_leg,15,0.01,2,0.14214437878787878,0.1519474393939394,0.1470459090909091,0.00980306060606062,0.0,0.1470459090909091,0.0,0.0,1.0,0.0,TP3,TW7
left_lower_leg,main_loop_leg,16,0.01,2,0.1519474393939394,0.16175049999999996,0.15684896969696968,0.009803060606060565,0.0,0.15684896969696968,0.0,0.0,1.0,0.0,TP3,TW7
left_lower_leg,main_loop_leg,17,0.01,2,0.16175049999999996,0.17155356060606058,0.16665203030303027,0.00980306060606062,0.0,0.16665203030303027,0.0,0.0,1.0,0.0,TP3,TW7
left_lower_leg,main_loop_leg,18,0.01,2,0.17155356060606058,0.1813566212121212,0.1764550909090909,0.00980306060606062,0.0,0.1764550909090909,0.0,0.0,1.0,0.0,TW7,TP4
left_lower_leg,main_loop_leg,19,0.01,2,0.1813566212121212,0.1911596818181818,0.1862581515151515,0.009803060606060593,0.0,0.1862581515151515,0.0,0.0,1.0,0.0,TW7,TP4
left_lower_leg,main_loop_leg,20,0.01,2,0.1911596818181818,0.2009627424242424,0.1960612121212121,0.009803060606060593,0.0,0.1960612121212121,0.0,0.0,1.0,0.0,TW7,TP4
left_lower_leg,main_loop_leg,21,0.01,2,0.2009627424242424,0.210765803030303,0.2058642727272727,0.00980306060606062,0.0,0.2058642727272727,0.0,0.0,1.0,0.0,TW7,TP4
left_lower_leg,main_loop_leg,22,0.01,2,0.210765803030303,0.22056886363636363,0.21566733333333332,0.00980306060606062,0.0,0.21566733333333332,0.0,0.0,1.0,0.0,TW7,TP4
left_lower_leg,main_loop_leg,23,0.01,2,0.22056886363636363,0.2303719242424242,0.22547039393939391,0.009803060606060565,0.0,0.22547039393939391,0.0,0.0,1.0,0.0,TW7,TP4
left_lower_leg,main_loop_leg,24,0.01,2,0.2303719242424242,0.24017498484848482,0.2352734545454545,0.00980306060606062,0.0,0.2352734545454545,0.0,0.0,1.0,0.0,TW7,TP4
left_lower_leg,main_loop_leg,25,0.01,2,0.24017498484848482,0.24997804545454544,0.24507651515151513,0.00980306060606062,0.0,0.24507651515151513,0.0,0.0,1.0,0.0,TW7,TP4
left_lower_leg,main_loop_leg,26,0.01,2,0.24997804545454544,0.259781106060606,0.25487957575757575,0.009803060606060565,0.0,0.25487957575757575,0.0,0.0,1.0,0.0,TW7,TP4
left_lower_leg,main_loop_leg,27,0.01,2,0.259781106060606,0.2695841666666666,0.2646826363636363,0.00980306060606062,0.0,0.2646826363636363,0.0,0.0,1.0,0.0,TW7,TP4
left_lower_leg,main_loop_leg,28,0.01,2,0.2695841666666666,0.27938722727272725,0.27448569696969694,0.00980306060606062,0.0,0.27448569696969694,0.0,0.0,1.0,0.0,TW7,TP4
left_lower_leg,main_loop_leg,29,0.01,2,0.27938722727272725,0.28919028787878787,0.28428875757575756,0.00980306060606062,0.0,0.28428875757575756,0.0,0.0,1.0,0.0,TW7,TP4
left_lower_leg,main_loop_leg,30,0.01,2,0.28919028787878787,0.2989933484848485,0.2940918181818182,0.00980306060606062,0.0,0.2940918181818182,0.0,0.0,1.0,0.0,TW7,TP4
left_lower_leg,main_loop_leg,31,0.01,2,0.2989933484848485,0.30879640909090905,0.30389487878787874,0.009803060606060565,0.0,0.30389487878787874,0.0,0.0,1.0,0.0,TW7,TP4
left_lower_leg,main_loop_leg,32,0.01,2,0.30879640909090905,0.3185994696969697,0.31369793939393936,0.00980306060606062,0.0,0.31369793939393936,0.0,0.0,1.0,0.0,TW7,TP4
left_lower_leg,main_loop_leg,33,0.01,2,0.3185994696969697,0.323501,0.323501,0.00490153030303031,0.0,0.323501,0.0,0.0,1.0,0.0,TW7,TP4
test_section_span,test_section_leg,0,0.01,3,0.0,0.004832269230769232,0.0,0.004832269230769232,0.0,0.323501,0.0,0.0,1.0,0.0,TP4,TP5
test_section_span,test_section_leg,1,0.01,3,0.004832269230769232,0.014496807692307696,0.009664538461538464,0.009664538461538464,0.0,0.33316553846153846,0.0,0.0,1.0,0.0,TP4,TP5
