source_id,case_label,case_order,branch_name,branch_type,component_spans,time_s,branch_fit_status,branch_fit_reason,q_enthalpy_w,q_wall_total_w,q_intended_transfer_w,q_external_or_loss_w,q_sink_or_cooling_w,q_junction_or_unresolved_w,q_bulk_centerline_correction_proxy_w,q_residual_w,residual_fraction_of_wall_heat,grouped_reconstruction_fraction,support_fraction,thermal_direction_consistent,delta_t_wall_bulk_mean_k,delta_t_wall_bulk_min_k,role_label,wall_area_total_m2,delta_t_wall_minus_bulk_integral_k_m2,htc_effective_w_m2_k,bulk_temp_k,bulk_velocity_m_s,hydraulic_diameter_geom_m,property_temperature_k,rho_effective_kg_m3,re_effective,pr_effective,pe_effective,nu_effective,bulk_minus_centerline_temp_k,fit_use_status,exclusion_reason_primary
val_salt_test_2_coarse_mesh_laminar,Salt 2 Val,0,left_lower_leg,span_section,left_lower_leg,8598.0,candidate,thermal_support_clean,-4.4837908668815665,-7.95641540073849,nan,-7.95641540073849,nan,0.0,11.590928781274872,3.4726245338569237,0.4364559112304022,0.0,0.9411764705882353,yes,3.6548037472122914,2.513470339974617,parasitic_cooling_dominant,0.02130358786656804,-0.07617119419236579,104.45438705667446,460.17300733431216,0.018848492643180125,0.02201610808727026,460.17300733431216,1948.608296401466,102.7524619147434,20.607228595789955,2117.4434714573185,4.2304738953591325,5.208813412814739,sensitivity_only,enthalpy_wall_heat_balance_loose
val_salt_test_2_coarse_mesh_laminar,Salt 2 Val,0,left_lower_leg,span_section,left_lower_leg,8599.0,candidate,thermal_support_clean,-4.473775368240641,-7.956419066146303,nan,-7.956419066146303,nan,0.0,11.590974334710669,3.4826436979056616,0.4377149656085778,0.0,0.9411764705882353,yes,3.654808894646097,2.5136652425669013,parasitic_cooling_dominant,0.02130358786656804,-0.07617113497381774,104.45451638446977,460.1730752664439,0.018848376034099647,0.02201610808727026,460.1730752664439,1948.6082454727468,102.75190863653353,20.6072109553577,2117.430257338687,4.230479015565024,5.208827434749537,sensitivity_only,enthalpy_wall_heat_balance_loose
val_salt_test_2_coarse_mesh_laminar,Salt 2 Val,0,left_lower_leg,span_section,left_lower_leg,8600.0,candidate,thermal_support_clean,-4.462432379603345,-7.956422617092305,nan,-7.956422617092305,nan,0.0,11.591256105266622,3.49399023748896,0.4391408558392852,0.0,0.9411764705882353,yes,3.6547301428311485,2.5139268752769226,parasitic_cooling_dominant,0.02130358786656804,-0.07616910943634059,104.45734072474615,460.1730559035901,0.01884857033287191,0.02201610808727026,460.1730559035901,1948.6082599890783,102.75294436479811,20.60721598344887,2117.4521174607003,4.23059343680599,5.208813217802913,sensitivity_only,enthalpy_wall_heat_balance_loose
val_salt_test_2_coarse_mesh_laminar,Salt 2 Val,0,left_lower_leg,span_section,left_lower_leg,8601.0,candidate,thermal_support_clean,-4.456479483211777,-7.95642562420557,nan,-7.95642562420557,nan,0.0,11.591438296793445,3.499946140993793,0.4398892550878654,0.0,0.9411764705882353,yes,3.654625462552776,2.514048816351476,parasitic_cooling_dominant,0.02130358786656804,-0.07616666504893123,104.46073251460042,460.17300114722315,0.018848479948818383,0.02201610808727026,460.17300114722315,1948.6083010399266,102.75238520524748,20.60723020243764,2117.4420557740823,4.230730901448252,5.208725959678645,sensitivity_only,enthalpy_wall_heat_balance_loose
val_salt_test_2_coarse_mesh_laminar,Salt 2 Val,0,left_lower_leg,span_section,left_lower_leg,8602.0,candidate,thermal_support_clean,-4.457110924383889,-7.956428271570403,nan,-7.956428271570403,nan,0.0,11.59109210187971,3.4993173471865147,0.4398100790640114,0.0,0.9411764705882353,yes,3.6545600460645105,2.5139234832556667,parasitic_cooling_dominant,0.02130358786656804,-0.07616533768316257,104.46258775439375,460.1729799627428,0.01884777518817342,0.02201610808727026,460.1729799627428,1948.6083169219316,102.74851750615957,20.607235703571543,2117.3629184419774,4.230806076619209,5.208477890190314,sensitivity_only,enthalpy_wall_heat_balance_loose
val_salt_test_2_coarse_mesh_laminar,Salt 2 Val,0,left_upper_leg,span_section,left_upper_leg,8598.0,candidate,thermal_support_clean,-4.10117020601759,-9.269175865841037,nan,-9.269175865841037,nan,0.0,11.270594786293332,5.1680056598234465,0.5575474815262369,0.0,0.9487179487179487,yes,3.060463175071756,2.2397875038668076,parasitic_cooling_dominant,0.024858001379171626,-0.07605162955589383,121.88004280734964,459.44238091127534,0.018813047370886293,0.022028579312349653,459.44238091127534,1949.1560470308168,101.73350241991025,20.798288630838062,2115.882746755356,4.94049106291732,3.7200435996845536,sensitivity_only,enthalpy_wall_heat_balance_loose
val_salt_test_2_coarse_mesh_laminar,Salt 2 Val,0,left_upper_leg,span_section,left_upper_leg,8599.0,candidate,thermal_support_clean,-4.092196267982446,-9.269178407400977,nan,-9.269178407400977,nan,0.0,11.270710855662047,5.176982139418531,0.5585157510060405,0.0,0.9487179487179487,yes,3.0604347751297665,2.2402134800018416,parasitic_cooling_dominant,0.024858001379171626,-0.07605053244463691,121.88183447826262,459.4423893876545,0.018812933398246134,0.022028579312349653,459.4423893876545,1949.1560406760755,101.73289633825692,20.798286398695524,2115.8699142118708,4.940563672555494,3.7200272248258366,sensitivity_only,enthalpy_wall_heat_balance_loose
val_salt_test_2_coarse_mesh_laminar,Salt 2 Val,0,left_upper_leg,span_section,left_upper_leg,8600.0,candidate,thermal_support_clean,-4.090380778457047,-9.269180865784145,nan,-9.269180865784145,nan,0.0,11.270848039298498,5.178800087327098,0.5587117310919995,0.0,0.9487179487179487,yes,3.060346866370499,2.240055149114937,parasitic_cooling_dominant,0.024858001379171626,-0.07604840672041058,121.88527367656732,459.4423371664021,0.018813126909909716,0.022028579312349653,459.4423371664021,1949.156079826348,101.7338797027471,20.798300150478568,2115.8917655304135,4.940703187367932,3.7199675357445776,sensitivity_only,enthalpy_wall_heat_balance_loose
val_salt_test_2_coarse_mesh_laminar,Salt 2 Val,0,left_upper_leg,span_section,left_upper_leg,8601.0,candidate,thermal_support_clean,-4.096699106092193,-9.269183232859318,nan,-9.269183232859318,nan,0.0,11.27132838648733,5.172484126767125,0.5580301949831602,0.0,0.9487179487179487,yes,3.0602950451294433,2.2397949525755507,parasitic_cooling_dominant,0.024858001379171626,-0.07604731152241138,121.88706013792033,459.44231973404624,0.018813034727772945,0.022028579312349653,459.44231973404624,1949.1560928953854,101.73336016481016,20.798304741064303,2115.8814270401735,4.940775637706447,3.720071550613246,sensitivity_only,enthalpy_wall_heat_balance_loose
val_salt_test_2_coarse_mesh_laminar,Salt 2 Val,0,left_upper_leg,span_section,left_upper_leg,8602.0,candidate,thermal_support_clean,-4.1038208682344495,-9.269185555988653,nan,-9.269185555988653,nan,0.0,11.271653940257908,5.165364687754203,0.5572619791192932,0.0,0.9487179487179487,yes,3.060340444027112,2.2397517026811897,parasitic_cooling_dominant,0.024858001379171626,-0.07604853981741666,121.88512203183447,459.44239881698326,0.01881232981609714,0.022028579312349653,459.44239881698326,1949.1560336069076,101.72964379268348,20.79828391560673,2115.802014233771,4.9406969169135895,3.7202381536523412,sensitivity_only,enthalpy_wall_heat_balance_loose
val_salt_test_2_coarse_mesh_laminar,Salt 2 Val,0,lower_leg,span_section,lower_leg,8598.0,screening_only,thermal_support_marginal,-148.54118019914895,213.0465829530034,244.63102042133272,-6.378383851979192,0.0,-25.20605361635009,-12.17648875550773,-361.5877631521523,1.6972239504630595,0.11831240504763398,0.75,no,13.592641856108848,0.319903381122117,intended_heating_dominant,0.04882113144105287,0.860665323204955,247.53708231169136,452.40605267773714,0.01849597613598469,0.022028535567149985,452.40605267773714,1954.4311823075004,91.79751452744864,22.783911738212925,2091.5064687807085,10.061286632534507,-1.007567068058061,sensitivity_only,branch_support_screened_not_candidate
val_salt_test_2_coarse_mesh_laminar,Salt 2 Val,0,lower_leg,span_section,lower_leg,8599.0,screening_only,thermal_support_marginal,-148.54721380079545,213.0465848777943,244.63102581460757,-6.378349707026063,0.0,-25.20609122978729,-12.282583378490449,-361.59379867858974,1.6972522647382668,0.11831258052902262,0.75,no,13.59301012610271,0.3201792155773546,intended_heating_dominant,0.04882113144105287,0.8609107840757024,247.46650735305514,452.4058739471414,0.01849612873323488,0.022028535567149985,452.4058739471414,1954.431316301828,91.79806654719131,22.783965749489074,2091.5240040805256,10.058418728661678,-1.0166359241225489,sensitivity_only,branch_support_screened_not_candidate
val_salt_test_2_coarse_mesh_laminar,Salt 2 Val,0,lower_leg,span_section,lower_leg,8600.0,screening_only,thermal_support_marginal,-148.55481790226995,213.04660026604404,244.6310335578116,-6.378345535759491,0.0,-25.206087756008003,-12.341074126147458,-361.601418168314,1.6972879065742457,0.11831255567810824,0.75,no,13.592864924407424,0.32007838864944915,intended_heating_dominant,0.04882113144105287,0.8610082929927679,247.43849972166706,452.4058599614163,0.018496307709244895,0.022028535567149985,452.4058599614163,1954.431326786926,91.79893875453392,22.783969975896472,2091.54426440246,10.057280393661328,-1.021592855536852,sensitivity_only,branch_support_screened_not_candidate
val_salt_test_2_coarse_mesh_laminar,Salt 2 Val,0,lower_leg,span_section,lower_leg,8601.0,screening_only,thermal_support_marginal,-148.55727123550912,213.04662556274266,244.63104211131136,-6.378343621114536,0.0,-25.206072927454045,-12.334105175429464,-361.60389679825175,1.6972993392554752,0.11831247202754125,0.75,no,13.592636191654266,0.3199596121311856,intended_heating_dominant,0.04882113144105287,0.8610115601594504,247.43759017972843,452.4062377519269,0.018496162077200482,0.022028535567149985,452.4062377519269,1954.4310435573802,91.7986499989337,22.78385581014488,2091.527205141662,10.057242038806342,-1.021019719603525,sensitivity_only,branch_support_screened_not_candidate
val_salt_test_2_coarse_mesh_laminar,Salt 2 Val,0,lower_leg,span_section,lower_leg,8602.0,screening_only,thermal_support_marginal,-148.56665481124708,213.04665318460576,244.63106527703758,-6.378317334414088,0.0,-25.206094758017713,-12.298098785263067,-361.61330799585284,1.6973432935485426,0.11831255915659249,0.75,no,13.59293888832547,0.3201203003520732,intended_heating_dominant,0.04882113144105287,0.861018131323093,247.43573385292743,452.40656490531893,0.018495497083818684,0.022028535567149985,452.40656490531893,1954.4307982904822,91.79572539984613,22.783756947284715,2091.4514963097845,10.057165387120188,-1.0180467409396858,sensitivity_only,branch_support_screened_not_candidate
