source_id,case_label,case_order,branch_name,branch_type,component_spans,branch_fit_status,branch_fit_reason,mean_q_enthalpy_w,mean_q_wall_total_w,mean_q_intended_transfer_w,mean_q_external_or_loss_w,mean_q_sink_or_cooling_w,mean_q_junction_or_unresolved_w,mean_q_bulk_centerline_correction_proxy_w,mean_q_residual_w,mean_residual_fraction_of_wall_heat,max_residual_fraction_of_wall_heat,mean_grouped_reconstruction_fraction,mean_support_fraction,min_delta_t_wall_bulk_mean_k,min_delta_t_wall_bulk_min_k,mean_htc_effective_w_m2_k,mean_nu_effective,mean_re_effective,mean_pr_effective,mean_pe_effective,mean_bulk_minus_centerline_temp_k,pass_time_fraction,direction_consistent_all_times,role_label,time_sample_count,fit_use_status,exclusion_reason_primary,exclusion_reasons_json
val_salt_test_2_coarse_mesh_laminar,Salt 2 Val,0,left_lower_leg,span_section,left_lower_leg,candidate,thermal_support_clean,-4.466717804464244,-7.956422195950614,nan,-7.956422195950614,nan,0.0,11.591137923985064,3.489704391486371,0.43860221336602845,0.4398892550878654,0.0,0.9411764705882353,3.6545600460645105,2.513470339974617,104.4579128869769,4.230616665159522,102.75164352549643,20.60722428812114,2117.426164094553,5.208731583047229,0.0,True,parasitic_cooling_dominant,5,sensitivity_only,enthalpy_wall_heat_balance_loose,"[""enthalpy_wall_heat_balance_loose"", ""closure_pass_fraction_too_low""]"
val_salt_test_2_coarse_mesh_laminar,Salt 2 Val,0,left_upper_leg,span_section,left_upper_leg,candidate,thermal_support_clean,-4.096853445356745,-9.269180785574827,nan,-9.269180785574827,nan,0.0,11.271027201599821,5.1723273402180805,0.5580134275453461,0.5587117310919995,0.0,0.9487179487179487,3.0602950451294433,2.2397517026811897,121.88386662638689,4.940646095492157,101.73265648368158,20.798292767336637,2115.8655735543166,3.720069612904111,0.0,True,parasitic_cooling_dominant,5,sensitivity_only,enthalpy_wall_heat_balance_loose,"[""enthalpy_wall_heat_balance_loose"", ""enthalpy_wall_heat_balance_loose"", ""closure_pass_fraction_too_low""]"
val_salt_test_2_coarse_mesh_laminar,Salt 2 Val,0,lower_leg,span_section,lower_leg,screening_only,thermal_support_marginal,-148.55342758979413,213.046609368838,244.63103743642014,-6.378348010058675,0.0,-25.20608005752343,-12.286470044167633,-361.60003695863213,1.6972813509159181,1.6973432935485426,0.11831251448777971,0.75,13.592636191654266,0.319903381122117,247.4630826838139,10.058278636156809,91.79777904559073,22.783892044205615,2091.510687743028,-1.0169724616521345,0.0,False,intended_heating_dominant,5,excluded,thermal_support_marginal,"[""thermal_support_marginal"", ""support_fraction_below_candidate_gate"", ""enthalpy_wall_heat_balance_loose"", ""enthalpy_wall_heat_balance_loose"", ""closure_pass_fraction_too_low"", ""enthalpy_wall_direction_inconsistent"", ""grouped_heat_reconstruction_mismatch""]"
val_salt_test_2_coarse_mesh_laminar,Salt 2 Val,0,right_leg,span_section,right_leg,do_not_fit,thermal_low_usable_fraction,-190.28658664053472,-22.21129312630601,nan,-22.21129312630601,nan,0.0,6.429026478357924,-168.07529351422872,7.567109782014688,7.572052907632476,0.0,0.7311827956989247,10.628875400557899,2.722603279309567,61.12072240337699,2.4818500260017204,98.99037077491691,20.979914364334668,2076.8095017400965,1.6581650917930517,0.0,True,parasitic_cooling_dominant,5,excluded,right_leg_blocked_by_policy,"[""right_leg_blocked_by_policy"", ""thermal_low_usable_fraction"", ""support_fraction_below_candidate_gate"", ""enthalpy_wall_heat_balance_loose"", ""enthalpy_wall_heat_balance_loose"", ""closure_pass_fraction_too_low""]"
val_salt_test_2_coarse_mesh_laminar,Salt 2 Val,0,test_section_span,span_section,test_section_span,candidate,thermal_support_clean,9.919072529195303,-9.4849213845855,-7.45846937053666,-2.0264520140488314,-7.45846937053666,0.0,11.911627596025752,19.403993913780802,2.0457727714787346,2.0465494103605715,0.0,1.0,3.4961228643193034,2.505136426900549,163.75188731436998,6.20035613169017,110.58113857451201,20.68917890003063,2287.832959020585,4.432786518072657,0.0,False,intended_cooling_dominant,5,sensitivity_only,enthalpy_wall_heat_balance_loose,"[""enthalpy_wall_heat_balance_loose"", ""enthalpy_wall_heat_balance_loose"", ""closure_pass_fraction_too_low"", ""enthalpy_wall_direction_inconsistent""]"
val_salt_test_2_coarse_mesh_laminar,Salt 2 Val,0,upcomer,derived_branch,"left_lower_leg, test_section_span, left_upper_leg",candidate,thermal_support_clean,1.355501279374314,-26.71052436611094,-7.45846937053666,-19.25205499557427,-7.45846937053666,0.0,35.423095940675,28.06602564548525,1.0507478344432057,1.0514131134834448,0.0,0.9632981397687279,3.40379602907729,2.2397517026811897,127.10793860540313,5.037740589659533,105.25339901355123,20.6980077372026,2178.5356671749732,4.4538625713413325,0.0,False,parasitic_cooling_dominant,5,sensitivity_only,derived_branch_overlap_double_counting,"[""derived_branch_overlap_double_counting"", ""enthalpy_wall_heat_balance_loose"", ""enthalpy_wall_heat_balance_loose"", ""closure_pass_fraction_too_low"", ""enthalpy_wall_direction_inconsistent""]"
val_salt_test_2_coarse_mesh_laminar,Salt 2 Val,0,upper_leg,span_section,upper_leg,do_not_fit,thermal_small_delta_t,148.70741606730263,-148.21172048940315,-136.35073995093504,-11.860980538468016,-136.35073995093504,0.0,-46.34598629300484,296.9191365567057,2.003344509975443,2.003398266959067,0.0,0.946808510638298,7.3823320578671785,0.22225079753974342,319.8408665834525,13.086775122622706,94.42184071141367,21.994762256807732,2076.7859383146924,-2.3240226226461234,0.0,False,intended_cooling_dominant,5,excluded,thermal_small_delta_t,"[""thermal_small_delta_t"", ""enthalpy_wall_heat_balance_loose"", ""enthalpy_wall_heat_balance_loose"", ""closure_pass_fraction_too_low"", ""enthalpy_wall_direction_inconsistent""]"
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,1,left_lower_leg,span_section,left_lower_leg,candidate,thermal_support_clean,-2.7391324984849366,-7.070527088427061,nan,-7.070527088427061,nan,0.0,9.175817143885903,4.331394589942123,0.6125985425996792,0.6126367493404938,0.0,0.9411764705882353,5.146404093992006,3.8681151317661033,65.564723862979,2.676696164431798,61.97319370652029,28.326610250976355,1755.4905041224285,6.569340340598283,0.0,True,parasitic_cooling_dominant,4,sensitivity_only,enthalpy_wall_heat_balance_loose,"[""enthalpy_wall_heat_balance_loose"", ""enthalpy_wall_heat_balance_loose"", ""closure_pass_fraction_too_low""]"
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,1,left_upper_leg,span_section,left_upper_leg,candidate,thermal_support_clean,-2.3930889898696277,-8.297821087578967,nan,-8.297821087578967,nan,0.0,10.387321764973128,5.904732097709341,0.711600314753554,0.71160568791513,0.0,0.9487179487179487,4.012675394670381,3.3890424224210847,83.19650900099747,3.3988115461676247,61.55834450380267,28.49366012775519,1754.0225463081333,5.0226425761713545,0.0,True,parasitic_cooling_dominant,4,sensitivity_only,enthalpy_wall_heat_balance_loose,"[""enthalpy_wall_heat_balance_loose"", ""enthalpy_wall_heat_balance_loose"", ""closure_pass_fraction_too_low""]"
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,1,lower_leg,span_section,lower_leg,do_not_fit,thermal_low_usable_fraction,-144.5582067340766,185.4898940652431,213.150391439223,-5.728856109203362,0.0,-21.931641264776523,19.228513450280367,-330.04810079931974,1.779331981736541,1.7793455731508867,0.11823631349458498,0.7391304347826086,13.336334052438973,0.12447015330263866,215.38774054369912,8.81678216309508,53.79254288267769,32.2086869561832,1732.5871742780755,1.8285923133990636,0.0,False,intended_heating_dominant,4,excluded,thermal_low_usable_fraction,"[""thermal_low_usable_fraction"", ""support_fraction_below_candidate_gate"", ""enthalpy_wall_heat_balance_loose"", ""enthalpy_wall_heat_balance_loose"", ""closure_pass_fraction_too_low"", ""enthalpy_wall_direction_inconsistent"", ""grouped_heat_reconstruction_mismatch""]"
