source_id,time_s,span_name,span_kind,bin_index,s_start_m,s_end_m,s_mid_m,wall_face_count,wall_area_m2,local_wetted_perimeter_m,hydraulic_diameter_geom_m,flow_area_geom_m2,rho_bulk_kg_m3,mdot_mean_abs_kg_s,bulk_velocity_m_s,tauw_streamwise_mean_signed_pa,tauw_streamwise_mean_abs_pa,tauw_streamwise_std_abs_pa,tauw_streamwise_max_rel_dev,darcy_f,yplus_area_avg,yplus_max,warning_flag
val_salt_test_2_coarse_mesh_laminar,6825.0,left_lower_leg,main_loop_leg,0,0.0,0.0049015303030303025,0.0,0,0.0,nan,nan,nan,1955.67728355085,0.013682715070000002,nan,nan,nan,nan,nan,nan,nan,nan,no
val_salt_test_2_coarse_mesh_laminar,6825.0,left_lower_leg,main_loop_leg,1,0.0049015303030303025,0.014704590909090907,0.009803060606060605,0,0.0,nan,nan,nan,1955.67728355085,0.013682715070000002,nan,nan,nan,nan,nan,nan,nan,nan,no
val_salt_test_2_coarse_mesh_laminar,6825.0,left_lower_leg,main_loop_leg,2,0.014704590909090907,0.02450765151515151,0.01960612121212121,288,0.0004698888967429593,0.047932876845875785,0.015257508573272377,0.00018283406985438968,1955.67728355085,0.013682715070000002,0.038266431589202045,-0.07289957683450898,0.09066341870039019,0.07546769888321951,1.8806089351545268,0.2532730359592059,0.14703350219795422,0.271705082,yes
val_salt_test_2_coarse_mesh_laminar,6825.0,left_lower_leg,main_loop_leg,3,0.02450765151515151,0.03431071212121212,0.029409181818181813,432,0.0007048333454613058,0.07189931530419717,0.022886262871171483,0.00041137665757727483,1955.67728355085,0.013682715070000002,0.01700730291179478,-0.09971168847627418,0.11192973941761748,0.10317605388546387,1.6630317961151628,1.582950720137402,0.15007831545053077,0.286691136,yes
val_salt_test_2_coarse_mesh_laminar,6825.0,left_lower_leg,main_loop_leg,4,0.03431071212121212,0.044113772727272724,0.03921224242424242,432,0.000704833345461306,0.0718993153041972,0.02288626287117149,0.0004113766575772751,1955.67728355085,0.013682715070000002,0.017007302911794767,-0.1071786981194316,0.11828546558272436,0.10247599607502476,1.5116413968225546,1.6728356904982713,0.15368768384545026,0.286537051,yes
val_salt_test_2_coarse_mesh_laminar,6825.0,left_lower_leg,main_loop_leg,5,0.044113772727272724,0.05391683333333333,0.04901530303030303,384,0.0006265185292218567,0.06391050248475667,0.020343344771871767,0.0003250383466477431,1955.67728355085,0.013682715070000002,0.021524867753036765,-0.10671268791489673,0.11978760332313663,0.09633809617148743,1.368246063281965,1.0576054687705363,0.15732951156771857,0.282662707,yes
val_salt_test_2_coarse_mesh_laminar,6825.0,left_lower_leg,main_loop_leg,6,0.05391683333333333,0.06371989393939392,0.05881836363636363,432,0.000704833345461306,0.0718993153041973,0.02288626287117152,0.00041137665757727624,1955.67728355085,0.013682715070000002,0.01700730291179472,-0.10170349711226093,0.11772596455602342,0.08933930128255534,1.2735958121848763,1.6649230253054361,0.15842348152294028,0.277152819,yes
val_salt_test_2_coarse_mesh_laminar,6825.0,left_lower_leg,main_loop_leg,7,0.06371989393939392,0.07352295454545454,0.06862142424242423,432,0.000704833345461306,0.07189931530419709,0.022886262871171455,0.00041137665757727386,1955.67728355085,0.013682715070000002,0.01700730291179482,-0.09492594199031987,0.11392654877518352,0.08274238552401841,1.1941839078553034,1.611190317825931,0.15764909819427547,0.270456692,yes
val_salt_test_2_coarse_mesh_laminar,6825.0,left_lower_leg,main_loop_leg,8,0.07352295454545454,0.08332601515151514,0.07842448484848484,384,0.000626518529915591,0.06391050255552387,0.02034334479439767,0.00032503834736756385,1955.67728355085,0.013682715070000002,0.021524867705368395,-0.08917759211277522,0.11052795103324958,0.07789077064890146,1.1289080617192904,0.9758519474438262,0.15652336744625708,0.264755037,yes
val_salt_test_2_coarse_mesh_laminar,6825.0,left_lower_leg,main_loop_leg,9,0.08332601515151514,0.09312907575757576,0.08822754545454545,432,0.0007048333454613049,0.07189931530419698,0.02288626287117142,0.00041137665757727255,1955.67728355085,0.013682715070000002,0.017007302911794874,-0.08470216869794275,0.10798491221660093,0.07422983212302496,1.0851346024003603,1.5271615519399302,0.15602768870553793,0.2608623,yes
val_salt_test_2_coarse_mesh_laminar,6825.0,left_lower_leg,main_loop_leg,10,0.09312907575757576,0.10293213636363635,0.09803060606060605,432,0.0007048333482362406,0.07189931558726548,0.022886262961274922,0.00041137666081646267,1955.67728355085,0.013682715070000002,0.017007302777878944,-0.0811795010319858,0.10599814207083638,0.0715580482322599,1.0440111663014777,1.4990639560106787,0.1554855943602516,0.257704697,yes
val_salt_test_2_coarse_mesh_laminar,6825.0,left_lower_leg,main_loop_leg,11,0.10293213636363635,0.11273519696969696,0.10783366666666666,384,0.0006265185285281236,0.06391050241398968,0.020343344749345935,0.0003250383459279244,1955.67728355085,0.013682715070000002,0.02152486780070499,-0.07871319276879181,0.10462771496379382,0.06987007029951839,1.0126704580413621,0.9237587193565276,0.15496274138519908,0.255574745,yes
val_salt_test_2_coarse_mesh_laminar,6825.0,left_lower_leg,main_loop_leg,12,0.11273519696969696,0.12253825757575756,0.11763672727272725,432,0.0007048333454613059,0.07189931530419719,0.022886262871171487,0.000411376657577275,1955.67728355085,0.013682715070000002,0.017007302911794774,-0.07685677311285526,0.10360982920656771,0.06876452651997814,0.9950616131977662,1.4652875510048318,0.15440767623514903,0.254365174,yes
