time_s,station_label,s_m,darcy_f_mean,yplus_area_avg
6756.0,TP1,0.0,nan,nan
6756.0,TP2,0.9495160000002864,0.27114819468304996,0.1310029675033112
6756.0,TP3,1.875002497718866,1.0373534513988227,0.14636590926248594
6756.0,TP4,2.1985034977188658,0.8589453035547653,0.13262166513912127
6756.0,TP5,2.449781497718866,0.9101468668155483,0.13162115747441328
6756.0,TP6,2.824517497718866,0.836613814574294,0.13290478847438625
6757.0,TP1,0.0,nan,nan
6757.0,TP2,0.9495160000002864,0.2710593282221666,0.1310487330022635
6757.0,TP3,1.875002497718866,1.0374689564477733,0.14636543380448291
6757.0,TP4,2.1985034977188658,0.8589872968959601,0.13262031439716873
6757.0,TP5,2.449781497718866,0.9102106443652784,0.13162198861925534
6757.0,TP6,2.824517497718866,0.836646201668973,0.1329033567843765
6758.0,TP1,0.0,nan,nan
6758.0,TP2,0.9495160000002864,0.2712984659728358,0.13104220544114825
6758.0,TP3,1.875002497718866,1.0374649256731643,0.1463613884978977
6758.0,TP4,2.1985034977188658,0.8590058209269471,0.13262041757992965
6758.0,TP5,2.449781497718866,0.9102318034281957,0.13162201424985473
6758.0,TP6,2.824517497718866,0.8366501122828857,0.13290331035302233
6759.0,TP1,0.0,nan,nan
6759.0,TP2,0.9495160000002864,0.27153421870341643,0.13103430747427683
6759.0,TP3,1.875002497718866,1.0374231080244714,0.14635950377672324
6759.0,TP4,2.1985034977188658,0.8589966529008851,0.13262097100763595
6759.0,TP5,2.449781497718866,0.9102181125477576,0.13162139620312135
6759.0,TP6,2.824517497718866,0.8366520227008465,0.13290447857601287
6760.0,TP1,0.0,nan,nan
6760.0,TP2,0.9495160000002864,0.27141037851822175,0.13103453481185057
6760.0,TP3,1.875002497718866,1.0374124020451496,0.14635958834536905
6760.0,TP4,2.1985034977188658,0.8590018621527912,0.1326217689575962
6760.0,TP5,2.449781497718866,0.9102080409918368,0.13162092423287533
6760.0,TP6,2.824517497718866,0.836656332660666,0.1329046739438714
