source_id,case_label,case_order,feature_name,feature_class,adjacent_major_spans,time_row_count,defended_time_fraction,positive_time_fraction,support_fraction_min,support_fraction_mean,warning_fraction,mean_abs_delta_p_pa,mean_abs_delta_p_rgh_pa,mean_hydro_path_abs_pa,mean_proxy_window_hydro_abs_pa,mean_window_vs_path_hydro_gap_fraction,mean_local_boundary_reference_dp_pa,mean_existing_span_reference_dp_pa,mean_feature_excess_path_pa,mean_feature_excess_existing_pa,mean_dynamic_head_local_pa,mean_keff_effective_path,mean_re_effective,mean_rho_effective_kg_m3,mean_bulk_velocity_effective_m_s,mean_hydraulic_diameter_geom_m,mean_property_temperature_k,pressure_method_status,reference_method_status,fit_use_status,exclusion_reason_primary,exclusion_reasons_json
val_salt_test_2_coarse_mesh_laminar,Salt 2 Val,0,corner_upper_right,bend,right_leg|upper_leg,5,1.0,1.0,1.0,1.0,1.0,333.7798859999999,7.842606016600001,341.6224920165999,221.16387393843962,0.3526073942141849,3.1082926488212,3.4540994517465426,4.7343133677788005,4.388506564853458,0.4006194728855914,11.817484492977481,100.76001702381174,1952.2004732052642,0.020248835595755476,0.021287648509535732,455.38152166831486,defended_patch_endpoint_prgh_local_boundary_reference,adjacent_major_span_local_boundary_gradients,fit_used,closure_supported,[]
val_salt_test_2_coarse_mesh_laminar,Salt 2 Val,0,test_section_complex,quartz_transition,left_upper_leg|test_section_span|left_lower_leg,5,1.0,1.0,1.0,1.0,1.0,4767.9805627999995,5.078562711400001,4773.0591255113995,4838.711752704905,0.013754832166775333,3.5192654764727855,4.374036489611531,1.5592972349272145,0.7045262217884686,0.25112473549158676,6.209253918381157,93.6530954573449,1948.8717805144975,0.01603451116305559,0.023686226653951963,459.82155460251124,defended_patch_endpoint_prgh_local_boundary_reference,adjacent_major_span_local_boundary_gradients,fit_used,closure_supported,[]
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,1,corner_upper_left,bend,upper_leg|left_upper_leg,4,1.0,1.0,1.0,1.0,1.0,333.73441249999996,10.628120410000001,323.10629209,564.1299866282593,0.7459579105661966,3.1655330813163776,3.693653030693202,7.4625873286836235,6.934467379306799,0.3464801515410949,21.53828235516495,69.9006215643409,1966.5485827494267,0.01875914122258516,0.020510976720904323,436.24305355552013,defended_patch_endpoint_prgh_local_boundary_reference,adjacent_major_span_local_boundary_gradients,fit_used,closure_supported,[]
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,1,corner_upper_right,bend,right_leg|upper_leg,4,1.0,1.0,1.0,1.0,1.0,336.91720250000026,4.638925369,341.55612786900025,214.58328957560252,0.37174809038162976,3.2596524329320054,3.247862996722488,1.379272936067994,1.3910623722775115,0.26870712040770484,5.132997391036036,59.824217976089635,1969.9220631325047,0.016505750340935856,0.021287648509535732,431.74327980191447,defended_patch_endpoint_prgh_local_boundary_reference,adjacent_major_span_local_boundary_gradients,fit_used,closure_supported,[]
viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,2,corner_upper_left,bend,upper_leg|left_upper_leg,4,1.0,1.0,1.0,1.0,1.0,333.7083975000005,12.109459175,321.5989383250005,558.9931952149363,0.7381686585359017,3.205999646893187,3.729902376320653,8.903459528106813,8.379556798679346,0.3263839166635307,27.27910008287999,63.190346095859425,1966.321111628141,0.018208821078433295,0.020510976720904323,436.5464697503786,defended_patch_endpoint_prgh_local_boundary_reference,adjacent_major_span_local_boundary_gradients,fit_used,closure_supported,[]
viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,2,corner_upper_right,bend,right_leg|upper_leg,4,1.0,1.0,1.0,1.0,1.0,336.9159749999999,4.3360210368250005,341.2519960368249,214.55952689532637,0.3712578112739505,3.2785977803780924,3.2624339667458626,1.0574232564469077,1.0735870700791372,0.25309164707257664,4.17802510939321,54.68894221916009,1969.8016618064894,0.01601957842455389,0.021287648509535732,431.90387914300453,defended_patch_endpoint_prgh_local_boundary_reference,adjacent_major_span_local_boundary_gradients,fit_used,closure_supported,[]
viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,3,corner_upper_left,bend,upper_leg|left_upper_leg,4,1.0,1.0,1.0,1.0,1.0,331.3976650000004,4.0819625675000015,327.3157024325004,570.8820914018745,0.744132918645254,3.2059273470984406,3.492033150631527,0.8760352204015609,0.5899294168684746,0.476377831345565,1.8389505176001455,103.91446291595004,1953.3133207953117,0.0220730653133424,0.020510976720904323,453.89713112536754,defended_patch_endpoint_prgh_local_boundary_reference,adjacent_major_span_local_boundary_gradients,fit_used,closure_supported,[]
viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,3,corner_upper_right,bend,right_leg|upper_leg,4,1.0,1.0,1.0,1.0,1.0,334.51809500000036,7.2126631295,341.7307581295004,219.44052455386947,0.3578555559842319,3.158817135673309,3.4353231745107373,4.053845993826691,3.777339954989263,0.369529068137409,10.970264697246973,90.32503944725542,1956.2725871321309,0.01942616340792745,0.021287648509535732,449.9498637693328,defended_patch_endpoint_prgh_local_boundary_reference,adjacent_major_span_local_boundary_gradients,fit_used,closure_supported,[]
viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,3,test_section_complex,quartz_transition,left_upper_leg|test_section_span|left_lower_leg,4,1.0,1.0,1.0,1.0,1.0,4778.192580999999,4.623219924,4782.815800924,4848.5892300266405,0.013752030569509768,3.668556999438796,4.5235383531914835,0.954662924561204,0.09968157080851614,0.23163474751731059,4.121415149865506,84.28403231164748,1952.840741742414,0.015383054781414558,0.023686226653951963,454.52748867225006,defended_patch_endpoint_prgh_local_boundary_reference,adjacent_major_span_local_boundary_gradients,fit_used,closure_supported,[]
viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,4,corner_upper_left,bend,upper_leg|left_upper_leg,4,1.0,1.0,1.0,1.0,1.0,331.4928824999997,8.12923494,323.3636475599997,566.3991786217359,0.7515858164503213,3.243221492106974,3.6645949036754613,4.886013447893026,4.464640036324539,0.41199621171883877,11.859364986655555,85.74851242067994,1953.6343364323754,0.02052315898215423,0.020510976720904323,453.46893899909884,defended_patch_endpoint_prgh_local_boundary_reference,adjacent_major_span_local_boundary_gradients,fit_used,closure_supported,[]
