source_id,case_label,feature_name,feature_class,pressure_method_status,reference_method_status,mean_hydro_path_abs_pa,mean_proxy_window_hydro_abs_pa,mean_window_vs_path_hydro_gap_fraction,mean_feature_excess_path_pa,fit_use_status
val_salt_test_2_coarse_mesh_laminar,Salt 2 Val,corner_lower_left,bend,defended_patch_endpoint_prgh_local_boundary_reference,adjacent_major_span_local_boundary_gradients,338.00594830980003,370.07711820419297,0.09488344821967132,-2.8297854554613067,excluded
val_salt_test_2_coarse_mesh_laminar,Salt 2 Val,corner_lower_right,bend,defended_patch_endpoint_prgh_local_boundary_reference,adjacent_major_span_local_boundary_gradients,340.48705991400004,353.09002166100527,0.037014511441973236,-0.49752258988628195,excluded
val_salt_test_2_coarse_mesh_laminar,Salt 2 Val,corner_upper_left,bend,defended_patch_endpoint_prgh_local_boundary_reference,adjacent_major_span_local_boundary_gradients,328.2976013320005,571.7396260453094,0.7415284903845939,-0.7293555569061895,excluded
val_salt_test_2_coarse_mesh_laminar,Salt 2 Val,corner_upper_right,bend,defended_patch_endpoint_prgh_local_boundary_reference,adjacent_major_span_local_boundary_gradients,341.6224920165999,221.16387393843962,0.3526073942141849,4.7343133677788005,fit_used
val_salt_test_2_coarse_mesh_laminar,Salt 2 Val,test_section_complex,quartz_transition,defended_patch_endpoint_prgh_local_boundary_reference,adjacent_major_span_local_boundary_gradients,4773.0591255113995,4838.711752704905,0.013754832166775333,1.5592972349272145,fit_used
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,corner_lower_left,bend,defended_patch_endpoint_prgh_local_boundary_reference,adjacent_major_span_local_boundary_gradients,341.09355572275,373.4794604629848,0.094947278237525,-2.499735819998868,excluded
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,corner_lower_right,bend,defended_patch_endpoint_prgh_local_boundary_reference,adjacent_major_span_local_boundary_gradients,343.3332529152504,356.4209116539122,0.03811940331306104,-0.8859457168427664,excluded
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,corner_upper_left,bend,defended_patch_endpoint_prgh_local_boundary_reference,adjacent_major_span_local_boundary_gradients,323.10629209,564.1299866282593,0.7459579105661966,7.4625873286836235,fit_used
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,corner_upper_right,bend,defended_patch_endpoint_prgh_local_boundary_reference,adjacent_major_span_local_boundary_gradients,341.55612786900025,214.58328957560252,0.37174809038162976,1.379272936067994,fit_used
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,test_section_complex,quartz_transition,defended_patch_endpoint_prgh_local_boundary_reference,adjacent_major_span_local_boundary_gradients,4814.0148185725,4880.1779576486515,0.013743858623137943,-1.2243387739090226,excluded
viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,corner_lower_left,bend,defended_patch_endpoint_prgh_local_boundary_reference,adjacent_major_span_local_boundary_gradients,341.09606734525,373.506242705832,0.09501773389775589,-2.471334088741506,excluded
viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,corner_lower_right,bend,defended_patch_endpoint_prgh_local_boundary_reference,adjacent_major_span_local_boundary_gradients,343.32759405499985,356.31274585909597,0.037821462733974014,-0.8864646582198371,excluded
viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,corner_upper_left,bend,defended_patch_endpoint_prgh_local_boundary_reference,adjacent_major_span_local_boundary_gradients,321.5989383250005,558.9931952149363,0.7381686585359017,8.903459528106813,fit_used
viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,corner_upper_right,bend,defended_patch_endpoint_prgh_local_boundary_reference,adjacent_major_span_local_boundary_gradients,341.2519960368249,214.55952689532637,0.3712578112739505,1.0574232564469077,fit_used
