source_id,case_label,case_order,feature_name,feature_class,adjacent_major_spans,time_row_count,defended_time_fraction,positive_time_fraction,support_fraction_min,support_fraction_mean,warning_fraction,mean_abs_delta_p_pa,mean_abs_delta_p_rgh_pa,mean_hydro_path_abs_pa,mean_proxy_window_hydro_abs_pa,mean_window_vs_path_hydro_gap_fraction,mean_local_boundary_reference_dp_pa,mean_existing_span_reference_dp_pa,mean_feature_excess_path_pa,mean_feature_excess_existing_pa,mean_dynamic_head_local_pa,mean_keff_effective_path,mean_re_effective,mean_rho_effective_kg_m3,mean_bulk_velocity_effective_m_s,mean_hydraulic_diameter_geom_m,mean_property_temperature_k,pressure_method_status,reference_method_status,fit_use_status,exclusion_reason_primary,exclusion_reasons_json
val_salt_test_2_coarse_mesh_laminar,Salt 2 Val,0,corner_lower_left,bend,left_lower_leg|lower_leg,5,1.0,0.0,1.0,1.0,1.0,338.5342844704,0.5283361605999998,338.00594830980003,370.07711820419297,0.09488344821967132,3.358121616061306,3.293066332011776,-2.8297854554613067,-2.764730171411776,0.4568015647782818,-6.194780568803964,111.83193155690171,1948.9975350567602,0.021619530477820382,0.021018995802395968,459.6538147835664,defended_patch_endpoint_prgh_local_boundary_reference,adjacent_major_span_local_boundary_gradients,excluded,nonpositive_path_feature_excess_loss,"[""nonpositive_path_feature_excess_loss""]"
val_salt_test_2_coarse_mesh_laminar,Salt 2 Val,0,corner_lower_right,bend,lower_leg|right_leg,5,1.0,0.0,1.0,1.0,1.0,337.8403516,2.646708314,340.48705991400004,353.09002166100527,0.037014511441973236,3.1442309038862817,3.0688575922533032,-0.49752258988628195,-0.4221492782533038,0.35589965745511126,-1.3979294645870721,91.4458122034818,1955.657436020278,0.019079444491773703,0.02171577736609076,450.77039346368144,defended_patch_endpoint_prgh_local_boundary_reference,adjacent_major_span_local_boundary_gradients,excluded,nonpositive_path_feature_excess_loss,"[""nonpositive_path_feature_excess_loss""]"
val_salt_test_2_coarse_mesh_laminar,Salt 2 Val,0,corner_upper_left,bend,upper_leg|left_upper_leg,5,1.0,0.0,1.0,1.0,1.0,330.7361540000005,2.4385526680000007,328.2976013320005,571.7396260453094,0.7415284903845939,3.16790822490619,3.3473169301663193,-0.7293555569061895,-0.9087642621663189,0.5164483141375602,-1.4122527316532678,115.44539406005734,1949.3729171405128,0.023007263261479026,0.020510976720904323,459.1531050546711,defended_patch_endpoint_prgh_local_boundary_reference,adjacent_major_span_local_boundary_gradients,excluded,nonpositive_path_feature_excess_loss,"[""nonpositive_path_feature_excess_loss""]"
val_salt_test_2_coarse_mesh_laminar,Salt 2 Val,0,corner_upper_right,bend,right_leg|upper_leg,5,1.0,1.0,1.0,1.0,1.0,333.7798859999999,7.842606016600001,341.6224920165999,221.16387393843962,0.3526073942141849,3.1082926488212,3.4540994517465426,4.7343133677788005,4.388506564853458,0.4006194728855914,11.817484492977481,100.76001702381174,1952.2004732052642,0.020248835595755476,0.021287648509535732,455.38152166831486,defended_patch_endpoint_prgh_local_boundary_reference,adjacent_major_span_local_boundary_gradients,fit_used,closure_supported,[]
val_salt_test_2_coarse_mesh_laminar,Salt 2 Val,0,test_section_complex,quartz_transition,left_upper_leg|test_section_span|left_lower_leg,5,1.0,1.0,1.0,1.0,1.0,4767.9805627999995,5.078562711400001,4773.0591255113995,4838.711752704905,0.013754832166775333,3.5192654764727855,4.374036489611531,1.5592972349272145,0.7045262217884686,0.25112473549158676,6.209253918381157,93.6530954573449,1948.8717805144975,0.01603451116305559,0.023686226653951963,459.82155460251124,defended_patch_endpoint_prgh_local_boundary_reference,adjacent_major_span_local_boundary_gradients,fit_used,closure_supported,[]
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,1,corner_lower_left,bend,left_lower_leg|lower_leg,4,1.0,0.0,1.0,1.0,1.0,341.44794503025,0.3543893075000004,341.09355572275,373.4794604629848,0.094947278237525,2.8541251274988686,3.2343693114358647,-2.499735819998868,-2.8799800039358643,0.3063751373053084,-8.159068759446773,67.55997370263805,1966.3367504274897,0.017622183413131567,0.021018995802395968,436.52560967388274,defended_patch_endpoint_prgh_local_boundary_reference,adjacent_major_span_local_boundary_gradients,excluded,nonpositive_path_feature_excess_loss,"[""nonpositive_path_feature_excess_loss""]"
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,1,corner_lower_right,bend,lower_leg|right_leg,4,1.0,0.0,1.0,1.0,1.0,341.0024970000004,2.3307559152499997,343.3332529152504,356.4209116539122,0.03811940331306104,3.2167016320927657,2.911748317546549,-0.8859457168427664,-0.580992402296549,0.2386556132210904,-3.7122348987460527,53.23195572942306,1973.7761226313482,0.01554896667792241,0.02171577736609076,426.6024774825285,defended_patch_endpoint_prgh_local_boundary_reference,adjacent_major_span_local_boundary_gradients,excluded,nonpositive_path_feature_excess_loss,"[""nonpositive_path_feature_excess_loss""]"
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,1,corner_upper_left,bend,upper_leg|left_upper_leg,4,1.0,1.0,1.0,1.0,1.0,333.73441249999996,10.628120410000001,323.10629209,564.1299866282593,0.7459579105661966,3.1655330813163776,3.693653030693202,7.4625873286836235,6.934467379306799,0.3464801515410949,21.53828235516495,69.9006215643409,1966.5485827494267,0.01875914122258516,0.020510976720904323,436.24305355552013,defended_patch_endpoint_prgh_local_boundary_reference,adjacent_major_span_local_boundary_gradients,fit_used,closure_supported,[]
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,1,corner_upper_right,bend,right_leg|upper_leg,4,1.0,1.0,1.0,1.0,1.0,336.91720250000026,4.638925369,341.55612786900025,214.58328957560252,0.37174809038162976,3.2596524329320054,3.247862996722488,1.379272936067994,1.3910623722775115,0.26870712040770484,5.132997391036036,59.824217976089635,1969.9220631325047,0.016505750340935856,0.021287648509535732,431.74327980191447,defended_patch_endpoint_prgh_local_boundary_reference,adjacent_major_span_local_boundary_gradients,fit_used,closure_supported,[]
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,1,test_section_complex,quartz_transition,left_upper_leg|test_section_span|left_lower_leg,4,1.0,0.0,1.0,1.0,1.0,4811.6822194999995,2.3325990725,4814.0148185725,4880.1779576486515,0.013743858623137943,3.5569378464090224,4.299775730580691,-1.2243387739090226,-1.9671766580806922,0.16845604873770448,-7.268001265502171,56.596366284752435,1966.2232399619445,0.013072124607628782,0.023686226653951963,436.677017524417,defended_patch_endpoint_prgh_local_boundary_reference,adjacent_major_span_local_boundary_gradients,excluded,nonpositive_path_feature_excess_loss,"[""nonpositive_path_feature_excess_loss""]"
