case_id,case_key,time_window_s,representative_plane,output_field,field_group,dry_run_status,current_sampler_support,execution_required,launch_allowed_from_this_package,fit_allowed_now,score_allowed_now,source_paths
salt_2,salt2_jin_nominal_continuation,7915,upcomer_outlet,reverse_area_fraction,local_reverse_flow,schema_defined_no_value_emitted,partial,true,false,false,false,work_products/2026-07/2026-07-21/2026-07-21_heatloss_phase_4_upcomer_exchange_and_internal_nu_gate/exchange_cell_readiness.csv;work_products/2026-07/2026-07-21/2026-07-21_litrev_matched_plane_recirc_field_harvest/matched_plane_recirc_field_harvest.csv
salt_2,salt2_jin_nominal_continuation,7915,upcomer_outlet,reverse_mass_fraction,local_reverse_flow,schema_defined_no_value_emitted,partially_implemented_as_recirculation_intensity_proxy,true,false,false,false,work_products/2026-07/2026-07-21/2026-07-21_heatloss_phase_4_upcomer_exchange_and_internal_nu_gate/exchange_cell_readiness.csv;work_products/2026-07/2026-07-21/2026-07-21_litrev_matched_plane_recirc_field_harvest/matched_plane_recirc_field_harvest.csv
salt_2,salt2_jin_nominal_continuation,7915,upcomer_outlet,secondary_flow_intensity,local_reverse_flow,schema_defined_no_value_emitted,available_in_existing_proxy_artifacts_not_current_script_output_name,true,false,false,false,work_products/2026-07/2026-07-21/2026-07-21_heatloss_phase_4_upcomer_exchange_and_internal_nu_gate/exchange_cell_readiness.csv;work_products/2026-07/2026-07-21/2026-07-21_litrev_matched_plane_recirc_field_harvest/matched_plane_recirc_field_harvest.csv
salt_2,salt2_jin_nominal_continuation,7915,upcomer_outlet,V_recirc_m3,recirculation_volume,schema_defined_no_value_emitted,not_implemented,true,false,false,false,work_products/2026-07/2026-07-21/2026-07-21_heatloss_phase_4_upcomer_exchange_and_internal_nu_gate/exchange_cell_readiness.csv;work_products/2026-07/2026-07-21/2026-07-21_litrev_matched_plane_recirc_field_harvest/matched_plane_recirc_field_harvest.csv
salt_2,salt2_jin_nominal_continuation,7915,upcomer_outlet,mdot_exchange_kg_s,exchange_rate,schema_defined_no_value_emitted,not_implemented,true,false,false,false,work_products/2026-07/2026-07-21/2026-07-21_heatloss_phase_4_upcomer_exchange_and_internal_nu_gate/exchange_cell_readiness.csv;work_products/2026-07/2026-07-21/2026-07-21_litrev_matched_plane_recirc_field_harvest/matched_plane_recirc_field_harvest.csv
salt_2,salt2_jin_nominal_continuation,7915,upcomer_outlet,tau_recirc_s,exchange_rate,schema_defined_no_value_emitted,not_implemented,true,false,false,false,work_products/2026-07/2026-07-21/2026-07-21_heatloss_phase_4_upcomer_exchange_and_internal_nu_gate/exchange_cell_readiness.csv;work_products/2026-07/2026-07-21/2026-07-21_litrev_matched_plane_recirc_field_harvest/matched_plane_recirc_field_harvest.csv
salt_2,salt2_jin_nominal_continuation,7915,upcomer_outlet,T_main_K,thermal_state,schema_defined_no_value_emitted,not_implemented,true,false,false,false,work_products/2026-07/2026-07-21/2026-07-21_heatloss_phase_4_upcomer_exchange_and_internal_nu_gate/exchange_cell_readiness.csv;work_products/2026-07/2026-07-21/2026-07-21_litrev_matched_plane_recirc_field_harvest/matched_plane_recirc_field_harvest.csv
salt_2,salt2_jin_nominal_continuation,7915,upcomer_outlet,T_recirc_K,thermal_state,schema_defined_no_value_emitted,not_implemented,true,false,false,false,work_products/2026-07/2026-07-21/2026-07-21_heatloss_phase_4_upcomer_exchange_and_internal_nu_gate/exchange_cell_readiness.csv;work_products/2026-07/2026-07-21/2026-07-21_litrev_matched_plane_recirc_field_harvest/matched_plane_recirc_field_harvest.csv
salt_2,salt2_jin_nominal_continuation,7915,upcomer_outlet,wall_core_delta_T_K,thermal_state,schema_defined_no_value_emitted,not_implemented,true,false,false,false,work_products/2026-07/2026-07-21/2026-07-21_heatloss_phase_4_upcomer_exchange_and_internal_nu_gate/exchange_cell_readiness.csv;work_products/2026-07/2026-07-21/2026-07-21_litrev_matched_plane_recirc_field_harvest/matched_plane_recirc_field_harvest.csv
salt_2,salt2_jin_nominal_continuation,7915,upcomer_outlet,pressure_residual_Pa,pressure_basis,schema_defined_no_value_emitted,not_implemented,true,false,false,false,work_products/2026-07/2026-07-21/2026-07-21_heatloss_phase_4_upcomer_exchange_and_internal_nu_gate/exchange_cell_readiness.csv;work_products/2026-07/2026-07-21/2026-07-21_litrev_matched_plane_recirc_field_harvest/matched_plane_recirc_field_harvest.csv
