case_id,source_id,one_d_segment,role,source_kind,patch_count,area_m2,imposed_Q_W,realized_wallHeatFlux_W,realized_external_loss_W,realized_minus_imposed_W,contract_status,runtime_policy,source_paths
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,lower_leg,heater,active_source,3,0.045786417,265.7,243.51909758,0,-22.18090242,diagnostic_realized_flux_available_keep_out_of_runtime_prediction,setup_input_or_predictive_submodel_required_not_realized_CFD_wallHeatFlux,work_products/2026-07/2026-07-13/2026-07-13_predictive_external_bc_implementation_wave/cfd_external_boundary_dictionary.csv;work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/patch_role_area_heat_summary.csv
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,upcomer,test_section,active_source_or_loss,1,0.012258449,37.0,-5.679836082,5.679836082,-42.679836082,diagnostic_realized_flux_available_keep_out_of_runtime_prediction,setup_input_or_predictive_submodel_required_not_realized_CFD_wallHeatFlux,work_products/2026-07/2026-07-13/2026-07-13_predictive_external_bc_implementation_wave/cfd_external_boundary_dictionary.csv;work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/patch_role_area_heat_summary.csv
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,cooling_branch,cooler,active_sink,3,0.029778515,-136.350739906,-136.35074,136.35074,-9.4e-08,diagnostic_realized_flux_available_keep_out_of_runtime_prediction,setup_input_or_predictive_submodel_required_not_realized_CFD_wallHeatFlux,work_products/2026-07/2026-07-13/2026-07-13_predictive_external_bc_implementation_wave/cfd_external_boundary_dictionary.csv;work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/patch_role_area_heat_summary.csv
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,junction,junction_other,passive_external_loss_or_geometry_gap,29,0.042478796,0.0,-39.128349537,39.128349537,-39.128349537,geometry_external_loss_contract_needed,passive_external_boundary_table_candidate,work_products/2026-07/2026-07-13/2026-07-13_predictive_external_bc_implementation_wave/cfd_external_boundary_dictionary.csv;work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/patch_role_area_heat_summary.csv
salt_3,viscosity_screening_salt_test_3_jin_coarse_mesh,lower_leg,heater,active_source,3,0.045786417,297.5,273.15537485,0,-24.34462515,diagnostic_realized_flux_available_keep_out_of_runtime_prediction,setup_input_or_predictive_submodel_required_not_realized_CFD_wallHeatFlux,work_products/2026-07/2026-07-13/2026-07-13_predictive_external_bc_implementation_wave/cfd_external_boundary_dictionary.csv;work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/patch_role_area_heat_summary.csv
salt_3,viscosity_screening_salt_test_3_jin_coarse_mesh,upcomer,test_section,active_source_or_loss,1,0.012258449,37.0,-10.54504039,10.54504039,-47.54504039,diagnostic_realized_flux_available_keep_out_of_runtime_prediction,setup_input_or_predictive_submodel_required_not_realized_CFD_wallHeatFlux,work_products/2026-07/2026-07-13/2026-07-13_predictive_external_bc_implementation_wave/cfd_external_boundary_dictionary.csv;work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/patch_role_area_heat_summary.csv
salt_3,viscosity_screening_salt_test_3_jin_coarse_mesh,cooling_branch,cooler,active_sink,3,0.029778515,-150.769638673,-150.76963867,150.76963867,3e-09,diagnostic_realized_flux_available_keep_out_of_runtime_prediction,setup_input_or_predictive_submodel_required_not_realized_CFD_wallHeatFlux,work_products/2026-07/2026-07-13/2026-07-13_predictive_external_bc_implementation_wave/cfd_external_boundary_dictionary.csv;work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/patch_role_area_heat_summary.csv
salt_3,viscosity_screening_salt_test_3_jin_coarse_mesh,junction,junction_other,passive_external_loss_or_geometry_gap,29,0.042478796,0.0,-43.234690515,43.234690515,-43.234690515,geometry_external_loss_contract_needed,passive_external_boundary_table_candidate,work_products/2026-07/2026-07-13/2026-07-13_predictive_external_bc_implementation_wave/cfd_external_boundary_dictionary.csv;work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/patch_role_area_heat_summary.csv
salt_4,viscosity_screening_salt_test_4_jin_coarse_mesh,lower_leg,heater,active_source,3,0.045786417,337.6,310.4870585,0,-27.1129415,diagnostic_realized_flux_available_keep_out_of_runtime_prediction,setup_input_or_predictive_submodel_required_not_realized_CFD_wallHeatFlux,work_products/2026-07/2026-07-13/2026-07-13_predictive_external_bc_implementation_wave/cfd_external_boundary_dictionary.csv;work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/patch_role_area_heat_summary.csv
salt_4,viscosity_screening_salt_test_4_jin_coarse_mesh,upcomer,test_section,active_source_or_loss,1,0.012258449,37.0,-16.76868551,16.76868551,-53.76868551,diagnostic_realized_flux_available_keep_out_of_runtime_prediction,setup_input_or_predictive_submodel_required_not_realized_CFD_wallHeatFlux,work_products/2026-07/2026-07-13/2026-07-13_predictive_external_bc_implementation_wave/cfd_external_boundary_dictionary.csv;work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/patch_role_area_heat_summary.csv
salt_4,viscosity_screening_salt_test_4_jin_coarse_mesh,cooling_branch,cooler,active_sink,3,0.029778515,-169.226815038,-169.22681377,169.22681377,1.268e-06,diagnostic_realized_flux_available_keep_out_of_runtime_prediction,setup_input_or_predictive_submodel_required_not_realized_CFD_wallHeatFlux,work_products/2026-07/2026-07-13/2026-07-13_predictive_external_bc_implementation_wave/cfd_external_boundary_dictionary.csv;work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/patch_role_area_heat_summary.csv
