source_id,case_label,branch_name,branch_type,component_spans,component_span_count,is_derived_branch,role_label,heater_power_w,cooling_power_w,insulation_thickness_in,cooler_h_w_m2k,case_probe_t_avg_k,branch_bulk_temp_k,branch_wall_temp_k,branch_bulk_minus_wall_temp_k,branch_abs_bulk_minus_wall_temp_k,branch_min_abs_bulk_minus_wall_temp_k,bulk_minus_centerline_temp_k,support_fraction,thermal_warning_fraction,branch_fit_status_screened,branch_fit_reason_screened,q_enthalpy_w,q_wall_total_w,q_streamwise_total_w,q_grouped_total_w,q_intended_transfer_w,q_parasitic_loss_w,q_intended_heating_w,q_intended_cooling_w,q_parasitic_gain_w,q_parasitic_cooling_w,q_external_or_loss_w,q_sink_or_cooling_w,q_group_reconstruction_residual_w,q_enthalpy_minus_wall_w,residual_fraction_of_wall_heat,group_reconstruction_fraction,thermal_direction_consistent,q_wall_sign,q_enthalpy_sign,dh_effective_m,bulk_velocity_effective_m_s,property_temperature_k,rho_effective_kg_m3,mu_effective_pa_s,cp_effective_j_kg_k,k_effective_w_m_k,re_effective,pr_effective,pe_effective,htc_effective_w_m2_k,nu_effective,ambient_proxy_fraction_of_heater,cooling_removal_fraction_of_heater,junction_loss_fraction_of_heater,net_heat_imbalance_fraction_of_heater,screened_candidate_flag,closure_supported_candidate_flag,fit_use_status,exclusion_reason_primary,exclusion_reasons_json
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,left_lower_leg,span_section,left_lower_leg,1,no,parasitic_cooling_dominant,232.3,55.58,1.4,31.29071065643277,429.15123066666666,436.8398245756119,431.677965351556,5.161859224055885,5.146442592533697,3.8681151317661033,6.569340340598283,0.9411764705882353,0.058823529411764705,candidate,thermal_support_clean,-2.7391324984849366,-7.070527088427059,-7.070527088427059,-7.070527088427059,0.0,-7.070527088427059,0.0,0.0,0.0,-7.070527088427059,-7.070527088427059,0.0,0.0,4.331394589942122,0.6125985426223299,0.0,yes,negative,negative,0.02195991413590978,0.01543169348918579,436.8398245756119,1966.1011835156637,0.010731538166249534,1423.47,0.5392766710168874,62.0852045648595,28.326874597979515,1758.6798040986805,66.84022296104011,2.721804290702466,0.7222685531079646,0.5837416177744296,0.1479849679808437,-0.040765512611632373,yes,no,sensitivity_only,enthalpy_wall_heat_balance_loose,"[""enthalpy_wall_heat_balance_loose""]"
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,left_upper_leg,span_section,left_upper_leg,1,no,parasitic_cooling_dominant,232.3,55.58,1.4,31.29071065643277,429.15123066666666,436.44051241159445,432.4345530455018,4.005959366092597,4.0126926799327745,3.3890424224210847,5.0226425761713545,0.9487179487179487,0.05128205128205128,candidate,thermal_support_clean,-2.3930889898696277,-8.297821087578964,-8.297821087578964,-8.297821087578964,0.0,-8.297821087578964,0.0,0.0,0.0,-8.297821087578964,-8.297821087578964,0.0,0.0,5.904732097709336,0.7116003147559001,0.0,yes,negative,negative,0.021982731251817298,0.015394039662554475,436.44051241159445,1966.4005478450276,0.010793856485485724,1423.47,0.5392178728840591,61.64950569936285,28.49447628509532,1756.6703781383435,83.60152937930414,3.4082511819509125,0.7222685531079646,0.5837416177744296,0.1479849679808437,-0.040765512611632373,yes,no,sensitivity_only,enthalpy_wall_heat_balance_loose,"[""enthalpy_wall_heat_balance_loose""]"
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,lower_leg,span_section,lower_leg,1,no,intended_heating_dominant,232.3,55.58,1.4,31.29071065643277,429.15123066666666,429.08463645876907,440.8335456467293,-11.748909187959866,13.336348729557757,0.12447015330263866,1.8285923133990636,0.7391304347826086,0.2608695652173913,do_not_fit,thermal_low_usable_fraction,-144.5582067340766,185.4898940652431,185.4898940652431,185.4898940652431,188.57655792438914,-3.0866638591460345,188.57655792438914,0.0,0.0,-3.0866638591460345,-3.0866638591460345,0.0,0.0,-330.04810079931974,1.7793319817371323,0.0,no,positive,negative,0.022041740782055636,0.015056346131794806,429.08463645876907,1971.9152480468606,0.012047262987338075,1423.47,0.538226004818465,54.3206971694801,31.861926571850027,1730.7620645456766,195.17931409915985,7.993095481969744,0.7222685531079646,0.5837416177744296,0.1479849679808437,-0.040765512611632373,no,no,excluded,thermal_low_usable_fraction,"[""thermal_low_usable_fraction"", ""support_fraction_below_candidate_gate"", ""thermal_warning_fraction_above_candidate_gate"", ""weak_twall_minus_tbulk_support"", ""enthalpy_wall_heat_balance_loose"", ""enthalpy_wall_direction_inconsistent""]"
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,right_leg,span_section,right_leg,1,no,parasitic_cooling_dominant,232.3,55.58,1.4,31.29071065643277,429.15123066666666,436.75694525989144,425.29176278156353,11.465182478328115,10.572578612938287,2.180487421219425,2.7484338776537123,0.7311827956989247,0.26881720430107525,do_not_fit,thermal_low_usable_fraction,-174.12391072833248,-19.814255781360654,-19.814255781360654,-19.814255781360654,0.0,-19.814255781360654,0.0,0.0,0.0,-19.814255781360654,-19.814255781360654,0.0,0.0,-154.30965494697182,7.787809779468553,0.0,yes,negative,negative,0.022082226572606178,0.014984675482341111,436.75694525989144,1966.1633181386592,0.010744427596365682,1423.47,0.5392644251975387,60.55172354099766,28.36154145528171,1717.3402173967627,27.561625548257815,1.1286152611365285,0.7222685531079646,0.5837416177744296,0.1479849679808437,-0.040765512611632373,no,no,excluded,right_leg_blocked_by_policy,"[""right_leg_blocked_by_policy"", ""thermal_low_usable_fraction"", ""support_fraction_below_candidate_gate"", ""thermal_warning_fraction_above_candidate_gate"", ""enthalpy_wall_heat_balance_loose""]"
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,test_section_span,span_section,test_section_span,1,no,parasitic_cooling_dominant,232.3,55.58,1.4,31.29071065643277,429.15123066666666,436.7896375006763,433.9518653709868,2.8377721296893714,2.880803380467881,2.331184925027003,5.271031798211415,1.0,0.0,candidate,thermal_support_clean,4.18841252536566,-1.0907093622740889,-1.0907093622740889,-1.0907093622740889,0.747429572455622,-1.8381389347297108,0.747429572455622,0.0,0.0,-1.8381389347297108,-1.8381389347297108,0.0,0.0,5.279121887639748,4.840081207914979,0.0,no,negative,positive,0.020787565883064133,0.01722666290925231,436.7896375006763,1966.1388087657429,0.01073934047369992,1423.47,0.53926925300891,65.56036437008638,28.34785943904917,1858.495993936056,47.56653816326743,1.8335785702246756,0.7222685531079646,0.5837416177744296,0.1479849679808437,-0.040765512611632373,yes,no,sensitivity_only,enthalpy_wall_heat_balance_loose,"[""enthalpy_wall_heat_balance_loose"", ""enthalpy_wall_direction_inconsistent""]"
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,upcomer,derived_branch,"left_lower_leg, test_section_span, left_upper_leg",3,yes,parasitic_cooling_dominant,232.3,55.58,1.4,31.29071065643277,429.15123066666666,436.6690671862126,432.58854041688943,4.080526769323323,4.072265451991914,2.331184925027003,5.6210049049936845,0.96,0.04,candidate,thermal_support_clean,-0.9438089629889044,-16.459057538280113,-16.459057538280113,-16.45905753828011,0.747429572455622,-17.206487110735733,0.747429572455622,0.0,0.0,-17.206487110735733,-17.206487110735733,0.0,-3.552713678800501e-15,15.51524857529121,0.9426571685047085,2.1585158630970684e-16,yes,negative,zero,0.021576737090263736,0.016017465353664193,436.6690671862126,1966.2292003304963,0.010758120164274404,1423.47,0.5392514647968776,63.16511827150598,28.398367570513756,1793.7862463092013,68.24734575070624,2.730739056825726,0.7222685531079646,0.5837416177744296,0.1479849679808437,-0.040765512611632373,yes,no,sensitivity_only,derived_branch_overlap_double_counting,"[""derived_branch_overlap_double_counting"", ""enthalpy_wall_heat_balance_loose""]"
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,upper_leg,span_section,upper_leg,1,no,intended_cooling_dominant,232.3,55.58,1.4,31.29071065643277,429.15123066666666,431.5193562984463,424.02223709753616,7.497119200910243,7.497036774440293,0.4001603890545198,-2.7911995294116565,0.9574468085106383,0.0425531914893617,screening_only,thermal_support_marginal,144.76972811748064,-146.23177440030668,-146.23177440030668,-146.23177440030673,-135.60317791625556,-10.628596484051181,0.0,-135.60317791625556,0.0,-10.628596484051181,-10.628596484051181,-135.60317791625556,5.684341886080802e-14,291.00150251778734,1.990001856376141,3.8872139173528897e-16,no,negative,positive,0.022197541157231646,0.014891250651361038,431.5193562984463,1970.0899385830546,0.011609130915359806,1423.47,0.5385351324033029,56.09477210878006,30.685555295790156,1721.299231348718,277.4501994527745,11.436045395870106,0.7222685531079646,0.5837416177744296,0.1479849679808437,-0.040765512611632373,no,no,excluded,thermal_support_marginal,"[""thermal_support_marginal"", ""weak_twall_minus_tbulk_support"", ""enthalpy_wall_heat_balance_loose"", ""enthalpy_wall_direction_inconsistent""]"
viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,left_lower_leg,span_section,left_lower_leg,1,no,parasitic_cooling_dominant,232.3,55.58,1.4,31.29071065643277,429.4821175,437.1069765189586,431.45310669362664,5.6538698253319435,5.639516854175858,4.396660805401439,6.393456735523453,0.9411764705882353,0.058823529411764705,candidate,thermal_support_clean,-3.550177849014893,-7.056721181265748,-7.056721181265748,-7.056721181265748,0.0,-7.056721181265748,0.0,0.0,0.0,-7.056721181265748,-7.056721181265748,0.0,0.0,3.5065433322508546,0.4969083009202716,0.0,yes,negative,negative,0.02195991413590978,0.01497733922133971,437.1069765189586,1965.9008997037367,0.01154530075174095,1423.47,0.5393162936257744,56.00433886021043,30.47263629028114,1706.5998487648508,60.37494919515134,2.458350908280581,0.7223672728050966,0.5837416179939733,0.14805847422167026,-0.04084298332167047,yes,no,sensitivity_only,enthalpy_wall_heat_balance_loose,"[""enthalpy_wall_heat_balance_loose""]"
viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,left_upper_leg,span_section,left_upper_leg,1,no,parasitic_cooling_dominant,232.3,55.58,1.4,31.29071065643277,429.4821175,436.7337616138232,432.3239925510492,4.409769062773956,4.416680621805071,3.715611226349097,4.938529279946683,0.9487179487179487,0.05128205128205128,candidate,thermal_support_clean,-2.0697805479499243,-8.289944659503897,-8.289944659503897,-8.289944659503897,0.0,-8.289944659503897,0.0,0.0,0.0,-8.289944659503897,-8.289944659503897,0.0,0.0,6.220164111553973,0.7503263733398929,0.0,yes,negative,negative,0.021982731251817298,0.014943062406198922,436.7337616138232,1966.1806989181166,0.011596132889478304,1423.47,0.5392610036360966,55.6969617959805,30.609940590706504,1704.8806916578128,75.90436536784983,3.0942071714259978,0.7223672728050966,0.5837416179939733,0.14805847422167026,-0.04084298332167047,yes,no,sensitivity_only,enthalpy_wall_heat_balance_loose,"[""enthalpy_wall_heat_balance_loose""]"
viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,lower_leg,span_section,lower_leg,1,no,intended_heating_dominant,232.3,55.58,1.4,31.29071065643277,429.4821175,429.17738283647134,441.2020054980074,-12.02462266153644,13.604679828987098,0.05112796375402695,2.1204688802812774,0.7391304347826086,0.2608695652173913,do_not_fit,thermal_low_usable_fraction,-144.554994490559,185.42453720528675,185.42453720528675,185.42453720528673,188.5220404022947,-3.097503197007956,188.5220404022947,0.0,0.0,-3.097503197007956,-3.097503197007956,0.0,2.842170943040401e-14,-329.97953169584576,1.779589350305454,1.532791175255184e-16,no,positive,negative,0.022041740782055636,0.014611906309921817,429.17738283647134,1971.8457160874973,0.01269568975921029,1423.47,0.5382374329557917,50.022961503915276,33.57613646880524,1679.5777820292503,191.13445138058654,7.827281742028774,0.7223672728050966,0.5837416179939733,0.14805847422167026,-0.04084298332167047,no,no,excluded,thermal_low_usable_fraction,"[""thermal_low_usable_fraction"", ""support_fraction_below_candidate_gate"", ""thermal_warning_fraction_above_candidate_gate"", ""weak_twall_minus_tbulk_support"", ""enthalpy_wall_heat_balance_loose"", ""enthalpy_wall_direction_inconsistent""]"
