asset_family,source_id,case_label,scope_name,scope_kind,pressure_method_label,pressure_method_status,screened_candidate_flag,closure_supported_candidate_flag,fit_use_status,fit_status_screened,fit_reason_screened,net_section_role,support_fraction,pressure_loss_hydro_pa,apparent_darcy_f_local,direct_prgh_darcy,shear_darcy_core,direct_to_shear_darcy_ratio,pressure_loss_to_driving_head_ratio,dh_effective_m,bulk_velocity_effective_m_s,rho_effective_kg_m3,mu_effective_pa_s,re_effective,property_temperature_k,residual_risk_label,todo_required,missing_requirement,exclusion_reason_primary,exclusion_reasons_json
straight_section_friction,viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,left_lower_leg,main_loop_leg,hydro_corrected_section_from_additive_june17_package,defended_direct_hydro,no,no,excluded,screening_only,buoyancy_aided_or_net_gain_section,buoyancy_aided_or_net_gain,0.9411764705882353,-164.61348257069312,-99.61197186304024,1.6582723965484731,1.7394582454771605,0.9533269343257982,-0.007117837286473468,0.02195991413590978,0.01543169348918579,1966.1011835156637,0.010731538166249534,62.0852045648595,436.8398245756119,none_additional_beyond_screened_direct_vs_shear_gate,no,,buoyancy_aided_or_net_gain_section,"[""buoyancy_aided_or_net_gain_section""]"
straight_section_friction,viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,left_upper_leg,main_loop_leg,hydro_corrected_section_from_additive_june17_package,defended_direct_hydro,no,no,excluded,screening_only,buoyancy_aided_or_net_gain_section,buoyancy_aided_or_net_gain,0.9487179487179487,-149.6933761822679,-78.36128430939455,2.265533499987287,1.610626463412974,1.4066163393258435,-0.0064726963908966016,0.021982731251817298,0.015394039662554475,1966.4005478450276,0.010793856485485724,61.64950569936285,436.44051241159445,none_additional_beyond_screened_direct_vs_shear_gate,no,,buoyancy_aided_or_net_gain_section,"[""buoyancy_aided_or_net_gain_section""]"
straight_section_friction,viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,lower_leg,main_loop_leg,hydro_corrected_section_from_additive_june17_package,defended_direct_hydro,no,no,excluded,screening_only,support_fraction_below_floor,dissipative,0.7391304347826086,19.76096665544742,4.32762683080611,0.5485848856817362,1.5053798552528184,0.3644162526604324,0.0008544582319768262,0.022041740782055636,0.015056346131794806,1971.9152480468606,0.012047262987338075,54.3206971694801,429.08463645876907,none_additional_beyond_screened_direct_vs_shear_gate,no,,support_fraction_below_floor,"[""support_fraction_below_floor""]"
straight_section_friction,viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,right_leg,main_loop_leg,hydro_corrected_section_from_additive_june17_package,defended_direct_hydro,no,no,excluded,screening_only,support_fraction_below_floor,dissipative,0.7311827956989247,116.596688240802,25.383085114834877,2.233737292976908,1.3584922128268175,1.6442768474387037,0.005041605596815536,0.022082226572606178,0.014984675482341111,1966.1633181386592,0.010744427596365682,60.55172354099766,436.75694525989144,none_additional_beyond_screened_direct_vs_shear_gate,no,,support_fraction_below_floor,"[""support_fraction_below_floor""]"
straight_section_friction,viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,test_section_span,test_section_leg,hydro_corrected_section_from_additive_june17_package,defended_direct_hydro,no,no,excluded,screening_only,direct_to_shear_magnitude_gap,dissipative,1.0,113.1776781314993,64.04917540960612,0.41071191745356583,1.3950290782275965,0.29441100824606536,0.004893768631952264,0.020787565883064133,0.01722666290925231,1966.1388087657429,0.01073934047369992,65.56036437008638,436.7896375006763,none_additional_beyond_screened_direct_vs_shear_gate,no,,direct_to_shear_magnitude_gap,"[""direct_to_shear_magnitude_gap""]"
straight_section_friction,viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,upper_leg,main_loop_leg,hydro_corrected_section_from_additive_june17_package,defended_direct_hydro,no,no,excluded,screening_only,direct_to_shear_magnitude_gap,dissipative,0.9574468085106383,196.77680391449303,44.75393495784331,6.434161116053049,1.5801406027304474,4.0718915170807986,0.008508569590672256,0.022197541157231646,0.014891250651361038,1970.0899385830546,0.011609130915359806,56.09477210878006,431.5193562984463,none_additional_beyond_screened_direct_vs_shear_gate,no,,direct_to_shear_magnitude_gap,"[""direct_to_shear_magnitude_gap""]"
straight_section_friction,viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,left_lower_leg,main_loop_leg,hydro_corrected_section_from_additive_june17_package,defended_direct_hydro,no,no,excluded,screening_only,buoyancy_aided_or_net_gain_section,buoyancy_aided_or_net_gain,0.9411764705882353,-164.13676265545155,-105.4513955848906,1.5114846125250294,1.8387960443469158,0.8219968806066594,-0.007098058426075637,0.02195991413590978,0.01497733922133971,1965.9008997037367,0.01154530075174095,56.00433886021043,437.1069765189586,none_additional_beyond_screened_direct_vs_shear_gate,no,,buoyancy_aided_or_net_gain_section,"[""buoyancy_aided_or_net_gain_section""]"
straight_section_friction,viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,left_upper_leg,main_loop_leg,hydro_corrected_section_from_additive_june17_package,defended_direct_hydro,no,no,excluded,screening_only,buoyancy_aided_or_net_gain_section,buoyancy_aided_or_net_gain,0.9487179487179487,-148.2790421140253,-82.39732946682051,2.477762260041691,1.7136070972460282,1.445933705587326,-0.006412294767243751,0.021982731251817298,0.014943062406198922,1966.1806989181166,0.011596132889478304,55.6969617959805,436.7337616138232,none_additional_beyond_screened_direct_vs_shear_gate,no,,buoyancy_aided_or_net_gain_section,"[""buoyancy_aided_or_net_gain_section""]"
straight_section_friction,viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,lower_leg,main_loop_leg,hydro_corrected_section_from_additive_june17_package,defended_direct_hydro,no,no,excluded,screening_only,support_fraction_below_floor,dissipative,0.7391304347826086,19.531182735905986,4.5415957894931935,0.551818620639023,1.6580173485260152,0.33281836352894145,0.0008446217285327701,0.022041740782055636,0.014611906309921817,1971.8457160874973,0.01269568975921029,50.022961503915276,429.17738283647134,none_additional_beyond_screened_direct_vs_shear_gate,no,,support_fraction_below_floor,"[""support_fraction_below_floor""]"
straight_section_friction,viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,right_leg,main_loop_leg,hydro_corrected_section_from_additive_june17_package,defended_direct_hydro,no,no,excluded,screening_only,support_fraction_below_floor,dissipative,0.7311827956989247,116.58511698302482,26.948989546243936,2.3499921377364816,1.4255770084840225,1.6484498022562069,0.005041697902215133,0.022082226572606178,0.014542083867880296,1965.9550362270106,0.011555111749399648,54.63474714762079,437.0347656035606,none_additional_beyond_screened_direct_vs_shear_gate,no,,support_fraction_below_floor,"[""support_fraction_below_floor""]"
straight_section_friction,viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,test_section_span,test_section_leg,hydro_corrected_section_from_additive_june17_package,defended_direct_hydro,no,no,excluded,screening_only,direct_to_shear_magnitude_gap,dissipative,1.0,112.2768933298455,67.45099019448642,0.5516320701865837,1.4714391912829548,0.3748928759370702,0.004855389711971001,0.020787565883064133,0.01672158544341715,1965.9232670243598,0.01154935291006982,59.16842397990105,437.0771414907831,none_additional_beyond_screened_direct_vs_shear_gate,no,,direct_to_shear_magnitude_gap,"[""direct_to_shear_magnitude_gap""]"
straight_section_friction,viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,upper_leg,main_loop_leg,hydro_corrected_section_from_additive_june17_package,defended_direct_hydro,no,no,excluded,screening_only,direct_to_shear_magnitude_gap,dissipative,0.9574468085106383,196.86871060325348,47.53396419775312,6.98116595202647,1.7081516542495634,4.0869708112032255,0.0085135443609388,0.022197541157231646,0.014453709401842055,1969.964073009706,0.012315035426098296,51.322384856813905,431.6872442180792,none_additional_beyond_screened_direct_vs_shear_gate,no,,direct_to_shear_magnitude_gap,"[""direct_to_shear_magnitude_gap""]"
