model_form,case_id,mdot_error_pct,abs_mdot_error_pct,pressure_distribution_mape_pct,thermal_state_mismatch_W,max_abs_thermal_residual_fraction,thermal_observation_rows,openfoam_interface_observation_rows,physical_interface_residual_observation_rows,recirculation_contaminated_thermal_rows,radiation_present_rows,thermal_bracket_status_counts,thermal_score_status,source_rows
F1,salt_2,9.70343935532604,9.70343935532604,23.3119229268156,101.85178842857144,1.430907,230,138,65,45,0,bracketed_composite_high_recirculation_diagnostic=18;bracketed_full_span_interfaces=27;bracketed_openfoam_physical_interface_plane=138;bracketed_upper_leg_but_partial_cooler_sink=18;not_applicable=27;not_bracketed_by_available_secmean_surfaces=2,canonical_validation_axis_not_model_specific_no_fit_promotion,work_products/2026-07/2026-07-07/2026-07-07_friction_forms_comparison/mdot_comparison.csv;work_products/2026-07/2026-07-07/2026-07-07_f5_ri_corrected/mdot_comparison_f5.csv;work_products/2026-07/2026-07-07/2026-07-07_pressure_term_ledger/pressure_term_ledger.csv;work_products/2026-07/2026-07-09/2026-07-09_closure_observation_table_thermal_refresh/closure_observations.csv
F1,salt_3,16.214910129920543,16.214910129920543,10.382874556427115,75.63125814285713,1.229973,230,138,65,72,0,bracketed_composite_high_recirculation_diagnostic=18;bracketed_full_span_interfaces=27;bracketed_openfoam_physical_interface_plane=138;bracketed_upper_leg_but_partial_cooler_sink=18;not_applicable=27;not_bracketed_by_available_secmean_surfaces=2,canonical_validation_axis_not_model_specific_no_fit_promotion,work_products/2026-07/2026-07-07/2026-07-07_friction_forms_comparison/mdot_comparison.csv;work_products/2026-07/2026-07-07/2026-07-07_f5_ri_corrected/mdot_comparison_f5.csv;work_products/2026-07/2026-07-07/2026-07-07_pressure_term_ledger/pressure_term_ledger.csv;work_products/2026-07/2026-07-09/2026-07-09_closure_observation_table_thermal_refresh/closure_observations.csv
F1,salt_4,17.97181983198809,17.97181983198809,10.577106469685463,82.29957957142858,1.209004,230,138,65,72,0,bracketed_composite_high_recirculation_diagnostic=18;bracketed_full_span_interfaces=27;bracketed_openfoam_physical_interface_plane=138;bracketed_upper_leg_but_partial_cooler_sink=18;not_applicable=27;not_bracketed_by_available_secmean_surfaces=2,canonical_validation_axis_not_model_specific_no_fit_promotion,work_products/2026-07/2026-07-07/2026-07-07_friction_forms_comparison/mdot_comparison.csv;work_products/2026-07/2026-07-07/2026-07-07_f5_ri_corrected/mdot_comparison_f5.csv;work_products/2026-07/2026-07-07/2026-07-07_pressure_term_ledger/pressure_term_ledger.csv;work_products/2026-07/2026-07-09/2026-07-09_closure_observation_table_thermal_refresh/closure_observations.csv
F3_hagenbach,salt_2,3.498687322940795,3.498687322940795,29.157806771379185,101.85178842857144,1.430907,230,138,65,45,0,bracketed_composite_high_recirculation_diagnostic=18;bracketed_full_span_interfaces=27;bracketed_openfoam_physical_interface_plane=138;bracketed_upper_leg_but_partial_cooler_sink=18;not_applicable=27;not_bracketed_by_available_secmean_surfaces=2,canonical_validation_axis_not_model_specific_no_fit_promotion,work_products/2026-07/2026-07-07/2026-07-07_friction_forms_comparison/mdot_comparison.csv;work_products/2026-07/2026-07-07/2026-07-07_f5_ri_corrected/mdot_comparison_f5.csv;work_products/2026-07/2026-07-07/2026-07-07_pressure_term_ledger/pressure_term_ledger.csv;work_products/2026-07/2026-07-09/2026-07-09_closure_observation_table_thermal_refresh/closure_observations.csv
F3_hagenbach,salt_3,6.690487469008994,6.690487469008994,16.255377121626974,75.63125814285713,1.229973,230,138,65,72,0,bracketed_composite_high_recirculation_diagnostic=18;bracketed_full_span_interfaces=27;bracketed_openfoam_physical_interface_plane=138;bracketed_upper_leg_but_partial_cooler_sink=18;not_applicable=27;not_bracketed_by_available_secmean_surfaces=2,canonical_validation_axis_not_model_specific_no_fit_promotion,work_products/2026-07/2026-07-07/2026-07-07_friction_forms_comparison/mdot_comparison.csv;work_products/2026-07/2026-07-07/2026-07-07_f5_ri_corrected/mdot_comparison_f5.csv;work_products/2026-07/2026-07-07/2026-07-07_pressure_term_ledger/pressure_term_ledger.csv;work_products/2026-07/2026-07-09/2026-07-09_closure_observation_table_thermal_refresh/closure_observations.csv
F3_hagenbach,salt_4,5.685032100746988,5.685032100746988,17.856204570744595,82.29957957142858,1.209004,230,138,65,72,0,bracketed_composite_high_recirculation_diagnostic=18;bracketed_full_span_interfaces=27;bracketed_openfoam_physical_interface_plane=138;bracketed_upper_leg_but_partial_cooler_sink=18;not_applicable=27;not_bracketed_by_available_secmean_surfaces=2,canonical_validation_axis_not_model_specific_no_fit_promotion,work_products/2026-07/2026-07-07/2026-07-07_friction_forms_comparison/mdot_comparison.csv;work_products/2026-07/2026-07-07/2026-07-07_f5_ri_corrected/mdot_comparison_f5.csv;work_products/2026-07/2026-07-07/2026-07-07_pressure_term_ledger/pressure_term_ledger.csv;work_products/2026-07/2026-07-09/2026-07-09_closure_observation_table_thermal_refresh/closure_observations.csv
F3_shah_apparent,salt_2,-0.9271564422820645,0.9271564422820645,33.222634280805266,101.85178842857144,1.430907,230,138,65,45,0,bracketed_composite_high_recirculation_diagnostic=18;bracketed_full_span_interfaces=27;bracketed_openfoam_physical_interface_plane=138;bracketed_upper_leg_but_partial_cooler_sink=18;not_applicable=27;not_bracketed_by_available_secmean_surfaces=2,canonical_validation_axis_not_model_specific_no_fit_promotion,work_products/2026-07/2026-07-07/2026-07-07_friction_forms_comparison/mdot_comparison.csv;work_products/2026-07/2026-07-07/2026-07-07_f5_ri_corrected/mdot_comparison_f5.csv;work_products/2026-07/2026-07-07/2026-07-07_pressure_term_ledger/pressure_term_ledger.csv;work_products/2026-07/2026-07-09/2026-07-09_closure_observation_table_thermal_refresh/closure_observations.csv
F3_shah_apparent,salt_3,3.331191691854073,3.331191691854073,18.218333541590017,75.63125814285713,1.229973,230,138,65,72,0,bracketed_composite_high_recirculation_diagnostic=18;bracketed_full_span_interfaces=27;bracketed_openfoam_physical_interface_plane=138;bracketed_upper_leg_but_partial_cooler_sink=18;not_applicable=27;not_bracketed_by_available_secmean_surfaces=2,canonical_validation_axis_not_model_specific_no_fit_promotion,work_products/2026-07/2026-07-07/2026-07-07_friction_forms_comparison/mdot_comparison.csv;work_products/2026-07/2026-07-07/2026-07-07_f5_ri_corrected/mdot_comparison_f5.csv;work_products/2026-07/2026-07-07/2026-07-07_pressure_term_ledger/pressure_term_ledger.csv;work_products/2026-07/2026-07-09/2026-07-09_closure_observation_table_thermal_refresh/closure_observations.csv
F3_shah_apparent,salt_4,3.7473651414132267,3.7473651414132267,18.694420411297305,82.29957957142858,1.209004,230,138,65,72,0,bracketed_composite_high_recirculation_diagnostic=18;bracketed_full_span_interfaces=27;bracketed_openfoam_physical_interface_plane=138;bracketed_upper_leg_but_partial_cooler_sink=18;not_applicable=27;not_bracketed_by_available_secmean_surfaces=2,canonical_validation_axis_not_model_specific_no_fit_promotion,work_products/2026-07/2026-07-07/2026-07-07_friction_forms_comparison/mdot_comparison.csv;work_products/2026-07/2026-07-07/2026-07-07_f5_ri_corrected/mdot_comparison_f5.csv;work_products/2026-07/2026-07-07/2026-07-07_pressure_term_ledger/pressure_term_ledger.csv;work_products/2026-07/2026-07-09/2026-07-09_closure_observation_table_thermal_refresh/closure_observations.csv
F4_leg_class,salt_2,-23.185000222594173,23.185000222594173,99.25025461147904,101.85178842857144,1.430907,230,138,65,45,0,bracketed_composite_high_recirculation_diagnostic=18;bracketed_full_span_interfaces=27;bracketed_openfoam_physical_interface_plane=138;bracketed_upper_leg_but_partial_cooler_sink=18;not_applicable=27;not_bracketed_by_available_secmean_surfaces=2,canonical_validation_axis_not_model_specific_no_fit_promotion,work_products/2026-07/2026-07-07/2026-07-07_friction_forms_comparison/mdot_comparison.csv;work_products/2026-07/2026-07-07/2026-07-07_f5_ri_corrected/mdot_comparison_f5.csv;work_products/2026-07/2026-07-07/2026-07-07_pressure_term_ledger/pressure_term_ledger.csv;work_products/2026-07/2026-07-09/2026-07-09_closure_observation_table_thermal_refresh/closure_observations.csv
