branch_name,branch_type,component_spans,component_span_count,branch_total_length_m,time_sample_count,total_row_count,usable_row_count,masked_row_count,warning_fraction,thermal_warning_fraction,mean_mdot_mean_abs_kg_s,mean_bulk_positive_mass_flux_kg_s,mean_t_wall_area_avg_k,mean_bulk_temp_fluid_area_avg_k,mean_bulk_temp_area_weighted_k,mean_bulk_minus_wall_temp_k,mean_abs_bulk_minus_wall_temp_k,min_abs_bulk_minus_wall_temp_k,mean_wall_heat_per_length_w_m,mean_wall_heatflux_area_avg_w_m2,mean_effective_htc_w_m2_k,mean_effective_ua_per_m_w_m_k,mean_effective_thermal_resistance_k_m_w,mean_effective_htc_tp_endpoint_proxy_w_m2_k,mean_effective_ua_per_m_tp_endpoint_proxy_w_m_k,mean_effective_thermal_resistance_tp_endpoint_proxy_k_m_w,min_bulk_positive_mass_flux_kg_s,mean_area_ratio_to_reference,max_area_ratio_to_reference,thermal_status_breakdown_json,mean_branch_total_wall_heat_w,mean_branch_total_abs_wall_heat_w,source_id,case_label,usable_fraction,case_order,fit_status,fit_reason
left_lower_leg,span_section,left_lower_leg,1,0.323501,5,170,160,10,1.0,0.058823529411764705,0.013690480220311085,0.01426589054281656,456.5105778896857,460.17327844018064,457.4510125963754,3.662700550494908,3.654705658661365,2.513470339974617,-25.76591554083859,-373.3548333514146,111.80750634709729,7.764647499083133,0.1461119885312405,74.33044919528086,5.148156472760467,0.21462803544074158,0.013926099741491713,1.0000000034395247,1.0000000037008279,"{""missing_wall_faces"": 10, ""usable"": 160}",-7.956422195950617,7.956422195950617,val_salt_test_2_coarse_mesh_laminar,Salt 2 val,0.9411764705882353,0,candidate,thermal_support_clean
left_upper_leg,span_section,left_upper_leg,1,0.37473599999999996,5,195,185,10,1.0,0.05128205128205128,0.013690480220349348,0.014119233286964517,456.3907130488081,459.44055430530517,457.3637096094803,3.0498412564968884,3.060376061145715,2.2397517026811897,-25.751745290920045,-372.9007617094764,123.64610419901696,8.510968737706175,0.11870343693562609,3179.7381718959446,219.0545371911988,0.009482622384349713,0.013689426377598226,1.000000003625496,1.0000000037008272,"{""missing_wall_faces"": 10, ""usable"": 185}",-9.269180785574822,9.269180785574822,val_salt_test_2_coarse_mesh_laminar,Salt 2 val,0.9487179487179487,0,candidate,thermal_support_clean
test_section_span,span_section,test_section_span,1,0.25127800000000006,5,135,135,0,1.0,0.0,0.01369049033279098,0.014097960792187267,456.34855974557297,459.85811941483394,457.5775260082144,3.509559669261134,3.4963630133645958,2.505136426900549,-37.74672428380323,-577.1701956695412,165.08984065987758,10.780942929361922,0.09439956157230255,753.5637611236065,48.62661893711268,0.029142811382851894,0.014000593718967,1.0080518102155136,1.1086994291205967,"{""usable"": 135}",-9.4849213845855,9.4849213845855,val_salt_test_2_coarse_mesh_laminar,Salt 2 val,1.0,0,candidate,thermal_support_clean
upcomer,derived_branch,"left_lower_leg, test_section_span, left_upper_leg",3,0.949515,5,500,480,20,1.0,0.04,0.013690482969926565,0.014163033925352928,456.41977767200643,459.8018242415924,457.4513637027806,3.382046569585538,3.381107257295825,2.2397517026811897,-29.03260436346211,-428.8438187048907,130.91210927546928,8.875848160952449,0.1213619745731736,1470.122076521314,100.39336973445783,0.08418771267383746,0.013689426377598226,1.002264574166948,1.1086994291205967,"{""missing_wall_faces"": 20, ""usable"": 480}",-26.71052436611094,26.71052436611094,val_salt_test_2_coarse_mesh_laminar,Salt 2 val,0.96,0,candidate,thermal_support_clean
left_lower_leg,span_section,left_lower_leg,1,0.323501,4,136,128,8,1.0,0.058823529411764705,0.011264835955808508,0.011661230010857736,431.677965351556,436.8398245756119,433.02756951918985,5.161859224055885,5.146442592533697,3.8681151317661033,-22.897050873235713,-331.7760401729448,66.84022296104011,4.635766525749024,0.23010983951660466,71.56281808984873,4.962240002462136,0.22851377097545045,0.011364158679516527,1.0000000034395247,1.0000000037008279,"{""missing_wall_faces"": 8, ""usable"": 128}",-7.07052708842706,7.07052708842706,viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,0.9411764705882353,1,candidate,thermal_support_clean
left_upper_leg,span_section,left_upper_leg,1,0.37473599999999996,4,156,148,8,1.0,0.05128205128205128,0.011264835955777453,0.011697432814560906,432.4345530455018,436.44051241159445,433.3425134152742,4.005959366092597,4.0126926799327745,3.3890424224210847,-23.05310254057225,-333.81764052248,83.60152937930414,5.764482919675079,0.17446544118221696,2032.0194270045426,141.90895578228884,0.015223971913850687,0.01135226113836467,1.000000003625496,1.0000000037008272,"{""missing_wall_faces"": 8, ""usable"": 148}",-8.297821087578964,8.297821087578964,viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,0.9487179487179487,1,candidate,thermal_support_clean
test_section_span,span_section,test_section_span,1,0.25127800000000006,4,108,108,0,1.0,0.0,0.01126483760009986,0.011464501054448618,433.9518653709868,436.7896375006763,433.9282744178707,2.8377721296893714,2.880803380467881,2.331184925027003,-4.340648056232889,-69.95130345977188,47.56653816326743,3.0674978234598242,0.48751471002392677,99.39037075853398,6.2299449055160565,0.6177245406573986,0.011271018475558024,1.0080518102155136,1.1086994291205967,"{""usable"": 108}",-1.0907093622740884,2.5623273111429534,viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,1.0,1,candidate,thermal_support_clean
upcomer,derived_branch,"left_lower_leg, test_section_span, left_upper_leg",3,0.949515,4,400,384,16,1.0,0.04,0.011264836398817526,0.011622480773516498,432.58854041688943,436.6690671862126,433.39426050636564,4.080526769323323,4.072265451991914,2.331184925027003,-17.889926051418907,-261.06446628570137,68.24734575070624,4.657677992981894,0.2775515469948033,851.0212398118912,59.22873642717962,0.24939255595897902,0.011271018475558024,1.002264574166948,1.1086994291205967,"{""missing_wall_faces"": 16, ""usable"": 384}",-16.459057538280113,17.930675487148978,viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,0.96,1,candidate,thermal_support_clean
left_lower_leg,span_section,left_lower_leg,1,0.323501,4,136,128,8,1.0,0.058823529411764705,0.010932096583333334,0.01136158682059641,431.45310669362664,437.1069765189586,433.0052196745769,5.6538698253319435,5.639516854175858,4.396660805401439,-22.852342104756318,-331.1321991168814,60.37494919515134,4.185813245068096,0.2521227144167121,85.49383521278202,5.945019802510464,0.20738897358915107,0.011005024883453554,1.0000000034395247,1.0000000037008279,"{""missing_wall_faces"": 8, ""usable"": 128}",-7.056721181265749,7.056721181265749,viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,0.9411764705882353,2,candidate,thermal_support_clean
left_upper_leg,span_section,left_upper_leg,1,0.37473599999999996,4,156,148,8,1.0,0.05128205128205128,0.010932096583333327,0.01136101120540822,432.3239925510492,436.7337616138232,433.4207584280222,4.409769062773956,4.416680621805071,3.715611226349097,-23.031220156974012,-333.5032894583518,75.90436536784983,5.233597160866356,0.1922300813646166,437.18477086211294,30.310247520917223,0.039985679309132834,0.011018437152263591,1.000000003625496,1.0000000037008272,"{""missing_wall_faces"": 8, ""usable"": 148}",-8.2899446595039,8.2899446595039,viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,0.9487179487179487,2,candidate,thermal_support_clean
