branch_name,branch_type,component_spans,component_span_count,branch_total_length_m,time_sample_count,total_row_count,usable_row_count,masked_row_count,warning_fraction,thermal_warning_fraction,mean_mdot_mean_abs_kg_s,mean_bulk_positive_mass_flux_kg_s,mean_t_wall_area_avg_k,mean_bulk_temp_fluid_area_avg_k,mean_bulk_temp_area_weighted_k,mean_bulk_minus_wall_temp_k,mean_abs_bulk_minus_wall_temp_k,min_abs_bulk_minus_wall_temp_k,mean_wall_heat_per_length_w_m,mean_wall_heatflux_area_avg_w_m2,mean_effective_htc_w_m2_k,mean_effective_ua_per_m_w_m_k,mean_effective_thermal_resistance_k_m_w,mean_effective_htc_tp_endpoint_proxy_w_m2_k,mean_effective_ua_per_m_tp_endpoint_proxy_w_m_k,mean_effective_thermal_resistance_tp_endpoint_proxy_k_m_w,min_bulk_positive_mass_flux_kg_s,mean_area_ratio_to_reference,max_area_ratio_to_reference,thermal_status_breakdown_json,mean_branch_total_wall_heat_w,mean_branch_total_abs_wall_heat_w,source_id,case_label,usable_fraction,case_order,fit_status,fit_reason
lower_leg,span_section,lower_leg,1,0.9004136306150922,5,460,345,115,0.8739130434782608,0.25,0.01369045282273076,0.013531883206813086,464.9278565764869,453.14417968869003,452.7660215791735,-11.78367688779662,13.592818397319746,0.319903381122117,264.6036014177233,3814.455109736771,234.34655905111703,16.32304958147679,0.1005750881712985,233.5251491537569,16.17731812136329,0.11591863872055276,0.0030831206323711927,1.4258824256107032,2.9195266054678455,"{""area_ratio_out_of_range"": 115, ""usable"": 345}",238.25268942636148,250.36437474956975,val_salt_test_2_coarse_mesh_laminar,Salt 2 val,0.75,0,screening_only,thermal_support_marginal
right_leg,span_section,right_leg,1,0.9144000000000001,5,465,340,125,1.0,0.26881720430107525,0.013690487946108321,0.014214280656005926,448.46468549734,459.9404520578495,457.42956366118733,11.47576656050954,10.629033776406756,2.722603279309567,-24.290565536205193,-350.1420882113837,31.12603087790422,2.1585309771164916,0.4729721630448579,773.3180436823903,52.59888150518,0.06439164495330542,0.005475274416922062,1.4820533501328375,6.207896086691372,"{""area_ratio_out_of_range"": 125, ""usable"": 340}",-22.211293126306014,22.211293126306014,val_salt_test_2_coarse_mesh_laminar,Salt 2 val,0.7311827956989247,0,do_not_fit,thermal_low_usable_fraction
upper_leg,span_section,upper_leg,1,0.9238969228247695,5,470,445,25,0.9042553191489362,0.05319148936170213,0.013690499894223796,0.013617682828445443,447.5815826891499,455.0443684159913,454.4283741383646,7.462785726842067,7.38236273401378,0.22225079753974342,-165.76753032592322,-2384.871731842062,299.6881125640456,20.96234571367323,0.06598918175219225,403.41247748798094,28.288944709468524,0.11284753524878188,0.013612039364646809,1.0104220853162138,1.0217621659261193,"{""missing_wall_faces"": 20, ""small_delta_t"": 5, ""usable"": 445}",-148.2117204894029,148.2117204894029,val_salt_test_2_coarse_mesh_laminar,Salt 2 val,0.9468085106382979,0,do_not_fit,thermal_small_delta_t
lower_leg,span_section,lower_leg,1,0.9004136306150922,4,368,272,96,0.8478260869565217,0.2608695652173913,0.01126494445094736,0.011127653180098243,440.8335456467293,429.08463645876907,428.8548413119932,-11.748909187959866,13.336348729557757,0.12447015330263866,230.3625003858779,3320.828657750851,195.17931409915985,13.517528133034551,0.10685206405559039,212.86831438384337,14.725095148823986,0.11462482462154944,0.003193815705709235,1.4258824256107032,2.9195266054678455,"{""area_ratio_out_of_range"": 92, ""small_delta_t"": 4, ""usable"": 272}",207.42153533001957,218.29669214223668,viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,0.7391304347826086,1,do_not_fit,thermal_low_usable_fraction
right_leg,span_section,right_leg,1,0.9144000000000001,4,372,272,100,1.0,0.26881720430107525,0.011264811874768826,0.01162384029443393,425.29176278156353,436.75694525989144,433.36258826988274,11.465182478328115,10.572578612938287,2.180487421219425,-21.669133619160764,-312.3542546611282,27.561625548257815,1.9113022144578018,0.5289282756771715,797.838369455903,53.48388425861491,0.1005683672584799,0.004427414883913881,1.4820533501328375,6.207896086691372,"{""area_ratio_out_of_range"": 100, ""usable"": 272}",-19.81425578136065,19.81425578136065,viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,0.7311827956989247,1,do_not_fit,thermal_low_usable_fraction
upper_leg,span_section,upper_leg,1,0.9238969228247695,4,376,360,16,0.8829787234042553,0.0425531914893617,0.01126475154162315,0.011204446424698429,424.02223709753616,431.5193562984463,431.029494898536,7.497119200910243,7.497036774440293,0.4001603890545198,-163.55305786528263,-2353.0598900197756,277.4501994527745,19.246920591844344,0.06929740392091195,272.18418364460575,19.01025370854446,0.13507359377433859,0.011201546013157149,1.0104220853162138,1.0217621659261193,"{""missing_wall_faces"": 16, ""usable"": 360}",-146.23177440030676,146.23177440030676,viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,0.9574468085106383,1,screening_only,thermal_support_marginal
lower_leg,span_section,lower_leg,1,0.9004136306150922,4,368,272,96,0.8369565217391305,0.2608695652173913,0.010932096642500016,0.010798385065924171,441.2020054980074,429.17738283647134,428.98721589725716,-12.02462266153644,13.604679828987098,0.05112796375402695,230.28463786894682,3319.7046247941125,191.13445138058654,13.237418554505753,0.10861117251700184,210.21002056551802,14.535256103710974,0.11747428998271861,0.00321192994230039,1.4258824256107032,2.9195266054678455,"{""area_ratio_out_of_range"": 92, ""small_delta_t"": 4, ""usable"": 272}",207.35142685846088,218.24807466208458,viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,0.7391304347826086,2,do_not_fit,thermal_low_usable_fraction
right_leg,span_section,right_leg,1,0.9144000000000001,4,372,272,100,1.0,0.26881720430107525,0.010932096537499995,0.011308922621616226,425.340977818486,437.0347656035606,433.37247873141035,11.693787785074326,10.783279538302068,2.1697321115274804,-21.676796452368226,-312.4648974442202,27.017181169282743,1.873523569384321,0.5392123250512828,1084.5723514032281,71.35104071343142,0.10337878037500772,0.004296438976015799,1.4820533501328375,6.207896086691372,"{""area_ratio_out_of_range"": 100, ""usable"": 272}",-19.821262676045585,19.821262676045585,viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,0.7311827956989247,2,do_not_fit,thermal_low_usable_fraction
upper_leg,span_section,upper_leg,1,0.9238969228247695,4,376,360,16,0.8723404255319149,0.0425531914893617,0.010932096569999999,0.010873671959008535,424.1834968076161,431.6872442180792,431.22780809664766,7.503747410463443,7.503603510548484,0.3432504670910248,-163.57192607029114,-2353.3303466339376,277.1049252774628,19.198040492650104,0.06894699367566746,279.6354278270692,19.541209928274338,0.13308817559946842,0.010870944754796925,1.0104220853162138,1.0217621659261193,"{""missing_wall_faces"": 16, ""usable"": 360}",-146.24864434535166,146.24864434535166,viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,0.9574468085106383,2,screening_only,thermal_support_marginal
lower_leg,span_section,lower_leg,1,0.9004136306150922,4,368,276,92,0.8586956521739131,0.25,0.013162662028633206,0.01300880993898576,459.5591842247621,447.638094660291,447.24937900990864,-11.921089564470648,13.774597579224494,0.5802093440225349,263.1605799726402,3793.6266112690037,223.52233582763424,15.534016085838863,0.09878235338869422,231.3584366883954,16.018611550051567,0.11143704069342782,0.0030895296504586753,1.4258824256107032,2.9195266054678455,"{""area_ratio_out_of_range"": 92, ""usable"": 276}",236.953373247939,249.56694335719482,viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,0.75,3,screening_only,thermal_support_marginal
