case_id,source_id,path_id,one_d_segment,model_source_W,model_cooler_loss_W,model_external_loss_W,model_net_to_fluid_W,cfd_imposed_source_W,cfd_imposed_loss_W,cfd_imposed_net_to_fluid_W,cfd_realized_source_W,cfd_realized_loss_W,cfd_realized_net_to_fluid_W,model_minus_cfd_realized_net_W,model_minus_cfd_imposed_net_W
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,N0_current_fluid_rad_off,cooling_branch,0.0,53.755454233434094,0.0,-53.755454233434094,0.0,136.350739906,-136.350739906,0.0,148.718686808,-148.718686808,94.96323257456591,82.59528567256591
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,N0_current_fluid_rad_off,downcomer,0.0,0.0,59.54536182653492,-59.54536182653492,0.0,0.0,0.0,0.0,23.117313813,-23.117313813,-36.42804801353492,-59.54536182653492
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,N0_current_fluid_rad_off,junction,0.0,0.0,1.6579037069884328,-1.6579037069884328,0.0,0.0,0.0,0.0,39.128349537,-39.128349537,37.47044583001156,-1.6579037069884328
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,N0_current_fluid_rad_off,lower_leg,265.7,0.0,61.387654019810135,204.31234598018986,265.7,0.0,265.7,243.51909758,6.668141359,236.850956221,-32.53861024081013,-61.38765401981013
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,N0_current_fluid_rad_off,upcomer,37.0,0.0,55.046448950579105,-18.046448950579105,37.0,0.0,37.0,0.0,25.760341230999998,-25.760341230999998,7.713892280420893,-55.046448950579105
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,N1_heater_cooler_imposed_rad_off,cooling_branch,0.0,136.35073990600003,0.0,-136.35073990600003,0.0,136.350739906,-136.350739906,0.0,148.718686808,-148.718686808,12.367946901999971,-2.842170943040401e-14
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,N1_heater_cooler_imposed_rad_off,downcomer,0.0,0.0,29.740541771758224,-29.740541771758224,0.0,0.0,0.0,0.0,23.117313813,-23.117313813,-6.623227958758225,-29.740541771758224
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,N1_heater_cooler_imposed_rad_off,junction,0.0,0.0,0.825295633914376,-0.825295633914376,0.0,0.0,0.0,0.0,39.128349537,-39.128349537,38.30305390308562,-0.825295633914376
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,N1_heater_cooler_imposed_rad_off,lower_leg,265.7,0.0,31.408909878001445,234.29109012199854,265.7,0.0,265.7,243.51909758,6.668141359,236.850956221,-2.5598660990014537,-31.408909878001452
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,N1_heater_cooler_imposed_rad_off,upcomer,0.0,0.0,30.737993567623903,-30.737993567623903,37.0,0.0,37.0,0.0,25.760341230999998,-25.760341230999998,-4.977652336623905,-67.7379935676239
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,N3_realized_wallflux_diagnostic_rad_off,cooling_branch,0.0,0.0,148.718686808,-148.718686808,0.0,136.350739906,-136.350739906,0.0,148.718686808,-148.718686808,0.0,-12.367946902
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,N3_realized_wallflux_diagnostic_rad_off,downcomer,0.0,0.0,23.117313812999996,-23.117313812999996,0.0,0.0,0.0,0.0,23.117313813,-23.117313813,3.552713678800501e-15,-23.117313812999996
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,N3_realized_wallflux_diagnostic_rad_off,junction,0.0,0.0,39.128349537,-39.128349537,0.0,0.0,0.0,0.0,39.128349537,-39.128349537,0.0,-39.128349537
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,N3_realized_wallflux_diagnostic_rad_off,lower_leg,243.51909758,0.0,6.668141359,236.850956221,265.7,0.0,265.7,243.51909758,6.668141359,236.850956221,0.0,-28.849043779
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,N3_realized_wallflux_diagnostic_rad_off,upcomer,0.0,0.0,25.760341231,-25.760341231,37.0,0.0,37.0,0.0,25.760341230999998,-25.760341230999998,-3.552713678800501e-15,-62.760341231
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,N2_cfd_setup_bc_plus_passive_conv_rad_off,cooling_branch,0.0,136.35073990600003,17.37720639538851,-153.72794630138853,0.0,136.350739906,-136.350739906,0.0,148.718686808,-148.718686808,-5.009259493388527,-17.377206395388527
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,N2_cfd_setup_bc_plus_passive_conv_rad_off,downcomer,0.0,0.0,27.00259820152869,-27.00259820152869,0.0,0.0,0.0,0.0,23.117313813,-23.117313813,-3.8852843885286923,-27.00259820152869
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,N2_cfd_setup_bc_plus_passive_conv_rad_off,junction,0.0,0.0,51.67214623685432,-51.67214623685432,0.0,0.0,0.0,0.0,39.128349537,-39.128349537,-12.543796699854319,-51.67214623685432
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,N2_cfd_setup_bc_plus_passive_conv_rad_off,lower_leg,265.7,0.0,32.28896635925166,233.41103364074831,265.7,0.0,265.7,243.51909758,6.668141359,236.850956221,-3.4399225802516753,-32.288966359251674
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,N2_cfd_setup_bc_plus_passive_conv_rad_off,upcomer,37.0,0.0,38.00416269001689,-1.0041626900168907,37.0,0.0,37.0,0.0,25.760341230999998,-25.760341230999998,24.756178540983107,-38.00416269001689
salt_3,viscosity_screening_salt_test_3_jin_coarse_mesh,N0_current_fluid_rad_off,cooling_branch,0.0,53.86597586537228,0.0,-53.86597586537228,0.0,150.769638673,-150.769638673,0.0,164.340347847,-164.340347847,110.47437198162773,96.90366280762773
salt_3,viscosity_screening_salt_test_3_jin_coarse_mesh,N0_current_fluid_rad_off,downcomer,0.0,0.0,60.07114811187096,-60.07114811187096,0.0,0.0,0.0,0.0,25.347860491,-25.347860491,-34.72328762087096,-60.07114811187096
salt_3,viscosity_screening_salt_test_3_jin_coarse_mesh,N0_current_fluid_rad_off,junction,0.0,0.0,1.6702383113678045,-1.6702383113678045,0.0,0.0,0.0,0.0,43.234690515,-43.234690515,41.56445220363219,-1.6702383113678045
salt_3,viscosity_screening_salt_test_3_jin_coarse_mesh,N0_current_fluid_rad_off,lower_leg,297.5,0.0,62.02839758907187,235.47160241092814,297.5,0.0,297.5,273.15537485,7.327263296,265.828111554,-30.356509143071833,-62.02839758907186
salt_3,viscosity_screening_salt_test_3_jin_coarse_mesh,N0_current_fluid_rad_off,upcomer,37.0,0.0,55.216675241596164,-18.216675241596164,37.0,0.0,37.0,0.0,32.618906683,-32.618906683,14.402231441403835,-55.216675241596164
