case_key,job_id,job_name,partition,job_state,job_elapsed,job_time_limit,job_exit_code,job_start,job_end,q_ratio,restart_time_s,target_end_time_s,control_end_time_s,latest_solver_time_s,advance_since_restart_s,advance_fraction_of_target,remaining_to_control_end_s,solver_log_has_end,convergence_monitor_triggered,fatal_error_count,warning_count,log_scan_scope,preflight_audit_rows,preflight_bad_ok_count,mdot_monitor,mdot_latest_kg_s,nominal_mdot_kg_s,mdot_moved_pct,expected_move_pct,moved_enough,mdot_direction_ok,late_window_drift_pct,late_window_amp_pct,plateau_like,needs_special_gate_scrutiny,scrutiny_reason,closure_fit_admissible_without_coordinator_review,recommendation,log_path
salt1_jin_lo10q_corrected,3275448,corr_saltq_g1,,,,,,,,0.9,3756.33125,9756.33125,9756.33125,6051.623376623,2295.2921266229996,0.3825486877705,3704.7078733769995,False,False,0,0,tail_bytes:8000000,1,0,mdot_pipeleg_left_04_test_section,-0.01042680521,nan,nan,3.451061539437028,False,False,-0.09350494971010373,0.09350494971010373,True,True,missing nominal mdot reference,False,hold_for_coordinator_review,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_lo10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/logs/log.foamRun_corrected_q
salt1_jin_hi10q_corrected,3275448,corr_saltq_g1,,,,,,,,1.1,3756.33125,9756.33125,9756.33125,4010.590361446,254.25911144599968,0.042376518574333284,5745.740888553999,True,True,0,0,tail_bytes:8000000,1,0,mdot_pipeleg_left_04_test_section,-0.01170269243,nan,nan,3.228011545636722,False,False,-4.070821334843825,4.070950891915672,False,True,missing nominal mdot reference; ended early after 254s past restart (4.24% of target extension),False,hold_for_coordinator_review,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/logs/log.foamRun_corrected_q
salt2_jin_lo10q_corrected,3275448,corr_saltq_g1,,,,,,,,0.9,7915.0,13915.0,13915.0,9990.484662577,2075.4846625770006,0.3459141104295001,3924.5153374229994,False,False,0,0,tail_bytes:8000000,1,0,mdot_pipeleg_left_04_test_section,-0.01219438039,-0.0132,-7.618330378787875,3.451061539437028,True,True,-0.2516743101342722,0.25378747151613334,True,False,,False,hold_running_wait_for_formal_gate,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt2_jin_lo10q_corrected/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation/logs/log.foamRun_corrected_q
salt2_jin_lo5q_corrected,3275448,corr_saltq_g1,,,,,,,,0.95,7915.0,13915.0,13915.0,9982.327380952,2067.3273809519997,0.3445545634919999,3932.6726190480003,False,False,0,0,tail_bytes:8000000,1,0,mdot_pipeleg_left_04_test_section,-0.01270226105,-0.0132,-3.77074962121212,1.6952427508441503,True,True,-0.0874753380716824,0.14019943508939192,True,False,,False,hold_running_wait_for_formal_gate,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt2_jin_lo5q_corrected/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation/logs/log.foamRun_corrected_q
salt2_jin_hi5q_corrected,3275449,corr_saltq_g2,,,,,,,,1.05,7915.0,13915.0,13915.0,9547.755681818,1632.755681818,0.2721259469696667,4367.244318182,False,False,0,0,tail_bytes:8000000,1,0,mdot_pipeleg_left_04_test_section,-0.01367380124,-0.0132,3.5894033333333346,1.6396356814853519,True,True,0.15149161127668284,0.15986670811623527,True,False,,False,hold_running_wait_for_formal_gate,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt2_jin_hi5q_corrected/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation/logs/log.foamRun_corrected_q
salt2_jin_hi10q_corrected,3275449,corr_saltq_g2,,,,,,,,1.1,7915.0,13915.0,13915.0,9452.633333333,1537.6333333330003,0.2562722222221667,4462.366666667,False,False,0,0,tail_bytes:8000000,1,0,mdot_pipeleg_left_04_test_section,-0.01411908912,-0.0132,6.962796363636371,3.228011545636722,True,True,0.231940662114459,0.2614059308127572,True,False,,False,hold_running_wait_for_formal_gate,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt2_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation/logs/log.foamRun_corrected_q
salt3_jin_lo10q_corrected,3275449,corr_saltq_g2,,,,,,,,0.9,7618.0,13618.0,13618.0,9202.397727273,1584.3977272730008,0.26406628787883346,4415.602272726999,False,False,0,0,tail_bytes:8000000,1,0,mdot_pipeleg_left_04_test_section,-0.01401057291,-0.01499,-6.533869846564378,3.451061539437028,True,True,-0.24736553952310336,0.26948838354057353,True,False,,False,hold_running_wait_for_formal_gate,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt3_jin_lo10q_corrected/case_stage/viscosity_screening_salt_test_3_jin_coarse_mesh_continuation/logs/log.foamRun_corrected_q
salt3_jin_lo5q_corrected,3275449,corr_saltq_g2,,,,,,,,0.95,7618.0,13618.0,13618.0,9165.955801105,1547.9558011049994,0.2579926335174999,4452.044198895001,False,False,0,0,tail_bytes:8000000,1,0,mdot_pipeleg_left_04_test_section,-0.0145134398,-0.01499,-3.1791874583055377,1.6952427508441503,True,True,-0.10594243494769463,0.14766631058472937,True,False,,False,hold_running_wait_for_formal_gate,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt3_jin_lo5q_corrected/case_stage/viscosity_screening_salt_test_3_jin_coarse_mesh_continuation/logs/log.foamRun_corrected_q
salt3_jin_hi5q_corrected,3275450,corr_saltq_g3,,,,,,,,1.05,7618.0,13618.0,13618.0,7639.476190476,21.47619047599983,0.003579365079333305,5978.523809524,False,False,3,1,full,1,0,mdot_pipeleg_left_04_test_section,-0.01523409169,-0.01499,1.6283635090060036,1.6396356814853519,True,True,1.6206914982708227,1.6206914982708227,False,True,fatal/error markers=3,False,investigate,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt3_jin_hi5q_corrected/case_stage/viscosity_screening_salt_test_3_jin_coarse_mesh_continuation/logs/log.foamRun_corrected_q
salt3_jin_hi10q_corrected,3275450,corr_saltq_g3,,,,,,,,1.1,7618.0,13618.0,13618.0,7637.875696673,19.875696672999766,0.0033126161121666275,5980.124303327,False,False,4,1,full,1,0,mdot_pipeleg_left_04_test_section,-0.01541195655,-0.01499,2.8149202801867896,3.228011545636722,True,True,2.78785501033947,2.78785501033947,False,True,fatal/error markers=4,False,investigate,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt3_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_3_jin_coarse_mesh_continuation/logs/log.foamRun_corrected_q
