case_slug,fluid,group,series,unit,representative,n_total,t_first,t_last,n_window,t_start,t_end,dt_median,window_seconds,verdict,rel_drift_over_window,drift_ratio,near_zero_mean,trend_resolved,fit_n,fit_slope,fit_intercept,fit_r2,fit_slope_se,fit_t_stat,osc_mean,osc_minimum,osc_maximum,osc_peak_to_peak,osc_rmse_about_mean,osc_var_about_mean,osc_rmse_about_trend,osc_var_about_trend,osc_cov,unc_tau_int,unc_n_eff,unc_sem_naive,unc_sem_corrected,unc_rel_sem_naive,unc_rel_sem_corrected
modern_runs__2026-07-01_insulation_truesteady__salt2_jin_hiins_loH__salt2_jin_hiins_loH,salt2,mdot,left (test section),kg/s,False,479,7915.0,8393.0,301,8093.0,8393.0,1.0,300.0,steady,0.00043012980273880437,3.9323533037767477,False,True,301,-1.8929791146509427e-08,-0.013046807262841785,0.564688896113865,9.611816628642747e-10,-19.694290765077195,-0.013202845531262462,-0.01320763143,-0.01319837395,9.257480000000179e-06,2.18884331422763e-06,4.7910350542389954e-12,1.4441574561722644e-06,2.0855907582179455e-12,0.0001657857246791807,4.897970216319601,61.454028241554994,1.2616283121767856e-07,2.792154825893921e-07,9.555730309723226e-06,2.114812916111527e-05
modern_runs__2026-07-01_insulation_truesteady__salt2_jin_hiins_loH__salt2_jin_hiins_loH,salt2,mdot,lower (heater),kg/s,True,479,7915.0,8393.0,301,8093.0,8393.0,1.0,300.0,steady,0.00043035061766241343,3.960849959078421,False,True,301,-1.8939423810257865e-08,-0.013046668406475573,0.5682353834388396,9.547519541841683e-10,-19.837009735624502,-0.013202786076943529,-0.01320758015,-0.01319834655,9.233600000000189e-06,2.1831124259596718e-06,4.765979864379523e-12,1.4344969392375978e-06,2.0577814686820363e-12,0.0001653524046543566,4.900186364089973,61.426235174608415,1.258325083094201e-07,2.785474278788801e-07,9.53075415871243e-06,2.109762486914159e-05
modern_runs__2026-07-01_insulation_truesteady__salt2_jin_hiins_loH__salt2_jin_hiins_loH,salt2,mdot,right (downcomer),kg/s,False,479,7915.0,8393.0,301,8093.0,8393.0,1.0,300.0,steady,0.0004310077163141085,3.9196756417829186,False,True,301,-1.8968250643550045e-08,-0.013046367022503365,0.5631006909422642,9.662496160904816e-10,-19.630797598965174,-0.013202722312558148,-0.01320753201,-0.01319821071,9.321300000000171e-06,2.1963812389986004e-06,4.824090547025027e-12,1.451771961028036e-06,2.1076418268271894e-12,0.00016635820908764015,4.877856468107824,61.70743275616745,1.2659730997841484e-07,2.796011710911829e-07,9.588727762455336e-06,2.1177539334083562e-05
modern_runs__2026-07-01_insulation_truesteady__salt2_jin_hiins_loH__salt2_jin_hiins_loH,salt2,mdot,upper (cooler),kg/s,False,479,7915.0,8393.0,301,8093.0,8393.0,1.0,300.0,steady,0.0004296611655374276,3.9289291111625624,False,True,301,-1.8909261182371935e-08,-0.013047042485987323,0.5642605620229861,9.60976023925765e-10,-19.677141480725087,-0.013202911525913616,-0.0132076887,-0.01319844295,9.245749999999345e-06,2.1872991682210474e-06,4.7842776513004856e-12,1.443848487516492e-06,2.0846984549036617e-12,0.0001656679410392164,4.898450491733127,61.44800289560604,1.2607382812150553e-07,2.79032186033309e-07,9.548941373579451e-06,2.1134140411805912e-05
modern_runs__2026-07-01_insulation_truesteady__salt2_jin_hiins_loH__salt2_jin_hiins_loH,salt2,temperature,probe 0 (0.887519 0.70409 0),K,True,479,7915.0,8393.0,301,8093.0,8393.0,1.0,300.0,steady,0.00014208017265768732,3.5210238385796058,False,True,301,0.00021357036632858515,449.18993388563604,0.5098091197877614,1.2111117341563054e-05,17.634241359024095,450.9503944152826,450.897407,451.028641,0.1312340000000063,0.025990262647295703,0.0006754937524754142,0.018196727098678797,0.00033112087710379125,5.763441604479701e-05,2.3657812753843377,127.23069673932577,0.0014980538343517546,0.00230417104907747,3.3219925138200215e-06,5.109588721094558e-06
modern_runs__2026-07-01_insulation_truesteady__salt2_jin_hiins_loH__salt2_jin_hiins_loH,salt2,temperature,probe 1 (0.887519 -0.245426 0),K,True,479,7915.0,8393.0,301,8093.0,8393.0,1.0,300.0,steady,0.00016291913400442683,2.014280894092772,False,False,301,0.00024198329541702887,443.59442145335254,0.25393439424536757,2.3987088540064172e-05,10.08806446071431,445.5890897574751,445.461303,445.693754,0.23245100000002594,0.04172516844469993,0.001740989681738583,0.03604015151908855,0.0012988925215188605,9.364046248845562e-05,1.9397009924161013,155.17855647693045,0.0024049987268620157,0.003349517450967222,5.397346528773868e-06,7.517054452096874e-06
modern_runs__2026-07-01_insulation_truesteady__salt2_jin_hiins_loH__salt2_jin_hiins_loH,salt2,temperature,probe 2 (-0 0 0),K,True,479,7915.0,8393.0,301,8093.0,8393.0,1.0,300.0,steady,0.00016156961668375598,163.8828993163555,False,True,301,0.00023792075509889452,439.8064485180454,0.9995563550265757,2.8987507608588467e-07,820.7699617072388,441.7676293023256,441.731616,441.802676,0.07106000000004542,0.020677696803591984,0.00042756714510127806,0.00043553187567108785,1.8968801472557594e-07,4.6806726957898296e-05,4.986700220240543,60.360556421312346,0.0011918426297783907,0.002661494332489607,2.697894890263107e-06,6.0246477015367775e-06
modern_runs__2026-07-01_insulation_truesteady__salt2_jin_hiins_loH__salt2_jin_hiins_loH,salt2,temperature,probe 3 (-0 0.323501 0),K,True,479,7915.0,8393.0,301,8093.0,8393.0,1.0,300.0,steady,0.00015051697456469054,211.50041786027384,False,True,301,0.00022565168511143736,447.89324995032445,0.9997335857929621,2.1302939602499372e-07,1059.2513959198511,449.753296790698,449.719231,449.78662,0.06738900000004833,0.019609653314689193,0.0003845385031223009,0.0003200726798476291,1.0244652038484289e-07,4.3600910665063896e-05,6.0641875311243565,49.635668167437395,0.001130281626508894,0.0027833830582121577,2.513114711052121e-06,6.188688505617475e-06
modern_runs__2026-07-01_insulation_truesteady__salt2_jin_hiins_loH__salt2_jin_hiins_loH,salt2,temperature,probe 4 (-0 0.574779 0),K,True,479,7915.0,8393.0,301,8093.0,8393.0,1.0,300.0,steady,0.0001482998320611993,324.115466903462,False,True,301,0.00022271828078590435,448.7073557297539,0.9998865389581619,1.3720448059126297e-07,1623.2580731046971,450.5432225182721,450.509301,450.576074,0.06677300000001196,0.01935325328606689,0.00037454841275465884,0.00020614716376886864,4.249665312994875e-08,4.295537546407549e-05,36.50429585515382,8.245604878788633,0.0011155029745491952,0.006739733442897433,2.4759066806380716e-06,1.4959127351258952e-05
modern_runs__2026-07-01_insulation_truesteady__salt2_jin_hiins_loH__salt2_jin_hiins_loH,salt2,temperature,probe 5 (-0 0.949515 0),K,True,479,7915.0,8393.0,301,8093.0,8393.0,1.0,300.0,steady,0.00014765038112961326,218.93284366463678,False,True,301,0.00022265993575498448,450.5710367774786,0.9997513630174163,2.030688671858084e-07,1096.4749980667898,452.4064226279069,452.372828,452.439563,0.06673499999999422,0.019349491341217672,0.0003744028151638576,0.00030510717171708173,9.309038623319679e-08,4.277015173396897e-05,6.0310191460022216,49.90864607012958,0.0011152861396528933,0.0027389345762888445,2.4652305623215886e-06,6.054146093636585e-06
