scenario_id,case_id,variant_id,input_family,level,segment_name,parent_segment,s_start_m,s_end_m,T_in_K,T_out_K,T_avg_K,T_pipe_outer_wall_K,Q_source_W,Q_hx_sink_W,Q_ambient_W,Q_known_W,mdot_model_kg_s,cp_J_kg_K,enthalpy_transport_W,segment_residual_R_s_W,residual_owner_label
salt_2__V00__nominal,salt_2,V00,baseline_frozen_setup,nominal,left_lower_vertical__s00,left_lower_vertical,0,0.121412,515.51307171,515.25985329,515.3864625,513.055132509,0,0,7.29712155228,7.29712155228,0.0202249109771,,,,diagnostic_missing_cp
salt_2__V00__nominal,salt_2,V00,baseline_frozen_setup,nominal,left_lower_vertical__s01,left_lower_vertical,0.121412,0.182118,515.25985329,515.132370071,515.196111681,513.31678804,0,0,3.67375996508,3.67375996508,0.0202249109771,,,,diagnostic_missing_cp
salt_2__V00__nominal,salt_2,V00,baseline_frozen_setup,nominal,left_lower_vertical__s02,left_lower_vertical,0.182118,0.242824,515.132370071,515.004999578,515.068684825,513.190905335,0,0,3.67051149209,3.67051149209,0.0202249109771,,,,diagnostic_missing_cp
salt_2__V00__nominal,salt_2,V00,baseline_frozen_setup,nominal,left_lower_vertical__s03,left_lower_vertical,0.242824,0.364236,515.004999578,514.752670819,514.878835199,512.55512051,0,0,7.27148386593,7.27148386593,0.0202249109771,,,,diagnostic_missing_cp
salt_2__V00__nominal,salt_2,V00,baseline_frozen_setup,nominal,test_section__s00,test_section,0.364236,0.4572,514.752670819,514.276066645,514.514368732,497.815215228,18.5,0,32.2342141688,50.7342141688,0.0202249109771,,,,diagnostic_missing_cp
salt_2__V00__nominal,salt_2,V00,baseline_frozen_setup,nominal,test_section__s01,test_section,0.4572,0.550164,514.276066645,513.803218728,514.039642687,497.393911985,18.5,0,32.1259715427,50.6259715427,0.0202249109771,,,,diagnostic_missing_cp
salt_2__V00__nominal,salt_2,V00,baseline_frozen_setup,nominal,left_upper_vertical__s00,left_upper_vertical,0.550164,0.671576,513.803218728,513.552987347,513.678103038,511.372360333,0,0,7.21104288016,7.21104288016,0.0202249109771,,,,diagnostic_missing_cp
salt_2__V00__nominal,salt_2,V00,baseline_frozen_setup,nominal,left_upper_vertical__s01,left_upper_vertical,0.671576,0.732282,513.552987347,513.427008747,513.489998047,511.631305122,0,0,3.63040057351,3.63040057351,0.0202249109771,,,,diagnostic_missing_cp
salt_2__V00__nominal,salt_2,V00,baseline_frozen_setup,nominal,left_upper_vertical__s02,left_upper_vertical,0.732282,0.792988,513.427008747,513.3011408,513.364074773,511.506900782,0,0,3.62721182745,3.62721182745,0.0202249109771,,,,diagnostic_missing_cp
salt_2__V00__nominal,salt_2,V00,baseline_frozen_setup,nominal,left_upper_vertical__s03,left_upper_vertical,0.792988,0.9144,513.3011408,513.05178275,513.176461775,510.878210271,0,0,7.18587576348,7.18587576348,0.0202249109771,,,,diagnostic_missing_cp
salt_2__V00__nominal,salt_2,V00,baseline_frozen_setup,nominal,top_horizontal_inlet,top_horizontal_inlet,0.9144,0.9398,513.05178275,512.999546795,513.025664772,511.628530101,0,0,1.50531773681,1.50531773681,0.0202249109771,,,,diagnostic_missing_cp
salt_2__V00__nominal,salt_2,V00,baseline_frozen_setup,nominal,cooled_incline_pre_hx__s00,cooled_incline_pre_hx,0.9398,1.0414,512.999546795,512.790455326,512.895001061,510.720166376,0,0,6.02550008121,6.02550008121,0.0202249109771,,,,diagnostic_missing_cp
