model_form,salt,cfd_mdot_kg_s,pred_mdot_kg_s,signed_mdot_error_pct,abs_mdot_error_pct,energy_error_pct_of_heater,tp_rmse_k,tw_rmse_k,root_status,accepted_for_validation
boundary_default_1p4_rad_on,2,0.01318354663,0.01826141918250785,38.51674132173833,38.51674132173833,8.434800131702373,78.53376176032876,78.73354266455394,accepted,True
boundary_default_1p4_rad_on,3,0.01496689828,0.020850861014264636,39.31317380654127,39.31317380654127,10.258367239252552,81.24075763564048,82.20727546109516,accepted,True
boundary_default_1p4_rad_on,4,0.01698467657,0.02179973100814927,28.34940317117425,28.34940317117425,22.511324310266847,69.60907064084857,71.49611225253034,rejected,False
cfd_casewise_closures_1p4_rad_on,2,0.01318354663,0.011917659250078854,-9.602024519263564,9.602024519263564,8.435141858800725,79.67119925637203,78.8353025178162,accepted,True
cfd_casewise_closures_1p4_rad_on,3,0.01496689828,0.013258433720617597,-11.414954036705078,11.414954036705078,10.258684822411036,82.49229687972071,82.33307002385779,accepted,True
cfd_casewise_closures_1p4_rad_on,4,0.01698467657,0.013463991596743718,-20.728595912593704,20.728595912593704,23.991742653159925,68.65817197782765,69.52939556843579,rejected,False
fit_k90_major1_1p4,2,0.01318354663,0.013833252671618161,4.928158255531288,4.928158255531288,8.435023209387897,79.23750944925092,78.8052430926777,accepted,True
fit_k90_major1_1p4,3,0.01496689828,0.0150388933939224,0.48102895186108885,0.48102895186108885,10.258587451259757,82.10883311013758,82.30554485784215,accepted,True
fit_k90_major1_1p4,4,0.01698467657,0.015424749461001235,-9.184320364121977,9.184320364121977,23.524290522950814,68.97002187100966,70.16197639064676,rejected,False
fit_major_defaultK_1p4,2,0.01318354663,0.013057274262879793,-0.9578027116987257,0.9578027116987257,8.435042171171215,79.40057848766634,78.81787069786759,accepted,True
fit_major_defaultK_1p4,3,0.01496689828,0.015060051023189087,0.6223917704683399,0.6223917704683399,10.258587050113157,82.10472360433342,82.30520265348557,accepted,True
fit_major_defaultK_1p4,4,0.01698467657,0.01565051993347205,-7.855060595528007,7.855060595528007,23.476817705188388,69.00113681656636,70.22567561425618,rejected,False
fit_major_k90_1p4,2,0.01318354663,0.013296879400338399,0.8596531230868009,0.8596531230868009,8.435036456349868,79.34856249048333,78.81401532027711,accepted,True
fit_major_k90_1p4,3,0.01496689828,0.015437743886771955,3.1459130540169267,3.1459130540169267,10.258574482493614,82.03291048266902,82.29905823553864,accepted,True
fit_major_k90_1p4,4,0.01698467657,0.016083994135792062,-5.302911895295142,5.302911895295142,23.38881419557668,69.0585359016208,70.34347404840088,rejected,False
zero_minor_1p4_rad_on,2,0.01318354663,0.01922421607531797,45.81976015143029,45.81976015143029,8.434761868457,78.41610423200078,78.71803086311874,accepted,True
zero_minor_1p4_rad_on,3,0.01496689828,0.02233096078382616,49.202328806273954,49.202328806273954,10.25829072701859,81.07796881204894,82.1820653246049,accepted,True
zero_minor_1p4_rad_on,4,0.01698467657,0.023525461303021508,38.50991631229813,38.50991631229813,22.317992982947185,69.72440211724751,71.74380494160046,rejected,False
