source_id,salt,span,method,reynolds_number,apparent_darcy_f,laminar_ref_darcy_f_64_over_Re,excess_loss_factor_fapp_over_flam,flow_alignment_min,usable_for_re_only_screen,flags
viscosity_screening_salt_test_2_jin_coarse_mesh,2,left_lower_leg,section_mean_static_gradient,71.12521667906103,1.8062116407093785,0.8998215118104708,2.0072999111515135,0.8675107096099733,yes,mu_from_jin_corr_T_from_rho_eos
viscosity_screening_salt_test_3_jin_coarse_mesh,3,left_lower_leg,section_mean_static_gradient,96.7702467137881,1.459118236969512,0.6613603062239698,2.2062379965019874,0.8883683459497432,yes,mu_from_jin_corr_T_from_rho_eos
viscosity_screening_salt_test_4_jin_coarse_mesh,4,left_lower_leg,section_mean_static_gradient,134.88326391686644,1.2464353995725181,0.47448436626982554,2.626926171185388,0.9004606235110378,yes,mu_from_jin_corr_T_from_rho_eos
viscosity_screening_salt_test_2_jin_coarse_mesh,2,left_lower_leg,section_mean_total_pressure_gradient,71.12521667906103,1.817539783186998,0.8998215118104708,2.019889232843575,0.8675107096099733,yes,mu_from_jin_corr_T_from_rho_eos
viscosity_screening_salt_test_3_jin_coarse_mesh,3,left_lower_leg,section_mean_total_pressure_gradient,96.7702467137881,1.4740119561477825,0.6613603062239698,2.2287578227420983,0.8883683459497432,yes,mu_from_jin_corr_T_from_rho_eos
viscosity_screening_salt_test_4_jin_coarse_mesh,4,left_lower_leg,section_mean_total_pressure_gradient,134.88326391686644,1.265367721815579,0.47448436626982554,2.666827005836481,0.9004606235110378,yes,mu_from_jin_corr_T_from_rho_eos
viscosity_screening_salt_test_2_jin_coarse_mesh,2,left_upper_leg,section_mean_static_gradient,66.64763746835195,2.1665186096702755,0.960274098693908,2.2561460447772252,0.8677109965607765,yes,mu_from_jin_corr_T_from_rho_eos
viscosity_screening_salt_test_3_jin_coarse_mesh,3,left_upper_leg,section_mean_static_gradient,88.44346571728263,1.529634870229785,0.7236260981063504,2.113847018830126,0.8797559649947716,yes,mu_from_jin_corr_T_from_rho_eos
viscosity_screening_salt_test_4_jin_coarse_mesh,4,left_upper_leg,section_mean_static_gradient,119.83306251141927,1.1742258576316291,0.534076311317682,2.198610634376499,0.8838376290991017,yes,mu_from_jin_corr_T_from_rho_eos
viscosity_screening_salt_test_2_jin_coarse_mesh,2,left_upper_leg,section_mean_total_pressure_gradient,66.64763746835195,2.1699224414178477,0.960274098693908,2.2596906907821546,0.8677109965607765,yes,mu_from_jin_corr_T_from_rho_eos
viscosity_screening_salt_test_3_jin_coarse_mesh,3,left_upper_leg,section_mean_total_pressure_gradient,88.44346571728263,1.5329725580809055,0.7236260981063504,2.1184594669713066,0.8797559649947716,yes,mu_from_jin_corr_T_from_rho_eos
viscosity_screening_salt_test_4_jin_coarse_mesh,4,left_upper_leg,section_mean_total_pressure_gradient,119.83306251141927,1.1778039865841283,0.534076311317682,2.2053102929771042,0.8838376290991017,yes,mu_from_jin_corr_T_from_rho_eos
viscosity_screening_salt_test_2_jin_coarse_mesh,2,lower_leg,section_mean_static_gradient,67.99763118266802,-0.785008894541788,0.9412092581294659,-0.8340428950963505,0.99039988569346,no,mu_from_jin_corr_T_from_rho_eos;negative_f_pressure_recovery_or_noise
viscosity_screening_salt_test_3_jin_coarse_mesh,3,lower_leg,section_mean_static_gradient,90.20420441297262,-0.5313558656160512,0.7095012967133483,-0.7489145799697232,0.9906168390378546,no,mu_from_jin_corr_T_from_rho_eos;negative_f_pressure_recovery_or_noise
viscosity_screening_salt_test_4_jin_coarse_mesh,4,lower_leg,section_mean_static_gradient,122.6024614073759,-0.4800324571781164,0.5220123581968289,-0.919580637585435,0.9906597703981997,no,mu_from_jin_corr_T_from_rho_eos;negative_f_pressure_recovery_or_noise
viscosity_screening_salt_test_2_jin_coarse_mesh,2,lower_leg,section_mean_total_pressure_gradient,67.99763118266802,-0.7828674966465782,0.9412092581294659,-0.8317677390917596,0.99039988569346,no,mu_from_jin_corr_T_from_rho_eos;negative_f_pressure_recovery_or_noise
viscosity_screening_salt_test_3_jin_coarse_mesh,3,lower_leg,section_mean_total_pressure_gradient,90.20420441297262,-0.5285175049867541,0.7095012967133483,-0.7449140789946788,0.9906168390378546,no,mu_from_jin_corr_T_from_rho_eos;negative_f_pressure_recovery_or_noise
viscosity_screening_salt_test_4_jin_coarse_mesh,4,lower_leg,section_mean_total_pressure_gradient,122.6024614073759,-0.4775930790972401,0.5220123581968289,-0.9149076101320188,0.9906597703981997,no,mu_from_jin_corr_T_from_rho_eos;negative_f_pressure_recovery_or_noise
viscosity_screening_salt_test_2_jin_coarse_mesh,2,right_leg,section_mean_static_gradient,61.15899206065987,-1.822242174894921,1.0464528247378948,-1.7413514797968443,0.9999996616361024,no,mu_from_jin_corr_T_from_rho_eos;negative_f_pressure_recovery_or_noise
viscosity_screening_salt_test_3_jin_coarse_mesh,3,right_leg,section_mean_static_gradient,84.74917869256562,-1.80832445749276,0.7551695601932036,-2.3945939465967294,0.9999996586756715,no,mu_from_jin_corr_T_from_rho_eos;negative_f_pressure_recovery_or_noise
viscosity_screening_salt_test_4_jin_coarse_mesh,4,right_leg,section_mean_static_gradient,117.99501141241286,-1.6432083324300644,0.5423958117713044,-3.0295372802821463,0.9999840016580045,no,mu_from_jin_corr_T_from_rho_eos;negative_f_pressure_recovery_or_noise
viscosity_screening_salt_test_2_jin_coarse_mesh,2,right_leg,section_mean_total_pressure_gradient,61.15899206065987,-1.8214106841629614,1.0464528247378948,-1.7405568995613063,0.9999996616361024,no,mu_from_jin_corr_T_from_rho_eos;negative_f_pressure_recovery_or_noise
viscosity_screening_salt_test_3_jin_coarse_mesh,3,right_leg,section_mean_total_pressure_gradient,84.74917869256562,-1.8084794031863456,0.7551695601932036,-2.3947991266010007,0.9999996586756715,no,mu_from_jin_corr_T_from_rho_eos;negative_f_pressure_recovery_or_noise
viscosity_screening_salt_test_4_jin_coarse_mesh,4,right_leg,section_mean_total_pressure_gradient,117.99501141241286,-1.6438541680044056,0.5423958117713044,-3.0307279892815986,0.9999840016580045,no,mu_from_jin_corr_T_from_rho_eos;negative_f_pressure_recovery_or_noise
viscosity_screening_salt_test_2_jin_coarse_mesh,2,test_section_span,section_mean_static_gradient,68.79759596170659,-0.6180867680304882,0.9302650638493679,-0.6644200583787281,0.8890225830052568,no,mu_from_jin_corr_T_from_rho_eos;negative_f_pressure_recovery_or_noise
viscosity_screening_salt_test_3_jin_coarse_mesh,3,test_section_span,section_mean_static_gradient,91.05094038525839,-0.29149750519430384,0.7029032289968741,-0.41470503074840787,0.8840742011396813,no,mu_from_jin_corr_T_from_rho_eos;negative_f_pressure_recovery_or_noise
viscosity_screening_salt_test_4_jin_coarse_mesh,4,test_section_span,section_mean_static_gradient,123.66235290899029,-0.1539267978675826,0.5175382684744888,-0.2974210937508096,0.868515451161282,no,mu_from_jin_corr_T_from_rho_eos;negative_f_pressure_recovery_or_noise
viscosity_screening_salt_test_2_jin_coarse_mesh,2,test_section_span,section_mean_total_pressure_gradient,68.79759596170659,-0.6246122218054763,0.9302650638493679,-0.6714346760705784,0.8890225830052568,no,mu_from_jin_corr_T_from_rho_eos;negative_f_pressure_recovery_or_noise
viscosity_screening_salt_test_3_jin_coarse_mesh,3,test_section_span,section_mean_total_pressure_gradient,91.05094038525839,-0.303082161002659,0.7029032289968741,-0.43118618395763103,0.8840742011396813,no,mu_from_jin_corr_T_from_rho_eos;negative_f_pressure_recovery_or_noise
viscosity_screening_salt_test_4_jin_coarse_mesh,4,test_section_span,section_mean_total_pressure_gradient,123.66235290899029,-0.17130799294360505,0.5175382684744888,-0.33100546061754543,0.868515451161282,no,mu_from_jin_corr_T_from_rho_eos;negative_f_pressure_recovery_or_noise
