Ta_K,Tsur_K,area_m2,candidate_id,diagnostic_q_conv_W,diagnostic_q_rad_W,diagnostic_q_total_W,emissivity,hA_W_K,interpretation,mapped_wall_state_sensors,model_predicted_wall_state_mean_K,numeric_q_loss_release,radiation_on,runtime_CFD_mdot_used,runtime_Qwall_used,runtime_imposed_cooler_duty_used,runtime_validation_temperature_used,runtime_wallHeatFlux_used,scenario_id,source_family,train_case_id
299.65000000000003,299.65000000000003,0.03257168133333333,PASSIVE-H2-CAND001,27.957815221044036,102.39267460753209,130.35048982857612,0.9499999999999998,0.13440561066666665,diagnostic_runtime_operator_smoke_not_admitted_q_loss,TW10;TW11,507.6607748655,False,True,False,False,False,False,False,nominal,cooling_branch,salt_2
299.65000000000003,299.65000000000003,0.063435,PASSIVE-H2-CAND001,46.13777688836145,199.06569119225048,245.20346808061194,0.9499999999999998,0.222013296,diagnostic_runtime_operator_smoke_not_admitted_q_loss,TW1;TW2;TW3,507.4653773653334,False,True,False,False,False,False,False,nominal,downcomer,salt_2
299.65000000000003,299.65000000000003,0.042478796000000006,PASSIVE-H2-CAND001,88.21061821400666,137.49075184132695,225.7013700553336,0.9499999999999998,0.4175041863333333,diagnostic_runtime_operator_smoke_not_admitted_q_loss,TW4;TW5;TW6;TW7,510.93079933449997,False,True,False,False,False,False,False,nominal,junction,salt_2
299.65000000000003,299.65000000000003,0.016563776,PASSIVE-H2-CAND001,14.062365280181615,53.244048741618606,67.30641402180022,0.9499999999999998,0.06680253866666667,diagnostic_runtime_operator_smoke_not_admitted_q_loss,TW4;TW5;TW6,510.15645021666666,False,True,False,False,False,False,False,nominal,lower_leg,salt_2
299.65000000000003,299.65000000000003,0.050313118,PASSIVE-H2-CAND001,40.41056916525486,164.2995674662184,204.71013663147326,0.9499999999999998,0.19036294866666667,diagnostic_runtime_operator_smoke_not_admitted_q_loss,TW7;TW8;TW9,511.931693724,False,True,False,False,False,False,False,nominal,upcomer,salt_2
299.65000000000003,299.65000000000003,0.03257168133333333,PASSIVE-H2-CAND001,13.978907610522018,102.39267460753209,116.3715822180541,0.9499999999999998,0.06720280533333332,diagnostic_runtime_operator_smoke_not_admitted_q_loss,TW10;TW11,507.6607748655,False,True,False,False,False,False,False,hA_0p5,cooling_branch,salt_2
299.65000000000003,299.65000000000003,0.063435,PASSIVE-H2-CAND001,23.068888444180725,199.06569119225048,222.1345796364312,0.9499999999999998,0.111006648,diagnostic_runtime_operator_smoke_not_admitted_q_loss,TW1;TW2;TW3,507.4653773653334,False,True,False,False,False,False,False,hA_0p5,downcomer,salt_2
299.65000000000003,299.65000000000003,0.042478796000000006,PASSIVE-H2-CAND001,44.10530910700333,137.49075184132695,181.5960609483303,0.9499999999999998,0.20875209316666665,diagnostic_runtime_operator_smoke_not_admitted_q_loss,TW4;TW5;TW6;TW7,510.93079933449997,False,True,False,False,False,False,False,hA_0p5,junction,salt_2
299.65000000000003,299.65000000000003,0.016563776,PASSIVE-H2-CAND001,7.031182640090807,53.244048741618606,60.27523138170941,0.9499999999999998,0.03340126933333334,diagnostic_runtime_operator_smoke_not_admitted_q_loss,TW4;TW5;TW6,510.15645021666666,False,True,False,False,False,False,False,hA_0p5,lower_leg,salt_2
299.65000000000003,299.65000000000003,0.050313118,PASSIVE-H2-CAND001,20.20528458262743,164.2995674662184,184.50485204884583,0.9499999999999998,0.09518147433333334,diagnostic_runtime_operator_smoke_not_admitted_q_loss,TW7;TW8;TW9,511.931693724,False,True,False,False,False,False,False,hA_0p5,upcomer,salt_2
299.65000000000003,299.65000000000003,0.03257168133333333,PASSIVE-H2-CAND001,55.91563044208807,102.39267460753209,158.30830504962017,0.9499999999999998,0.2688112213333333,diagnostic_runtime_operator_smoke_not_admitted_q_loss,TW10;TW11,507.6607748655,False,True,False,False,False,False,False,hA_2p0,cooling_branch,salt_2
299.65000000000003,299.65000000000003,0.063435,PASSIVE-H2-CAND001,92.2755537767229,199.06569119225048,291.3412449689734,0.9499999999999998,0.444026592,diagnostic_runtime_operator_smoke_not_admitted_q_loss,TW1;TW2;TW3,507.4653773653334,False,True,False,False,False,False,False,hA_2p0,downcomer,salt_2
299.65000000000003,299.65000000000003,0.042478796000000006,PASSIVE-H2-CAND001,176.42123642801332,137.49075184132695,313.91198826934027,0.9499999999999998,0.8350083726666666,diagnostic_runtime_operator_smoke_not_admitted_q_loss,TW4;TW5;TW6;TW7,510.93079933449997,False,True,False,False,False,False,False,hA_2p0,junction,salt_2
299.65000000000003,299.65000000000003,0.016563776,PASSIVE-H2-CAND001,28.12473056036323,53.244048741618606,81.36877930198183,0.9499999999999998,0.13360507733333335,diagnostic_runtime_operator_smoke_not_admitted_q_loss,TW4;TW5;TW6,510.15645021666666,False,True,False,False,False,False,False,hA_2p0,lower_leg,salt_2
299.65000000000003,299.65000000000003,0.050313118,PASSIVE-H2-CAND001,80.82113833050973,164.2995674662184,245.12070579672815,0.9499999999999998,0.38072589733333334,diagnostic_runtime_operator_smoke_not_admitted_q_loss,TW7;TW8;TW9,511.931693724,False,True,False,False,False,False,False,hA_2p0,upcomer,salt_2
297.65000000000003,297.65000000000003,0.03257168133333333,PASSIVE-H2-CAND001,28.22662644237737,102.76657673180553,130.9932031741829,0.9499999999999998,0.13440561066666665,diagnostic_runtime_operator_smoke_not_admitted_q_loss,TW10;TW11,507.6607748655,False,True,False,False,False,False,False,ambient_minus_2K,cooling_branch,salt_2
297.65000000000003,297.65000000000003,0.063435,PASSIVE-H2-CAND001,46.58180348036145,199.79388452714636,246.37568800750782,0.9499999999999998,0.222013296,diagnostic_runtime_operator_smoke_not_admitted_q_loss,TW1;TW2;TW3,507.4653773653334,False,True,False,False,False,False,False,ambient_minus_2K,downcomer,salt_2
297.65000000000003,297.65000000000003,0.042478796000000006,PASSIVE-H2-CAND001,89.04562658667334,137.97838132223816,227.0240079089115,0.9499999999999998,0.4175041863333333,diagnostic_runtime_operator_smoke_not_admitted_q_loss,TW4;TW5;TW6;TW7,510.93079933449997,False,True,False,False,False,False,False,ambient_minus_2K,junction,salt_2
297.65000000000003,297.65000000000003,0.016563776,PASSIVE-H2-CAND001,14.195970357514948,53.43419032408741,67.63016068160236,0.9499999999999998,0.06680253866666667,diagnostic_runtime_operator_smoke_not_admitted_q_loss,TW4;TW5;TW6,510.15645021666666,False,True,False,False,False,False,False,ambient_minus_2K,lower_leg,salt_2
297.65000000000003,297.65000000000003,0.050313118,PASSIVE-H2-CAND001,40.7912950625882,164.8771299661858,205.668425028774,0.9499999999999998,0.19036294866666667,diagnostic_runtime_operator_smoke_not_admitted_q_loss,TW7;TW8;TW9,511.931693724,False,True,False,False,False,False,False,ambient_minus_2K,upcomer,salt_2
301.65000000000003,301.65000000000003,0.03257168133333333,PASSIVE-H2-CAND001,27.689003999710703,102.01121027653822,129.70021427624891,0.9499999999999998,0.13440561066666665,diagnostic_runtime_operator_smoke_not_admitted_q_loss,TW10;TW11,507.6607748655,False,True,False,False,False,False,False,ambient_plus_2K,cooling_branch,salt_2
301.65000000000003,301.65000000000003,0.063435,PASSIVE-H2-CAND001,45.69375029636145,198.32277007654403,244.0165203729055,0.9499999999999998,0.222013296,diagnostic_runtime_operator_smoke_not_admitted_q_loss,TW1;TW2;TW3,507.4653773653334,False,True,False,False,False,False,False,ambient_plus_2K,downcomer,salt_2
301.65000000000003,301.65000000000003,0.042478796000000006,PASSIVE-H2-CAND001,87.37560984134,136.9932600068793,224.36886984821928,0.9499999999999998,0.4175041863333333,diagnostic_runtime_operator_smoke_not_admitted_q_loss,TW4;TW5;TW6;TW7,510.93079933449997,False,True,False,False,False,False,False,ambient_plus_2K,junction,salt_2
301.65000000000003,301.65000000000003,0.016563776,PASSIVE-H2-CAND001,13.928760202848283,53.0500615272065,66.97882173005479,0.9499999999999998,0.06680253866666667,diagnostic_runtime_operator_smoke_not_admitted_q_loss,TW4;TW5;TW6,510.15645021666666,False,True,False,False,False,False,False,ambient_plus_2K,lower_leg,salt_2
301.65000000000003,301.65000000000003,0.050313118,PASSIVE-H2-CAND001,40.02984326792153,163.71032370868346,203.740166976605,0.9499999999999998,0.19036294866666667,diagnostic_runtime_operator_smoke_not_admitted_q_loss,TW7;TW8;TW9,511.931693724,False,True,False,False,False,False,False,ambient_plus_2K,upcomer,salt_2
299.65000000000003,299.65000000000003,0.03257168133333333,PASSIVE-H2-CAND001,27.689003999710703,100.56701819534146,128.25602219505217,0.9499999999999998,0.13440561066666665,diagnostic_runtime_operator_smoke_not_admitted_q_loss,TW10;TW11,505.6607748655,False,True,False,False,False,False,False,wall_state_minus_2K,cooling_branch,salt_2
299.65000000000003,299.65000000000003,0.063435,PASSIVE-H2-CAND001,45.69375029636145,195.51424489824012,241.20799519460158,0.9499999999999998,0.222013296,diagnostic_runtime_operator_smoke_not_admitted_q_loss,TW1;TW2;TW3,505.4653773653334,False,True,False,False,False,False,False,wall_state_minus_2K,downcomer,salt_2
299.65000000000003,299.65000000000003,0.042478796000000006,PASSIVE-H2-CAND001,87.37560984134,135.06339889452565,222.43900873586563,0.9499999999999998,0.4175041863333333,diagnostic_runtime_operator_smoke_not_admitted_q_loss,TW4;TW5;TW6;TW7,508.93079933449997,False,True,False,False,False,False,False,wall_state_minus_2K,junction,salt_2
299.65000000000003,299.65000000000003,0.016563776,PASSIVE-H2-CAND001,13.928760202848283,52.301855243866626,66.2306154467149,0.9499999999999998,0.06680253866666667,diagnostic_runtime_operator_smoke_not_admitted_q_loss,TW4;TW5;TW6,508.15645021666666,False,True,False,False,False,False,False,wall_state_minus_2K,lower_leg,salt_2
299.65000000000003,299.65000000000003,0.050313118,PASSIVE-H2-CAND001,40.02984326792153,161.40757768017383,201.43742094809537,0.9499999999999998,0.19036294866666667,diagnostic_runtime_operator_smoke_not_admitted_q_loss,TW7;TW8;TW9,509.931693724,False,True,False,False,False,False,False,wall_state_minus_2K,upcomer,salt_2
299.65000000000003,299.65000000000003,0.03257168133333333,PASSIVE-H2-CAND001,28.22662644237737,104.24003628492439,132.46666272730175,0.9499999999999998,0.13440561066666665,diagnostic_runtime_operator_smoke_not_admitted_q_loss,TW10;TW11,509.6607748655,False,True,False,False,False,False,False,wall_state_plus_2K,cooling_branch,salt_2
299.65000000000003,299.65000000000003,0.063435,PASSIVE-H2-CAND001,46.58180348036145,202.6593770556472,249.24118053600867,0.9499999999999998,0.222013296,diagnostic_runtime_operator_smoke_not_admitted_q_loss,TW1;TW2;TW3,509.4653773653334,False,True,False,False,False,False,False,wall_state_plus_2K,downcomer,salt_2
299.65000000000003,299.65000000000003,0.042478796000000006,PASSIVE-H2-CAND001,89.04562658667334,139.94677784878172,228.99240443545506,0.9499999999999998,0.4175041863333333,diagnostic_runtime_operator_smoke_not_admitted_q_loss,TW4;TW5;TW6;TW7,512.9307993345,False,True,False,False,False,False,False,wall_state_plus_2K,junction,salt_2
299.65000000000003,299.65000000000003,0.016563776,PASSIVE-H2-CAND001,14.195970357514945,54.19738887499512,68.39335923251006,0.9499999999999998,0.06680253866666667,diagnostic_runtime_operator_smoke_not_admitted_q_loss,TW4;TW5;TW6,512.1564502166666,False,True,False,False,False,False,False,wall_state_plus_2K,lower_leg,salt_2
299.65000000000003,299.65000000000003,0.050313118,PASSIVE-H2-CAND001,40.79129506258821,167.22565164436423,208.01694670695244,0.9499999999999998,0.19036294866666667,diagnostic_runtime_operator_smoke_not_admitted_q_loss,TW7;TW8;TW9,513.9316937240001,False,True,False,False,False,False,False,wall_state_plus_2K,upcomer,salt_2
299.65000000000003,299.65000000000003,0.03257168133333333,PASSIVE-H2-CAND001,27.957815221044036,0.0,27.957815221044036,0.9499999999999998,0.13440561066666665,diagnostic_runtime_operator_smoke_not_admitted_q_loss,TW10;TW11,507.6607748655,False,False,False,False,False,False,False,radiation_off,cooling_branch,salt_2
299.65000000000003,299.65000000000003,0.063435,PASSIVE-H2-CAND001,46.13777688836145,0.0,46.13777688836145,0.9499999999999998,0.222013296,diagnostic_runtime_operator_smoke_not_admitted_q_loss,TW1;TW2;TW3,507.4653773653334,False,False,False,False,False,False,False,radiation_off,downcomer,salt_2
299.65000000000003,299.65000000000003,0.042478796000000006,PASSIVE-H2-CAND001,88.21061821400666,0.0,88.21061821400666,0.9499999999999998,0.4175041863333333,diagnostic_runtime_operator_smoke_not_admitted_q_loss,TW4;TW5;TW6;TW7,510.93079933449997,False,False,False,False,False,False,False,radiation_off,junction,salt_2
299.65000000000003,299.65000000000003,0.016563776,PASSIVE-H2-CAND001,14.062365280181615,0.0,14.062365280181615,0.9499999999999998,0.06680253866666667,diagnostic_runtime_operator_smoke_not_admitted_q_loss,TW4;TW5;TW6,510.15645021666666,False,False,False,False,False,False,False,radiation_off,lower_leg,salt_2
299.65000000000003,299.65000000000003,0.050313118,PASSIVE-H2-CAND001,40.41056916525486,0.0,40.41056916525486,0.9499999999999998,0.19036294866666667,diagnostic_runtime_operator_smoke_not_admitted_q_loss,TW7;TW8;TW9,511.931693724,False,False,False,False,False,False,False,radiation_off,upcomer,salt_2
