source_id,salt_label,insulation_in,friction_form,mdot_predicted_kg_s,mdot_cfd_kg_s,mdot_err_pct,loop_mean_T_K,dp_total_loop_pa,dp_heater_pa,dp_cooler_pa,dp_downcomer_pa,dp_upcomer_pa
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,0.25,F1,0.014462804082123179,0.01318354663,9.70343935532604,446.99122248896515,44.61136196814748,11.08824996422346,11.028610312696692,11.540471177989536,10.950338160207249
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,0.25,F3_hagenbach,0.013644797704657798,0.01318354663,3.498687322940795,447.03405208520655,47.304640952989836,11.315712349383563,12.118422818367257,11.769536774649138,12.097681787765719
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,0.25,F3_shah_apparent,0.013061314528098694,0.01318354663,-0.9271564422820645,447.06620162911076,49.43335267606996,11.483556693867403,12.889258110395076,11.905007898463014,13.15251734943837
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,0.25,F4_leg_class,0.010126941314488692,0.01318354663,-23.185000222594173,447.2519655796249,63.890739549177,20.173758062478797,17.155934940367747,17.11989245506104,9.439340912661752
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,0.3,F1,0.017405762762960485,0.01497722,16.214910129920543,467.2773214665945,41.99967788833146,10.424371113947776,10.39689376692819,10.773290762688923,10.399733074155515
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,0.3,F3_hagenbach,0.01597926902730591,0.01497722,6.690487469008994,467.3441897829939,45.768827434489666,10.750803978966012,11.914739048581401,11.101450002223407,11.997290914148087
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,0.3,F3_shah_apparent,0.015476139908310706,0.01497722,3.331191691854073,467.3692158636654,47.264872318996666,10.861919784763332,12.399880528647397,11.185054599310115,12.81375498426891
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,0.3,F4_leg_class,0.01144678466389857,0.01497722,-23.572033635757702,467.6030749719499,64.02420471928906,18.900869111528557,15.872064334792594,20.230705092494066,9.018231049847723
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,0.3,F1,0.020037132042206293,0.01698467657,17.97181983198809,481.8253269902464,41.42083062171303,10.27431192701399,10.258857633263993,10.58183924100397,10.29863959238625
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,0.3,F3_hagenbach,0.01795026088521255,0.01698467657,5.685032100746988,481.9184657502881,46.25876369435812,10.702342260209747,12.198663257227695,11.011877417343262,12.340114239497401
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,0.3,F3_shah_apparent,0.01762115441916596,0.01698467657,3.7473651414132267,481.9341648578795,47.126828799788534,10.76681411779959,12.399756797546845,11.049479653979722,12.90522080191308
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,0.3,F4_leg_class,0.012796861884567799,0.01698467657,-24.656428800234732,482.20428051122667,65.00897252481064,18.62953556508677,15.550459525238361,21.84481752974334,8.981224407292768
