case_slug,fluid,group,series,unit,representative,n_total,t_first,t_last,n_window,t_start,t_end,dt_median,window_seconds,verdict,rel_drift_over_window,drift_ratio,near_zero_mean,trend_resolved,fit_n,fit_slope,fit_intercept,fit_r2,fit_slope_se,fit_t_stat,osc_mean,osc_minimum,osc_maximum,osc_peak_to_peak,osc_rmse_about_mean,osc_var_about_mean,osc_rmse_about_trend,osc_var_about_trend,osc_cov,unc_tau_int,unc_n_eff,unc_sem_naive,unc_sem_corrected,unc_rel_sem_naive,unc_rel_sem_corrected
modern_runs__2026-07-01_insulation_truesteady__salt2_jin_loins_hiH__salt2_jin_loins_hiH,salt2,mdot,left (test section),kg/s,False,476,7915.0,8390.0,301,8090.0,8390.0,1.0,300.0,steady,0.00045193595226990425,4.022227242562048,False,True,301,1.988190462696065e-08,-0.013361651404724166,0.5757643717307245,9.869691266954153e-10,20.144403800683754,-0.01319782451059801,-0.01320292253,-0.01319279222,1.0130310000000184e-05,2.276717094180528e-06,5.1834407269338255e-12,1.4829026378651168e-06,2.1990002333873218e-12,0.0001725069985854333,4.859543588817311,61.93997327087578,1.3122779169090865e-07,2.892834322276592e-07,9.943138097156177e-06,2.1919024002430182e-05
modern_runs__2026-07-01_insulation_truesteady__salt2_jin_loins_hiH__salt2_jin_loins_hiH,salt2,mdot,lower (heater),kg/s,True,476,7915.0,8390.0,301,8090.0,8390.0,1.0,300.0,steady,0.00045252602809427964,4.048067098773778,False,True,301,1.9907948617192316e-08,-0.01336192231311729,0.5788896376540571,9.819536603318281e-10,20.273816801563623,-0.013197880816511626,-0.01320298772,-0.01319287717,1.0110549999999344e-05,2.2735373809581747e-06,5.1689722226141555e-12,1.4753669935379336e-06,2.1767077656211607e-12,0.00017226533657689906,4.862830774143037,61.89810297337446,1.3104451606766746e-07,2.889771007655094e-07,9.929208930551948e-06,2.1895719834352156e-05
modern_runs__2026-07-01_insulation_truesteady__salt2_jin_loins_hiH__salt2_jin_loins_hiH,salt2,mdot,right (downcomer),kg/s,False,476,7915.0,8390.0,301,8090.0,8390.0,1.0,300.0,steady,0.0004525156860395299,4.003786097732591,False,True,301,1.990758593650187e-08,-0.01336198051366495,0.5735179042279412,9.927957666901713e-10,20.052045550990517,-0.013197942005548174,-0.01320303905,-0.0131928568,1.0182250000000809e-05,2.2841182551318023e-06,5.2171962034263496e-12,1.4916570553888377e-06,2.2250407708912978e-12,0.00017306624428047954,4.84393693765613,62.139537296628596,1.3165438751612878e-07,2.8975742748027605e-07,9.975372483132876e-06,2.195474319848256e-05
modern_runs__2026-07-01_insulation_truesteady__salt2_jin_loins_hiH__salt2_jin_loins_hiH,salt2,mdot,upper (cooler),kg/s,False,476,7915.0,8390.0,301,8090.0,8390.0,1.0,300.0,steady,0.0004514915537539707,4.019168220067455,False,True,301,1.98622611207672e-08,-0.01336142761808031,0.5753926540870686,9.867444403041849e-10,20.12908338722865,-0.013197762586445188,-0.01320285556,-0.01319273842,1.01171399999999e-05,2.2752022386641286e-06,5.176545226822262e-12,1.4825650507681793e-06,2.197999129759254e-12,0.00017239302675446547,4.859876197273406,61.93573411785131,1.3114047687052276e-07,2.891008453415841e-07,9.936568870030371e-06,2.190529216205982e-05
modern_runs__2026-07-01_insulation_truesteady__salt2_jin_loins_hiH__salt2_jin_loins_hiH,salt2,temperature,probe 0 (0.887519 0.70409 0),K,True,476,7915.0,8390.0,301,8090.0,8390.0,1.0,300.0,steady,0.00012958808907354054,3.0788642411884903,False,True,301,-0.00019473577655055454,452.4233159582452,0.44296420043959717,1.2628954305079954e-05,-15.41978629792197,450.81869315946864,450.765143,450.895891,0.13074799999998277,0.025423474795266292,0.0006463530706655405,0.018974767443014972,0.0003600417995165009,5.639401200755714e-05,2.413068891847587,124.73742503453218,0.0014653847256736628,0.0022763368077614024,3.2504968137053504e-06,5.049339883863669e-06
modern_runs__2026-07-01_insulation_truesteady__salt2_jin_loins_hiH__salt2_jin_loins_hiH,salt2,temperature,probe 1 (0.887519 -0.245426 0),K,True,476,7915.0,8390.0,301,8090.0,8390.0,1.0,300.0,steady,0.00015218205897866324,1.845544124539849,False,False,301,-0.00022596592506215484,447.31379483048585,0.22223072022608603,2.444728894603777e-05,-9.2429850017696,445.4518356079737,445.326572,445.55756,0.23098800000002484,0.04164994025791138,0.0017347175234875872,0.03673159401460994,0.0013492099988541284,9.35004346790166e-05,1.9237177714358062,156.4678584714339,0.0024006626462613973,0.0033296747560750033,5.389275460016591e-06,7.474825536481416e-06
modern_runs__2026-07-01_insulation_truesteady__salt2_jin_loins_hiH__salt2_jin_loins_hiH,salt2,temperature,probe 2 (-0 0 0),K,True,476,7915.0,8390.0,301,8090.0,8390.0,1.0,300.0,steady,0.00015468169751242926,112.83597309638056,False,True,301,-0.0002276975938923395,443.48812710058337,0.9990646073035848,4.029239172481252e-07,-565.1131246997202,441.6118989269105,441.577793,441.646123,0.06833000000000311,0.019794071296050156,0.0003918052584731167,0.0006053856433652985,3.664917771928164e-07,4.482232327559226e-05,5.660227800239858,53.178071735424645,0.0011409113022397758,0.0027143686920371173,2.5835157635292876e-06,6.146502616059179e-06
modern_runs__2026-07-01_insulation_truesteady__salt2_jin_loins_hiH__salt2_jin_loins_hiH,salt2,temperature,probe 3 (-0 0.323501 0),K,True,476,7915.0,8390.0,301,8090.0,8390.0,1.0,300.0,steady,0.00014166065968001655,203.0135666096086,False,True,301,-0.0002123084284174101,451.36280507474424,0.9997108522333699,2.088114740510924e-07,-1016.7469454550284,449.6133836245848,449.581868,449.645448,0.06358000000000175,0.018450303225823233,0.00034041368912482325,0.00031373533103678044,9.842985794075821e-08,4.103592975165691e-05,6.355416333883878,47.36117733077842,0.0010634577983102047,0.002680971906961883,2.365271669043917e-06,5.962838306433563e-06
modern_runs__2026-07-01_insulation_truesteady__salt2_jin_loins_hiH__salt2_jin_loins_hiH,salt2,temperature,probe 4 (-0 0.574779 0),K,True,476,7915.0,8390.0,301,8090.0,8390.0,1.0,300.0,steady,0.00013939310109661632,282.3069212249135,False,True,301,-0.00020928075597897907,452.13576566514746,0.9998504496090865,1.4801984818660194e-07,-1413.869548867178,450.4112922358807,450.380205,450.442958,0.06275299999998651,0.01818591882097257,0.0003307276433630043,0.0002223970511288798,4.9460448350821576e-08,4.037624973986796e-05,47.71338207475571,6.308502707445962,0.0010482189345555688,0.007240559074810625,2.3272483452893006e-06,1.6075438603832206e-05
modern_runs__2026-07-01_insulation_truesteady__salt2_jin_loins_hiH__salt2_jin_loins_hiH,salt2,temperature,probe 5 (-0 0.949515 0),K,True,476,7915.0,8390.0,301,8090.0,8390.0,1.0,300.0,steady,0.00013845480221022337,180.97420377457343,False,True,301,-0.00020873904688566093,454.00994888919513,0.9996361652565509,2.3030279374341873e-07,-906.3678450996906,452.2899391428573,452.259243,452.321895,0.0626519999999573,0.018140789837722444,0.00032908825593641394,0.00034602563658023684,1.1973374117075813e-07,4.0108762693464675e-05,5.997157064210279,50.19044803683767,0.001045617743204958,0.0025606230806041346,2.311830648248614e-06,5.661463718288355e-06
