case_id,source_id,run_class,span,leg_class,fit_group,admission_status,closure_fit_admissible,needs_special_gate_scrutiny,coordinator_review_status,Re,Ra,Ri_median,Ri_streamwise,Ri_transverse,Pr,Re_section_median,ri_definition,deltaT_basis,delta_T_k,abs_delta_T_k,property_basis,length_scale_basis,theta_from_gravity_deg,streamwise_projection_basis,buoyancy_streamwise_frac_cos,backflow_area_fraction,recirculation_intensity,D_m,L_m,x_plus,f_lam,f_corrected,f_corrected_over_flam,f_F1_ratio,f_F3h_ratio,f_CFD_ratio,f_corrected_over_f3h,F4_Ri_candidate_residual_multiplier,F4_Ri_candidate_total_f_ratio,F4_Ri_candidate_fit_residual_error,F5_per_leg_multiplier,fit_weight,fit_use_status,fit_exclusion_reason,ri_source_path,thermal_source_path,source_paths
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,mainline_jin_continuation,left_lower_leg,upcomer,upcomer_lower,admitted_mainline_salt_2_3_4_jin,True,False,not_required_for_mainline_freeze,71.12521667906103,213212.3495,2.6337849550000003,2.6337849550000003,0.0,23.03622915,43.275114900000005,Gr_section_median/Re_section_median^2 from section field artifact; span value is median of section medians,wall_minus_bulk_from_segment_htc_uaprime_area_weighted_Qoverq,-5.324520110489914,5.324520110489914,field artifact uses local section properties; momentum uses Jin viscosity from rho/EOS temperature,hydraulic_diameter,0.0,artifact Ri_streamwise_median; equivalent to median Ri times recorded buoyancy streamwise cosine at section level,1.0,0.2743055555555556,0.06642525301306072,0.021814958682552486,0.12191999999765796,0.07857727373726343,0.8998215118104708,1.3958197504468035,1.5512184718037778,1.0,1.2644689617189528,1.5512184718037778,1.2267746530488262,1.355413787333518,1.713878664369167,0.12863913428469176,1.5512184718037778,1.0,fit_admissible,,work_products/2026-07-01_claude_allspan_convection/upcomer_convection_cell_viscosity_screening_salt_test_2_jin_coarse_mesh.csv,work_products/2026-07-01_claude_thermal_downcomer/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv,work_products/2026-07-01_claude_momentum_budget/momentum_budget.csv;work_products/2026-07-04_friction_forms/friction_forms_comparison.csv;work_products/2026-07-01_claude_segment_friction/segment_friction.csv;work_products/2026-07-01_claude_allspan_convection/upcomer_convection_cell_viscosity_screening_salt_test_2_jin_coarse_mesh.csv;work_products/2026-07-01_claude_thermal_downcomer/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,mainline_jin_continuation,left_upper_leg,upcomer,upcomer_upper,admitted_mainline_salt_2_3_4_jin,True,False,not_required_for_mainline_freeze,66.64763746835195,199634.07549999998,5.7898524899999995,5.7898524899999995,0.0,23.12143295,32.484975500000004,Gr_section_median/Re_section_median^2 from section field artifact; span value is median of section medians,wall_minus_bulk_from_segment_htc_uaprime_area_weighted_Qoverq,-5.324520110489914,5.324520110489914,field artifact uses local section properties; momentum uses Jin viscosity from rho/EOS temperature,hydraulic_diameter,0.0,artifact Ri_streamwise_median; equivalent to median Ri times recorded buoyancy streamwise cosine at section level,1.0,0.3055555555555556,0.059237758352367054,0.021814958682552486,0.14309041771286912,0.098417288955016,0.960274098693908,0.9956915468453433,1.0368826444445471,1.0,1.2111544650401678,1.0368826444445471,0.8561109869748604,0.7184732859290082,0.8701821282649994,-0.13763770104585227,1.0368826444445471,1.0,fit_admissible,,work_products/2026-07-01_claude_allspan_convection/upcomer_convection_cell_viscosity_screening_salt_test_2_jin_coarse_mesh.csv,work_products/2026-07-01_claude_thermal_downcomer/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv,work_products/2026-07-01_claude_momentum_budget/momentum_budget.csv;work_products/2026-07-04_friction_forms/friction_forms_comparison.csv;work_products/2026-07-01_claude_segment_friction/segment_friction.csv;work_products/2026-07-01_claude_allspan_convection/upcomer_convection_cell_viscosity_screening_salt_test_2_jin_coarse_mesh.csv;work_products/2026-07-01_claude_thermal_downcomer/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,mainline_jin_continuation,lower_leg,heater,heater,admitted_mainline_salt_2_3_4_jin,True,False,not_required_for_mainline_freeze,67.99763118266802,166469.608,1.99342577,0.6614130773650692,1.880499678699936,23.334051350000003,54.406999,Gr_section_median/Re_section_median^2 from section field artifact; span value is median of section medians,wall_minus_bulk_from_segment_htc_uaprime_area_weighted_Qoverq,15.063397754041091,15.063397754041091,field artifact uses local section properties; momentum uses Jin viscosity from rho/EOS temperature,hydraulic_diameter,70.62210578403759,artifact Ri_streamwise_median; equivalent to median Ri times recorded buoyancy streamwise cosine at section level,0.33179719421660187,0.0,-0.0,0.02182132919954016,0.3568416202986929,0.24049193569385008,0.9412092581294659,2.5088765096488217,2.665588431030625,1.0,1.0864114214060585,2.665588431030625,2.4535718039311107,2.6200399443907383,2.8464413201261927,0.16646814045962754,2.665588431030625,1.0,fit_admissible,,work_products/2026-07-01_claude_allspan_convection/upcomer_convection_cell_viscosity_screening_salt_test_2_jin_coarse_mesh.csv,work_products/2026-07-01_claude_thermal_downcomer/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv,work_products/2026-07-01_claude_momentum_budget/momentum_budget.csv;work_products/2026-07-04_friction_forms/friction_forms_comparison.csv;work_products/2026-07-01_claude_segment_friction/segment_friction.csv;work_products/2026-07-01_claude_allspan_convection/upcomer_convection_cell_viscosity_screening_salt_test_2_jin_coarse_mesh.csv;work_products/2026-07-01_claude_thermal_downcomer/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,mainline_jin_continuation,right_leg,downcomer,downcomer,admitted_mainline_salt_2_3_4_jin,True,False,not_required_for_mainline_freeze,61.15899206065987,108385.951,1.37512511,1.37512511,0.0,25.393597,53.79571745,Gr_section_median/Re_section_median^2 from section field artifact; span value is median of section medians,wall_minus_bulk_from_segment_htc_uaprime_area_weighted_Qoverq,-8.438192735511791,8.438192735511791,field artifact uses local section properties; momentum uses Jin viscosity from rho/EOS temperature,hydraulic_diameter,0.0,artifact Ri_streamwise_median; equivalent to median Ri times recorded buoyancy streamwise cosine at section level,1.0,0.0,-0.0,0.02181495869709446,0.3657599999905402,0.2741457353306351,1.0464528247378948,2.2959982845973337,2.194077200921516,1.0,1.075803659593452,2.194077200921516,2.0394773538423,2.716770266448764,2.9227113949202574,0.6772929126064637,2.194077200921516,1.0,fit_admissible,,work_products/2026-07-01_claude_allspan_convection/upcomer_convection_cell_viscosity_screening_salt_test_2_jin_coarse_mesh.csv,work_products/2026-07-01_claude_thermal_downcomer/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv,work_products/2026-07-01_claude_momentum_budget/momentum_budget.csv;work_products/2026-07-04_friction_forms/friction_forms_comparison.csv;work_products/2026-07-01_claude_segment_friction/segment_friction.csv;work_products/2026-07-01_claude_allspan_convection/upcomer_convection_cell_viscosity_screening_salt_test_2_jin_coarse_mesh.csv;work_products/2026-07-01_claude_thermal_downcomer/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,mainline_jin_continuation,test_section_span,upcomer,test_section,admitted_mainline_salt_2_3_4_jin,True,False,not_required_for_mainline_freeze,68.79759596170659,231884.05599999998,2.6538127,2.6538127,0.0,22.92074315,39.5989808,Gr_section_median/Re_section_median^2 from section field artifact; span value is median of section medians,wall_minus_bulk_from_segment_htc_uaprime_area_weighted_Qoverq,-5.324520110489914,5.324520110489914,field artifact uses local section properties; momentum uses Jin viscosity from rho/EOS temperature,hydraulic_diameter,0.0,artifact Ri_streamwise_median; equivalent to median Ri times recorded buoyancy streamwise cosine at section level,1.0,0.26956521739130435,0.058097434335601744,0.02069210493406325,0.09807272727386546,0.06889224189463358,0.9302650638493679,1.3607517911236495,1.4627570614045844,1.0,1.3016486244094603,1.4627570614045844,1.1237726018941685,0.882708205586239,1.148975921556271,-0.24106439630792953,1.4627570614045844,1.0,fit_admissible,,work_products/2026-07-01_claude_allspan_convection/upcomer_convection_cell_viscosity_screening_salt_test_2_jin_coarse_mesh.csv,work_products/2026-07-01_claude_thermal_downcomer/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv,work_products/2026-07-01_claude_momentum_budget/momentum_budget.csv;work_products/2026-07-04_friction_forms/friction_forms_comparison.csv;work_products/2026-07-01_claude_segment_friction/segment_friction.csv;work_products/2026-07-01_claude_allspan_convection/upcomer_convection_cell_viscosity_screening_salt_test_2_jin_coarse_mesh.csv;work_products/2026-07-01_claude_thermal_downcomer/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,mainline_jin_continuation,upper_leg,cooler,cooler,admitted_mainline_salt_2_3_4_jin,True,False,not_required_for_mainline_freeze,62.705232933531015,248500.584,3.21424142,1.06555967583639,3.032479263453431,23.954648650000003,55.92827975,Gr_section_median/Re_section_median^2 from section field artifact; span value is median of section medians,unavailable,,,field artifact uses local section properties; momentum uses Jin viscosity from rho/EOS temperature,hydraulic_diameter,70.6394251475658,artifact Ri_streamwise_median; equivalent to median Ri times recorded buoyancy streamwise cosine at section level,0.3315120230774921,0.0,-0.0,0.021821740388825197,0.35687444321026807,0.2608088221623587,1.0206484691292268,2.2794941027696445,2.2333782606997006,1.0,1.0796800116947856,2.2333782606997006,2.0685557169794615,2.1984532797790086,2.3736260628222396,0.12989756279954712,2.2333782606997006,1.0,fit_admissible,,work_products/2026-07-01_claude_allspan_convection/upcomer_convection_cell_viscosity_screening_salt_test_2_jin_coarse_mesh.csv,,work_products/2026-07-01_claude_momentum_budget/momentum_budget.csv;work_products/2026-07-04_friction_forms/friction_forms_comparison.csv;work_products/2026-07-01_claude_segment_friction/segment_friction.csv;work_products/2026-07-01_claude_allspan_convection/upcomer_convection_cell_viscosity_screening_salt_test_2_jin_coarse_mesh.csv
salt_3,viscosity_screening_salt_test_3_jin_coarse_mesh,mainline_jin_continuation,left_lower_leg,upcomer,upcomer_lower,admitted_mainline_salt_2_3_4_jin,True,False,not_required_for_mainline_freeze,96.7702467137881,365131.12399999995,2.39573092,2.39573092,0.0,19.2544229,70.93304144999999,Gr_section_median/Re_section_median^2 from section field artifact; span value is median of section medians,wall_minus_bulk_from_segment_htc_uaprime_area_weighted_Qoverq,-5.132238827349056,5.132238827349056,field artifact uses local section properties; momentum uses Jin viscosity from rho/EOS temperature,hydraulic_diameter,0.0,artifact Ri_streamwise_median; equivalent to median Ri times recorded buoyancy streamwise cosine at section level,1.0,0.21875,0.05620405306265777,0.021814958682552486,0.12191999999765796,0.05775355349813778,0.6613603062239698,1.1820123411360015,1.7872441542261426,1.0,1.3598263438572673,1.7872441542261426,1.314317936477438,1.3389714599403908,1.820768664899969,0.024653523462952798,1.7872441542261426,1.0,fit_admissible,,work_products/2026-07-01_claude_allspan_convection/upcomer_convection_cell_viscosity_screening_salt_test_3_jin_coarse_mesh.csv,work_products/2026-07-01_claude_thermal_downcomer/segment_htc_uaprime_viscosity_screening_salt_test_3_jin_coarse_mesh.csv,work_products/2026-07-01_claude_momentum_budget/momentum_budget.csv;work_products/2026-07-04_friction_forms/friction_forms_comparison.csv;work_products/2026-07-01_claude_segment_friction/segment_friction.csv;work_products/2026-07-01_claude_allspan_convection/upcomer_convection_cell_viscosity_screening_salt_test_3_jin_coarse_mesh.csv;work_products/2026-07-01_claude_thermal_downcomer/segment_htc_uaprime_viscosity_screening_salt_test_3_jin_coarse_mesh.csv
salt_3,viscosity_screening_salt_test_3_jin_coarse_mesh,mainline_jin_continuation,left_upper_leg,upcomer,upcomer_upper,admitted_mainline_salt_2_3_4_jin,True,False,not_required_for_mainline_freeze,88.44346571728263,317376.087,6.340456185,6.340456185,0.0,19.4472034,47.177756200000005,Gr_section_median/Re_section_median^2 from section field artifact; span value is median of section medians,wall_minus_bulk_from_segment_htc_uaprime_area_weighted_Qoverq,-5.132238827349056,5.132238827349056,field artifact uses local section properties; momentum uses Jin viscosity from rho/EOS temperature,hydraulic_diameter,0.0,artifact Ri_streamwise_median; equivalent to median Ri times recorded buoyancy streamwise cosine at section level,1.0,0.28125,0.05167220861288647,0.021814958682552486,0.14309041771286912,0.07416353194321063,0.7236260981063504,0.6553047824189578,0.9055847821600383,1.0,1.2802084724863543,0.9055847821600383,0.7073729018534448,0.7053909289983334,0.9030474437186868,-0.001981972855111369,0.9055847821600383,1.0,fit_admissible,,work_products/2026-07-01_claude_allspan_convection/upcomer_convection_cell_viscosity_screening_salt_test_3_jin_coarse_mesh.csv,work_products/2026-07-01_claude_thermal_downcomer/segment_htc_uaprime_viscosity_screening_salt_test_3_jin_coarse_mesh.csv,work_products/2026-07-01_claude_momentum_budget/momentum_budget.csv;work_products/2026-07-04_friction_forms/friction_forms_comparison.csv;work_products/2026-07-01_claude_segment_friction/segment_friction.csv;work_products/2026-07-01_claude_allspan_convection/upcomer_convection_cell_viscosity_screening_salt_test_3_jin_coarse_mesh.csv;work_products/2026-07-01_claude_thermal_downcomer/segment_htc_uaprime_viscosity_screening_salt_test_3_jin_coarse_mesh.csv
salt_3,viscosity_screening_salt_test_3_jin_coarse_mesh,mainline_jin_continuation,lower_leg,heater,heater,admitted_mainline_salt_2_3_4_jin,True,False,not_required_for_mainline_freeze,90.20420441297262,225539.6225,1.6370191749999998,0.5431583691485701,1.5442832529499069,19.8365452,70.12684060000001,Gr_section_median/Re_section_median^2 from section field artifact; span value is median of section medians,wall_minus_bulk_from_segment_htc_uaprime_area_weighted_Qoverq,15.84690754174477,15.84690754174477,field artifact uses local section properties; momentum uses Jin viscosity from rho/EOS temperature,hydraulic_diameter,70.62210578403759,artifact Ri_streamwise_median; equivalent to median Ri times recorded buoyancy streamwise cosine at section level,0.33179719421660187,0.0,-0.0,0.02182132919954016,0.3568416202986929,0.18128735852321934,0.7095012967133483,1.9265793266963516,2.7153993031738257,1.0,1.114631545019386,2.7153993031738257,2.436140727675708,2.4680896331345545,2.751010561027098,0.03194890545884643,2.7153993031738257,1.0,fit_admissible,,work_products/2026-07-01_claude_allspan_convection/upcomer_convection_cell_viscosity_screening_salt_test_3_jin_coarse_mesh.csv,work_products/2026-07-01_claude_thermal_downcomer/segment_htc_uaprime_viscosity_screening_salt_test_3_jin_coarse_mesh.csv,work_products/2026-07-01_claude_momentum_budget/momentum_budget.csv;work_products/2026-07-04_friction_forms/friction_forms_comparison.csv;work_products/2026-07-01_claude_segment_friction/segment_friction.csv;work_products/2026-07-01_claude_allspan_convection/upcomer_convection_cell_viscosity_screening_salt_test_3_jin_coarse_mesh.csv;work_products/2026-07-01_claude_thermal_downcomer/segment_htc_uaprime_viscosity_screening_salt_test_3_jin_coarse_mesh.csv
salt_3,viscosity_screening_salt_test_3_jin_coarse_mesh,mainline_jin_continuation,right_leg,downcomer,downcomer,admitted_mainline_salt_2_3_4_jin,True,False,not_required_for_mainline_freeze,84.74917869256562,92852.33374999999,0.6065662295,0.6065662295,0.0,21.378661700000002,77.90570145,Gr_section_median/Re_section_median^2 from section field artifact; span value is median of section medians,wall_minus_bulk_from_segment_htc_uaprime_area_weighted_Qoverq,-9.108428095320619,9.108428095320619,field artifact uses local section properties; momentum uses Jin viscosity from rho/EOS temperature,hydraulic_diameter,0.0,artifact Ri_streamwise_median; equivalent to median Ri times recorded buoyancy streamwise cosine at section level,1.0,0.0,-0.0,0.02181495869709446,0.3657599999905402,0.19783645233155353,0.7551695601932036,2.0553230565100375,2.7216709529237395,1.0,1.105042573070269,2.7216709529237395,2.462955744195269,2.14019777820448,2.365009659706352,-0.3227579659907889,2.7216709529237395,1.0,fit_admissible,,work_products/2026-07-01_claude_allspan_convection/upcomer_convection_cell_viscosity_screening_salt_test_3_jin_coarse_mesh.csv,work_products/2026-07-01_claude_thermal_downcomer/segment_htc_uaprime_viscosity_screening_salt_test_3_jin_coarse_mesh.csv,work_products/2026-07-01_claude_momentum_budget/momentum_budget.csv;work_products/2026-07-04_friction_forms/friction_forms_comparison.csv;work_products/2026-07-01_claude_segment_friction/segment_friction.csv;work_products/2026-07-01_claude_allspan_convection/upcomer_convection_cell_viscosity_screening_salt_test_3_jin_coarse_mesh.csv;work_products/2026-07-01_claude_thermal_downcomer/segment_htc_uaprime_viscosity_screening_salt_test_3_jin_coarse_mesh.csv
