source_id,case_label,case_order,feature_name,feature_class,feature_kind,time_s,adjacent_major_spans,start_patch,end_patch,start_span_name,start_boundary_role,start_boundary_labels,start_window_station_count,start_window_support_fraction,start_window_face_count,start_window_area_m2,start_window_s_min_m,start_window_s_max_m,start_window_p_wall_area_avg_pa,start_window_p_rgh_wall_area_avg_pa,start_window_t_wall_area_avg_k,end_span_name,end_boundary_role,end_boundary_labels,end_window_station_count,end_window_support_fraction,end_window_face_count,end_window_area_m2,end_window_s_min_m,end_window_s_max_m,end_window_p_wall_area_avg_pa,end_window_p_rgh_wall_area_avg_pa,end_window_t_wall_area_avg_k,window_delta_p_pa,window_abs_delta_p_pa,window_delta_p_rgh_pa,window_abs_delta_p_rgh_pa,window_hydro_correction_pa,window_hydro_correction_abs_pa,endpoint_delta_p_pa,endpoint_abs_delta_p_pa,endpoint_delta_p_rgh_pa,endpoint_abs_delta_p_rgh_pa,endpoint_hydro_proxy_pa,endpoint_hydro_proxy_abs_pa,existing_local_boundary_reference_dp_pa,existing_feature_excess_dp_local_pa,reference_major_dp_pa,reference_length_m,hydro_probe_gap_vs_endpoint_fraction,probe_status,probe_reason
val_salt_test_2_coarse_mesh_laminar,Salt 2 Val,0,corner_lower_left,bend,corner,8598.0,left_lower_leg|lower_leg,ncc_pipeleg_left_07_lower_end,ncc_pipeleg_lower_01_fitting_start,left_lower_leg,start,TP3,3,1.0,144,0.00023494444871834634,0.018122194445,0.020379972225,-374.8298839930563,-5.69821775409801,452.1777005694453,lower_leg,start,ncc_pipeleg_lower_01_fitting_start,3,1.0,48,8.092531013722158e-05,0.0005832592600000133,0.0005832592600000142,-4.88499506062608,-5.830461629374652,454.11864197916316,-369.9448889324302,369.9448889324302,0.13224387527664128,0.13224387527664128,-370.07713280770685,370.07713280770685,338.534282494,338.534282494,0.5283559499999999,0.5283559499999999,338.00592654400003,338.00592654400003,3.3582291447834747,-2.8298731947834748,3.2930392841766487,0.20635081146333206,1.913339130087859,probe_ready,full_window_support
val_salt_test_2_coarse_mesh_laminar,Salt 2 Val,0,corner_lower_left,bend,corner,8599.0,left_lower_leg|lower_leg,ncc_pipeleg_left_07_lower_end,ncc_pipeleg_lower_01_fitting_start,left_lower_leg,start,TP3,3,1.0,144,0.00023494444871834634,0.018122194445,0.020379972225,-374.8149497569454,-5.68330524902856,452.17785384722293,lower_leg,start,ncc_pipeleg_lower_01_fitting_start,3,1.0,48,8.092531013722158e-05,0.0005832592600000133,0.0005832592600000142,-4.870033665001086,-5.815502073957985,454.11864412499654,-369.9449160919443,369.9449160919443,0.13219682492942475,0.13219682492942475,-370.0771129168738,370.0771129168738,338.534306715,338.534306715,0.5283679699999997,0.5283679699999997,338.00593874500004,338.00593874500004,3.358189702502941,-2.8298217325029413,3.2929008826899993,0.20635081146333206,1.9133392121466384,probe_ready,full_window_support
val_salt_test_2_coarse_mesh_laminar,Salt 2 Val,0,corner_lower_left,bend,corner,8600.0,left_lower_leg|lower_leg,ncc_pipeleg_left_07_lower_end,ncc_pipeleg_lower_01_fitting_start,left_lower_leg,start,TP3,3,1.0,144,0.00023494444871834634,0.018122194445,0.020379972225,-374.80109875000073,-5.669456540903562,452.1778700763901,lower_leg,start,ncc_pipeleg_lower_01_fitting_start,3,1.0,48,8.092531013722158e-05,0.0005832592600000133,0.0005832592600000142,-4.856173551876089,-5.801643737707985,454.118621854163,-369.9449251981246,369.9449251981246,0.1321871968044226,0.1321871968044226,-370.07711239492903,370.07711239492903,338.534315752,338.534315752,0.5283638870000003,0.5283638870000003,338.005951865,338.005951865,3.3581352684848245,-2.829771381484824,3.292983484312749,0.20635081146333206,1.913339248886853,probe_ready,full_window_support
val_salt_test_2_coarse_mesh_laminar,Salt 2 Val,0,corner_lower_left,bend,corner,8601.0,left_lower_leg|lower_leg,ncc_pipeleg_left_07_lower_end,ncc_pipeleg_lower_01_fitting_start,left_lower_leg,start,TP3,3,1.0,144,0.00023494444871834634,0.018122194445,0.020379972225,-374.7862976805563,-5.654651700417447,452.17784372916753,lower_leg,start,ncc_pipeleg_lower_01_fitting_start,3,1.0,48,8.092531013722158e-05,0.0005832592600000133,0.0005832592600000142,-4.841388203751076,-5.786859115207986,454.1186015624964,-369.9449094768052,369.9449094768052,0.132207414790539,0.132207414790539,-370.0771168915957,370.0771168915957,338.53429974,338.53429974,0.5283406679999993,0.5283406679999993,338.005959072,338.005959072,3.3580781125472816,-2.8297374445472823,3.2931890214268806,0.20635081146333206,1.913339257263534,probe_ready,full_window_support
val_salt_test_2_coarse_mesh_laminar,Salt 2 Val,0,corner_lower_left,bend,corner,8602.0,left_lower_leg|lower_leg,ncc_pipeleg_left_07_lower_end,ncc_pipeleg_lower_01_fitting_start,left_lower_leg,start,TP3,3,1.0,144,0.00023494444871834634,0.018122194445,0.020379972225,-374.7606795486118,-5.629034497709113,452.17785020139,lower_leg,start,ncc_pipeleg_lower_01_fitting_start,3,1.0,48,8.092531013722158e-05,0.0005832592600000133,0.0005832592600000142,-4.81584978937608,-5.7613207483329845,454.1185632499965,-369.9448297592357,369.9448297592357,0.13228625062387156,0.13228625062387156,-370.07711600985954,370.07711600985954,338.534217651,338.534217651,0.5282523279999998,0.5282523279999998,338.005965323,338.005965323,3.35797585198801,-2.8297235239880103,3.2932189874526023,0.20635081146333206,1.9133392763307067,probe_ready,full_window_support
val_salt_test_2_coarse_mesh_laminar,Salt 2 Val,0,corner_lower_right,bend,corner,8598.0,lower_leg|right_leg,ncc_pipeleg_lower_09_fitting_end,ncc_pipeleg_right_01_lower_start,lower_leg,end,ncc_pipeleg_lower_09_fitting_end,3,1.0,48,8.092530875168747e-05,0.8998303713650709,0.8998303713651127,4707.012263873657,-13.246788356293923,444.3415743337297,right_leg,start,ncc_pipeleg_right_01_lower_start,3,1.0,48,7.831481693505096e-05,0.0005644444499972677,0.0005644444500031345,4359.6765602083,-7.4988238116316825,446.9660819370432,347.33570366535696,347.33570366535696,-5.74796454466224,5.74796454466224,353.0836682100192,353.0836682100192,-337.8426709999994,337.8426709999994,2.644820255,2.644820255,-340.48749125499944,340.48749125499944,3.1456623860942567,-0.5008421310942568,3.069029973892091,0.2063504440343609,1.9643252348122557,probe_ready,full_window_support
val_salt_test_2_coarse_mesh_laminar,Salt 2 Val,0,corner_lower_right,bend,corner,8599.0,lower_leg|right_leg,ncc_pipeleg_lower_09_fitting_end,ncc_pipeleg_right_01_lower_start,lower_leg,end,ncc_pipeleg_lower_09_fitting_end,3,1.0,48,8.092530875168747e-05,0.8998303713650709,0.8998303713651127,4707.025136373655,-13.25244903585568,444.331094938022,right_leg,start,ncc_pipeleg_right_01_lower_start,3,1.0,48,7.831481693505096e-05,0.0005644444499972677,0.0005644444500031345,4359.691056666632,-7.485000643716971,446.9656790412088,347.3340797070232,347.3340797070232,-5.767448392138709,5.767448392138709,353.1015280991619,353.1015280991619,-337.8410530000001,337.8410530000001,2.627628303,2.627628303,-340.4686813030001,340.4686813030001,3.1450905008433327,-0.5174621978433329,3.06875037741168,0.2063504440343609,1.9642231885424914,probe_ready,full_window_support
val_salt_test_2_coarse_mesh_laminar,Salt 2 Val,0,corner_lower_right,bend,corner,8600.0,lower_leg|right_leg,ncc_pipeleg_lower_09_fitting_end,ncc_pipeleg_right_01_lower_start,lower_leg,end,ncc_pipeleg_lower_09_fitting_end,3,1.0,48,8.092530875168747e-05,0.8998303713650709,0.8998303713651127,4707.039066581991,-13.227014522945579,444.3367724589624,right_leg,start,ncc_pipeleg_right_01_lower_start,3,1.0,48,7.831481693505096e-05,0.0005644444499972677,0.0005644444500031345,4359.706017708299,-7.4702617885098626,446.96554618704147,347.33304887369195,347.33304887369195,-5.756752734435716,5.756752734435716,353.0898016081277,353.0898016081277,-337.83949399999983,337.83949399999983,2.6538092179999992,2.6538092179999992,-340.4933032179998,340.4933032179998,3.144449946900607,-0.49064072890060784,3.068714812805469,0.2063504440343609,1.9643249441565351,probe_ready,full_window_support
val_salt_test_2_coarse_mesh_laminar,Salt 2 Val,0,corner_lower_right,bend,corner,8601.0,lower_leg|right_leg,ncc_pipeleg_lower_09_fitting_end,ncc_pipeleg_right_01_lower_start,lower_leg,end,ncc_pipeleg_lower_09_fitting_end,3,1.0,48,8.092530875168747e-05,0.8998303713650709,0.8998303713651127,4707.0560134569905,-13.206715230477544,444.3385699381106,right_leg,start,ncc_pipeleg_right_01_lower_start,3,1.0,48,7.831481693505096e-05,0.0005644444499972677,0.0005644444500031345,4359.723180833299,-7.4529700270519985,446.9656229995413,347.3328326236915,347.3328326236915,-5.753745203425545,5.753745203425545,353.086577827117,353.086577827117,-337.8390810000001,337.8390810000001,2.656671467,2.656671467,-340.4957524670001,340.4957524670001,3.1436322716747314,-0.4869608046747316,3.0688662601806205,0.2063504440343609,1.9643406853990304,probe_ready,full_window_support
val_salt_test_2_coarse_mesh_laminar,Salt 2 Val,0,corner_lower_right,bend,corner,8602.0,lower_leg|right_leg,ncc_pipeleg_lower_09_fitting_end,ncc_pipeleg_right_01_lower_start,lower_leg,end,ncc_pipeleg_lower_09_fitting_end,3,1.0,48,8.092530875168747e-05,0.8998303713650709,0.8998303713651127,4707.082222831992,-13.182119141876795,444.33795683386313,right_leg,start,ncc_pipeleg_right_01_lower_start,3,1.0,48,7.831481693505096e-05,0.0005644444499972677,0.0005644444500031345,4359.7489814583,-7.426827954968664,446.9658273120412,347.33324137369254,347.33324137369254,-5.7552911869081305,5.7552911869081305,353.0885325606007,353.0885325606007,-337.8394590000007,337.8394590000007,2.650612327,2.650612327,-340.4900713270007,340.4900713270007,3.142319413918481,-0.49170708691848075,3.068926536976657,0.2063504440343609,1.9643192568667245,probe_ready,full_window_support
