source_family,case_id,case_key,feature_rows,max_reverse_area_fraction,max_reverse_mass_fraction,max_secondary_flow_intensity,energy_residual_rows,exchange_fit_ready_rows,ordinary_internal_nu_allowed_rows,dominant_blockers,s9_use,s11_candidate_status,source_paths
hybrid_feature_scorecard,salt_2,salt2_hi5q,3,0.785845516,0.5000672828,0.7572863617,0,0,0,single_stream_Nu;single_stream_f_D;component_K;missing_V_recirc;missing_mdot_exchange,recirculation_validity_diagnostic,not_ready,work_products/2026-07/2026-07-21/2026-07-21_heatloss_phase_4_upcomer_exchange_and_internal_nu_gate/upcomer_exchange_cell_readiness.csv
hybrid_feature_scorecard,salt_2,salt2_lo5q,3,0.7901396438,0.5000621677,0.7514234306,0,0,0,single_stream_Nu;single_stream_f_D;component_K;missing_V_recirc;missing_mdot_exchange,recirculation_validity_diagnostic,not_ready,work_products/2026-07/2026-07-21/2026-07-21_heatloss_phase_4_upcomer_exchange_and_internal_nu_gate/upcomer_exchange_cell_readiness.csv
matched_plane_upcomer,new_targeted_re150,new_targeted_re150,3,,,,0,0,0,blocked-terminal-harvest-or-new-cfd-run;missing_V_recirc;missing_mdot_exchange;missing_same_qoi_UQ;ordinary_internal_Nu_absorption_forbidden,recirculation_validity_diagnostic,not_ready,work_products/2026-07/2026-07-21/2026-07-21_heatloss_phase_4_upcomer_exchange_and_internal_nu_gate/upcomer_exchange_cell_readiness.csv
matched_plane_upcomer,new_targeted_re200,new_targeted_re200,3,,,,0,0,0,blocked-terminal-harvest-or-new-cfd-run;missing_V_recirc;missing_mdot_exchange;missing_same_qoi_UQ;ordinary_internal_Nu_absorption_forbidden,recirculation_validity_diagnostic,not_ready,work_products/2026-07/2026-07-21/2026-07-21_heatloss_phase_4_upcomer_exchange_and_internal_nu_gate/upcomer_exchange_cell_readiness.csv
matched_plane_upcomer,new_targeted_re250,new_targeted_re250,3,,,,0,0,0,blocked-terminal-harvest-or-new-cfd-run;missing_V_recirc;missing_mdot_exchange;missing_same_qoi_UQ;ordinary_internal_Nu_absorption_forbidden,recirculation_validity_diagnostic,not_ready,work_products/2026-07/2026-07-21/2026-07-21_heatloss_phase_4_upcomer_exchange_and_internal_nu_gate/upcomer_exchange_cell_readiness.csv
matched_plane_upcomer,salt_2,salt2_hi10q,3,,,,3,0,0,blocked-compute-node-sampling-required;missing_V_recirc;missing_mdot_exchange;missing_same_qoi_UQ;ordinary_internal_Nu_absorption_forbidden,recirculation_validity_diagnostic,not_ready,work_products/2026-07/2026-07-21/2026-07-21_heatloss_phase_4_upcomer_exchange_and_internal_nu_gate/upcomer_exchange_cell_readiness.csv
matched_plane_upcomer,salt_2,salt2_jin_nominal_continuation,3,0.837962963,0.5738234099,0.7805272007,3,0,0,blocked-compute-node-sampling-required;missing_V_recirc;missing_mdot_exchange;missing_same_qoi_UQ;ordinary_internal_Nu_absorption_forbidden,recirculation_validity_diagnostic,not_ready,work_products/2026-07/2026-07-21/2026-07-21_heatloss_phase_4_upcomer_exchange_and_internal_nu_gate/upcomer_exchange_cell_readiness.csv
matched_plane_upcomer,salt_2,salt2_lo10q,3,,,,3,0,0,blocked-compute-node-sampling-required;missing_V_recirc;missing_mdot_exchange;missing_same_qoi_UQ;ordinary_internal_Nu_absorption_forbidden,recirculation_validity_diagnostic,not_ready,work_products/2026-07/2026-07-21/2026-07-21_heatloss_phase_4_upcomer_exchange_and_internal_nu_gate/upcomer_exchange_cell_readiness.csv
matched_plane_upcomer,salt_2,salt2_mesh_refinement_family_coarse_medium_fine,3,0.837962963,0.5738234099,0.7805272007,3,0,0,blocked-compute-node-sampling-required;missing_V_recirc;missing_mdot_exchange;missing_same_qoi_UQ;ordinary_internal_Nu_absorption_forbidden,recirculation_validity_diagnostic,not_ready,work_products/2026-07/2026-07-21/2026-07-21_heatloss_phase_4_upcomer_exchange_and_internal_nu_gate/upcomer_exchange_cell_readiness.csv
matched_plane_upcomer,salt_3,salt3_jin_nominal_continuation,3,0.8302469136,0.5743062811,0.7887477349,3,0,0,blocked-compute-node-sampling-required;missing_V_recirc;missing_mdot_exchange;missing_same_qoi_UQ;ordinary_internal_Nu_absorption_forbidden,recirculation_validity_diagnostic,not_ready,work_products/2026-07/2026-07-21/2026-07-21_heatloss_phase_4_upcomer_exchange_and_internal_nu_gate/upcomer_exchange_cell_readiness.csv
