source_id,case_label,paper_class,checkpoint_case_key,checkpoint_lane,retained_window_status,package_root,span_name,span_kind,start_patch,end_patch,mean_darcy_f,mean_darcy_f_pressure_drop_prgh,mean_fanning_cf_shear,mean_fanning_cf_pressure_drop_prgh,mean_dp_major_gradient_pa_per_m,mean_dp_major_gradient_direct_prgh_pa_per_m,mean_dp_major_gradient_direct_p_pa_per_m,mean_momentum_resistance_estimated_pa_s_kg_m,mean_momentum_resistance_direct_prgh_pa_s_kg_m,mean_terminal_dp_major_pa,mean_terminal_dp_major_direct_prgh_pa,flow_alignment_sign,mean_t_wall_area_avg_k,mean_bulk_temp_fluid_area_avg_k,mean_bulk_temp_tp_endpoint_proxy_k,mean_bulk_minus_wall_temp_k,mean_bulk_minus_wall_tp_endpoint_proxy_k,mean_wall_heatflux_area_avg_w_m2,mean_effective_htc_w_m2_k,mean_effective_htc_tp_endpoint_proxy_w_m2_k,mean_effective_ua_per_m_w_m_k,mean_effective_ua_per_m_tp_endpoint_proxy_w_m_k,mean_effective_thermal_resistance_k_m_w,mean_effective_thermal_resistance_tp_endpoint_proxy_k_m_w,mean_bulk_cross_section_area_m2,mean_bulk_cross_section_area_ratio_to_geom,mean_bulk_cross_section_area_ratio_to_reference,mean_bulk_cross_section_positive_mass_flux_kg_s,max_yplus,time_sample_count,valid_bin_count,direct_prgh_valid_bin_count,thermal_valid_bin_count,total_bin_row_count,warning_fraction,thermal_warning_fraction,empty_bin_fraction,median_face_distance_to_centerline_m,p95_face_distance_to_centerline_m,projection_distance_reference_m,summary_status,status_note
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,paper-grade,salt1_jin,continuation,checkpoint_short_window_18,tmp/2026-06-23_ethan_latest_window_case_analysis_refresh/salt1_jin,lower_leg,main_loop_leg,ncc_pipeleg_lower_01_fitting_start,ncc_pipeleg_lower_09_fitting_end,1.4811062487884328,0.5391211677087259,0.3702765621971082,0.13478029192718147,14.69993786338599,6.723495824946391,-5224.99277678918,1306.8146608810152,597.7134401165499,13.223003329673821,6.162386121506348,1.0,440.00416784367957,428.18592043706735,428.3020654,-11.818247406612267,-11.70210244367959,3281.285156856673,195.09442569847792,261.0436294812012,13.517656158606473,18.051619673515866,0.10766260254104977,0.0951524020663907,0.0005453038621502518,1.4390968888696123,1.4258824256107032,0.011051883329854587,0.254047533,15,1380,1380,1020,1380,0.8478260869565217,0.2608695652173913,0.0,0.01102534324076041,0.011844021316045825,0.05,warning_heavy,more than half of retained bin rows are warning-flagged
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,paper-grade,salt1_jin,continuation,checkpoint_short_window_18,tmp/2026-06-23_ethan_latest_window_case_analysis_refresh/salt1_jin,right_leg,main_loop_leg,ncc_pipeleg_right_01_lower_start,ncc_pipeleg_right_03_upper_end,1.3751940616223397,2.3278583978204654,0.3437985154055849,0.5819645994551164,13.540633381508025,23.307162291603817,-19206.272024726404,1203.7538017952288,2071.991319964402,12.344465104665858,19.882447009147977,-1.0,424.65472903312985,435.23695389581167,423.25648796666667,10.582224862681894,-1.3982410664631606,-311.7652171904929,27.475223948668763,1395.7333899722998,1.904006187619427,91.296496051199,0.5308578599759197,0.0844943522867655,0.0005667854525981279,1.490401642801308,1.482053350132837,0.011424311721845118,0.132490386,15,1395,1395,1020,1395,1.0,0.26881720430107525,0.0,0.011025343240929148,0.011025343265719694,0.05,warning_heavy,more than half of retained bin rows are warning-flagged
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,paper-grade,salt1_jin,continuation,checkpoint_short_window_18,tmp/2026-06-23_ethan_latest_window_case_analysis_refresh/salt1_jin,left_lower_leg,main_loop_leg,ncc_pipeleg_left_07_lower_end,ncc_pipeleg_left_06_connector_start,1.7122124903420788,1.798009764559544,0.4280531225855197,0.449502441139886,16.64591551427619,15.386492844158424,19119.107375497584,1479.8120984470636,1367.8502899715286,5.169526307824447,4.52932467249471,1.0,431.4767551386379,436.6456075931614,426.36748582020203,5.1688524545235435,-5.109269318435888,-331.2844494271836,66.71196594305326,72.85823855588296,4.641498465389687,5.075829265191975,0.23050783089701385,0.22613312644359515,0.00038243255848205275,1.0296523838072815,1.0000000034395247,0.01164158156853133,0.209417319,15,480,465,480,510,1.0,0.058823529411764705,0.058823529411764705,0.01102534324117982,0.011025343246495236,0.05,warning_heavy,more than half of retained bin rows are warning-flagged
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,paper-grade,salt1_jin,continuation,checkpoint_short_window_18,tmp/2026-06-23_ethan_latest_window_case_analysis_refresh/salt1_jin,test_section_span,test_section_leg,ncc_pipeleg_left_05_fitting_end,ncc_pipeleg_left_03_fitting_start,1.367003408606918,0.4251469433802699,0.3417508521517295,0.10628673584506748,18.934204974735945,8.270290125520411,-18656.58976627515,1683.2407705665894,735.2234145029788,4.643436767582154,1.5991978623258418,-1.0,433.71751993599565,436.5978667331333,430.9153902333333,2.880346797137638,-2.802129702662313,-79.72399419854078,51.226045171464264,115.06812806297775,3.239089267017038,6.942384881272687,0.4417168515181563,0.5535822335329103,0.00034771537067508043,1.0866703981928698,1.0080518102155134,0.01145089983759871,0.256231685,15,405,405,405,405,1.0,0.0,0.0,0.010467632002817036,0.010467632006070631,0.05,warning_heavy,more than half of retained bin rows are warning-flagged
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,paper-grade,salt1_jin,continuation,checkpoint_short_window_18,tmp/2026-06-23_ethan_latest_window_case_analysis_refresh/salt1_jin,left_upper_leg,main_loop_leg,ncc_pipeleg_left_02_connector_end,ncc_pipeleg_left_01_upper_start,1.605945649249846,2.3715358556778305,0.4014864123124615,0.5928839639194576,15.736486178470455,20.811414511590495,19151.81107450485,1398.9648400538802,1850.1216269388533,5.688919731166606,nan,1.0,432.22404490559603,436.25038331834253,432.3854411122807,4.026338412746472,0.1613962066846753,-333.2703065807195,83.06801534777942,2194.702589787369,5.736488159298555,153.6121429717488,0.17531177933395947,0.015421378500762722,0.0003824325585531743,1.0254771452272486,1.0000000036254961,0.011680543425969725,0.213848001,15,555,540,555,585,1.0,0.05128205128205128,0.05128205128205128,0.01102534324117982,0.011025343246495236,0.05,warning_heavy,more than half of retained bin rows are warning-flagged
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,paper-grade,salt1_jin,continuation,checkpoint_short_window_18,tmp/2026-06-23_ethan_latest_window_case_analysis_refresh/salt1_jin,upper_leg,main_loop_leg,ncc_pipeleg_upper_09_straight_end,ncc_pipeleg_upper_01_straight_start,1.5371852163463928,6.459807164958023,0.3842963040865982,1.6149517912395057,14.776201352854406,63.74013977320502,5448.373746961864,1313.5985268434574,5666.473917867004,13.211309962201335,nan,-1.0,423.82252825690426,431.3187323377957,432.67635426666675,7.496204080891452,8.853826009762418,-2352.766204531561,277.32966328600475,272.22251415325474,19.238553613711595,19.013045112031374,0.06932312269105077,0.13529901114661924,0.00038641830193883616,1.0057892355888796,1.0104220853162136,0.011188442459704122,0.150769027,15,1350,1320,1350,1410,0.8829787234042553,0.0425531914893617,0.0425531914893617,0.011025548010671802,0.03090857972910989,0.05,warning_heavy,more than half of retained bin rows are warning-flagged
viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,paper-grade,salt2_cont,continuation,checkpoint_full_window_20,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_jin_coarse_mesh,lower_leg,main_loop_leg,ncc_pipeleg_lower_01_fitting_start,ncc_pipeleg_lower_09_fitting_end,0.9954420137226726,0.5044128102820649,0.24886050343066815,0.12610320257051622,13.628099869348706,8.21771079711601,-5187.392508044636,1035.3604637009057,624.3198270373897,12.259620125560957,7.451823515593944,1.0,458.9730855620578,446.87454299042093,447.65814025000003,-12.098542571636782,-11.31494531205773,3747.6536926085955,223.5153974684871,294.0882750431572,15.53844236991669,20.372610496680576,0.09920616205199335,0.09108622707384267,0.0005453038621502518,1.4390968888696123,1.4258824256107032,0.012929606324683356,0.316235642,4,368,368,276,368,0.8586956521739131,0.25,0.0,0.01102534324076041,0.011844021316045825,0.05,warning_heavy,more than half of retained bin rows are warning-flagged
viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,paper-grade,salt2_cont,continuation,checkpoint_full_window_20,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_jin_coarse_mesh,right_leg,main_loop_leg,ncc_pipeleg_right_01_lower_start,ncc_pipeleg_right_03_upper_end,1.178848839666753,1.4407357436661243,0.29471220991668823,0.3601839359165311,15.999392937364725,20.2849305781857,-19067.641823063655,1215.5045634587245,1541.0854651417285,14.613869069914985,17.037530420806938,-1.0,442.6173617868724,453.42715904131074,443.08759375,10.809797254438347,0.4702319631276578,-362.9458798150201,31.81209425839893,898.5370604937814,2.2042750891622513,62.88960194159305,0.4623525832885613,0.07517030287568097,0.0005667854525981279,1.4904016428013078,1.4820533501328375,0.013481314124953497,0.190970617,4,372,372,272,372,1.0,0.26881720430107525,0.0,0.011025343240929148,0.011025343265719694,0.05,warning_heavy,more than half of retained bin rows are warning-flagged
viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,paper-grade,salt2_cont,continuation,checkpoint_full_window_20,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_jin_coarse_mesh,left_lower_leg,main_loop_leg,ncc_pipeleg_left_07_lower_end,ncc_pipeleg_left_06_connector_start,1.4050810618172949,1.4467766849296426,0.3512702654543237,0.36169417123241066,18.966844744552702,17.664960495720575,18982.160702375382,1440.9504833206615,1342.0436402253365,5.89040886954386,5.337870265866158,1.0,450.7738326298855,454.8584882714102,445.4217947348485,4.084655641524719,-5.352037895036954,-387.2426013650461,102.30065737894651,78.63848100833764,7.12482877814196,5.468101628894169,0.15659561053454596,0.202131004683978,0.00038243255848205275,1.0296523838072815,1.0000000034395247,0.013792828447889684,0.269208582,4,128,124,128,136,1.0,0.058823529411764705,0.058823529411764705,0.01102534324117982,0.011025343246495236,0.05,warning_heavy,more than half of retained bin rows are warning-flagged
viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,paper-grade,salt2_cont,continuation,checkpoint_full_window_20,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_jin_coarse_mesh,test_section_span,test_section_leg,ncc_pipeleg_left_05_fitting_end,ncc_pipeleg_left_03_fitting_start,1.0567278302022687,0.74945773892764,0.26418195755056717,0.18736443473191,20.15479708540603,16.65858247083227,-18525.22852884482,1531.2053127666293,1265.590020708951,4.947500811812729,3.708518865310821,-1.0,451.1567212975614,454.5837736205028,449.53442787499995,3.4270523229414285,-1.6222934225614294,-466.9885030007465,136.88235097736654,364.23621227047397,8.827006655020007,22.986281890544593,0.11474115009267427,0.0542935469262727,0.00034771537067508043,1.0866703981928698,1.0080518102155136,0.013603717338309954,0.306552063,4,108,108,108,108,1.0,0.0,0.0,0.010467632002817036,0.010467632006070631,0.05,warning_heavy,more than half of retained bin rows are warning-flagged
