source_id,case_id,run_class,case_root,patch_name,role,role_group,bc_type,parent_span,one_d_segment,one_d_segment_mapping_status,area_m2,h_W_m2K,Ta_K,Tsur_K,emissivity,thicknessLayers,thickness_total_m,kappaLayerCoeffs,wall_layer_metadata_status,imposed_Q_W,realized_wallHeatFlux_W,realized_wallHeatFlux_mean_W_m2,wallHeatFlux_source_path,wallHeatFlux_sample_time_s,boundary_dictionary_path,radiation_metadata_status,fit_use_status,notes
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,mainline_jin_continuation,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation,junction_lower_left,junction_other,junction_or_stub_diagnostic,rcExternalTemperature,junction,junction,mapped_to_grouped_junction_diagnostic,0.002924521,4.344102411788404,299.19,299.19,0.95,(0.006096001 0.035559999999999994),0.041656001,((9.248 0.01571 0 0 0 0 0 0) (0.036056549855 -6.2436910698e-05 1.9275102287e-07 0 0 0 0 0)),h_and_layers_present,,-1.209006705,-413.4033674,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation/postProcessing/wallHeatFlux/5398/wallHeatFlux.dat,7915,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation/0/T,emissivity_and_Tsur_metadata_present,validation_diagnostic,native_solver_outputs_read_only
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,mainline_jin_continuation,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation,junction_lower_left_left_extension,junction_other,junction_or_stub_diagnostic,rcExternalTemperature,junction,junction,mapped_to_grouped_junction_diagnostic,0.002183347,3.6520477197808914,299.19,299.19,0.95,(0.006096001 0.035559999999999994),0.041656001,((9.248 0.01571 0 0 0 0 0 0) (0.036056549855 -6.2436910698e-05 1.9275102287e-07 0 0 0 0 0)),h_and_layers_present,,-0.889811843,-407.5448361,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation/postProcessing/wallHeatFlux/5398/wallHeatFlux.dat,7915,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation/0/T,emissivity_and_Tsur_metadata_present,validation_diagnostic,native_solver_outputs_read_only
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,mainline_jin_continuation,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation,junction_lower_left_left_step,junction_other,junction_or_stub_diagnostic,zeroGradient,junction,junction,mapped_to_grouped_junction_diagnostic,,,,,,,,,no_wall_layer_metadata,,0,0,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation/postProcessing/wallHeatFlux/5398/wallHeatFlux.dat,7915,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation/0/T,no_emissivity_metadata,validation_diagnostic,native_solver_outputs_read_only
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,mainline_jin_continuation,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation,junction_lower_left_left_stub,junction_other,junction_or_stub_diagnostic,externalTemperature,junction,junction,mapped_to_grouped_junction_diagnostic,0.000505262,78.24068323047184,299.19,,,,,,h_only,,-4.808004156,-9515.869601,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation/postProcessing/wallHeatFlux/5398/wallHeatFlux.dat,7915,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation/0/T,no_emissivity_metadata,validation_diagnostic,native_solver_outputs_read_only
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,mainline_jin_continuation,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation,junction_lower_left_lower_extension,junction_other,junction_or_stub_diagnostic,rcExternalTemperature,junction,junction,mapped_to_grouped_junction_diagnostic,0.001910429,5.714373397226398,299.19,299.19,0.95,(0.006096001 0.035559999999999994),0.041656001,((9.248 0.01571 0 0 0 0 0 0) (0.036056549855 -6.2436910698e-05 1.9275102287e-07 0 0 0 0 0)),h_and_layers_present,,-0.276076876,-144.5104294,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation/postProcessing/wallHeatFlux/5398/wallHeatFlux.dat,7915,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation/0/T,emissivity_and_Tsur_metadata_present,validation_diagnostic,native_solver_outputs_read_only
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,mainline_jin_continuation,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation,junction_lower_left_lower_stub,junction_other,junction_or_stub_diagnostic,externalTemperature,junction,junction,mapped_to_grouped_junction_diagnostic,0.000386841,85.1784703534673,299.19,,,,,,h_only,,-0.500612434,-1294.103982,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation/postProcessing/wallHeatFlux/5398/wallHeatFlux.dat,7915,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation/0/T,no_emissivity_metadata,validation_diagnostic,native_solver_outputs_read_only
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,mainline_jin_continuation,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation,junction_lower_right,junction_other,junction_or_stub_diagnostic,rcExternalTemperature,junction,junction,mapped_to_grouped_junction_diagnostic,0.00292452,4.343717936074042,299.19,299.19,0.95,(0.006096001 0.035559999999999994),0.041656001,((9.248 0.01571 0 0 0 0 0 0) (0.036056549855 -6.2436910698e-05 1.9275102287e-07 0 0 0 0 0)),h_and_layers_present,,-1.209077086,-413.4274631,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation/postProcessing/wallHeatFlux/5398/wallHeatFlux.dat,7915,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation/0/T,emissivity_and_Tsur_metadata_present,validation_diagnostic,native_solver_outputs_read_only
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,mainline_jin_continuation,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation,junction_lower_right_lower_extension,junction_other,junction_or_stub_diagnostic,rcExternalTemperature,junction,junction,mapped_to_grouped_junction_diagnostic,0.003544421,4.814425602389898,299.19,299.19,0.95,(0.006096001 0.035559999999999994),0.041656001,((9.248 0.01571 0 0 0 0 0 0) (0.036056549855 -6.2436910698e-05 1.9275102287e-07 0 0 0 0 0)),h_and_layers_present,,-0.595301259,-167.9544649,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation/postProcessing/wallHeatFlux/5398/wallHeatFlux.dat,7915,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation/0/T,emissivity_and_Tsur_metadata_present,validation_diagnostic,native_solver_outputs_read_only
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,mainline_jin_continuation,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation,junction_lower_right_lower_stub,junction_other,junction_or_stub_diagnostic,externalTemperature,junction,junction,mapped_to_grouped_junction_diagnostic,0.000386841,64.70511208873087,299.19,,,,,,h_only,,-0.29245768,-756.015278,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation/postProcessing/wallHeatFlux/5398/wallHeatFlux.dat,7915,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation/0/T,no_emissivity_metadata,validation_diagnostic,native_solver_outputs_read_only
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,mainline_jin_continuation,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation,junction_lower_right_right_extension,junction_other,junction_or_stub_diagnostic,rcExternalTemperature,junction,junction,mapped_to_grouped_junction_diagnostic,0.002183347,3.6516960127672866,299.19,299.19,0.95,(0.006096001 0.035559999999999994),0.041656001,((9.248 0.01571 0 0 0 0 0 0) (0.036056549855 -6.2436910698e-05 1.9275102287e-07 0 0 0 0 0)),h_and_layers_present,,-0.853812114,-391.0565148,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation/postProcessing/wallHeatFlux/5398/wallHeatFlux.dat,7915,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation/0/T,emissivity_and_Tsur_metadata_present,validation_diagnostic,native_solver_outputs_read_only
