sensor,kind,runtime_temperature_allowed,fit_allowed,aggregate_score_current,aggregate_score_after_refresh,source_segment_after_refresh,projection_gate_after_refresh,finite_prediction_gate,observed_rows,mean_abs_error_K_current_policy,max_abs_error_K_current_policy,policy_decision,reason,source_path
TP1,TP,false,false,yes,yes,top_horizontal_exit,exact_on_current_fluid_path,pass,12,93.9119,225.827,post_solve_validation_target_only,No blocker for provisional diagnostic score; thesis-grade coordinate claim still blocked by provisional registry status.,work_products/2026-07/2026-07-13/2026-07-13_predictive_sensor_map_contract/sensor_map_contract.csv;work_products/2026-07/2026-07-15/2026-07-15_sensor_policy_gate_opening_and_hydraulic_node_run/sensor_map_policy_refresh.csv
TP2,TP,false,false,no,yes_after_projection_source_segment_and_finite_prediction_gates,right_downcomer_bottom_horizontal_junction,restore_candidate_native_cfd_near_right_downcomer_bottom_horizontal_junction,fail,12,,,restore_to_aggregate_after_gates; validation_target_only,"TP2 is mapped to the right-downcomer/bottom-horizontal junction for scoring, but remains runtime_temperature_allowed=false and fit_allowed=false.",work_products/2026-07/2026-07-13/2026-07-13_predictive_sensor_map_contract/sensor_map_contract.csv;work_products/2026-07/2026-07-15/2026-07-15_sensor_policy_gate_opening_and_hydraulic_node_run/sensor_map_policy_refresh.csv
TP3,TP,false,false,yes,yes,left_lower_vertical,exact_on_current_fluid_path,pass,12,82.1219,201.982,post_solve_validation_target_only,No blocker for provisional diagnostic score; thesis-grade coordinate claim still blocked by provisional registry status.,work_products/2026-07/2026-07-13/2026-07-13_predictive_sensor_map_contract/sensor_map_contract.csv;work_products/2026-07/2026-07-15/2026-07-15_sensor_policy_gate_opening_and_hydraulic_node_run/sensor_map_policy_refresh.csv
TP4,TP,false,false,yes,yes,left_lower_vertical,exact_on_current_fluid_path,pass,12,83.8843,203.5,post_solve_validation_target_only,No blocker for provisional diagnostic score; thesis-grade coordinate claim still blocked by provisional registry status.,work_products/2026-07/2026-07-13/2026-07-13_predictive_sensor_map_contract/sensor_map_contract.csv;work_products/2026-07/2026-07-15/2026-07-15_sensor_policy_gate_opening_and_hydraulic_node_run/sensor_map_policy_refresh.csv
TP5,TP,false,false,yes,yes,test_section,exact_on_current_fluid_path,pass,12,84.9397,203.974,post_solve_validation_target_only,No blocker for provisional diagnostic score; thesis-grade coordinate claim still blocked by provisional registry status.,work_products/2026-07/2026-07-13/2026-07-13_predictive_sensor_map_contract/sensor_map_contract.csv;work_products/2026-07/2026-07-15/2026-07-15_sensor_policy_gate_opening_and_hydraulic_node_run/sensor_map_policy_refresh.csv
TP6,TP,false,false,yes,yes,left_upper_vertical,exact_on_current_fluid_path,pass,12,86.8774,206.787,post_solve_validation_target_only,No blocker for provisional diagnostic score; thesis-grade coordinate claim still blocked by provisional registry status.,work_products/2026-07/2026-07-13/2026-07-13_predictive_sensor_map_contract/sensor_map_contract.csv;work_products/2026-07/2026-07-15/2026-07-15_sensor_policy_gate_opening_and_hydraulic_node_run/sensor_map_policy_refresh.csv
TW1,TW,false,false,yes,yes,right_vertical,exact_on_current_fluid_path,pass,12,109.265,244.914,post_solve_validation_target_only,No blocker for provisional diagnostic score; thesis-grade coordinate claim still blocked by provisional registry status.,work_products/2026-07/2026-07-13/2026-07-13_predictive_sensor_map_contract/sensor_map_contract.csv;work_products/2026-07/2026-07-15/2026-07-15_sensor_policy_gate_opening_and_hydraulic_node_run/sensor_map_policy_refresh.csv
TW2,TW,false,false,yes,yes,right_vertical,exact_on_current_fluid_path,pass,12,105.761,241.003,post_solve_validation_target_only,No blocker for provisional diagnostic score; thesis-grade coordinate claim still blocked by provisional registry status.,work_products/2026-07/2026-07-13/2026-07-13_predictive_sensor_map_contract/sensor_map_contract.csv;work_products/2026-07/2026-07-15/2026-07-15_sensor_policy_gate_opening_and_hydraulic_node_run/sensor_map_policy_refresh.csv
TW3,TW,false,false,yes,yes,right_vertical,exact_on_current_fluid_path,pass,12,86.8782,217.949,post_solve_validation_target_only,No blocker for provisional diagnostic score; thesis-grade coordinate claim still blocked by provisional registry status.,work_products/2026-07/2026-07-13/2026-07-13_predictive_sensor_map_contract/sensor_map_contract.csv;work_products/2026-07/2026-07-15/2026-07-15_sensor_policy_gate_opening_and_hydraulic_node_run/sensor_map_policy_refresh.csv
TW4,TW,false,false,yes,yes,heated_incline,exact_on_current_fluid_path,pass,12,84.5857,210.39,post_solve_validation_target_only,No blocker for provisional diagnostic score; thesis-grade coordinate claim still blocked by provisional registry status.,work_products/2026-07/2026-07-13/2026-07-13_predictive_sensor_map_contract/sensor_map_contract.csv;work_products/2026-07/2026-07-15/2026-07-15_sensor_policy_gate_opening_and_hydraulic_node_run/sensor_map_policy_refresh.csv
