case_key,case_dir,q_ratio,restart_time_s,target_end_time_s,end_time_s,latest_solver_time_s,advance_since_restart_s,advance_fraction_of_target,remaining_to_end_s,mdot_first,mdot_latest,mdot_move_pct,expected_move_pct,mdot_move_direction_ok,write_interval_s,late_window_duration_s,late_window_n_samples,late_window_drift_pct,late_window_amp_pct,solver_log_has_end,solver_log_has_convergence_monitor,fatal_count,audit_job_ids,preflight_audit_rows,preflight_bad_ok_count,needs_special_gate_scrutiny,scrutiny_reason,log_path
salt1_jin_hi10q_corrected,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation,1.1,3756.33125,9756.33125,9756.33125,4010.590361446,254.25911144599968,0.042376518574333284,5745.740888553999,-0.01124171388,-0.01170269335,4.10061557268525,3.228011545636722,True,1.0,300.0,256,3.9204878658289677,8.03937970767387,True,True,0,3275448,1,0,True,solver ended before enough post-restart advancement (<1000 s or <20% of target extension),jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/logs/log.foamRun_corrected_q
salt1_jin_lo10q_corrected,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_lo10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation,0.9,3756.33125,9756.33125,9756.33125,6377.61038961,2621.27913961,0.4368798566016667,3378.720860389999,-0.01124171388,-0.01041569905,-7.347765997403243,-3.451061539437028,True,1.0,300.0,301,-0.10181863935149299,0.10181863935149299,False,False,0,3275448,1,0,False,,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_lo10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/logs/log.foamRun_corrected_q
salt2_jin_hi10q_corrected,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt2_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation,1.1,7915.0,13915.0,13915.0,9674.572222222,1759.5722222219993,0.2932620370369999,4240.427777778001,-0.0131983156,-0.01415665993,7.261110879936826,3.228011545636722,True,1.0,300.0,301,0.3692832774776765,0.3813515411135424,False,False,0,3275449,1,0,False,,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt2_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation/logs/log.foamRun_corrected_q
salt2_jin_hi5q_corrected,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt2_jin_hi5q_corrected/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation,1.05,7915.0,13915.0,13915.0,9780.590909091,1865.5909090910009,0.31093181818183346,4134.409090908999,-0.0131983156,-0.01369285806,3.7470119293101347,1.6396356814853519,True,1.0,300.0,301,0.19642039718358978,0.20447681490656044,False,False,0,3275449,1,0,False,,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt2_jin_hi5q_corrected/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation/logs/log.foamRun_corrected_q
salt2_jin_lo10q_corrected,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt2_jin_lo10q_corrected/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation,0.9,7915.0,13915.0,13915.0,10291.668711656,2376.6687116560006,0.3961114519426668,3623.3312883439994,-0.0131983156,-0.01215345336,-7.916633240684134,-3.451061539437028,True,1.0,300.0,301,-0.3426820361819109,0.3542412052987165,False,False,0,3275448,1,0,False,,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt2_jin_lo10q_corrected/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation/logs/log.foamRun_corrected_q
salt2_jin_lo5q_corrected,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt2_jin_lo5q_corrected/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation,0.95,7915.0,13915.0,13915.0,10275.910714286,2360.9107142859993,0.39348511904766653,3639.0892857140007,-0.0131983156,-0.01267893155,-3.9352298106888743,-1.6952427508441503,True,1.0,300.0,301,-0.15950297010371042,0.1864940007468675,False,False,0,3275448,1,0,False,,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt2_jin_lo5q_corrected/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation/logs/log.foamRun_corrected_q
salt3_jin_hi10q_corrected,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt3_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_3_jin_coarse_mesh_continuation,1.1,7618.0,13618.0,13618.0,7637.875696673,19.875696672999766,0.0033126161121666275,5980.124303327,-0.01498968602,-0.01540645129,2.7803468961519933,3.228011545636722,True,1.0,300.0,20,2.752526440642369,2.759199231693402,False,False,0,3275450,1,0,False,,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt3_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_3_jin_coarse_mesh_continuation/logs/log.foamRun_corrected_q
salt3_jin_hi5q_corrected,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt3_jin_hi5q_corrected/case_stage/viscosity_screening_salt_test_3_jin_coarse_mesh_continuation,1.05,7618.0,13618.0,13618.0,7639.476190476,21.47619047599983,0.003579365079333305,5978.523809524,-0.01498968602,-0.01523162628,1.614044881775317,1.6396356814853519,True,1.0,300.0,22,1.604661865244589,1.6127439296455814,False,False,0,3275450,1,0,False,,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt3_jin_hi5q_corrected/case_stage/viscosity_screening_salt_test_3_jin_coarse_mesh_continuation/logs/log.foamRun_corrected_q
salt3_jin_lo10q_corrected,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt3_jin_lo10q_corrected/case_stage/viscosity_screening_salt_test_3_jin_coarse_mesh_continuation,0.9,7618.0,13618.0,13618.0,9428.159090909,1810.1590909089991,0.3016931818181665,4189.840909091001,-0.01498968602,-0.0139782313,-6.747671156356887,-3.451061539437028,True,1.0,300.0,301,-0.3453335753343042,0.3549083124587695,False,False,0,3275449,1,0,False,,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt3_jin_lo10q_corrected/case_stage/viscosity_screening_salt_test_3_jin_coarse_mesh_continuation/logs/log.foamRun_corrected_q
salt3_jin_lo5q_corrected,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt3_jin_lo5q_corrected/case_stage/viscosity_screening_salt_test_3_jin_coarse_mesh_continuation,0.95,7618.0,13618.0,13618.0,9389.171270718,1771.1712707179995,0.29519521178633323,4228.8287292820005,-0.01498968602,-0.01449707423,-3.286338281820795,-1.6952427508441503,True,1.0,300.0,301,-0.13570900123521779,0.18697655511378827,False,False,0,3275449,1,0,False,,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt3_jin_lo5q_corrected/case_stage/viscosity_screening_salt_test_3_jin_coarse_mesh_continuation/logs/log.foamRun_corrected_q
