Q_ambient_W,Q_hx_sink_W,Q_source_W,R_i_prime_K_m_W,R_ins_prime_K_m_W,R_o_prime_K_m_W,R_total_prime_K_m_W,R_wall_prime_K_m_W,T_avg_K,T_in_K,T_out_K,T_outer_surface_K,T_pipe_outer_wall_K,axial_mixing_mode,axial_mixing_net_W,axial_mixing_parent_segments,axial_mixing_q_from_prev_W,axial_mixing_q_to_next_W,axial_mixing_residual_W,external_ambient_temperature_K,external_boundary_coverage_multiplier,external_boundary_drive_selector,external_boundary_source,external_emissivity,external_prescribed_h_W_m2K,external_surroundings_temperature_K,h_inner_W_m2K,h_inner_multiplier,h_outer_W_m2K,h_rad_W_m2K,notes,nusselt_inner,outer_conv_multiplier,outer_insulation_multiplier,outer_rad_multiplier,parent_end_fraction,parent_name,parent_start_fraction,prandtl_inner,profile_descriptor_developing_signal,profile_descriptor_friction_developing_contribution,profile_descriptor_friction_multiplier,profile_descriptor_friction_shape_contribution,profile_descriptor_friction_shape_signal,profile_descriptor_friction_signal,profile_descriptor_htc_developing_contribution,profile_descriptor_htc_multiplier,profile_descriptor_htc_shape_contribution,profile_descriptor_htc_shape_signal,profile_descriptor_htc_signal,profile_descriptor_reference_path,profile_descriptor_section_id,profile_descriptor_section_label,profile_descriptor_source_case_id,profile_descriptor_source_kind,q_ambient_W_per_m,refinement_level,reynolds_inner,s_end_m,s_start_m,segment_name,segment_type,tswfc2_ambient_temperature_K,tswfc2_baseline_ambient_heat_W,tswfc2_baseline_covered_heat_W,tswfc2_baseline_uncovered_heat_W,tswfc2_coupling_mode,tswfc2_drive_selector,tswfc2_effective_hA_W_K,tswfc2_energy_residual_W,tswfc2_external_drive_temperature_K,tswfc2_guarded_residual_heat_W,tswfc2_inner_wall_temperature_K,tswfc2_mode,tswfc2_node_count,tswfc2_node_ids,tswfc2_node_minus_baseline_heat_W,tswfc2_node_overlap_fraction,tswfc2_node_surplus_heat_W,tswfc2_outer_wall_temperature_K,tswfc2_q_external_W,tswfc2_q_fluid_to_inner_wall_W,tswfc2_q_wall_conduction_W,tswfc2_selected_coupled_heat_W,tswfc2_unresolved_residual_heat_W,upcomer_exchange_Q_main_to_reservoir_W,upcomer_exchange_Q_reservoir_to_main_W,upcomer_exchange_reservoir_energy_residual_W,upcomer_main_stream_temperature_K,upcomer_prediction_stream,upcomer_reservoir_setup_heat_W,upcomer_reservoir_temperature_K
7.055833012957902,0.0,0.0,0.057602640618149195,4.399689902071052,0.4586121001838802,4.917368797421726,0.001464154548643751,374.91461219336463,375.3199503589342,374.5092740277951,306.986850712927,374.01512257190694,,0.0,,0.0,0.0,0.0,300.0,1.0,,,0.85,,300.0,250.0660679397865,1.0,3.71846619117457,5.39009220185646,Left vertical leg below the test section.,10.304738556237606,1.0,1.0,1.0,0.3333333333333333,left_lower_vertical,0.0,90.53238539578405,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,disabled,58.11479106643415,1,10.319930697083118,0.12141199999999998,0.0,left_lower_vertical__s00,vertical,,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,
6.980698367616528,0.0,0.0,0.04571688311338472,4.407016790308691,0.4319619830109569,4.886161037267831,0.0014653808347986849,374.10825214058093,374.5092740277951,373.7072302533668,306.55158712603156,373.393012073511,,0.0,,0.0,0.0,0.0,300.0,1.0,,,0.85,,300.0,315.0797880643781,1.0,4.29209590139031,5.37841969620456,Left vertical leg below the test section.,12.982821492837955,1.0,1.0,1.0,0.5,left_lower_vertical,0.3333333333333333,92.28984362204667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,disabled,114.99190142023073,1,10.122625340317988,0.182118,0.12141199999999998,left_lower_vertical__s01,vertical,,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,
6.906363800015112,0.0,0.0,0.04571442918304421,4.4142622219385395,0.432562021228887,4.894005268436318,0.0014665960858468048,373.31047868224636,373.7072302533668,372.9137271111259,306.4796598670799,372.6040914133413,,0.0,,0.0,0.0,0.0,300.0,1.0,,,0.85,,300.0,315.09670140805156,1.0,4.280607976241843,5.376492946321777,Left vertical leg below the test section.,12.982473050808132,1.0,1.0,1.0,0.6666666666666666,left_lower_vertical,0.5,94.07432762388754,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,disabled,113.76740025722523,1,9.929810990212184,0.24282399999999998,0.182118,left_lower_vertical__s02,vertical,,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,
6.83282079045696,0.0,0.0,0.057593369717084716,4.421426987807386,0.4605450373233968,4.941033195229238,0.001467800381370286,372.52120038327064,372.9137271111259,372.1286736554154,306.75960813906465,371.6547029310122,,0.0,,0.0,0.0,0.0,300.0,1.0,,,0.85,,300.0,250.10632149304863,1.0,3.6863338080791372,5.383995379600619,Left vertical leg below the test section.,10.303909270853364,1.0,1.0,1.0,1.0,left_lower_vertical,0.6666666666666666,95.88601384032225,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,disabled,56.27796915014133,1,9.741383130449467,0.364236,0.24282399999999998,left_lower_vertical__s03,vertical,,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,
7.135823657541268,0.0,18.5,0.05269041318321766,0.0,0.8816563314144985,0.9481744168276433,0.013827672229927042,372.78152270795056,372.1286736554154,373.43437176048576,367.6750581679857,367.6750581679857,,0.0,,0.0,0.0,0.0,300.0,1.0,,,0.95,,300.0,284.8382645151954,1.0,6.9740397562283105,8.099157663053544,Transparent quartz test section. Uninsulated by user instruction.,11.263023467069159,1.0,1.0,1.0,0.5,test_section,0.0,95.28554905638954,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,disabled,76.75899980144214,1,10.213949432430754,0.4572,0.364236,test_section__s00,test_section,,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,
7.296040403831621,0.0,18.5,0.05269508592232853,0.0,0.8773499659606572,0.9438727241129128,0.013827672229927042,374.0780168990826,373.43437176048576,374.72166203767955,368.85655522513287,368.85655522513287,,0.0,,0.0,0.0,0.0,300.0,1.0,,,0.95,,300.0,284.81300646929657,1.0,7.002338734407886,8.144843638613898,Transparent quartz test section. Uninsulated by user instruction.,11.26352287483906,1.0,1.0,1.0,1.0,test_section,0.5,92.35877885215105,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,disabled,78.48242764760144,1,10.539022489675043,0.550164,0.4572,test_section__s01,test_section,,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,
7.000382793057943,0.0,0.0,0.05760045774164251,4.405097559851522,0.45908839579150634,4.923251472747857,0.0014650593631863056,374.3195093344606,374.72166203767955,373.91735663124155,306.93025683783316,373.4282510484028,,0.0,,0.0,0.0,0.0,300.0,1.0,,,0.85,,300.0,250.07554465865692,1.0,3.7105351913332187,5.388573243053292,Left vertical leg above the test section.,10.304543303167872,1.0,1.0,1.0,0.3333333333333333,left_upper_vertical,0.0,91.82497541658326,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,disabled,57.658079869024036,1,10.17408206791095,0.671576,0.550164,left_upper_vertical__s00,vertical,,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,
6.925838614157402,0.0,0.0,0.04571508324152015,4.4123643398736485,0.43240434536427463,4.891950045988471,0.001466277509027237,373.51948628570784,373.91735663124155,373.12161594017414,306.4984936733881,372.81078228648323,,0.0,,0.0,0.0,0.0,300.0,1.0,,,0.85,,300.0,315.09219323145686,1.0,4.283624978289548,5.376997397640437,Left vertical leg above the test section.,12.982565923740346,1.0,1.0,1.0,0.49999999999999994,left_upper_vertical,0.3333333333333333,93.60233363532238,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,disabled,114.08820568242679,1,9.980096691221595,0.732282,0.671576,left_upper_vertical__s01,vertical,,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,
6.852088225364088,0.0,0.0,0.04571256455704612,4.419550246395942,0.43300325068427253,4.89973354631569,0.0014674846784288964,372.72798235127124,373.12161594017414,372.33434876236834,306.4272091669945,372.0280419846232,,0.0,,0.0,0.0,0.0,300.0,1.0,,,0.85,,300.0,315.10955427480826,1.0,4.272172047537811,5.375088308300428,Left vertical leg above the test section.,12.982208279880716,1.0,1.0,1.0,0.6666666666666666,left_upper_vertical,0.49999999999999994,95.40684817831895,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,disabled,112.8733276012929,1,9.790525076454056,0.792988,0.732282,left_upper_vertical__s02,vertical,,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,
6.779123173935693,0.0,0.0,0.05759094200203687,4.426656068144199,0.46101750178749684,4.9467331928845715,0.0014686809508386001,371.9449068146285,372.33434876236834,371.55546486688866,306.7050370455396,371.0863084933439,,0.0,,0.0,0.0,0.0,300.0,1.0,,,0.85,,300.0,250.11686458991667,1.0,3.678501478050513,5.382532166179696,Left vertical leg above the test section.,10.30369209985496,1.0,1.0,1.0,1.0,left_upper_vertical,0.6666666666666666,97.23869151598072,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,disabled,55.835693127003026,1,9.605264364186075,0.9144000000000001,0.792988,left_upper_vertical__s03,vertical,,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,
