source_id,case_label,feature_name,feature_class,mean_abs_delta_p_rgh_pa,mean_abs_delta_p_pa,mean_hydro_correction_abs_pa,mean_proxy_reference_dp_pa,mean_proxy_feature_excess_dp_pa,pressure_method_status,fit_use_status
val_salt_test_2_coarse_mesh_laminar,Salt 2 Val,corner_lower_left,bend,0.5283361605999998,338.5342844704,338.00594830980003,3.358121616061306,-2.8297854554613067,full_path_missing_proxy_only_available,excluded
val_salt_test_2_coarse_mesh_laminar,Salt 2 Val,corner_lower_right,bend,2.646708314,337.8403516,340.48705991400004,3.1442309038862817,-0.49752258988628195,full_path_missing_proxy_only_available,excluded
val_salt_test_2_coarse_mesh_laminar,Salt 2 Val,corner_upper_left,bend,2.4385526680000007,330.7361540000005,328.2976013320005,3.16790822490619,-0.7293555569061895,full_path_missing_proxy_only_available,excluded
val_salt_test_2_coarse_mesh_laminar,Salt 2 Val,corner_upper_right,bend,7.842606016600001,333.7798859999999,341.6224920165999,3.1082926488212,4.7343133677788005,full_path_missing_proxy_only_available,sensitivity_only
val_salt_test_2_coarse_mesh_laminar,Salt 2 Val,test_section_complex,quartz_transition,5.078562711400001,4767.9805627999995,4773.0591255113995,3.5192654764727855,1.5592972349272145,full_path_missing_proxy_only_available,sensitivity_only
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,corner_lower_left,bend,0.3543893075000004,341.44794503025,341.09355572275,2.8541251274988686,-2.499735819998868,full_path_missing_proxy_only_available,excluded
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,corner_lower_right,bend,2.3307559152499997,341.0024970000004,343.3332529152504,3.2167016320927657,-0.8859457168427664,full_path_missing_proxy_only_available,excluded
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,corner_upper_left,bend,10.628120410000001,333.73441249999996,323.10629209,3.1655330813163776,7.4625873286836235,full_path_missing_proxy_only_available,sensitivity_only
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,corner_upper_right,bend,4.638925369,336.91720250000026,341.55612786900025,3.2596524329320054,1.379272936067994,full_path_missing_proxy_only_available,sensitivity_only
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,test_section_complex,quartz_transition,2.3325990725,4811.6822194999995,4814.0148185725,3.5569378464090224,-1.2243387739090226,full_path_missing_proxy_only_available,excluded
viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,corner_lower_left,bend,0.33574365500000036,341.43181100025,341.09606734525,2.807077743741506,-2.471334088741506,full_path_missing_proxy_only_available,excluded
viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,corner_lower_right,bend,2.325679055,341.0019149999998,343.32759405499985,3.212143713219837,-0.8864646582198371,full_path_missing_proxy_only_available,excluded
viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,corner_upper_left,bend,12.109459175,333.7083975000005,321.5989383250005,3.205999646893187,8.903459528106813,full_path_missing_proxy_only_available,sensitivity_only
viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,corner_upper_right,bend,4.3360210368250005,336.9159749999999,341.2519960368249,3.2785977803780924,1.0574232564469077,full_path_missing_proxy_only_available,sensitivity_only
viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,test_section_complex,quartz_transition,2.68480077,4811.47626075,4814.16106152,3.558882258887879,-0.8740814888878793,full_path_missing_proxy_only_available,excluded
viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,corner_lower_left,bend,0.4834753445000002,339.1897656575,338.706290313,3.299145661248049,-2.8156703167480486,full_path_missing_proxy_only_available,excluded
viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,corner_lower_right,bend,2.52685953525,338.5851367500002,341.1119962852502,3.1932366826188145,-0.6663771473688149,full_path_missing_proxy_only_available,excluded
viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,corner_upper_left,bend,4.0819625675000015,331.3976650000004,327.3157024325004,3.2059273470984406,0.8760352204015609,full_path_missing_proxy_only_available,sensitivity_only
viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,corner_upper_right,bend,7.2126631295,334.51809500000036,341.7307581295004,3.158817135673309,4.053845993826691,full_path_missing_proxy_only_available,sensitivity_only
viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,test_section_complex,quartz_transition,4.623219924,4778.192580999999,4782.815800924,3.668556999438796,0.954662924561204,full_path_missing_proxy_only_available,sensitivity_only
viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,corner_lower_left,bend,0.42106361025000005,339.20269167649997,338.78162806625,3.1912630279820773,-2.7701994177320777,full_path_missing_proxy_only_available,excluded
viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,corner_lower_right,bend,2.3393691957499994,338.76384525000003,341.10321444575004,3.1794745053547775,-0.8401053096047784,full_path_missing_proxy_only_available,excluded
viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,corner_upper_left,bend,8.12923494,331.4928824999997,323.3636475599997,3.243221492106974,4.886013447893026,full_path_missing_proxy_only_available,sensitivity_only
viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,corner_upper_right,bend,4.42628578975,334.6721950000001,339.0984807897501,3.2247394749273868,1.2015463148226133,full_path_missing_proxy_only_available,sensitivity_only
viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,test_section_complex,quartz_transition,4.475436191249999,4780.248648500001,4784.72408469125,3.9241684740851164,0.5512677171648831,full_path_missing_proxy_only_available,sensitivity_only
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,corner_lower_left,bend,0.64197996475,337.69599063550004,337.05401067075,3.5779997278865485,-2.9360197631365486,full_path_missing_proxy_only_available,excluded
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,corner_lower_right,bend,2.6360796765,336.87889874999996,339.51497842649997,3.2911352064442925,-0.6550555299442924,full_path_missing_proxy_only_available,excluded
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,corner_upper_left,bend,1.55220586,329.87123750000046,328.31903164000045,3.265258933305626,-1.713053073305626,full_path_missing_proxy_only_available,excluded
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,corner_upper_right,bend,10.57082165125,332.7674824999999,343.33830415124993,3.2162616287671266,7.3545600224828735,full_path_missing_proxy_only_available,sensitivity_only
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,test_section_complex,quartz_transition,6.5910313685,4754.745484499999,4761.336515868499,3.5356996456562086,3.055331722843792,full_path_missing_proxy_only_available,sensitivity_only
viscosity_screening_salt_test_3_kirst_coarse_mesh,Salt 3 Kirst,corner_lower_left,bend,0.5379278012500002,337.60020889775,337.0622810965,3.58750067266422,-3.0495728714142194,full_path_missing_proxy_only_available,excluded
viscosity_screening_salt_test_3_kirst_coarse_mesh,Salt 3 Kirst,corner_lower_right,bend,2.7202840257500007,336.90086974999986,339.62115377574986,3.3223798354492016,-0.6020958096992004,full_path_missing_proxy_only_available,excluded
viscosity_screening_salt_test_3_kirst_coarse_mesh,Salt 3 Kirst,corner_upper_left,bend,3.414532995,329.75507000000107,326.34053700500107,3.3706766206149075,0.04385637438509293,full_path_missing_proxy_only_available,sensitivity_only
