source_id,case_label,feature_name,feature_class,time_s,adjacent_major_spans,dp_feature_p_pa,dp_feature_p_abs_pa,dp_feature_prgh_pa,dp_feature_loss_prgh_endpoint_pa,dp_feature_hydro_endpoint_proxy_pa,dp_feature_hydro_correction_pa,dp_feature_loss_hydro_pa,feature_path_length_m,feature_path_support_fraction,adjacent_straight_friction_subtracted_pa,feature_excess_proxy_pa,keff_effective,hydro_method_status,pressure_method_status,fit_use_status,exclusion_reason_primary
val_salt_test_2_coarse_mesh_laminar,Salt 2 Val,corner_lower_left,bend,8598.0,left_lower_leg|lower_leg,338.534282494,338.534282494,0.5283559499999999,0.5283559499999999,338.00592654400003,338.00592654400003,nan,0.20635081146333206,1.0,3.3582291447834747,-2.8298731947834748,-6.194894130886474,endpoint_proxy_only,proxy_only_nonpositive_excess,excluded,nonpositive_local_feature_proxy_excess
val_salt_test_2_coarse_mesh_laminar,Salt 2 Val,corner_lower_left,bend,8599.0,left_lower_leg|lower_leg,338.534306715,338.534306715,0.5283679699999997,0.5283679699999997,338.00593874500004,338.00593874500004,nan,0.20635081146333206,1.0,3.358189702502941,-2.8298217325029413,-6.194811397883688,endpoint_proxy_only,proxy_only_nonpositive_excess,excluded,nonpositive_local_feature_proxy_excess
val_salt_test_2_coarse_mesh_laminar,Salt 2 Val,corner_lower_left,bend,8600.0,left_lower_leg|lower_leg,338.534315752,338.534315752,0.5283638870000003,0.5283638870000003,338.005951865,338.005951865,nan,0.20635081146333206,1.0,3.3581352684848245,-2.829771381484824,-6.19458829298127,endpoint_proxy_only,proxy_only_nonpositive_excess,excluded,nonpositive_local_feature_proxy_excess
val_salt_test_2_coarse_mesh_laminar,Salt 2 Val,corner_lower_left,bend,8601.0,left_lower_leg|lower_leg,338.53429974,338.53429974,0.5283406679999993,0.5283406679999993,338.005959072,338.005959072,nan,0.20635081146333206,1.0,3.3580781125472816,-2.8297374445472823,-6.194592561595553,endpoint_proxy_only,proxy_only_nonpositive_excess,excluded,nonpositive_local_feature_proxy_excess
val_salt_test_2_coarse_mesh_laminar,Salt 2 Val,corner_lower_left,bend,8602.0,left_lower_leg|lower_leg,338.534217651,338.534217651,0.5282523279999998,0.5282523279999998,338.005965323,338.005965323,nan,0.20635081146333206,1.0,3.35797585198801,-2.8297235239880103,-6.195016460672837,endpoint_proxy_only,proxy_only_nonpositive_excess,excluded,nonpositive_local_feature_proxy_excess
val_salt_test_2_coarse_mesh_laminar,Salt 2 Val,corner_lower_right,bend,8598.0,lower_leg|right_leg,-337.8426709999994,337.8426709999994,2.644820255,2.644820255,340.48749125499944,340.48749125499944,nan,0.2063504440343609,1.0,3.1456623860942567,-0.5008421310942568,-1.4072511081206667,endpoint_proxy_only,proxy_only_nonpositive_excess,excluded,nonpositive_local_feature_proxy_excess
val_salt_test_2_coarse_mesh_laminar,Salt 2 Val,corner_lower_right,bend,8599.0,lower_leg|right_leg,-337.8410530000001,337.8410530000001,2.627628303,2.627628303,340.4686813030001,340.4686813030001,nan,0.2063504440343609,1.0,3.1450905008433327,-0.5174621978433329,-1.4539574046110308,endpoint_proxy_only,proxy_only_nonpositive_excess,excluded,nonpositive_local_feature_proxy_excess
val_salt_test_2_coarse_mesh_laminar,Salt 2 Val,corner_lower_right,bend,8600.0,lower_leg|right_leg,-337.83949399999983,337.83949399999983,2.6538092179999992,2.6538092179999992,340.4933032179998,340.4933032179998,nan,0.2063504440343609,1.0,3.144449946900607,-0.49064072890060784,-1.3785548184935232,endpoint_proxy_only,proxy_only_nonpositive_excess,excluded,nonpositive_local_feature_proxy_excess
val_salt_test_2_coarse_mesh_laminar,Salt 2 Val,corner_lower_right,bend,8601.0,lower_leg|right_leg,-337.8390810000001,337.8390810000001,2.656671467,2.656671467,340.4957524670001,340.4957524670001,nan,0.2063504440343609,1.0,3.1436322716747314,-0.4869608046747316,-1.3682226626426632,endpoint_proxy_only,proxy_only_nonpositive_excess,excluded,nonpositive_local_feature_proxy_excess
val_salt_test_2_coarse_mesh_laminar,Salt 2 Val,corner_lower_right,bend,8602.0,lower_leg|right_leg,-337.8394590000007,337.8394590000007,2.650612327,2.650612327,340.4900713270007,340.4900713270007,nan,0.2063504440343609,1.0,3.142319413918481,-0.49170708691848075,-1.3816613290674777,endpoint_proxy_only,proxy_only_nonpositive_excess,excluded,nonpositive_local_feature_proxy_excess
val_salt_test_2_coarse_mesh_laminar,Salt 2 Val,corner_upper_right,bend,8598.0,right_leg|upper_leg,-333.7832699999999,333.7832699999999,7.75961732,7.75961732,341.5428873199999,341.5428873199999,nan,0.2294842671364168,1.0,3.1054151662006904,4.65420215379931,11.61738324746542,endpoint_proxy_only,proxy_only_missing_full_path_integral,sensitivity_only,missing_full_path_density_integral
val_salt_test_2_coarse_mesh_laminar,Salt 2 Val,corner_upper_right,bend,8599.0,right_leg|upper_leg,-333.78161,333.78161,7.780897175,7.780897175,341.562507175,341.562507175,nan,0.2294842671364168,1.0,3.1056491218489497,4.67524805315105,11.670043476670587,endpoint_proxy_only,proxy_only_missing_full_path_integral,sensitivity_only,missing_full_path_density_integral
val_salt_test_2_coarse_mesh_laminar,Salt 2 Val,corner_upper_right,bend,8600.0,right_leg|upper_leg,-333.7797499999997,333.7797499999997,7.836927786,7.836927786,341.6166777859997,341.6166777859997,nan,0.2294842671364168,1.0,3.107744776550772,4.729183009449228,11.804369728954253,endpoint_proxy_only,proxy_only_missing_full_path_integral,sensitivity_only,missing_full_path_density_integral
val_salt_test_2_coarse_mesh_laminar,Salt 2 Val,corner_upper_right,bend,8601.0,right_leg|upper_leg,-333.77829999999994,333.77829999999994,7.898165293000001,7.898165293000001,341.6764652929999,341.6764652929999,nan,0.2294842671364168,1.0,3.110341336641263,4.7878239563587375,11.950816586198163,endpoint_proxy_only,proxy_only_missing_full_path_integral,sensitivity_only,missing_full_path_density_integral
val_salt_test_2_coarse_mesh_laminar,Salt 2 Val,corner_upper_right,bend,8602.0,right_leg|upper_leg,-333.77649999999994,333.77649999999994,7.937422509000001,7.937422509000001,341.71392250899993,341.71392250899993,nan,0.2294842671364168,1.0,3.1123128428643247,4.825109666135676,12.044809425598975,endpoint_proxy_only,proxy_only_missing_full_path_integral,sensitivity_only,missing_full_path_density_integral
val_salt_test_2_coarse_mesh_laminar,Salt 2 Val,corner_upper_left,bend,8598.0,upper_leg|left_upper_leg,330.7361799999999,330.7361799999999,2.4378911700000003,2.4378911700000003,328.2982888299999,328.2982888299999,nan,0.24229320516510972,1.0,3.1679114142589304,-0.7300202442589301,-1.4135144085339109,endpoint_proxy_only,proxy_only_nonpositive_excess,excluded,nonpositive_local_feature_proxy_excess
val_salt_test_2_coarse_mesh_laminar,Salt 2 Val,corner_upper_left,bend,8599.0,upper_leg|left_upper_leg,330.7361799999999,330.7361799999999,2.436732590000002,2.436732590000002,328.29944740999986,328.29944740999986,nan,0.24229320516510972,1.0,3.1679125259434535,-0.7311799359434517,-1.4157726325718134,endpoint_proxy_only,proxy_only_nonpositive_excess,excluded,nonpositive_local_feature_proxy_excess
val_salt_test_2_coarse_mesh_laminar,Salt 2 Val,corner_upper_left,bend,8600.0,upper_leg|left_upper_leg,330.7361799999999,330.7361799999999,2.4385672000000014,2.4385672000000014,328.29761279999985,328.29761279999985,nan,0.24229320516510972,1.0,3.1679720731512466,-0.7294048731512452,-1.412312972779505,endpoint_proxy_only,proxy_only_nonpositive_excess,excluded,nonpositive_local_feature_proxy_excess
val_salt_test_2_coarse_mesh_laminar,Salt 2 Val,corner_upper_left,bend,8601.0,upper_leg|left_upper_leg,330.7361400000009,330.7361400000009,2.440104990000002,2.440104990000002,328.2960350100009,328.2960350100009,nan,0.24229320516510972,1.0,3.1679398440939077,-0.7278348540939059,-1.4092915094263183,endpoint_proxy_only,proxy_only_nonpositive_excess,excluded,nonpositive_local_feature_proxy_excess
val_salt_test_2_coarse_mesh_laminar,Salt 2 Val,corner_upper_left,bend,8602.0,upper_leg|left_upper_leg,330.73609000000215,330.73609000000215,2.4394673899999972,2.4394673899999972,328.29662261000215,328.29662261000215,nan,0.24229320516510972,1.0,3.167805267083412,-0.7283378770834146,-1.4103721349547913,endpoint_proxy_only,proxy_only_nonpositive_excess,excluded,nonpositive_local_feature_proxy_excess
val_salt_test_2_coarse_mesh_laminar,Salt 2 Val,test_section_complex,quartz_transition,8598.0,left_upper_leg|test_section_span|left_lower_leg,4767.980897,4767.980897,5.078333569,5.078333569,4773.059230569001,4773.059230569001,nan,0.25127800000000006,1.0,3.5192568373922857,1.559076731607714,6.208274403676692,endpoint_proxy_only,proxy_only_missing_full_path_integral,sensitivity_only,missing_full_path_density_integral
val_salt_test_2_coarse_mesh_laminar,Salt 2 Val,test_section_complex,quartz_transition,8599.0,left_upper_leg|test_section_span|left_lower_leg,4767.981099999999,4767.981099999999,5.078094807000001,5.078094807000001,4773.059194806999,4773.059194806999,nan,0.25127800000000006,1.0,3.519266221274402,1.5588285857255992,6.207362595372085,endpoint_proxy_only,proxy_only_missing_full_path_integral,sensitivity_only,missing_full_path_density_integral
val_salt_test_2_coarse_mesh_laminar,Salt 2 Val,test_section_complex,quartz_transition,8600.0,left_upper_leg|test_section_span|left_lower_leg,4767.980791,4767.980791,5.078337895,5.078337895,4773.059128895,4773.059128895,nan,0.25127800000000006,1.0,3.5192731559724777,1.559064739027522,6.208175214360424,endpoint_proxy_only,proxy_only_missing_full_path_integral,sensitivity_only,missing_full_path_density_integral
val_salt_test_2_coarse_mesh_laminar,Salt 2 Val,test_section_complex,quartz_transition,8601.0,left_upper_leg|test_section_span|left_lower_leg,4767.980366,4767.980366,5.078691918,5.078691918,4773.059057918,4773.059057918,nan,0.25127800000000006,1.0,3.519272402820913,1.5594195151790866,6.209648048598117,endpoint_proxy_only,proxy_only_missing_full_path_integral,sensitivity_only,missing_full_path_density_integral
