source_id,case_label,feature_name,feature_class,adjacent_major_spans,time_row_count,positive_proxy_time_fraction,proxy_support_fraction_min,proxy_support_fraction_mean,mean_abs_delta_p_pa,mean_abs_delta_p_rgh_pa,mean_hydro_correction_abs_pa,mean_proxy_reference_dp_pa,mean_proxy_feature_excess_dp_pa,mean_proxy_keff_effective,pressure_method_status,fit_use_status,exclusion_reason_primary,exclusion_reasons_json
val_salt_test_2_coarse_mesh_laminar,Salt 2 Val,corner_lower_left,bend,left_lower_leg|lower_leg,5,0.0,1.0,1.0,338.5342844704,0.5283361605999998,338.00594830980003,3.358121616061306,-2.8297854554613067,-6.194780568803964,full_path_missing_proxy_only_available,excluded,nonpositive_local_feature_proxy_excess,"[""nonpositive_local_feature_proxy_excess""]"
val_salt_test_2_coarse_mesh_laminar,Salt 2 Val,corner_lower_right,bend,lower_leg|right_leg,5,0.0,1.0,1.0,337.8403516,2.646708314,340.48705991400004,3.1442309038862817,-0.49752258988628195,-1.3979294645870721,full_path_missing_proxy_only_available,excluded,nonpositive_local_feature_proxy_excess,"[""nonpositive_local_feature_proxy_excess""]"
val_salt_test_2_coarse_mesh_laminar,Salt 2 Val,corner_upper_left,bend,upper_leg|left_upper_leg,5,0.0,1.0,1.0,330.7361540000005,2.4385526680000007,328.2976013320005,3.16790822490619,-0.7293555569061895,-1.4122527316532678,full_path_missing_proxy_only_available,excluded,nonpositive_local_feature_proxy_excess,"[""nonpositive_local_feature_proxy_excess""]"
val_salt_test_2_coarse_mesh_laminar,Salt 2 Val,corner_upper_right,bend,right_leg|upper_leg,5,1.0,1.0,1.0,333.7798859999999,7.842606016600001,341.6224920165999,3.1082926488212,4.7343133677788005,11.817484492977481,full_path_missing_proxy_only_available,sensitivity_only,missing_full_path_density_integral,"[""missing_full_path_density_integral""]"
val_salt_test_2_coarse_mesh_laminar,Salt 2 Val,test_section_complex,quartz_transition,left_upper_leg|test_section_span|left_lower_leg,5,1.0,1.0,1.0,4767.9805627999995,5.078562711400001,4773.0591255113995,3.5192654764727855,1.5592972349272145,6.209253918381157,full_path_missing_proxy_only_available,sensitivity_only,missing_full_path_density_integral,"[""missing_full_path_density_integral""]"
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,corner_lower_left,bend,left_lower_leg|lower_leg,4,0.0,1.0,1.0,341.44794503025,0.3543893075000004,341.09355572275,2.8541251274988686,-2.499735819998868,-8.159068759446773,full_path_missing_proxy_only_available,excluded,nonpositive_local_feature_proxy_excess,"[""nonpositive_local_feature_proxy_excess""]"
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,corner_lower_right,bend,lower_leg|right_leg,4,0.0,1.0,1.0,341.0024970000004,2.3307559152499997,343.3332529152504,3.2167016320927657,-0.8859457168427664,-3.7122348987460527,full_path_missing_proxy_only_available,excluded,nonpositive_local_feature_proxy_excess,"[""nonpositive_local_feature_proxy_excess""]"
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,corner_upper_left,bend,upper_leg|left_upper_leg,4,1.0,1.0,1.0,333.73441249999996,10.628120410000001,323.10629209,3.1655330813163776,7.4625873286836235,21.53828235516495,full_path_missing_proxy_only_available,sensitivity_only,missing_full_path_density_integral,"[""missing_full_path_density_integral""]"
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,corner_upper_right,bend,right_leg|upper_leg,4,1.0,1.0,1.0,336.91720250000026,4.638925369,341.55612786900025,3.2596524329320054,1.379272936067994,5.132997391036036,full_path_missing_proxy_only_available,sensitivity_only,missing_full_path_density_integral,"[""missing_full_path_density_integral""]"
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,test_section_complex,quartz_transition,left_upper_leg|test_section_span|left_lower_leg,4,0.0,1.0,1.0,4811.6822194999995,2.3325990725,4814.0148185725,3.5569378464090224,-1.2243387739090226,-7.268001265502171,full_path_missing_proxy_only_available,excluded,nonpositive_local_feature_proxy_excess,"[""nonpositive_local_feature_proxy_excess""]"
viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,corner_lower_left,bend,left_lower_leg|lower_leg,4,0.0,1.0,1.0,341.43181100025,0.33574365500000036,341.09606734525,2.807077743741506,-2.471334088741506,-8.56432960010885,full_path_missing_proxy_only_available,excluded,nonpositive_local_feature_proxy_excess,"[""nonpositive_local_feature_proxy_excess""]"
viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,corner_lower_right,bend,lower_leg|right_leg,4,0.0,1.0,1.0,341.0019149999998,2.325679055,343.32759405499985,3.212143713219837,-0.8864646582198371,-3.9439326189308503,full_path_missing_proxy_only_available,excluded,nonpositive_local_feature_proxy_excess,"[""nonpositive_local_feature_proxy_excess""]"
viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,corner_upper_left,bend,upper_leg|left_upper_leg,4,1.0,1.0,1.0,333.7083975000005,12.109459175,321.5989383250005,3.205999646893187,8.903459528106813,27.27910008287999,full_path_missing_proxy_only_available,sensitivity_only,missing_full_path_density_integral,"[""missing_full_path_density_integral""]"
viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,corner_upper_right,bend,right_leg|upper_leg,4,1.0,1.0,1.0,336.9159749999999,4.3360210368250005,341.2519960368249,3.2785977803780924,1.0574232564469077,4.17802510939321,full_path_missing_proxy_only_available,sensitivity_only,missing_full_path_density_integral,"[""missing_full_path_density_integral""]"
viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,test_section_complex,quartz_transition,left_upper_leg|test_section_span|left_lower_leg,4,0.0,1.0,1.0,4811.47626075,2.68480077,4814.16106152,3.558882258887879,-0.8740814888878793,-5.508483514850036,full_path_missing_proxy_only_available,excluded,nonpositive_local_feature_proxy_excess,"[""nonpositive_local_feature_proxy_excess""]"
viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,corner_lower_left,bend,left_lower_leg|lower_leg,4,0.0,1.0,1.0,339.1897656575,0.4834753445000002,338.706290313,3.299145661248049,-2.8156703167480486,-6.682665190751022,full_path_missing_proxy_only_available,excluded,nonpositive_local_feature_proxy_excess,"[""nonpositive_local_feature_proxy_excess""]"
viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,corner_lower_right,bend,lower_leg|right_leg,4,0.0,1.0,1.0,338.5851367500002,2.52685953525,341.1119962852502,3.1932366826188145,-0.6663771473688149,-2.0300329379827735,full_path_missing_proxy_only_available,excluded,nonpositive_local_feature_proxy_excess,"[""nonpositive_local_feature_proxy_excess""]"
viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,corner_upper_left,bend,upper_leg|left_upper_leg,4,1.0,1.0,1.0,331.3976650000004,4.0819625675000015,327.3157024325004,3.2059273470984406,0.8760352204015609,1.8389505176001455,full_path_missing_proxy_only_available,sensitivity_only,missing_full_path_density_integral,"[""missing_full_path_density_integral""]"
viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,corner_upper_right,bend,right_leg|upper_leg,4,1.0,1.0,1.0,334.51809500000036,7.2126631295,341.7307581295004,3.158817135673309,4.053845993826691,10.970264697246973,full_path_missing_proxy_only_available,sensitivity_only,missing_full_path_density_integral,"[""missing_full_path_density_integral""]"
viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,test_section_complex,quartz_transition,left_upper_leg|test_section_span|left_lower_leg,4,1.0,1.0,1.0,4778.192580999999,4.623219924,4782.815800924,3.668556999438796,0.954662924561204,4.121415149865506,full_path_missing_proxy_only_available,sensitivity_only,missing_full_path_density_integral,"[""missing_full_path_density_integral""]"
viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,corner_lower_left,bend,left_lower_leg|lower_leg,4,0.0,1.0,1.0,339.20269167649997,0.42106361025000005,338.78162806625,3.1912630279820773,-2.7701994177320777,-7.602690209957123,full_path_missing_proxy_only_available,excluded,nonpositive_local_feature_proxy_excess,"[""nonpositive_local_feature_proxy_excess""]"
viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,corner_lower_right,bend,lower_leg|right_leg,4,0.0,1.0,1.0,338.76384525000003,2.3393691957499994,341.10321444575004,3.1794745053547775,-0.8401053096047784,-2.9595901636831066,full_path_missing_proxy_only_available,excluded,nonpositive_local_feature_proxy_excess,"[""nonpositive_local_feature_proxy_excess""]"
viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,corner_upper_left,bend,upper_leg|left_upper_leg,4,1.0,1.0,1.0,331.4928824999997,8.12923494,323.3636475599997,3.243221492106974,4.886013447893026,11.859364986655555,full_path_missing_proxy_only_available,sensitivity_only,missing_full_path_density_integral,"[""missing_full_path_density_integral""]"
viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,corner_upper_right,bend,right_leg|upper_leg,4,1.0,1.0,1.0,334.6721950000001,4.42628578975,339.0984807897501,3.2247394749273868,1.2015463148226133,3.759848763798417,full_path_missing_proxy_only_available,sensitivity_only,missing_full_path_density_integral,"[""missing_full_path_density_integral""]"
viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,test_section_complex,quartz_transition,left_upper_leg|test_section_span|left_lower_leg,4,1.0,1.0,1.0,4780.248648500001,4.475436191249999,4784.72408469125,3.9241684740851164,0.5512677171648831,2.7518962495398887,full_path_missing_proxy_only_available,sensitivity_only,missing_full_path_density_integral,"[""missing_full_path_density_integral""]"
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,corner_lower_left,bend,left_lower_leg|lower_leg,4,0.0,1.0,1.0,337.69599063550004,0.64197996475,337.05401067075,3.5779997278865485,-2.9360197631365486,-5.390711740827436,full_path_missing_proxy_only_available,excluded,nonpositive_local_feature_proxy_excess,"[""nonpositive_local_feature_proxy_excess""]"
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,corner_lower_right,bend,lower_leg|right_leg,4,0.0,1.0,1.0,336.87889874999996,2.6360796765,339.51497842649997,3.2911352064442925,-0.6550555299442924,-1.5437585874799296,full_path_missing_proxy_only_available,excluded,nonpositive_local_feature_proxy_excess,"[""nonpositive_local_feature_proxy_excess""]"
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,corner_upper_left,bend,upper_leg|left_upper_leg,4,0.0,1.0,1.0,329.87123750000046,1.55220586,328.31903164000045,3.265258933305626,-1.713053073305626,-2.7825753327481917,full_path_missing_proxy_only_available,excluded,nonpositive_local_feature_proxy_excess,"[""nonpositive_local_feature_proxy_excess""]"
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,corner_upper_right,bend,right_leg|upper_leg,4,1.0,1.0,1.0,332.7674824999999,10.57082165125,343.33830415124993,3.2162616287671266,7.3545600224828735,15.398410087269061,full_path_missing_proxy_only_available,sensitivity_only,missing_full_path_density_integral,"[""missing_full_path_density_integral""]"
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,test_section_complex,quartz_transition,left_upper_leg|test_section_span|left_lower_leg,4,1.0,1.0,1.0,4754.745484499999,6.5910313685,4761.336515868499,3.5356996456562086,3.055331722843792,10.20470165935331,full_path_missing_proxy_only_available,sensitivity_only,missing_full_path_density_integral,"[""missing_full_path_density_integral""]"
viscosity_screening_salt_test_3_kirst_coarse_mesh,Salt 3 Kirst,corner_lower_left,bend,left_lower_leg|lower_leg,4,0.0,1.0,1.0,337.60020889775,0.5379278012500002,337.0622810965,3.58750067266422,-3.0495728714142194,-6.393098789724058,full_path_missing_proxy_only_available,excluded,nonpositive_local_feature_proxy_excess,"[""nonpositive_local_feature_proxy_excess""]"
viscosity_screening_salt_test_3_kirst_coarse_mesh,Salt 3 Kirst,corner_lower_right,bend,lower_leg|right_leg,4,0.0,1.0,1.0,336.90086974999986,2.7202840257500007,339.62115377574986,3.3223798354492016,-0.6020958096992004,-1.620097767354697,full_path_missing_proxy_only_available,excluded,nonpositive_local_feature_proxy_excess,"[""nonpositive_local_feature_proxy_excess""]"
viscosity_screening_salt_test_3_kirst_coarse_mesh,Salt 3 Kirst,corner_upper_left,bend,upper_leg|left_upper_leg,4,1.0,1.0,1.0,329.75507000000107,3.414532995,326.34053700500107,3.3706766206149075,0.04385637438509293,0.08131649372947786,full_path_missing_proxy_only_available,sensitivity_only,missing_full_path_density_integral,"[""missing_full_path_density_integral""]"
viscosity_screening_salt_test_3_kirst_coarse_mesh,Salt 3 Kirst,corner_upper_right,bend,right_leg|upper_leg,4,1.0,1.0,1.0,332.8004675000002,8.9529821655,341.75344966550017,3.264411704547648,5.688570460952352,13.597332554142401,full_path_missing_proxy_only_available,sensitivity_only,missing_full_path_density_integral,"[""missing_full_path_density_integral""]"
viscosity_screening_salt_test_3_kirst_coarse_mesh,Salt 3 Kirst,test_section_complex,quartz_transition,left_upper_leg|test_section_span|left_lower_leg,4,1.0,1.0,1.0,4754.38524875,6.1950993565,4760.5803481064995,3.871869313963198,2.3232300425368027,8.859186611296726,full_path_missing_proxy_only_available,sensitivity_only,missing_full_path_density_integral,"[""missing_full_path_density_integral""]"
viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,corner_lower_left,bend,left_lower_leg|lower_leg,4,0.0,1.0,1.0,335.83525125575,0.8570143419999998,334.97823691375004,3.8156535950015766,-2.958639253001577,-4.166670529267424,full_path_missing_proxy_only_available,excluded,nonpositive_local_feature_proxy_excess,"[""nonpositive_local_feature_proxy_excess""]"
viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,corner_lower_right,bend,lower_leg|right_leg,4,0.0,1.0,1.0,334.7730740000002,2.3263323029999996,337.0994063030002,3.38436230030769,-1.0580299973076905,-1.9126401019477994,full_path_missing_proxy_only_available,excluded,nonpositive_local_feature_proxy_excess,"[""nonpositive_local_feature_proxy_excess""]"
viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,corner_upper_left,bend,upper_leg|left_upper_leg,4,0.0,1.0,1.0,328.0419824999999,1.1605733049999998,326.88140919499995,3.3482324953980775,-2.1876591903980778,-2.7267404623396616,full_path_missing_proxy_only_available,excluded,nonpositive_local_feature_proxy_excess,"[""nonpositive_local_feature_proxy_excess""]"
viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,corner_upper_right,bend,right_leg|upper_leg,4,1.0,1.0,1.0,330.57222500000034,11.042015061999997,341.6142400620003,3.4483434515935154,7.593671610406483,12.196636094848513,full_path_missing_proxy_only_available,sensitivity_only,missing_full_path_density_integral,"[""missing_full_path_density_integral""]"
viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,test_section_complex,quartz_transition,left_upper_leg|test_section_span|left_lower_leg,4,1.0,1.0,1.0,4726.51727025,8.782543147999998,4735.299813398,3.466240235151302,5.316302912848698,13.620616615865591,full_path_missing_proxy_only_available,sensitivity_only,missing_full_path_density_integral,"[""missing_full_path_density_integral""]"
viscosity_screening_salt_test_4_kirst_coarse_mesh,Salt 4 Kirst,corner_lower_left,bend,left_lower_leg|lower_leg,4,0.0,1.0,1.0,335.76173581725004,0.7292125172499999,335.0325233,3.8961326744840585,-3.1669201572340584,-5.105445914932957,full_path_missing_proxy_only_available,excluded,nonpositive_local_feature_proxy_excess,"[""nonpositive_local_feature_proxy_excess""]"
viscosity_screening_salt_test_4_kirst_coarse_mesh,Salt 4 Kirst,corner_lower_right,bend,lower_leg|right_leg,4,0.0,1.0,1.0,334.81544800000006,2.6705505479999996,337.48599854800005,3.450994101006824,-0.7804435530068241,-1.614951821899752,full_path_missing_proxy_only_available,excluded,nonpositive_local_feature_proxy_excess,"[""nonpositive_local_feature_proxy_excess""]"
viscosity_screening_salt_test_4_kirst_coarse_mesh,Salt 4 Kirst,corner_upper_left,bend,upper_leg|left_upper_leg,4,0.0,1.0,1.0,327.87854999999945,1.9600395675,325.91851043249943,3.4416082487649695,-1.4815686812649695,-2.1130163927971406,full_path_missing_proxy_only_available,excluded,nonpositive_local_feature_proxy_excess,"[""nonpositive_local_feature_proxy_excess""]"
viscosity_screening_salt_test_4_kirst_coarse_mesh,Salt 4 Kirst,corner_upper_right,bend,right_leg|upper_leg,4,1.0,1.0,1.0,330.64140000000043,11.297425465500002,341.93882546550043,3.423334974631859,7.8740904908681415,14.475547175521417,full_path_missing_proxy_only_available,sensitivity_only,missing_full_path_density_integral,"[""missing_full_path_density_integral""]"
viscosity_screening_salt_test_4_kirst_coarse_mesh,Salt 4 Kirst,test_section_complex,quartz_transition,left_upper_leg|test_section_span|left_lower_leg,4,1.0,1.0,1.0,4725.77349075,8.54999935625,4734.32349010625,3.7321945999952675,4.817804756254732,14.128435390839773,full_path_missing_proxy_only_available,sensitivity_only,missing_full_path_density_integral,"[""missing_full_path_density_integral""]"
