closure_name,region_name,reynolds_number,output_name,output_value,within_defended_re_domain
straight_friction_class_aware_re_power_law,lower_leg,80.35,darcy_friction_factor,2.9279031099302304,True
straight_friction_class_aware_re_power_law,lower_leg,103.69749999999999,darcy_friction_factor,2.2991056751623886,True
straight_friction_class_aware_re_power_law,lower_leg,127.045,darcy_friction_factor,1.8965947891811372,True
straight_friction_class_aware_re_power_law,lower_leg,150.3925,darcy_friction_factor,1.616336427406935,True
straight_friction_class_aware_re_power_law,lower_leg,173.74,darcy_friction_factor,1.4097129924318357,True
straight_friction_class_aware_re_power_law,test_section_span,80.35,darcy_friction_factor,54.34503997432598,True
straight_friction_class_aware_re_power_law,test_section_span,103.69749999999999,darcy_friction_factor,42.67388131736267,True
straight_friction_class_aware_re_power_law,test_section_span,127.045,darcy_friction_factor,35.20284509537726,True
straight_friction_class_aware_re_power_law,test_section_span,150.3925,darcy_friction_factor,30.000947593338314,True
straight_friction_class_aware_re_power_law,test_section_span,173.74,darcy_friction_factor,26.16579376079845,True
left_lower_leg_nu_branch_aware_re_power_law,left_lower_leg,76.1,nusselt_number,3.182913928689206,True
left_lower_leg_nu_branch_aware_re_power_law,left_lower_leg,98.3825,nusselt_number,4.073631797163609,True
left_lower_leg_nu_branch_aware_re_power_law,left_lower_leg,120.66499999999999,nusselt_number,4.956399144236092,True
left_lower_leg_nu_branch_aware_re_power_law,left_lower_leg,142.9475,nusselt_number,5.832755917454119,True
left_lower_leg_nu_branch_aware_re_power_law,left_lower_leg,165.23,nusselt_number,6.703746727474384,True
