source_id,case_label,branch_name,q_enthalpy_w,q_wall_total_w,q_intended_transfer_w,q_external_or_loss_w,q_sink_or_cooling_w,q_junction_or_unresolved_w,q_bulk_centerline_correction_proxy_w,q_residual_w,residual_fraction_of_wall_heat,fit_use_status,exclusion_reason_primary
val_salt_test_2_coarse_mesh_laminar,Salt 2 Val,left_lower_leg,-4.466717804464244,-7.956422195950614,nan,-7.956422195950614,nan,0.0,11.591137923985064,3.489704391486371,0.43860221336602845,fit_used,closure_supported
val_salt_test_2_coarse_mesh_laminar,Salt 2 Val,left_upper_leg,-4.096853445356745,-9.269180785574827,nan,-9.269180785574827,nan,0.0,11.271027201599821,5.1723273402180805,0.5580134275453461,sensitivity_only,enthalpy_wall_heat_balance_loose
val_salt_test_2_coarse_mesh_laminar,Salt 2 Val,lower_leg,-148.55342758979413,213.046609368838,244.63103743642014,-6.378348010058675,0.0,-25.20608005752343,-12.286470044167633,-361.60003695863213,1.6972813509159181,excluded,thermal_support_marginal
val_salt_test_2_coarse_mesh_laminar,Salt 2 Val,right_leg,-190.28658664053472,-22.21129312630601,nan,-22.21129312630601,nan,0.0,6.429026478357924,-168.07529351422872,7.567109782014688,excluded,right_leg_blocked_by_policy
val_salt_test_2_coarse_mesh_laminar,Salt 2 Val,test_section_span,9.919072529195303,-9.4849213845855,-7.45846937053666,-2.0264520140488314,-7.45846937053666,0.0,11.911627596025752,19.403993913780802,2.0457727714787346,sensitivity_only,enthalpy_wall_heat_balance_loose
val_salt_test_2_coarse_mesh_laminar,Salt 2 Val,upcomer,1.355501279374314,-26.71052436611094,-7.45846937053666,-19.25205499557427,-7.45846937053666,0.0,35.423095940675,28.06602564548525,1.0507478344432057,sensitivity_only,derived_branch_overlap_double_counting
val_salt_test_2_coarse_mesh_laminar,Salt 2 Val,upper_leg,148.70741606730263,-148.21172048940315,-136.35073995093504,-11.860980538468016,-136.35073995093504,0.0,-46.34598629300484,296.9191365567057,2.003344509975443,excluded,thermal_small_delta_t
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,left_lower_leg,-2.7391324984849366,-7.070527088427061,nan,-7.070527088427061,nan,0.0,9.175817143885903,4.331394589942123,0.6125985425996792,sensitivity_only,enthalpy_wall_heat_balance_loose
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,left_upper_leg,-2.3930889898696277,-8.297821087578967,nan,-8.297821087578967,nan,0.0,10.387321764973128,5.904732097709341,0.711600314753554,sensitivity_only,enthalpy_wall_heat_balance_loose
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,lower_leg,-144.5582067340766,185.4898940652431,213.150391439223,-5.728856109203362,0.0,-21.931641264776523,19.228513450280367,-330.04810079931974,1.779331981736541,excluded,thermal_low_usable_fraction
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,right_leg,-174.12391072833248,-19.814255781360654,nan,-19.814255781360654,nan,0.0,10.599532420671231,-154.30965494697182,7.787809779692853,excluded,right_leg_blocked_by_policy
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,test_section_span,4.18841252536566,-1.0907093622740889,0.747429572455622,-1.8381389347297108,-0.28828247588375944,-5.551115123125783e-17,2.0279726409268872,5.279121887639748,4.840081225432819,sensitivity_only,enthalpy_wall_heat_balance_loose
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,upcomer,-0.9438089629889054,-16.45905753828012,0.747429572455622,-17.20648711073574,-0.28828247588375944,0.0,22.782043358466215,15.515248575291212,0.9426571684547387,sensitivity_only,derived_branch_overlap_double_counting
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,upper_leg,144.76972811748064,-146.23177440030656,-135.60317791625533,-10.628596484051185,-135.60317791625533,0.0,-54.000860689338076,291.0015025177872,1.990001856375562,excluded,thermal_support_marginal
viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,left_lower_leg,-3.550177849014893,-7.056721181265741,nan,-7.056721181265741,nan,0.0,8.124121242887226,3.5065433322508475,0.49690830092027105,sensitivity_only,enthalpy_wall_heat_balance_loose
viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,left_upper_leg,-2.0697805479499243,-8.289944659503895,nan,-8.289944659503895,nan,0.0,9.271084029984817,6.220164111553971,0.7503263733398928,sensitivity_only,enthalpy_wall_heat_balance_loose
viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,lower_leg,-144.554994490559,185.4245372052868,213.0918796686748,-5.740452810213874,0.0,-21.92688965317413,21.803033577535594,-329.9795316958458,1.779589350305454,excluded,thermal_low_usable_fraction
viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,right_leg,-173.6721629353669,-19.82126267604558,nan,-19.82126267604558,nan,0.0,10.590735451996057,-153.85090025932132,7.7619121835892635,excluded,right_leg_blocked_by_policy
viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,test_section_span,3.9542602616756977,-1.0286955182827096,0.8062127770226284,-1.8349082953053382,-0.25699645881828304,-1.1102230246251565e-16,1.5274334364788331,4.982955779958407,4.843955953338735,sensitivity_only,enthalpy_wall_heat_balance_loose
viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,upcomer,-1.6656981352891203,-16.375361359052345,0.8062127770226284,-17.18157413607498,-0.25699645881828304,0.0,19.641549262317227,14.709663223763226,0.8982802211953438,sensitivity_only,derived_branch_overlap_double_counting
