source_id,case_label,span_name,streamwise_bin_index,loop_s_mid_m,loop_s_fraction,theta_sample_count,total_area_m2,circumferential_mean_wall_heat_flux_w_m2,circumferential_mean_fanning_cf_shear,circumferential_mean_darcy_f_shear
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,lower_leg,69,0.6827312144224325,0.18511102548640934,4,0.003340905909068894,-168.8216142376592,0.02028738788953292,0.08114955155813168
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,lower_leg,70,0.692625869703917,0.18779379397171964,4,0.0033197628685334886,1149.8939479261292,0.06295580072917586,0.25182320291670346
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,lower_leg,71,0.7025205249854015,0.1904765624570299,4,0.004301878056392115,1764.280823310549,0.060353507467880166,0.24141402987152066
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,lower_leg,72,0.7124151802668861,0.19315933094234022,2,0.0018914617175351013,5327.873869748275,0.12585800459750768,0.5034320183900307
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,lower_leg,73,0.7223098355483706,0.1958420994276505,2,0.0018914617169028358,5329.315106330656,0.16580628038937492,0.6632251215574997
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,lower_leg,74,0.7322044908298552,0.19852486791296078,2,0.0018914617174914197,5330.533168600348,0.1668138545785579,0.6672554183142316
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,lower_leg,75,0.7420991461113396,0.20120763639827105,2,0.0018947228573326768,5331.927842889531,0.15292880804378542,0.6117152321751417
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,lower_leg,76,0.7519938013928242,0.20389040488358132,2,0.0018882005759544582,5333.145390147953,0.12962949816935698,0.5185179926774279
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,lower_leg,77,0.7618884566743087,0.20657317336889164,2,0.001901245138957243,5334.351942970218,0.15547698898098958,0.6219079559239583
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,lower_leg,78,0.7717831119557933,0.20925594185420188,2,0.0018882005757307092,5335.635403131642,0.17289952213048154,0.6915980885219262
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,lower_leg,79,0.7816777672372778,0.21193871033951214,2,0.0018882005763358515,5336.739792320537,0.1299881062948061,0.5199524251792244
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,lower_leg,80,0.7915724225187624,0.21462147882482246,2,0.001897983998692755,5337.862691949586,0.13080062751709048,0.5232025100683619
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,lower_leg,81,0.8014670778002468,0.2173042473101327,2,0.0018914617177149483,5339.09496349251,0.16157910649193472,0.6463164259677389
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,lower_leg,82,0.8113617330817313,0.21998701579544297,2,0.0018947228573294177,5340.474962087821,0.15289734070776617,0.6115893628310647
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,lower_leg,83,0.8212563883632159,0.2226697842807533,2,0.001891461717219686,5341.969148762672,0.16505036025363407,0.6602014410145363
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,lower_leg,84,0.8311510436447003,0.22535255276606353,2,0.0018914617163803948,5343.540825661824,0.15012662793777806,0.6005065117511122
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,lower_leg,85,0.841045698926185,0.22803532125137385,2,0.0018914617167558995,5345.061848272736,0.18084896704897918,0.7233958681959167
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,lower_leg,86,0.8509403542076693,0.23071808973668412,2,0.0018947228578656697,5346.942384343416,0.18014115000139366,0.7205646000055747
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,lower_leg,87,0.8608350094891539,0.2334008582219944,2,0.001897983998756843,5348.859803579102,0.11187317993129968,0.4474927197251987
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,lower_leg,88,0.8707296647706386,0.23608362670730468,2,0.0018914617171555184,5350.831120649353,0.1912998037486001,0.7651992149944004
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,lower_leg,89,0.880624320052123,0.23876639519261497,2,0.0018882005766843813,5353.071453581698,0.12369179323342765,0.4947671729337106
