path,role,exists,native_solver_output,mutated
tools/extract/build_s13_upcomer_exchange_surface_input_manifest_from_seeded_cv.py,task_output_builder,true,false,true
tools/extract/test_s13_upcomer_exchange_surface_input_manifest_from_seeded_cv.py,task_output_tests,true,false,true
work_products/2026-07/2026-07-21/2026-07-21_s13_upcomer_exchange_source_bounded_cv_rerun_from_geometry_seed/summary.json,seeded_summary,true,false,false
work_products/2026-07/2026-07-21/2026-07-21_s13_upcomer_exchange_source_bounded_cv_rerun_from_geometry_seed/seeded_release_decision.csv,seeded_release_decision,true,false,false
work_products/2026-07/2026-07-21/2026-07-21_s13_upcomer_exchange_source_bounded_cv_rerun_from_geometry_seed/seeded_recirc_cv_cells.csv,seeded_recirc_cv_cells,true,false,false
work_products/2026-07/2026-07-21/2026-07-21_s13_upcomer_exchange_source_bounded_cv_rerun_from_geometry_seed/seeded_exchange_interface_faces.csv,seeded_exchange_interface_faces,true,false,false
work_products/2026-07/2026-07-21/2026-07-21_s13_upcomer_exchange_source_bounded_cv_rerun_from_geometry_seed/seeded_trusted_wall_faces.csv,seeded_trusted_wall_faces,true,false,false
work_products/2026-07/2026-07-21/2026-07-21_s13_upcomer_exchange_source_bounded_cv_rerun_from_geometry_seed/seeded_wall_core_band.csv,seeded_wall_core_band,true,false,false
work_products/2026-07/2026-07-21/2026-07-21_s13_upcomer_exchange_source_bounded_cv_rerun_from_geometry_seed/seeded_normal_convention.csv,seeded_normal_convention,true,false,false
work_products/2026-07/2026-07-21/2026-07-21_s13_upcomer_exchange_source_bounded_cv_rerun_from_geometry_seed/seeded_source_sink_boundary_ledger.csv,seeded_source_sink_boundary_ledger,true,false,false
work_products/2026-07/2026-07-21/2026-07-21_s13_upcomer_exchange_source_bounded_cv_rerun_from_geometry_seed/surface_contract.csv,surface_contract,true,false,false
work_products/2026-07/2026-07-21/2026-07-21_upcomer_exchange_three_case_cell_vtk_manifest/three_case_cell_vtk_manifest.csv,cell_vtk_release_manifest,true,false,false
work_products/2026-07/2026-07-21/2026-07-21_upcomer_exchange_three_case_cell_vtk_manifest/case_vtk_input_manifest.cells_populated.csv,cell_vtk_manifest,true,false,false
work_products/2026-07/2026-07-21/2026-07-21_upcomer_exchange_input_generation/cell_volume_export_validation.csv,cell_volume_validation,true,false,false
work_products/2026-07/2026-07-21/2026-07-21_upcomer_exchange_surface_source_generation/source_sink_summary.csv,static_source_sink_summary,true,false,false
work_products/2026-07/2026-07-21/2026-07-21_upcomer_exchange_sampler_reusable_harvest_scaffold/case_vtk_input_manifest.template.csv,sampler_manifest_template,true,false,false
